l n n_p n_g nu dnu
0 9 9 0 423.604613558201 0.014826161474537
0 10 10 0 465.866329717854 0.0163053215401249
0 11 11 0 508.622772772212 0.0178017970470274
0 12 12 0 551.310956563481 0.0192958834797218
0 13 13 0 593.607360100865 0.0207762576035303
0 14 14 0 635.452052432328 0.0222408218351315
0 15 15 0 677.166960998785 0.0237008436349575
0 16 16 0 719.35456300951 0.0251774097053329
0 17 17 0 762.417653012527 0.0266846178554384
0 18 18 0 806.252579035388 0.0282188402662386
0 19 19 0 850.455219879707 0.0297659326957897
0 20 20 0 894.628085270916 0.0313119829844821
0 21 21 0 938.594261038165 0.0328507991363358
0 22 22 0 982.330850723073 0.0343815797753076
0 23 23 0 1025.82331530529 0.0359038160356852
0 24 24 0 1068.80943342633 0.0374083301699216
2 2 7 5 408.017270178194 0.285612089124736
2 3 8 5 418.280742407985 0.292796519685589
2 4 9 5 460.875985212654 0.322613189648858
2 5 9 4 478.86395198093 0.335204766386651
2 6 10 4 504.096274635942 0.352867392245159
2 7 11 4 547.062518348864 0.382943762844205
2 8 11 3 569.033388059566 0.398323371641696
2 9 12 3 589.72761345833 0.412809329420831
2 10 13 3 631.706849924938 0.442194794947457
2 11 14 3 673.463403203153 0.471424382242207
2 12 14 2 701.252554862191 0.490876788403534
2 13 15 2 715.821449951225 0.501075014965858
2 14 16 2 758.751864397192 0.531126305078034
2 15 17 2 802.53630210611 0.561775411474277
2 16 18 2 846.70312170516 0.592692185193612
2 17 19 2 890.817530595758 0.623572271417031
2 18 19 1 929.990611527258 0.650993428069081
2 19 20 1 935.788254176562 0.655051777923593
2 20 21 1 978.722933016973 0.685106053111881
2 21 22 1 1022.16675027961 0.715516725195724
2 22 23 1 1065.12469104859 0.74558728373401
1 6 8 3 426.438058335733 0.0149253320417507
1 7 9 3 450.701709129096 0.0157745598195183
1 8 9 2 480.907804213949 0.0168317731474882
1 9 10 2 507.278591222678 0.0177547506927937
1 10 11 2 535.952613493186 0.0187583414722615
1 11 12 2 574.170320661674 0.0200959612231586
1 12 13 2 614.450373953879 0.0215057630883858
1 13 14 2 654.563207295563 0.0229097122553447
1 14 14 1 689.455393526102 0.0241309387734136
1 15 15 1 705.78436571919 0.0247024528001716
1 16 16 1 741.650510905823 0.0259577678817038
1 17 17 1 783.956966999899 0.0274384938449965
1 18 18 1 827.428924915842 0.0289600123720545
1 19 19 1 871.242760825717 0.0304934966289001
1 20 20 1 915.017464178711 0.0320256112462549
1 21 22 2 958.616575852273 0.0335515801548295
1 22 22 1 1002.0141183633 0.0350704941427156
1 23 23 1 1045.15533373458 0.0365804366807102
1 24 23 0 1087.87868242299 0.0380757538848046
