l n n_p n_g nu dnu
0 9 9 0 432.122416774188 0.0151242845870966
0 10 10 0 475.038526469801 0.016626348426443
0 11 11 0 518.745508702839 0.0181560928045994
0 12 12 0 562.627114910118 0.0196919490218541
0 13 13 0 606.145861603152 0.0212151051561103
0 14 14 0 649.106442558809 0.0227187254895583
0 15 15 0 691.81409912671 0.0242134934694349
0 16 16 0 734.819707728699 0.0257186897705045
0 17 17 0 778.508605551321 0.0272478011942962
0 18 18 0 822.937856292487 0.028802824970237
0 19 19 0 867.914533686795 0.0303770086790378
0 20 20 0 913.116361125579 0.0319590726393953
0 21 21 0 958.258859179802 0.0335390600712931
0 22 22 0 1003.14788410623 0.035110175943718
0 23 23 0 1047.71793023586 0.036670127558255
0 24 24 0 1091.76033699591 0.038211611794857
2 3 8 5 426.679093661803 0.298675365563262
2 4 8 4 444.638526795808 0.311246968757065
2 5 9 4 470.067338100582 0.329047136670407
2 6 10 4 514.073768478005 0.359851637934604
2 7 10 3 531.509744106871 0.37205682087481
2 8 11 3 558.396641428676 0.390877649000073
2 9 12 3 602.132815158984 0.421492970611288
2 10 13 3 644.99827877292 0.451498795141044
2 11 13 2 650.7017732739 0.45549124129173
2 12 14 2 688.154476814984 0.481708133770489
2 13 15 2 731.139832636778 0.511797882845745
2 14 16 2 774.777138545339 0.542343996981737
2 15 17 2 819.117842108618 0.573382489476033
2 16 18 2 861.819434600858 0.6032736042206
2 17 18 1 865.687940125059 0.605981558087542
2 18 19 1 909.389898751865 0.636572929126306
2 19 20 1 954.485245525136 0.668139671867595
2 20 21 1 999.357767796041 0.699550437457229
2 21 22 1 1043.90488157779 0.730733417104455
2 22 23 1 1088.02544529706 0.761617811707945
1 6 8 3 419.552091536854 0.0146843232037899
1 7 8 2 446.544223627474 0.0156290478269616
1 8 9 2 477.329537934945 0.0167065338277231
1 9 10 2 505.203321310884 0.0176821162458809
1 10 11 2 542.702705416186 0.0189945946895665
1 11 12 2 583.956492521059 0.0204384772382371
1 12 12 1 624.222238518754 0.0218477783481564
1 13 13 1 648.788694561098 0.0227076043096384
1 14 14 1 673.285413407973 0.0235649894692791
1 15 15 1 713.603604462912 0.0249761261562019
1 16 16 1 756.091973323571 0.026463219066325
1 17 17 1 799.645069892254 0.0279875774462289
1 18 18 1 843.980442452879 0.0295393154858508
1 19 19 1 888.785512592731 0.0311074929407456
1 20 20 1 933.7302611151 0.0326805591390285
1 21 21 1 978.544444859047 0.0342490555700667
1 22 21 0 1023.07924933767 0.0358077737268184
1 23 22 0 1067.30566202871 0.0373556981710047
1 24 23 0 1111.08906637843 0.0388881173232451
