l n n_p n_g nu dnu
0 8 8 0 336.704645446523 0.0117846625906283
0 9 9 0 373.466165523964 0.0130713157933388
0 10 10 0 410.328786706515 0.014361507534728
0 11 11 0 446.105230564862 0.0156136830697702
0 12 12 0 481.390337815556 0.0168486618235445
0 13 13 0 517.285579171264 0.0181049952709942
0 14 14 0 554.291252487857 0.019400193837075
0 15 15 0 592.293138222565 0.0207302598377898
0 16 16 0 630.407034508759 0.0220642462078066
0 17 17 0 668.18635893142 0.0233865225625997
0 18 18 0 705.730315961203 0.0247005610586421
0 19 19 0 743.082056255582 0.0260078719689454
0 20 20 0 780.593234816984 0.0273207632185944
0 21 21 0 818.49055594645 0.0286471694581257
0 22 22 0 856.582925973432 0.0299804024090701
0 23 23 0 894.759395189726 0.0313165788316404
2 -6 6 12 322.064734752304 0.225445314326613
2 -5 7 12 331.489796824173 0.232042857776921
2 -4 7 11 346.483772263946 0.242538640584762
2 -3 8 11 367.808454004076 0.257465917802853
2 -2 8 10 372.466492984541 0.260726545089179
2 -1 8 9 399.810240009053 0.279867168006337
2 0 9 9 406.290827872408 0.284403579510685
2 1 9 8 436.593091432803 0.305615164002962
2 2 10 8 442.392810124877 0.309674967087414
2 3 11 8 477.579744265139 0.334305820985597
2 4 11 7 483.515235120315 0.338460664584221
2 5 12 7 513.697186788037 0.359588030751626
2 6 12 6 541.935079536295 0.379354555675406
2 7 13 6 550.817323392013 0.385572126374409
2 8 14 6 588.791120059882 0.412153784041917
2 9 14 5 617.511961254329 0.43225837287803
2 10 15 5 627.099785484876 0.438969849839413
2 11 16 5 664.894762665743 0.46542633386602
2 12 17 5 702.459079291262 0.491721355503884
2 13 17 4 720.209591017443 0.50414671371221
2 14 18 4 739.919710122871 0.51794379708601
2 15 19 4 777.379241658503 0.544165469160952
2 16 20 4 815.235110649514 0.57066457745466
2 17 21 4 853.236267877997 0.597265387514598
2 18 21 3 867.240460644232 0.607068322450963
2 19 22 3 891.553696981007 0.624087587886705
1 1 7 7 333.799114609127 0.0116829690113195
1 2 7 6 346.891542285647 0.0121412039799977
1 3 8 6 378.30790124464 0.0132407765435624
1 4 8 5 388.179389607647 0.0135862786362677
1 5 9 5 416.824427346414 0.0145888549571245
1 6 10 5 442.891934669764 0.0155012177134417
1 7 10 4 460.412938319067 0.0161144528411674
1 8 11 4 482.642894546528 0.0168925013091285
1 9 13 5 508.735418630813 0.0178057396520784
1 10 13 4 539.258106361992 0.0188740337226697
1 11 13 3 568.985632156242 0.0199144971254685
1 12 14 3 585.157317544983 0.0204805061140744
1 13 15 3 615.013467815785 0.0215254713735525
1 14 16 3 650.896461691817 0.0227813761592136
1 15 17 3 687.276887029788 0.0240546910460426
1 16 18 3 722.964725200282 0.0253037653820099
1 17 18 2 748.540761731133 0.0261989266605897
1 18 19 2 765.54385857018 0.0267940350499563
1 19 20 2 800.312258852124 0.0280109290598243
1 20 21 2 837.469422534946 0.0293114297887231
1 21 22 2 875.08374679042 0.0306279311376647
1 22 23 2 912.683058171691 0.0319439070360092
