l n n_p n_g nu dnu
0 8 8 0 340.53729642003 0.011918805374701
0 9 9 0 377.579784797734 0.0132152924679207
0 10 10 0 415.010056569179 0.0145253519799213
0 11 11 0 451.595363119595 0.0158058377091858
0 12 12 0 487.349150312273 0.0170572202609296
0 13 13 0 523.573993032798 0.0183250897561479
0 14 14 0 560.802040703842 0.0196280714246345
0 15 15 0 599.053316704735 0.0209668660846657
0 16 16 0 637.771355671471 0.0223219974485015
0 17 17 0 676.225623660489 0.0236678968281171
0 18 18 0 714.354551414506 0.0250024092995077
0 19 19 0 752.327584709726 0.0263314654648404
0 20 20 0 790.235576258194 0.0276582451690368
0 21 21 0 828.414781215133 0.0289945173425297
0 22 22 0 866.911871336696 0.0303419154967844
0 23 23 0 905.450840157101 0.0316907794054985
2 -5 7 12 332.77547659125 0.232942833613875
2 -4 7 11 336.349550409352 0.235444685286547
2 -3 7 10 358.214233557908 0.250749963490536
2 -2 8 10 372.665448199468 0.260865813739628
2 -1 8 9 385.166093420212 0.269616265394149
2 0 9 9 410.486411643043 0.28734048815013
2 1 9 8 420.212892880456 0.294149025016319
2 2 10 8 447.592824012857 0.313314976809
2 3 10 7 465.263453507094 0.325684417454966
2 4 11 7 483.657166955907 0.338560016869135
2 5 12 7 519.672160385189 0.363770512269633
2 6 12 6 522.305809163362 0.365614066414353
2 7 13 6 557.240637946144 0.390068446562301
2 8 14 6 594.142902237445 0.415900031566211
2 9 14 5 596.037272853054 0.417226090997138
2 10 15 5 634.338909100992 0.444037236370695
2 11 16 5 672.849959505852 0.470994971654097
2 12 16 4 692.625834670834 0.484838084269584
2 13 17 4 711.110429176696 0.497777300423687
2 14 18 4 749.083411634038 0.524358388143826
2 15 19 4 786.975598840739 0.550882919188517
2 16 20 4 825.000374713738 0.577500262299616
2 17 20 3 833.428780141787 0.583400146099251
2 18 21 3 863.654900882195 0.604558430617537
2 19 22 3 902.164305763209 0.631515014034246
1 1 7 7 323.091850690635 0.0113082147741722
1 2 7 6 349.551080855652 0.0122342878299478
1 3 8 6 369.735604482578 0.0129407461568902
1 4 8 5 387.27079140283 0.0135544776990991
1 5 9 5 418.76032199568 0.0146566112698488
1 6 10 5 436.916966576945 0.0152920938301931
1 7 10 4 457.872408462476 0.0160255342961867
1 8 11 4 483.715547104253 0.0169300441486489
1 9 12 4 511.407660342482 0.0178992681119869
1 10 13 4 540.868569869092 0.0189303999454182
1 11 13 3 559.760551619047 0.0195916193066666
1 12 14 3 585.116935615906 0.0204790927465567
1 13 15 3 620.666447378634 0.0217233256582522
1 14 16 3 657.682155992471 0.0230188754597365
1 15 17 3 694.033875035269 0.0242911856262344
1 16 17 2 720.111876327736 0.0252039156714708
1 17 18 2 737.32702532726 0.0258064458864541
1 18 19 2 772.185129925847 0.0270264795474046
1 19 20 2 809.311666054209 0.0283259083118973
1 20 22 3 847.094499067801 0.029648307467373
1 21 22 2 885.150168336545 0.0309802558917791
1 22 23 2 923.016351382862 0.0323055722984002
