l n n_p n_g nu dnu
0 9 9 0 426.239886456079 0.0149183960259628
0 10 10 0 468.721348062269 0.0164052471821794
0 11 11 0 511.793222589877 0.0179127627906457
0 12 12 0 554.850228754882 0.0194197580064209
0 13 13 0 597.505182474809 0.0209126813866183
0 14 14 0 639.68838416198 0.0223890934456693
0 15 15 0 681.719767252862 0.0238601918538502
0 16 16 0 724.151666595719 0.0253453083308502
0 17 17 0 767.386917073976 0.0268585420975892
0 18 18 0 811.408248599984 0.0283992887009995
0 19 19 0 855.880356245591 0.0299558124685957
0 20 20 0 900.397847269706 0.0315139246544397
0 21 21 0 944.722907190834 0.0330653017516792
0 22 22 0 988.792051695843 0.0346077218093545
0 23 23 0 1032.61191416911 0.0361414169959187
0 24 24 0 1075.93875530297 0.0376578564356039
2 3 8 5 420.866008212083 0.294606205748458
2 4 9 5 463.602769794701 0.324521938856291
2 5 9 4 468.915693735786 0.32824098561505
2 6 10 4 507.226449985668 0.355058514989968
2 7 11 4 550.461272341707 0.385322890639195
2 8 11 3 557.878445346976 0.390514911742883
2 9 12 3 593.578679721311 0.415505075804918
2 10 13 3 635.908896716991 0.445136227701894
2 11 14 3 677.850082557831 0.474495057790482
2 12 14 2 686.015060194208 0.480210542135945
2 13 15 2 720.537403826845 0.504376182678791
2 14 16 2 763.704568079931 0.534593197655952
2 15 17 2 807.665758039331 0.565366030627532
2 16 18 2 852.083898709444 0.596458729096611
2 17 19 2 896.369276212287 0.627458493348601
2 18 19 1 910.700363732993 0.637490254613095
2 19 20 1 941.128288833717 0.658789802183602
2 20 21 1 985.114886296412 0.689580420407489
2 21 22 1 1028.9075850075 0.720235309505247
2 22 23 1 1072.226384867 0.750558469406897
1 6 8 3 425.876401263613 0.0149056740442265
1 7 9 3 449.016673714377 0.0157155835800032
1 8 9 2 480.019251175594 0.0168006737911458
1 9 10 2 505.749554634533 0.0177012344122087
1 10 11 2 537.776596197971 0.018822180866929
1 11 12 2 577.250090764854 0.0202037531767699
1 12 13 2 617.946410889357 0.0216281243811275
1 13 13 1 657.495793604385 0.0230123527761535
1 14 14 1 682.367488428762 0.0238828620950067
1 15 15 1 705.600187626288 0.0246960065669201
1 16 16 1 745.917684279755 0.0261071189497914
1 17 17 1 788.750881617601 0.027606280856616
1 18 18 1 832.536982051508 0.0291387943718028
1 19 19 1 876.699475359932 0.0306844816375976
1 20 20 1 920.853303371323 0.0322298656179963
1 21 21 1 964.812265826686 0.033768429303934
1 22 22 1 1008.54311131756 0.0352990088961148
1 23 22 0 1052.02738533532 0.0368209584867363
1 24 23 0 1095.088813335 0.038328108466725
