l n n_p n_g nu dnu
0 8 8 0 330.924219855626 0.0115823476949469
0 9 9 0 367.220711891629 0.012852724916207
0 10 10 0 402.953452648184 0.0141033708426865
0 11 11 0 437.661859169966 0.0153181650709488
0 12 12 0 472.26505638785 0.0165292769735748
0 13 13 0 507.713182072574 0.0177699613725401
0 14 14 0 544.521552625207 0.0190582543418822
0 15 15 0 581.810154585788 0.0203633554105026
0 16 16 0 618.895410754577 0.0216613393764102
0 17 17 0 655.712227547583 0.0229499279641654
0 18 18 0 692.207484317335 0.0242272619511067
0 19 19 0 728.870095102703 0.0255104533285946
0 20 20 0 765.935224812818 0.0268077328684486
0 21 21 0 803.263684176312 0.0281142289461709
0 22 22 0 840.865026726959 0.0294302759354436
0 23 23 0 878.373343876956 0.0307430670356935
2 -7 6 13 318.692856108686 0.22308499927608
2 -6 7 13 326.010398617793 0.228207279032455
2 -5 7 12 341.931798215093 0.239352258750565
2 -4 8 12 362.072495502396 0.253450746851677
2 -3 8 11 367.667574664546 0.257367302265183
2 -2 9 11 394.010774161798 0.275807541913258
2 -1 9 10 399.132239242224 0.279392567469556
2 0 9 9 425.325281268153 0.297727696887707
2 1 10 9 433.994734233969 0.303796313963778
2 2 11 9 464.392920394476 0.325075044276133
2 3 11 8 468.886633935219 0.328220643754653
2 4 12 8 504.069953061301 0.35284896714291
2 5 12 7 513.787307800976 0.359651115460683
2 6 13 7 541.003404330696 0.378702383031487
2 7 14 7 575.35501338335 0.402748509368345
2 8 14 6 578.636723130934 0.405045706191654
2 9 15 6 615.593747796393 0.430915623457475
2 10 16 6 652.325708042963 0.456627995630074
2 11 16 5 656.405953043737 0.459484167130616
2 12 17 5 689.061991410273 0.482343393987191
2 13 18 5 725.691209840249 0.507983846888174
2 14 19 5 762.553299615409 0.533787309730786
2 15 19 4 766.84270039642 0.536789890277494
2 16 20 4 800.086203197027 0.560060342237919
2 17 21 4 837.644387881031 0.586351071516722
2 18 22 4 875.168268559392 0.612617787991575
1 -1 7 8 315.174435374607 0.0110311052381112
1 1 7 7 339.874834253697 0.0118956191988794
1 2 8 7 355.032357853932 0.0124261325248876
1 3 8 6 376.288012519342 0.013170080438177
1 4 9 6 403.293866799706 0.0141152853379897
1 5 9 5 415.081642604754 0.0145278574911664
1 6 10 5 441.696045050448 0.0154593615767657
1 7 11 5 466.899443620562 0.0163414805267197
1 8 12 5 488.279641597608 0.0170897874559163
1 9 12 4 507.646304987159 0.0177676206745506
1 10 13 4 533.967068044203 0.0186888473815471
1 11 14 4 566.562629677313 0.019829692038706
1 12 15 4 599.226706793377 0.0209729347377682
1 13 15 3 616.65674202718 0.0215829859709513
1 14 16 3 641.059792234005 0.0224370927281902
1 15 17 3 675.595103199782 0.0236458286119924
1 16 18 3 711.036648862956 0.0248862827102035
1 17 19 3 746.891642981226 0.0261412075043429
1 18 19 2 781.483893222097 0.0273519362627734
1 19 20 2 799.689727377025 0.0279891404581959
1 20 21 2 823.919657656705 0.0288371880179847
1 21 22 2 859.978231630961 0.0300992381070836
