l n n_p n_g nu dnu
0 7 7 0 277.852181436517 0.00972482635027809
0 8 8 0 311.77643135644 0.0109121750974754
0 9 9 0 345.03951369773 0.0120763829794206
0 10 10 0 377.122514845114 0.013199288019579
0 11 11 0 409.13977162618 0.0143198920069163
0 12 12 0 442.612478458181 0.0154914367460363
0 13 13 0 476.923130449915 0.016692309565747
0 14 14 0 511.243403215808 0.0178935191125533
0 15 15 0 544.956391825897 0.0190734737139064
0 16 16 0 578.682825614998 0.0202538988965249
0 17 17 0 612.76703121388 0.0214468460924858
0 18 18 0 647.533140410741 0.0226636599143759
0 19 19 0 682.518411808014 0.0238881444132805
0 20 20 0 717.658090038082 0.0251180331513329
0 21 21 0 752.585480086703 0.0263404918030346
0 22 22 0 787.357860455964 0.0275575251159588
2 -14 6 20 277.501592037103 0.194251114425972
2 -13 6 19 291.020513304689 0.203714359313282
2 -12 7 19 305.47300308998 0.213831102162986
2 -11 7 18 307.725437042063 0.215407805929444
2 -10 7 17 322.012684107648 0.225408878875353
2 -9 8 17 336.827833080019 0.235779483156013
2 -8 8 16 341.394389969729 0.23897607297881
2 -7 8 15 354.165952317906 0.247916166622534
2 -6 9 15 373.026244340279 0.261118371038195
2 -5 9 14 375.418069168103 0.262792648417672
2 -4 9 13 399.767128657546 0.279836990060282
2 -3 10 13 405.659770818394 0.283961839572876
2 -2 10 12 428.70349949112 0.300092449643784
2 -1 11 12 439.126855431611 0.307388798802127
2 0 11 11 461.499251276736 0.323049475893715
2 1 12 11 473.528285774079 0.331469800041855
2 2 12 10 498.102819495718 0.348671973647003
2 3 13 10 508.095270005508 0.355666689003855
2 4 14 10 539.043135612789 0.377330194928952
2 5 14 9 542.311523458446 0.379618066420913
2 6 15 9 575.587343636124 0.402911140545287
2 7 15 8 587.933724804254 0.411553607362978
2 8 16 8 609.781944032329 0.42684736082263
2 9 17 8 644.280438576934 0.450996307003853
2 10 17 7 648.561423317534 0.453992996322274
2 11 18 7 679.534913181441 0.475674439227009
2 12 19 7 714.616748649259 0.500231724054481
2 13 19 6 727.073391624515 0.50895137413716
2 14 20 6 749.664734011611 0.524765313808128
2 15 21 6 784.414998193166 0.549090498735216
1 -6 6 12 276.934802926789 0.00969271810243761
1 -5 6 11 286.505785306341 0.0100277024857219
1 -4 7 11 300.319878359603 0.0105111957425861
1 -3 7 10 317.661673891599 0.011118158586206
1 -2 8 10 327.785128615842 0.0114724795015545
1 -1 8 9 349.312285832689 0.0122259300041441
1 1 9 9 359.530395605342 0.012583563846187
1 2 9 8 382.994029938848 0.0134047910478597
1 3 10 8 395.6633325148 0.013848216638018
1 4 10 7 416.625753018936 0.0145819013556628
1 5 11 7 439.115374660642 0.0153690381131225
1 6 11 6 454.747755819596 0.0159161714536859
1 7 12 6 477.415540211559 0.0167095439074046
1 8 13 6 502.120922597822 0.0175742322909238
1 9 13 5 524.395547912562 0.0183538441769397
1 10 14 5 540.820447483806 0.0189287156619332
1 11 15 5 567.42027957602 0.0198597097851607
1 12 16 5 598.140579441093 0.0209349202804382
1 13 16 4 625.056903512368 0.0218769916229329
1 14 17 4 638.010202055741 0.0223303570719509
1 15 18 4 667.85864329911 0.0233750525154689
1 16 19 4 701.576157365184 0.0245551655077814
1 17 20 4 735.466294045074 0.0257413202915776
1 18 20 3 766.844177516272 0.0268395462130695
1 19 21 3 780.071476554721 0.0273025016794152
1 20 22 3 806.347136430142 0.028222149775055
