l n n_p n_g nu dnu
0 9 9 0 417.254881707991 0.0146039208597797
0 10 10 0 458.910085874398 0.0160618530056039
0 11 11 0 500.856991080817 0.0175299946878286
0 12 12 0 542.685709397638 0.0189939998289173
0 13 13 0 584.136754942591 0.0204447864229907
0 14 14 0 625.107160792892 0.0218787506277512
0 15 15 0 666.053881612845 0.0233118858564496
0 16 16 0 707.754772126592 0.0247714170244307
0 17 17 0 750.440498174583 0.0262654174361104
0 18 18 0 793.73085645773 0.0277805799760206
0 19 19 0 837.172750303237 0.0293010462606133
0 20 20 0 880.503340710274 0.0308176169248596
0 21 21 0 923.651220523354 0.0323277927183174
0 22 22 0 966.564119437303 0.0338297441803056
0 23 23 0 1009.18644563972 0.0353215255973902
0 24 24 0 1051.36441366461 0.0367977544782615
2 2 8 6 411.88296473094 0.288318075311658
2 3 8 5 430.308838646143 0.3012161870523
2 4 9 5 454.014433879223 0.317810103715456
2 5 10 5 496.22785908182 0.347359501357274
2 6 10 4 502.674521485368 0.351872165039757
2 7 11 4 538.534659709651 0.376974261796756
2 8 12 4 580.181326213139 0.406126928349198
2 9 12 3 596.435757886362 0.417505030520453
2 10 13 3 621.449813536785 0.435014869475749
2 11 14 3 662.431039300897 0.463701727510628
2 12 15 3 704.077969487629 0.49285457864134
2 13 15 2 738.776795591413 0.517143756913989
2 14 16 2 746.991929856094 0.522894350899266
2 15 17 2 790.087051365464 0.553060935955825
2 16 18 2 833.512294138211 0.583458605896748
2 17 19 2 876.828876016855 0.613780213211798
2 18 20 2 919.943469573277 0.643960428701294
2 19 21 2 962.649560562593 0.673854692393815
2 20 21 1 979.923792928865 0.685946655050206
2 21 22 1 1005.76661573918 0.704036631017429
2 22 23 1 1047.80512860701 0.733463590024909
1 6 8 3 424.639784177136 0.0148623924461998
1 7 9 3 453.50526570873 0.0158726842998055
1 8 10 3 481.683221446214 0.0168589127506175
1 9 10 2 512.72724631797 0.017945453621129
1 10 11 2 534.935185695128 0.0187227314993295
1 11 12 2 567.13879741376 0.0198498579094816
1 12 13 2 605.729534186524 0.0212005336965283
1 13 14 2 645.278858564241 0.0225847600497484
1 14 15 2 685.179709506006 0.0239812898327102
1 15 15 1 722.098908230397 0.0252734617880639
1 16 16 1 738.750694138825 0.0258562742948589
1 17 17 1 772.988260985293 0.0270545891344852
1 18 18 1 815.120837292898 0.0285292293052514
1 19 19 1 857.933235270162 0.0300276632344557
1 20 20 1 900.795012338799 0.031527825431858
1 21 21 1 943.540357208475 0.0330239125022966
1 22 22 1 986.065391585857 0.034512288705505
1 23 23 1 1028.31721766998 0.0359911026184494
