l n n_p n_g nu dnu
0 8 8 0 297.687850523561 0.0104190747683246
0 9 9 0 328.198917017827 0.0114869620956239
0 10 10 0 359.375177931628 0.012578131227607
0 11 11 0 391.328270588416 0.0136964894705945
0 12 12 0 422.785604853252 0.0147974961698638
0 13 13 0 453.894696888091 0.0158863143910832
0 14 14 0 485.609074130626 0.0169963175945719
0 15 15 0 517.924073048516 0.0181273425566981
0 16 16 0 550.400847486109 0.0192640296620138
0 17 17 0 582.827526590806 0.0203989634306782
0 18 18 0 615.233555105789 0.0215331744287026
0 19 19 0 647.849965825667 0.0226747488038984
0 20 20 0 680.711441348785 0.0238249004472075
0 21 21 0 713.604364856019 0.0249761527699606
0 22 22 0 746.461811228847 0.0261261633930096
2 -28 6 34 271.366289468159 0.189956402627711
2 -27 6 33 278.593155999844 0.195015209199891
2 -26 6 32 286.631357126195 0.200641949988337
2 -25 7 32 293.873552640619 0.205711486848433
2 -24 7 31 295.765622890503 0.207035936023352
2 -23 7 30 304.687177393232 0.213281024175263
2 -22 7 29 313.924617479086 0.21974723223536
2 -21 8 29 323.45118299864 0.226415828099048
2 -20 8 28 325.299556656375 0.227709689659462
2 -19 8 27 334.799029089144 0.234359320362401
2 -18 8 26 346.774154039726 0.242741907827808
2 -17 9 26 356.028000080087 0.249219600056061
2 -16 9 25 359.727971345726 0.251809579942008
2 -15 9 24 372.588452311739 0.260811916618218
2 -14 10 24 385.985261905715 0.270189683334001
2 -13 10 23 388.519398111261 0.271963578677883
2 -12 10 22 401.896609383305 0.281327626568314
2 -11 11 22 419.100477761059 0.293370334432741
2 -10 11 21 420.423270655198 0.294296289458638
2 -9 11 20 439.279388136838 0.307495571695787
2 -8 12 20 450.980257808324 0.315686180465827
2 -7 12 19 460.017525312635 0.322012267718845
2 -6 13 19 480.757250149054 0.336530075104338
2 -5 13 18 483.202393050954 0.338241675135668
2 -4 13 17 504.544401804945 0.353181081263462
2 -3 14 17 515.117060289297 0.360581942202508
2 -2 14 16 532.00950547507 0.372406653832549
2 -1 15 16 547.610282489632 0.383327197742742
2 0 15 15 563.610562179886 0.39452739352592
2 1 16 15 580.07122918975 0.406049860432825
2 2 16 14 598.671343293094 0.419069940305166
2 3 17 14 612.518986257868 0.428763290380508
2 4 17 13 636.502090386948 0.445551463270864
2 5 18 13 645.260556060292 0.451682389242205
2 6 19 13 677.038043260021 0.473926630282015
2 7 19 12 679.525473158564 0.475667831210995
2 8 20 12 710.879196575454 0.497615437602818
2 9 20 11 728.325685572374 0.509827979900662
2 10 21 11 743.873325833745 0.520711328083621
2 11 22 11 776.543921006352 0.543580744704447
1 -14 6 20 266.991003195196 0.00934468511183187
1 -13 6 19 276.064402555699 0.00966225408944948
1 -12 7 19 284.415694817747 0.00995454931862114
1 -11 7 18 295.4025920881 0.0103390907230835
1 -10 7 17 306.098893685127 0.0107134612789794
1 -9 8 17 315.670363701583 0.0110484627295554
1 -8 8 16 327.761460329719 0.0114716511115402
1 -7 8 15 339.543775506506 0.0118840321427277
1 -6 9 15 350.795988238605 0.0122778595883512
1 -5 9 14 365.070144570064 0.0127774550599522
1 -4 10 14 377.56898491419 0.0132149144719967
1 -3 10 13 392.412580929481 0.0137344403325318
1 -2 11 13 407.062259595256 0.014247179085834
1 -1 11 12 421.703493299934 0.0147596222654977
1 1 12 12 438.379752250947 0.0153432913287831
1 2 12 11 452.691292145784 0.0158441952251024
1 3 13 11 471.558994826182 0.0165045648189164
1 4 13 10 487.655449730625 0.0170679407405719
1 5 14 10 505.382113011796 0.0176883739554128
1 6 14 9 528.725624214892 0.0185053968475212
1 7 15 9 541.25657485232 0.0189439801198312
1 8 16 9 567.219931049152 0.0198526975867203
1 9 16 8 587.059986104489 0.0205470995136571
1 10 17 8 603.528903699637 0.0211235116294873
1 11 18 8 631.368206671198 0.0220978872334919
1 12 18 7 651.058336751857 0.022787041786315
1 13 19 7 669.30828220603 0.023425789877211
1 14 20 7 698.555446036908 0.0244494406112918
1 15 20 6 724.433209610474 0.0253551623363666
1 16 21 6 738.181707468655 0.0258363597614029
1 17 22 6 765.766885412718 0.0268018409894451
