l n n_p n_g nu dnu
0 9 9 0 424.634606103932 0.0148622112136376
0 10 10 0 466.983542421397 0.0163444239847489
0 11 11 0 509.864039406334 0.0178452413792217
0 12 12 0 552.694137747568 0.0193442948211649
0 13 13 0 595.126824370992 0.0208294388529847
0 14 14 0 637.102052794649 0.0222985718478127
0 15 15 0 678.940139122594 0.0237629048692908
0 16 16 0 721.221266238561 0.0252427443183496
0 17 17 0 764.350476128024 0.0267522666644808
0 18 18 0 808.260883518715 0.028289130923155
0 19 19 0 852.572914493402 0.0298400520072691
0 20 20 0 896.882265421516 0.0313908792897531
0 21 21 0 940.987125768328 0.0329345494018915
0 22 22 0 984.85260344746 0.0344698411206611
0 23 23 0 1028.47558575919 0.0359966455015716
0 24 24 0 1071.59744773243 0.0375059106706351
2 3 8 5 419.283955854238 0.293498769097967
2 4 9 5 461.968614676048 0.323378030273234
2 5 9 4 474.977629148309 0.332484340403816
2 6 10 4 505.319967425785 0.35372397719805
2 7 11 4 548.417108833286 0.3838919761833
2 8 11 3 564.654881407668 0.395258416985367
2 9 12 3 591.224986313602 0.413857490419522
2 10 13 3 633.342931894654 0.443340052326258
2 11 14 3 675.207305287127 0.472645113700989
2 12 14 2 695.269151331415 0.48668840593199
2 13 15 2 717.642905707336 0.502350033995135
2 14 16 2 760.67833776139 0.532474836432973
2 15 17 2 804.53487358794 0.563174411511558
2 16 18 2 848.803166632637 0.594162216642846
2 17 19 2 893.024030810691 0.625116821567483
2 18 19 1 922.727587518806 0.645909311263164
2 19 20 1 937.57017936713 0.656299125556991
2 20 21 1 981.214850206903 0.686850395144832
2 21 22 1 1024.80015998646 0.717360111990521
2 22 23 1 1067.89083306192 0.747523583143346
1 6 8 3 426.353146715558 0.0149223601350445
1 7 9 3 450.040346458493 0.0157514121260472
1 8 9 2 480.593474622092 0.0168207716117732
1 9 10 2 506.577354515604 0.0177302074080461
1 10 11 2 536.611739213047 0.0187814108724566
1 11 12 2 575.366199987067 0.0201378169995473
1 12 13 2 615.825204565529 0.0215538821597935
1 13 14 2 655.839470861575 0.0229543814801551
1 14 14 1 687.306451207295 0.0240557257922553
1 15 15 1 704.974158727275 0.0246740955554546
1 16 16 1 743.266298142035 0.0260143204349712
1 17 17 1 785.813799019898 0.0275034829656964
1 18 18 1 829.417556430203 0.0290296144750571
1 19 19 1 873.372491078658 0.030568037187753
1 20 20 1 917.296042273123 0.0321053614795593
1 21 21 1 961.03404877049 0.0336361917069671
1 22 22 1 1004.56253703281 0.0351596887961482
1 23 23 1 1047.84147502855 0.0366744516259993
1 24 23 0 1090.6986641314 0.038174453244599
