l n n_p n_g nu dnu
0 8 8 0 343.215072184818 0.0120125275264686
0 9 9 0 380.486162301723 0.0133170156805603
0 10 10 0 418.246512013051 0.0146386279204568
0 11 11 0 455.413088104491 0.0159394580836572
0 12 12 0 491.583333411729 0.0172054166694105
0 13 13 0 528.023137081324 0.0184808097978463
0 14 14 0 565.455979664663 0.0197909592882632
0 15 15 0 603.864204672065 0.0211352471635223
0 16 16 0 642.910209161495 0.0225018573206523
0 17 17 0 681.874244299241 0.0238655985504734
0 18 18 0 720.441811279383 0.0252154633947784
0 19 19 0 758.829932467351 0.0265590476363573
0 20 20 0 797.123238812281 0.0278993133584298
0 21 21 0 835.515242208261 0.0292430334772891
0 22 22 0 874.236849516439 0.0305982897330754
0 23 23 0 913.073143310171 0.031957560015856
2 -4 7 11 337.662154538728 0.23636350817711
2 -3 7 10 349.775936534253 0.244843155573977
2 -2 8 10 373.590703169838 0.261513492218887
2 -1 8 9 377.085435355873 0.263959804749111
2 0 9 9 408.751767988617 0.286126237592032
2 1 9 8 414.019120070245 0.289813384049172
2 2 10 8 450.994972120381 0.315696480484267
2 3 10 7 453.51239472452 0.317458676307164
2 4 11 7 487.826266436965 0.341478386505875
2 5 11 6 508.701805976147 0.356091264183303
2 6 12 6 524.427147375399 0.367099003162779
2 7 13 6 561.851034512633 0.393295724158843
2 8 13 5 579.481440638251 0.405637008446776
2 9 14 5 600.357176339032 0.420250023437322
2 10 15 5 639.424200663335 0.447596940464334
2 11 16 5 674.208862060945 0.471946203442662
2 12 16 4 678.676995570807 0.475073896899565
2 13 17 4 717.137013806024 0.501995909664217
2 14 18 4 755.536542320863 0.528875579624604
2 15 19 4 793.792153934546 0.555654507754183
2 16 19 3 810.777855770519 0.567544499039363
2 17 20 3 832.281198490617 0.582596838943432
2 18 21 3 870.930802287934 0.609651561601554
2 19 22 3 909.745807786284 0.636822065450399
1 2 7 6 351.118806976055 0.0122891582441619
1 3 8 6 362.121226571213 0.0126742429299924
1 4 8 5 389.074172630183 0.0136175960420564
1 5 9 5 417.559493584944 0.014614582275473
1 6 9 4 432.152320385806 0.0151253312135032
1 7 10 4 458.567796291433 0.0160498728702002
1 8 11 4 484.966439017649 0.0169738253656177
1 9 12 4 512.817530063095 0.0179486135522083
1 10 12 3 537.678933429953 0.0188187626700484
1 11 13 3 556.497292916652 0.0194774052520828
1 12 14 3 588.309299058132 0.0205908254670346
1 13 15 3 624.86349375257 0.02187022228134
1 14 16 3 662.169560409562 0.0231759346143347
1 15 16 2 695.173229533992 0.0243310630336897
1 16 17 2 709.813978715528 0.0248434892550435
1 17 18 2 741.199569812465 0.0259419849434363
1 18 19 2 778.317251507721 0.0272411038027702
1 19 20 2 815.965671330938 0.0285587984965828
1 20 21 2 853.979978948211 0.0298892992631874
1 21 22 2 892.259482391142 0.03122908188369
1 22 23 2 930.153978035518 0.0325553892312431
