l n n_p n_g nu dnu
0 9 9 0 402.966837843939 0.0141038393245379
0 10 10 0 442.981049515996 0.0155043367330599
0 11 11 0 483.174568361758 0.0169111098926615
0 12 12 0 523.18054233273 0.0183113189816456
0 13 13 0 562.470898850078 0.0196864814597527
0 14 14 0 601.437487338857 0.02105031205686
0 15 15 0 641.250044109947 0.0224437515438481
0 16 16 0 682.145588073865 0.0238750955825853
0 17 17 0 723.61441646226 0.0253265045761791
0 18 18 0 765.304815343488 0.0267856685370221
0 19 19 0 807.01680080033 0.0282455880280115
0 20 20 0 848.467731789803 0.0296963706126431
0 21 21 0 889.560794899652 0.0311346278214878
0 22 22 0 930.509507686644 0.0325678327690325
0 23 23 0 971.454168838175 0.0340008959093361
0 24 24 0 1012.16555404947 0.0354257943917315
2 0 7 7 373.943099181102 0.261760169426772
2 1 8 7 397.784603895967 0.278449222727177
2 2 8 6 421.214689765241 0.294850282835668
2 3 9 6 438.240924106596 0.306768646874617
2 4 10 6 478.580249749889 0.335006174824923
2 5 10 5 482.196586852224 0.337537610796557
2 6 11 5 519.13557044653 0.363394899312571
2 7 12 5 558.159358299305 0.390711550809513
2 8 12 4 560.153087025245 0.392107160917671
2 9 13 4 597.831178552867 0.418481824987007
2 10 14 4 637.613251765095 0.446329276235566
2 11 14 3 666.584943480852 0.466609460436596
2 12 15 3 678.630916397188 0.475041641478032
2 13 16 3 720.04413454255 0.504030894179785
2 14 17 3 761.735441696729 0.53321480918771
2 15 18 3 803.425366562599 0.562397756593819
2 16 18 2 832.737536691672 0.582916275684171
2 17 19 2 845.121958233208 0.591585370763245
2 18 20 2 886.108164014001 0.6202757148098
2 19 21 2 927.026811917816 0.648918768342471
2 20 22 2 967.939794204051 0.677557855942836
2 21 23 2 1008.60083585955 0.706020585101683
1 4 7 4 373.583910062611 0.0130754368521914
1 5 8 4 407.804255702898 0.0142731489496014
1 6 9 4 426.951145406386 0.0149432900892235
1 7 9 3 451.820058314452 0.0158137020410058
1 8 10 3 479.754820419265 0.0167914187146743
1 9 11 3 509.306489618621 0.0178257271366517
1 10 12 3 543.558699020205 0.0190245544657072
1 11 12 2 574.146251699298 0.0200951188094754
1 12 13 2 591.671689897558 0.0207085091464145
1 13 14 2 623.794601838629 0.021832811064352
1 14 15 2 662.422992026017 0.0231848047209106
1 15 16 2 702.657913057414 0.0245930269570095
1 16 17 2 743.376155083863 0.0260181654279352
1 17 17 1 783.658842269209 0.0274280594794223
1 18 18 1 815.403775694655 0.0285391321493129
1 19 19 1 832.273684210586 0.0291295789473705
1 20 20 1 869.290413852828 0.030425164484849
1 21 21 1 909.405331620981 0.0318291866067343
1 22 22 1 949.889794445325 0.0332461428055864
1 23 23 1 990.426030270483 0.0346649110594669
