l n n_p n_g nu dnu
0 7 7 0 264.93303055379 0.00927265606938264
0 8 8 0 296.622263466526 0.0103817792213284
0 9 9 0 326.992221270906 0.0114447277444817
0 10 10 0 357.981903396111 0.0125293666188639
0 11 11 0 389.754528623104 0.0136414085018087
0 12 12 0 421.28299991911 0.0147449049971688
0 13 13 0 452.407400226671 0.0158342590079335
0 14 14 0 483.882653611645 0.0169358928764076
0 15 15 0 516.107512134761 0.0180637629247167
0 16 16 0 548.65393456259 0.0192028877096906
0 17 17 0 581.043575913942 0.020336525156988
0 18 18 0 613.400068357005 0.0214690023924952
0 19 19 0 645.959115129691 0.0226085690295392
0 20 20 0 678.683988867211 0.0237539396103524
0 21 21 0 711.533754659957 0.0249036814130985
0 22 22 0 744.370788410928 0.0260529775943825
2 -27 6 33 264.907435734275 0.185435205013992
2 -26 6 32 272.759792290781 0.190931854603546
2 -25 6 31 280.803222371835 0.196562255660284
2 -24 7 31 288.758102469658 0.20213067172876
2 -23 7 30 293.058164605676 0.205140715223973
2 -22 7 29 297.795984675077 0.208457189272554
2 -21 7 28 307.591353022887 0.215313947116021
2 -20 7 27 318.433474943436 0.222903432460405
2 -19 8 27 323.671502404272 0.22657005168299
2 -18 8 26 329.87112087514 0.230909784612598
2 -17 8 25 340.938650620875 0.238657055434612
2 -16 9 25 352.440365561756 0.24670825589323
2 -15 9 24 355.061676287422 0.248543173401195
2 -14 9 23 366.487685407987 0.256541379785591
2 -13 9 22 382.090819551161 0.267463573685812
2 -12 10 22 386.650382029761 0.270655267420833
2 -11 10 21 399.432303903078 0.279602612732155
2 -10 11 21 416.989607230996 0.291892725061697
2 -9 11 20 418.790897137849 0.293153627996494
2 -8 11 19 435.759646534528 0.30503175257417
2 -7 12 19 449.457362538893 0.314620153777225
2 -6 12 18 455.558855785938 0.318891199050156
2 -5 13 18 478.452365489655 0.334916655842759
2 -4 13 17 481.247495032282 0.336873246522597
2 -3 13 16 505.74089558578 0.354018626910046
2 -2 14 16 513.303241207009 0.359312268844907
2 -1 14 15 536.048829492536 0.375234180644775
2 0 15 15 545.86493630203 0.382105455411421
2 1 15 14 568.465820183202 0.397926074128242
2 2 16 14 578.336293777811 0.404835405644468
2 3 16 13 602.905661938344 0.422033963356841
2 4 17 13 610.829022809767 0.427580315966837
2 5 18 13 641.871330398265 0.449309931278786
2 6 18 12 644.112606317029 0.45087882442192
2 7 19 12 675.930993377606 0.473151695364324
2 8 19 11 691.139316324208 0.483797521426946
2 9 20 11 708.880459878547 0.496216321914983
2 10 21 11 741.548239544439 0.519083767681107
2 11 21 10 749.409653296109 0.524586757307276
1 -13 6 19 266.744220420754 0.00933604771472639
1 -12 6 18 275.137984463047 0.00962982945620666
1 -11 7 18 284.073410146892 0.00994256935514121
1 -10 7 17 296.655317702037 0.0103829361195713
1 -9 7 16 305.606789274387 0.0106962376246035
1 -8 8 16 317.192848487879 0.0111017496970758
1 -7 8 15 328.608468761953 0.0115012964066683
1 -6 9 15 341.126265234201 0.011939419283197
1 -5 9 14 352.753852472045 0.0123463848365216
1 -4 9 13 368.080601233984 0.0128828210431894
1 -3 10 13 380.107093045472 0.0133037482565915
1 -2 10 12 396.43748427613 0.0138753119496645
1 -1 11 12 410.608914615663 0.0143713120115482
1 1 11 11 426.329295004214 0.0149215253251475
1 2 12 11 442.239044861694 0.0154783665701593
1 3 12 10 460.343584634089 0.0161120254621931
1 4 13 10 474.43579121235 0.0166052526924323
1 5 14 10 498.223144244306 0.0174378100485507
1 6 14 9 511.249984313429 0.01789374945097
1 7 15 9 534.08204508334 0.0186928715779169
1 8 15 8 556.295666886557 0.0194703483410295
1 9 16 8 571.034802804094 0.0199862180981433
1 10 17 8 597.546053677459 0.0209141118787111
1 11 17 7 617.889730969288 0.0216261405839251
1 12 18 7 635.414199977264 0.0222394969992042
1 13 19 7 663.878530141004 0.0232357485549351
1 14 19 6 688.639555916625 0.0241023844570819
1 15 20 6 702.780172429219 0.0245973060350227
1 16 21 6 730.855123991807 0.0255799293397132
1 17 22 6 761.929831368202 0.0266675440978871
