l n n_p n_g nu dnu
0 8 8 0 335.496198417977 0.0117423669446292
0 9 9 0 372.172268758845 0.0130260294065596
0 10 10 0 408.823229453473 0.0143088130308716
0 11 11 0 444.35487716823 0.015552420700888
0 12 12 0 479.503386084807 0.0167826185129683
0 13 13 0 515.290295289732 0.0180351603351406
0 14 14 0 552.249546927066 0.0193287341424473
0 15 15 0 590.144537978506 0.0206550588292477
0 16 16 0 628.041107420195 0.0219814387597068
0 17 17 0 665.623275841264 0.0232968146544442
0 18 18 0 702.963180055027 0.0246037113019259
0 19 19 0 740.129726822293 0.0259045404387802
0 20 20 0 777.552850588619 0.0272143497706017
0 21 21 0 815.340200563906 0.0285369070197367
0 22 22 0 853.312564098589 0.0298659397434506
0 23 23 0 891.384456714229 0.031198455984998
2 -6 7 13 325.789066199077 0.228052346339354
2 -5 7 12 330.626217016335 0.231438351911434
2 -4 7 11 350.64518254478 0.245451627781346
2 -3 8 11 367.060928543121 0.256942649980185
2 -2 8 10 376.54675981766 0.263582731872362
2 -1 9 10 403.386732106946 0.282370712474862
2 0 9 9 406.296025499701 0.28440721784979
2 1 10 9 440.000037409545 0.308000026186681
2 2 10 8 442.804457873527 0.309963120511469
2 3 11 8 475.790235346981 0.333053164742887
2 4 11 7 489.50258021948 0.342651806153636
2 5 12 7 511.725010043362 0.358207507030353
2 6 13 7 547.900215047195 0.383530150533036
2 7 13 6 549.58462552245 0.384709237865715
2 8 14 6 586.66758611977 0.410667310283839
2 9 15 6 624.134798797024 0.436894359157917
2 10 15 5 625.948913717467 0.438164239602227
2 11 16 5 662.350471333961 0.463645329933773
2 12 17 5 699.726126186795 0.489808288330757
2 13 17 4 729.52119875492 0.510664839128444
2 14 18 4 737.041324041935 0.515928926829355
2 15 19 4 774.346305228712 0.542042413660098
2 16 20 4 812.099021993111 0.568469315395178
2 17 21 4 850.018516598606 0.595012961619024
2 18 21 3 878.598895994719 0.615019227196303
2 19 22 3 888.274329984582 0.621792030989207
1 1 7 7 337.106658029474 0.0117987330310316
1 2 7 6 346.456206833317 0.0121259672391661
1 3 8 6 378.783771971828 0.013257432019014
1 4 9 6 390.935479717005 0.0136827417900952
1 5 9 5 415.99784310298 0.0145599245086043
1 6 10 5 443.413265994618 0.0155194643098116
1 7 11 5 462.35906783306 0.0161825673741571
1 8 11 4 482.8905411926 0.016901168941741
1 9 12 4 507.988666388325 0.0177796033235914
1 10 13 4 538.188818481926 0.0188366086468674
1 11 14 4 569.995423285976 0.0199498398150092
1 12 14 3 588.118608266032 0.0205841512893111
1 13 15 3 613.478388819336 0.0214717436086768
1 14 16 3 648.731155604834 0.0227055904461692
1 15 17 3 684.91502942378 0.0239720260298323
1 16 18 3 720.811190515336 0.0252283916680368
1 17 18 2 752.544911151244 0.0263390718902935
1 18 19 2 766.596643498622 0.0268308825224518
1 19 20 2 797.672598940557 0.0279185409629195
1 20 21 2 834.448353792731 0.0292056923827456
1 21 22 2 871.911172512757 0.0305168910379465
1 22 23 2 909.376846844133 0.0318281896395447
