l n n_p n_g nu dnu
0 7 7 0 264.667905917306 0.00926337670710571
0 8 8 0 296.430172648329 0.0103750560426915
0 9 9 0 326.885058032093 0.0114409770311232
0 10 10 0 357.379696784895 0.0125082893874713
0 11 11 0 389.144097940078 0.0136200434279027
0 12 12 0 421.040099722847 0.0147364034902996
0 13 13 0 452.257389532429 0.015829008633635
0 14 14 0 483.667164175127 0.0169283507461294
0 15 15 0 515.77136802026 0.0180519978807091
0 16 16 0 548.383078596539 0.0191934077508789
0 17 17 0 581.087434378194 0.0203380602032368
0 18 18 0 613.591167712358 0.0214756908699325
0 19 19 0 646.135589579761 0.0226147456352916
0 20 20 0 678.845651683813 0.0237595978089334
0 21 21 0 711.703435984141 0.0249096202594449
0 22 22 0 744.635065087676 0.0260622272780686
2 -25 6 31 260.367054776573 0.182256938343601
2 -24 6 30 264.00942108175 0.184806594757225
2 -23 6 29 272.747238079708 0.190923066655796
2 -22 6 28 281.991804642308 0.197394263249616
2 -21 7 28 290.51688203419 0.203361817423933
2 -20 7 27 293.143318008001 0.205200322605601
2 -19 7 26 300.146817916456 0.210102772541519
2 -18 7 25 310.314294737149 0.217220006316004
2 -17 8 25 322.106866234297 0.225474806364008
2 -16 8 24 323.818121459205 0.226672685021444
2 -15 8 23 335.893910160246 0.235125737112172
2 -14 9 23 350.101841271783 0.245071288890248
2 -13 9 22 354.097407876289 0.247868185513402
2 -12 9 21 364.760203945113 0.255332142761579
2 -11 9 20 379.142056798543 0.26539943975898
2 -10 10 20 386.016094594714 0.2702112662163
2 -9 10 19 395.963548115972 0.27717448368118
2 -8 11 19 415.555497494069 0.290888848245848
2 -7 11 18 418.167240333289 0.292717068233302
2 -6 11 17 438.307860357276 0.306815502250093
2 -5 12 17 449.323327216428 0.314526329051499
2 -4 12 16 463.225047758174 0.324257533430722
2 -3 13 16 480.682309614238 0.336477616729967
2 -2 13 15 489.610287295492 0.342727201106844
2 -1 14 15 512.595317425598 0.358816722197919
2 0 14 14 517.051667162063 0.361936167013444
2 1 15 14 545.193888393726 0.381635721875608
2 2 15 13 548.233152666603 0.383763206866622
2 3 16 13 578.218502779997 0.404752951945998
2 4 16 12 586.085155143015 0.410259608600111
2 5 17 12 610.827570119192 0.427579299083434
2 6 17 11 631.758413931943 0.44223088975236
2 7 18 11 643.442537451362 0.450409776215953
2 8 19 11 676.004509872192 0.473203156910535
2 9 19 10 685.529581028375 0.479870706719863
2 10 20 10 708.963701716811 0.496274591201768
2 11 21 10 741.623648254613 0.519136553778229
2 12 21 9 746.944777803809 0.522861344462667
1 -12 6 18 259.860875203455 0.00909513063212093
1 -11 6 17 269.669267354524 0.00943842435740833
1 -10 7 17 277.609504095657 0.009716332643348
1 -9 7 16 289.156318761667 0.0101204711566584
1 -8 7 15 300.884046067211 0.0105309416123524
1 -7 8 15 310.360076294736 0.0108626026703158
1 -6 8 14 323.914160176359 0.0113369956061726
1 -5 8 13 336.051290999852 0.0117617951849948
1 -4 9 13 349.172838403464 0.0122210493441213
1 -3 9 12 363.481013511807 0.0127218354729132
1 -2 10 12 378.028943694915 0.013231013029322
1 -1 10 11 392.416550882279 0.0137345792808798
1 1 11 11 409.374203061062 0.0143280971071372
1 2 11 10 424.562580292257 0.014859690310229
1 3 12 10 441.288342620408 0.0154450919917143
1 4 12 9 461.178142572034 0.0161412349900212
1 5 13 9 475.062218630492 0.0166271776520672
1 6 14 9 498.153725129402 0.0174353803795291
1 7 14 8 515.250619068741 0.0180337716674059
1 8 15 8 535.309483903231 0.0187358319366131
1 9 15 7 558.832025656282 0.0195591208979699
1 10 16 7 575.100581341648 0.0201285203469577
1 11 17 7 600.485642078818 0.0210169974727586
1 12 17 6 625.826809642535 0.0219039383374887
1 13 18 6 639.954366741777 0.0223984028359622
1 14 19 6 666.144502335587 0.0233150575817455
1 15 20 6 696.822531820837 0.0243887886137293
1 16 20 5 723.153189161644 0.0253103616206575
1 17 21 5 735.219230768866 0.0257326730769103
1 18 22 5 763.52253019868 0.0267232885569538
