l n n_p n_g nu dnu
0 9 9 0 409.021505842855 0.0143157527044999
0 10 10 0 449.756083503285 0.015741462922615
0 11 11 0 490.655319276388 0.0171729361746736
0 12 12 0 531.443225198609 0.0186005128819513
0 13 13 0 571.720136980771 0.020010204794327
0 14 14 0 611.477731207429 0.02140172059226
0 15 15 0 651.640961554527 0.0228074336544085
0 16 16 0 692.898605473142 0.02425145119156
0 17 17 0 734.969340718805 0.0257239269251582
0 18 18 0 777.345394080458 0.027207088792816
0 19 19 0 819.770378274581 0.0286919632396103
0 20 20 0 862.07420153128 0.0301725970535948
0 21 21 0 904.098218080346 0.0316434376328121
0 22 22 0 945.822395865671 0.0331037838552985
0 23 23 0 987.39515782402 0.0345588305238407
0 24 24 0 1028.73958273245 0.0360058853956357
2 1 8 7 400.52440224127 0.280367081568889
2 2 8 6 403.993371063392 0.282795359744375
2 3 9 6 444.88592467235 0.311420147270645
2 4 9 5 459.42764492906 0.321599351450342
2 5 10 5 486.227884099227 0.340359518869459
2 6 11 5 527.229066936321 0.369060346855425
2 7 11 4 534.53242438843 0.374172697071901
2 8 12 4 567.917285640011 0.397542099948008
2 9 13 4 607.807842803786 0.42546548996265
2 10 13 3 635.167442441461 0.444617209709022
2 11 14 3 648.115267608482 0.453680687325938
2 12 15 3 689.280922240977 0.482496645568684
2 13 16 3 731.330580961237 0.511931406672866
2 14 17 3 773.645493089831 0.541551845162882
2 15 17 2 791.231199812346 0.553861839868642
2 16 18 2 816.252173835656 0.571376521684959
2 17 19 2 858.518764970704 0.600963135479492
2 18 20 2 900.541531629462 0.630379072140624
2 19 21 2 942.254096160753 0.659577867312527
2 20 22 2 983.773485967295 0.688641440177106
2 21 23 2 1024.89661348539 0.717427629439775
1 4 7 4 377.601062091067 0.0132160371731874
1 5 8 4 402.755691533065 0.0140964492036573
1 6 8 3 421.593507536848 0.0147557727637897
1 7 9 3 453.040497317275 0.0158564174061046
1 8 10 3 480.763432262388 0.0168267201291836
1 9 11 3 512.784021889684 0.017947440766139
1 10 11 2 544.664431375451 0.0190632550981408
1 11 12 2 564.096339978045 0.0197433718992316
1 12 13 2 594.887827137244 0.0208210739498035
1 13 14 2 632.528588450594 0.0221385005957708
1 14 15 2 672.074275187075 0.0235225996315476
1 15 16 2 712.781679223918 0.0249473587728371
1 16 16 1 753.11354655155 0.0263589741293042
1 17 17 1 780.060599053677 0.0273021209668787
1 18 18 1 801.258776144245 0.0280440571650486
1 19 19 1 840.972279893717 0.0294340297962801
1 20 20 1 882.404354486393 0.0308841524070237
1 21 21 1 923.841119216202 0.0323344391725671
1 22 22 1 965.151916551259 0.033780317079294
1 23 23 1 1006.40109606628 0.0352240383623199
