l n n_p n_g nu dnu
0 7 7 0 272.010702860552 0.00952037460011932
0 8 8 0 304.987728590163 0.0106745705006557
0 9 9 0 337.126989164568 0.0117994446207599
0 10 10 0 368.015850342131 0.0128805547619746
0 11 11 0 399.874277855295 0.0139955997249353
0 12 12 0 432.933675132246 0.0151526786296286
0 13 13 0 466.314886687937 0.0163210210340778
0 14 14 0 499.1348717127 0.0174697205099445
0 15 15 0 531.7549313496 0.018611422597236
0 16 16 0 564.85888706371 0.0197700610472298
0 17 17 0 598.60097048148 0.0209510339668518
0 18 18 0 632.707072104134 0.0221447475236447
0 19 19 0 666.79973985732 0.0233379908950062
0 20 20 0 700.786958928159 0.0245275435624856
0 21 21 0 734.578516953087 0.025710248093358
0 22 22 0 768.388546239932 0.0268935991183976
2 -18 6 24 266.756905800569 0.186729834060398
2 -17 6 23 272.608033080266 0.190825623156187
2 -16 6 22 281.472903601845 0.197031032521291
2 -15 6 21 291.786193265503 0.204250335285852
2 -14 7 21 300.712394579255 0.210498676205478
2 -13 7 20 305.270703763985 0.213689492634789
2 -12 7 19 320.242323456018 0.224169626419213
2 -11 8 19 333.107321239189 0.233175124867433
2 -10 8 18 337.172639096799 0.236020847367759
2 -9 8 17 354.588835176724 0.248212184623707
2 -8 9 17 364.302233110675 0.255011563177473
2 -7 9 16 372.537203109841 0.260776042176889
2 -6 9 15 390.737834329623 0.273516484030736
2 -5 10 15 396.640167386826 0.277648117170778
2 -4 10 14 413.451463261779 0.289416024283245
2 -3 11 14 429.537416249587 0.300676191374711
2 -2 11 13 440.766826195012 0.308536778336508
2 -1 12 13 463.06881047707 0.324148167333949
2 0 12 12 472.71997068083 0.330903979476581
2 1 13 12 496.02654396684 0.347218580776788
2 2 13 11 509.447259489849 0.356613081642895
2 3 14 11 528.759577639646 0.370131704347752
2 4 14 10 551.088134326644 0.385761694028651
2 5 15 10 561.919053768631 0.393343337638041
2 6 16 10 595.124959415788 0.416587471591052
2 7 16 9 598.220196880009 0.418754137816006
2 8 17 9 629.725338560008 0.440807736992006
2 9 17 8 650.833857924506 0.455583700547154
2 10 18 8 664.007574201852 0.464805301941297
2 11 19 8 697.878948362223 0.488515263853556
2 12 19 7 717.09174476793 0.501964221337551
2 13 20 7 731.819834328054 0.512273884029638
2 14 21 7 765.548800111318 0.535884160077923
1 -7 6 13 278.970141906346 0.00976395496672212
1 -6 7 13 285.338539289794 0.00998684887514278
1 -5 7 12 304.558725622104 0.0106595553967736
1 -4 7 11 313.864278475671 0.0109852497466485
1 -3 8 11 330.239612438488 0.0115583864353471
1 -2 8 10 344.225897123473 0.0120479063993216
1 -1 9 10 358.338764202868 0.0125418567471004
1 1 9 9 375.813514146854 0.0131534729951399
1 2 10 9 390.536856085447 0.0136687899629906
1 3 10 8 409.298073213011 0.0143254325624554
1 4 11 8 428.798497946463 0.0150079474281262
1 5 11 7 445.31519308579 0.0155860317580026
1 6 12 7 467.461839793246 0.0163611643927636
1 7 13 7 488.244560211354 0.0170885596073974
1 8 13 6 506.986569188666 0.0177445299216033
1 9 14 6 526.612811851854 0.0184314484148149
1 10 15 6 553.088532426495 0.0193580986349273
1 11 15 5 578.901872115503 0.0202615655240426
1 12 16 5 592.76210725296 0.0207466737538536
1 13 17 5 619.892662776702 0.0216962431971846
1 14 18 5 651.963196628995 0.0228187118820148
1 15 19 5 683.002494700083 0.0239050873145029
1 16 19 4 697.693766914893 0.0244192818420213
1 17 20 4 720.604805094376 0.0252211681783031
1 18 21 4 752.946816292598 0.0263531385702409
1 19 22 4 785.929229017452 0.0275075230156108
