l n n_p n_g nu dnu
0 9 9 0 434.690641504839 0.0152141724526694
0 10 10 0 477.780531760085 0.016722318611603
0 11 11 0 521.726164192275 0.0182604157467296
0 12 12 0 565.94562685408 0.0198080969398928
0 13 13 0 609.85614190825 0.0213449649667888
0 14 14 0 653.177022522907 0.0228611957883017
0 15 15 0 696.167660192002 0.0243658681067201
0 16 16 0 739.407570150065 0.0258792649552523
0 17 17 0 783.310770369316 0.0274158769629261
0 18 18 0 827.937809170627 0.0289778233209719
0 19 19 0 873.115984630777 0.0305590594620772
0 20 20 0 918.56618155269 0.0321498163543442
0 21 21 0 964.028605662172 0.033741001198176
0 22 22 0 1009.28328702475 0.0353249150458664
0 23 23 0 1054.20779713586 0.0368972728997551
0 24 24 0 1098.62861652733 0.0384520015784564
2 3 8 5 429.072468214943 0.30035072775046
2 4 8 4 432.928888106542 0.30305022167458
2 5 9 4 472.784476702588 0.330949133691812
2 6 10 4 516.548935614941 0.361584254930459
2 7 10 3 519.363550862594 0.363554485603816
2 8 11 3 561.667027966729 0.39316691957671
2 9 12 3 605.788391084807 0.424051873759365
2 10 12 2 633.867683742406 0.443707378619684
2 11 13 2 649.471573837579 0.454630101686305
2 12 14 2 692.473512557296 0.484731458790107
2 13 15 2 735.704818763039 0.514993373134127
2 14 16 2 779.548758475316 0.545684130932721
2 15 17 2 823.988816162898 0.576792171314028
2 16 17 1 841.489121924098 0.589042385346868
2 17 18 1 869.435503897546 0.608604852728282
2 18 19 1 914.778660640274 0.640345062448192
2 19 20 1 960.206215845627 0.672144351091939
2 20 21 1 1005.44349916011 0.703810449412074
2 21 22 1 1050.34006980159 0.73523804886111
2 22 23 1 1094.75928790869 0.766331501536084
1 7 8 2 446.233400861069 0.0156181690301374
1 8 9 2 476.08042763311 0.0166628149671589
1 9 10 2 505.869651913558 0.0177054378169745
1 10 11 2 544.923470111795 0.0190723214539128
1 11 12 2 586.488243821777 0.0205270885337622
1 12 12 1 623.107706986295 0.0218087697445203
1 13 13 1 640.779286782818 0.0224272750373986
1 14 14 1 676.005010032199 0.023660175351127
1 15 15 1 717.687263114125 0.0251190542089944
1 16 16 1 760.579561116939 0.0266202846390929
1 17 17 1 804.399942576736 0.0281539979901858
1 18 18 1 848.959596524076 0.0297135858783427
1 19 19 1 894.000191690829 0.031290006709179
1 20 20 1 939.236482806262 0.0328732768982192
1 21 21 1 984.404593944858 0.03445416078807
1 22 21 0 1029.31210635802 0.0360259237225307
1 23 22 0 1073.87889332699 0.0375857612664447
1 24 23 0 1117.95566905495 0.0391284484169232
