l n n_p n_g nu dnu
0 9 9 0 429.749034101597 0.0150412161935559
0 10 10 0 472.497794594281 0.0165374228107998
0 11 11 0 515.961770336004 0.0180586619617601
0 12 12 0 559.513612792323 0.0195829764477313
0 13 13 0 602.672771111446 0.0210935469889006
0 14 14 0 645.310791993363 0.0225858777197677
0 15 15 0 687.750064735209 0.0240712522657323
0 16 16 0 730.525271766805 0.0255683845118382
0 17 17 0 774.020683531069 0.0270907239235874
0 18 18 0 818.280977576379 0.0286398342151733
0 19 19 0 863.066795553647 0.0302073378443776
0 20 20 0 908.010958191075 0.0317803835366876
0 21 21 0 952.828389794321 0.0333489936428012
0 22 22 0 997.37330757366 0.0349080657650781
0 23 23 0 1041.62863680619 0.0364570022882167
0 24 24 0 1085.38562463801 0.0379884968623304
2 3 8 5 424.336368967916 0.297035458277541
2 4 8 4 454.676396560363 0.318273477592254
2 5 9 4 467.571258547065 0.327299880982946
2 6 10 4 511.343430454189 0.357940401317933
2 7 10 3 542.27772930107 0.379594410510749
2 8 11 3 555.359976778669 0.388751983745068
2 9 12 3 598.697797765417 0.419088458435792
2 10 13 3 641.464648153639 0.449025253707547
2 11 13 2 664.905954359905 0.465434168051933
2 12 14 2 684.149401193179 0.478904580835226
2 13 15 2 726.870206003239 0.508809144202268
2 14 16 2 770.312527443012 0.539218769210108
2 15 17 2 814.50254596412 0.570151782174884
2 16 18 2 859.146588995572 0.6014026122969
2 17 18 1 882.751329822 0.6179259308754
2 18 19 1 904.413485643112 0.633089439950178
2 19 20 1 949.106744138263 0.664374720896784
2 20 21 1 993.628932158051 0.695540252510636
2 21 22 1 1037.86161605516 0.72650313123861
2 22 23 1 1081.68597930368 0.757180185512577
1 6 8 3 422.957505519373 0.0148035126931781
1 7 8 2 447.196955986362 0.0156518934595227
1 8 9 2 478.472353565772 0.016746532374802
1 9 10 2 505.003582495536 0.0176751253873438
1 10 11 2 540.644795436835 0.0189225678402892
1 11 12 2 581.321856296574 0.0203462649703801
1 12 13 2 622.200857281323 0.0217770300048463
1 13 13 1 656.171863604781 0.0229660152261673
1 14 14 1 673.220531751577 0.0235627186113052
1 15 15 1 709.969998338591 0.0248489499418507
1 16 16 1 751.935632242293 0.0263177471284803
1 17 17 1 795.227836763165 0.0278329742867108
1 18 18 1 839.355200486808 0.0293774320170383
1 19 19 1 883.922162645023 0.0309372756925758
1 20 20 1 928.563590646237 0.0324997256726183
1 21 21 1 973.029057973293 0.0340560170290652
1 22 22 1 1017.22424106594 0.0356028484373081
1 23 22 0 1061.14664751794 0.037140132663128
1 24 23 0 1104.64635377712 0.0386626223821991
