l n n_p n_g nu dnu
0 8 8 0 326.795712468484 0.0114378499363969
0 9 9 0 362.584162954002 0.0126904457033901
0 10 10 0 397.447050061266 0.0139106467521443
0 11 11 0 431.525347718107 0.0151033871701337
0 12 12 0 465.605076612589 0.0162961776814406
0 13 13 0 500.950671914151 0.0175332735169953
0 14 14 0 537.451596265903 0.0188108058693066
0 15 15 0 574.046818927591 0.0200916386624657
0 16 16 0 610.460343415796 0.0213661120195529
0 17 17 0 646.437162205753 0.0226253006772014
0 18 18 0 682.36286859708 0.0238827004008978
0 19 19 0 718.691369378327 0.0251541979282414
0 20 20 0 755.341710581804 0.0264369598703631
0 21 21 0 792.368507937602 0.0277328977778161
0 22 22 0 829.474189840546 0.0290315966444191
0 23 23 0 866.348909673905 0.0303222118385867
2 -8 6 14 312.658080043674 0.218860656030572
2 -7 7 14 321.969270207408 0.225378489145186
2 -6 7 13 333.599108414751 0.233519375890325
2 -5 8 13 356.572565571166 0.249600795899816
2 -4 8 12 358.864925437253 0.251205447806077
2 -3 8 11 383.955228549152 0.268768659984406
2 -2 9 11 393.369560942836 0.275358692659985
2 -1 9 10 412.858546968614 0.28900098287803
2 0 10 10 427.764811758656 0.299435368231059
2 1 10 9 445.977300805938 0.312184110564157
2 2 11 9 462.055503958706 0.323438852771094
2 3 11 8 486.813125431727 0.340769187802209
2 4 12 8 497.474586464243 0.34823221052497
2 5 13 8 533.776756733901 0.373643729713731
2 6 13 7 538.067080399314 0.37664695627952
2 7 14 7 570.703522397134 0.399492465677994
2 8 14 6 602.413233055532 0.421689263138873
2 9 15 6 607.374525528232 0.425162167869763
2 10 16 6 643.297884571729 0.45030851920021
2 11 17 6 679.156786385616 0.475409750469932
2 12 17 5 687.627067154431 0.481338947008102
2 13 18 5 715.577444760305 0.500904211332214
2 14 19 5 752.188566700989 0.526531996690692
2 15 20 5 789.145175451423 0.552401622815996
2 16 20 4 804.064966511876 0.562845476558313
2 17 21 4 826.349319917395 0.578444523942177
2 18 22 4 863.234834552531 0.604264384186772
1 -2 6 8 302.469466992073 0.0105864313447226
1 -1 7 8 327.552185991437 0.0114643265097003
1 1 7 7 337.783287506892 0.0118224150627412
1 2 8 7 366.787393676766 0.0128375587786868
1 3 8 6 375.691980703641 0.0131492193246275
1 4 9 6 403.885657253708 0.0141359980038798
1 5 10 6 424.829876688157 0.0148690456840855
1 6 10 5 440.341496220644 0.0154119523677225
1 7 11 5 465.8476041303 0.0163046661445605
1 8 12 5 491.396811388307 0.0171988883985907
1 9 12 4 515.123111497394 0.0180293089024088
1 10 13 4 533.143655886024 0.0186600279560108
1 11 14 4 561.50840162365 0.0196527940568277
1 12 15 4 594.81163096438 0.0208184070837533
1 13 16 4 627.523061335192 0.0219633071467317
1 14 16 3 645.094189603884 0.022578296636136
1 15 17 3 667.747403224926 0.0233711591128724
1 16 18 3 701.948713544552 0.0245682049740593
1 17 19 3 737.480052389463 0.0258118018336312
1 18 20 3 773.447779091877 0.0270706722682157
1 19 21 3 808.985689743248 0.0283144991410137
1 20 21 2 834.070053969396 0.0291924518889289
1 21 22 2 851.238714172923 0.0297933549960523
