l n n_p n_g nu dnu
0 7 7 0 271.096547715009 0.00948837917002533
0 8 8 0 303.980244534622 0.0106393085587118
0 9 9 0 335.873049657586 0.0117555567380155
0 10 10 0 366.684078909743 0.012833942761841
0 11 11 0 398.476996987761 0.0139466948945716
0 12 12 0 431.507871674174 0.0151027755085961
0 13 13 0 464.643052294726 0.0162625068303154
0 14 14 0 497.287763240396 0.0174050717134139
0 15 15 0 529.736409751453 0.0185407743413009
0 16 16 0 562.829039877249 0.0196990163957037
0 17 17 0 596.468117370592 0.0208763841079707
0 18 18 0 630.474133192303 0.0220665946617306
0 19 19 0 664.369447058291 0.0232529306470402
0 20 20 0 698.193139330648 0.0244367598765727
0 21 21 0 731.815787358166 0.0256135525575358
0 22 22 0 765.532630449011 0.0267936420657154
2 -19 6 25 265.05125249964 0.185535876749748
2 -18 6 24 267.378280696901 0.187164796487831
2 -17 6 23 276.822837529361 0.193775986270553
2 -16 6 22 286.093542324432 0.200265479627103
2 -15 7 22 296.430154951926 0.207501108466348
2 -14 7 21 300.236686786756 0.210165680750729
2 -13 7 20 310.269767892957 0.21718883752507
2 -12 7 19 325.552242941155 0.227886570058808
2 -11 8 19 332.115402078517 0.232480781454962
2 -10 8 18 342.685701899482 0.239879991329637
2 -9 9 18 360.326197508622 0.252228338256036
2 -8 9 17 363.356990997989 0.254349893698592
2 -7 9 16 378.879511542407 0.265215658079685
2 -6 10 16 394.64078101307 0.276248546709149
2 -5 10 15 398.224194032848 0.278756935822994
2 -4 10 14 420.459934570903 0.294321954199632
2 -3 11 14 428.242567721786 0.29976979740525
2 -2 11 13 448.203195576203 0.313742236903342
2 -1 12 13 461.492126882898 0.323044488818029
2 0 12 12 480.703684348702 0.336492579044092
2 1 13 12 494.256186329891 0.345979330430924
2 2 13 11 518.13279694269 0.362692957859883
2 3 14 11 526.81406480137 0.368769845360959
2 4 15 11 559.253989979014 0.39147779298531
2 5 15 10 561.380635009525 0.392966444506667
2 6 16 10 593.435546134673 0.415404882294271
2 7 16 9 608.415868103794 0.425891107672656
2 8 17 9 627.571971913671 0.43930038033957
2 9 18 9 660.673267096579 0.462471286967605
2 10 18 8 663.301953326175 0.464311367328322
2 11 19 8 695.352033149465 0.486746423204625
2 12 20 8 728.197898759488 0.509738529131641
2 13 20 7 730.562145311618 0.511393501718132
2 14 21 7 762.733366905411 0.533913356833788
1 -8 6 14 268.040829079377 0.00938142901777818
1 -7 6 13 279.397543230864 0.00977891401308023
1 -6 7 13 289.114253039691 0.0101189988563892
1 -5 7 12 307.578583811887 0.010765250433416
1 -4 7 11 315.358451776118 0.0110375458121641
1 -3 8 11 333.78697321425 0.0116825440624987
1 -2 8 10 345.371763982774 0.0120880117393971
1 -1 9 10 361.6442755672 0.012657549644852
1 1 9 9 377.013436559634 0.0131954702795872
1 2 10 9 393.963406899584 0.0137887192414854
1 3 10 8 410.408191587657 0.014364286705568
1 4 11 8 431.566023941341 0.0151048108379469
1 5 12 8 447.516037542106 0.0156630613139737
1 6 12 7 468.631484416153 0.0164021019545653
1 7 13 7 489.692711757995 0.0171392449115298
1 8 13 6 510.039026072801 0.017851365912548
1 9 14 6 527.586295878192 0.0184655203557367
1 10 15 6 552.4335971181 0.0193351758991335
1 11 16 6 580.738837794678 0.0203258593228137
1 12 16 5 597.432257772654 0.0209101290220429
1 13 17 5 618.744449774645 0.0216560557421126
1 14 18 5 650.160016760494 0.0227556005866173
1 15 19 5 682.148500372779 0.0238751975130473
1 16 19 4 705.828820217027 0.0247040087075959
1 17 20 4 719.636220054031 0.0251872677018911
1 18 21 4 750.535075391353 0.0262687276386973
1 19 22 4 783.299692371388 0.0274154892329986
