l n nu dnu n_g
0 3 147.292 0.137 0 
0 4 178.121 0.130 0 
0 5 208.833 0.124 0 
0 6 238.512 0.118 0 
0 7 266.517 0.113 0 
0 8 294.374 0.053 0 
0 9 322.912 0.030 0 
0 10 351.128 0.032 0 
0 11 378.928 0.021 0 
0 12 407.044 0.020 0 
0 13 435.774 0.015 0 
0 14 464.670 0.015 0 
0 15 493.401 0.018 0 
0 16 522.314 0.029 0 
0 17 551.430 0.052 0 
0 18 580.894 0.145 0 
0 19 610.024 0.181 0 
0 20 639.376 0.190 0 
0 21 669.077 0.200 0 
0 22 697.926 0.210 0 
0 23 728.020 0.220 0 
0 24 757.721 0.231 0 
1 -13 155.845 0.492 16 
1 -36 158.771 0.469 39 
1 -35 162.223 0.446 39 
1 -18 167.040 0.425 22 
1 -5 170.923 0.405 9 
1 -2 174.739 0.385 6 
1 -7 177.402 0.367 11 
1 -18 181.636 0.350 22 
1 -29 187.300 0.333 33 
1 -28 192.909 0.317 33 
1 -1 196.404 0.302 6 
1 -8 200.292 0.288 13 
1 -17 206.348 0.274 22 
1 -24 213.200 0.261 29 
1 -23 220.381 0.248 28 
1 -4 223.663 0.237 10 
1 -11 229.795 0.225 17 
1 -14 237.540 0.215 20 
1 -13 245.525 0.204 19 
1 -18 250.795 0.195 25 
1 -9 257.673 0.185 16 
1 -2 266.307 0.177 9 
1 -5 274.073 0.168 12 
1 -14 281.471 0.160 22 
1 1 290.322 0.153 7 
1 -2 299.158 0.145 10 
1 -11 309.126 0.138 20 
1 4 317.227 0.132 5 
1 -9 328.339 0.125 18 
1 2 339.891 0.120 8 
1 1 347.886 0.114 9 
1 -6 363.725 0.108 17 
1 7 370.216 0.052 4 
1 -4 387.275 0.038 15 
1 9 396.042 0.028 3 
1 -2 412.908 0.023 14 
1 9 423.702 0.016 4 
1 0 441.646 0.016 13 
1 11 452.336 0.014 3 
1 2 473.785 0.017 12 
1 11 481.889 0.023 4 
1 4 506.606 0.047 12 
1 5 515.107 0.093 11 
1 10 537.305 0.200 7 
1 7 556.555 0.210 10 
1 12 567.934 0.220 6 
1 9 594.538 0.231 10 
1 10 610.891 0.243 9 
1 15 626.063 0.255 6 
1 12 652.917 0.267 9 
1 13 674.273 0.281 8 
1 14 685.816 0.295 8 
1 15 712.648 0.310 8 
1 16 739.261 0.325 7 
1 17 755.879 0.341 7 
2 -68 153.910 1.027 71 
2 -67 155.572 0.978 70 
2 -66 157.653 0.931 69 
2 -65 159.630 0.887 68 
2 -64 163.398 0.845 67 
2 -63 165.574 0.804 66 
2 -62 167.414 0.766 65 
2 -61 169.158 0.730 65 
2 -60 171.886 0.695 64 
2 -59 174.715 0.662 63 
2 -58 175.155 0.630 62 
2 -57 177.596 0.600 61 
2 -56 179.843 0.572 60 
2 -55 182.419 0.544 59 
2 -54 185.740 0.519 58 
2 -53 188.892 0.494 57 
2 -52 193.400 0.470 56 
2 -51 195.640 0.448 55 
2 -50 199.633 0.427 54 
2 -49 203.263 0.406 54 
2 -48 204.615 0.387 53 
2 -47 207.845 0.369 52 
2 -46 211.779 0.351 51 
2 -45 215.707 0.334 50 
2 -44 219.970 0.318 49 
2 -43 224.206 0.303 48 
2 -42 228.256 0.289 47 
2 -41 232.532 0.275 47 
2 -40 235.126 0.262 46 
2 -39 236.932 0.249 45 
2 -38 241.871 0.238 44 
2 -37 246.385 0.226 43 
2 -36 251.961 0.215 42 
2 -35 258.404 0.205 41 
2 -34 263.250 0.195 41 
2 -33 264.498 0.186 40 
2 -32 270.755 0.177 39 
2 -31 278.141 0.169 38 
2 -30 285.364 0.161 37 
2 -29 291.299 0.153 37 
2 -28 293.464 0.146 36 
2 -27 301.245 0.139 35 
2 -26 309.452 0.132 34 
2 -25 318.619 0.126 34 
2 -24 320.102 0.120 33 
2 -23 328.233 0.114 32 
2 -22 338.313 0.109 31 
2 -21 347.534 0.104 31 
2 -20 349.148 0.099 30 
2 -19 359.028 0.094 29 
2 -18 369.036 0.090 28 
2 -17 376.215 0.085 28 
2 -16 380.574 0.081 27 
2 -15 392.833 0.077 26 
2 -14 404.239 0.074 26 
2 -13 407.153 0.070 25 
2 -12 422.277 0.067 24 
2 -11 433.253 0.042 24 
2 -10 438.960 0.033 23 
2 -9 456.928 0.027 22 
2 -8 462.222 0.025 22 
2 -7 476.831 0.038 21 
2 -6 490.964 0.064 21 
2 -5 498.580 0.168 20 
2 -4 520.090 0.282 20 
2 -3 522.728 0.296 19 
2 -2 548.333 0.311 19 
2 -1 549.148 0.327 18 
2 0 577.591 0.343 18 
2 1 578.687 0.360 17 
2 2 607.604 0.378 17 
2 3 610.268 0.397 16 
2 4 636.585 0.417 16 
2 5 645.677 0.438 15 
2 6 667.047 0.460 15 
2 7 686.656 0.483 14 
2 8 695.526 0.507 14 
2 9 725.344 0.532 14 
2 10 731.071 0.559 13 
2 11 754.775 0.587 13 
