l n nu dnu n_g
0 3 147.340 0.115 0 
0 4 176.725 0.109 0 
0 5 206.053 0.104 0 
0 6 235.087 0.099 0 
0 7 262.663 0.048 0 
0 8 289.538 0.027 0 
0 9 317.428 0.029 0 
0 10 345.688 0.019 0 
0 11 373.378 0.019 0 
0 12 401.094 0.014 0 
0 13 429.451 0.014 0 
0 14 458.283 0.017 0 
0 15 487.280 0.027 0 
0 16 516.132 0.049 0 
0 17 544.830 0.136 0 
0 18 574.009 0.170 0 
0 19 603.208 0.179 0 
0 20 632.418 0.188 0 
0 21 661.993 0.197 0 
0 22 691.064 0.207 0 
0 23 720.449 0.218 0 
1 -16 133.665 0.436 20 
1 -33 137.853 0.415 36 
1 -32 141.017 0.395 35 
1 -31 145.423 0.376 34 
1 -30 150.269 0.358 33 
1 -9 153.501 0.341 12 
1 -28 155.745 0.325 31 
1 -27 159.690 0.310 31 
1 -26 165.234 0.295 30 
1 -19 171.475 0.281 23 
1 -4 176.236 0.267 8 
1 -3 179.874 0.255 7 
1 -22 185.258 0.243 26 
1 -13 191.223 0.231 18 
1 -2 195.668 0.220 7 
1 -5 201.863 0.210 10 
1 -18 209.167 0.200 23 
1 -17 216.164 0.190 22 
1 -10 220.657 0.181 16 
1 -15 229.806 0.172 21 
1 -10 239.819 0.164 16 
1 -13 244.551 0.156 19 
1 -12 253.381 0.149 19 
1 -3 265.263 0.142 10 
1 -10 270.859 0.135 17 
1 -9 281.907 0.129 17 
1 4 293.314 0.123 4 
1 -7 301.173 0.117 16 
1 4 315.383 0.111 5 
1 -1 323.227 0.106 10 
1 6 338.557 0.100 4 
1 5 347.673 0.049 5 
1 6 363.714 0.036 5 
1 5 373.728 0.026 6 
1 8 390.644 0.021 4 
1 1 402.732 0.015 11 
1 10 418.727 0.016 3 
1 3 436.193 0.013 10 
1 10 448.026 0.016 4 
1 5 472.052 0.022 10 
1 8 482.252 0.045 8 
1 13 503.088 0.091 3 
1 8 526.465 0.196 8 
1 11 536.560 0.205 6 
1 14 559.982 0.216 4 
1 11 585.685 0.226 7 
1 12 597.871 0.238 7 
1 17 618.759 0.250 3 
1 14 645.874 0.262 7 
1 15 667.057 0.275 6 
1 18 681.378 0.289 5 
1 19 706.603 0.303 4 
1 18 733.416 0.319 6 
2 -60 138.044 0.705 63 
2 -59 141.118 0.672 62 
2 -58 142.317 0.640 61 
2 -57 143.024 0.609 60 
2 -56 145.205 0.580 59 
2 -55 146.889 0.553 58 
2 -54 149.527 0.526 57 
2 -53 152.239 0.501 56 
2 -52 155.362 0.477 55 
2 -50 160.512 0.455 53 
2 -49 163.794 0.433 52 
2 -48 166.038 0.412 52 
2 -47 168.274 0.393 51 
2 -46 171.623 0.374 50 
2 -45 173.731 0.356 49 
2 -44 175.759 0.339 48 
2 -43 178.856 0.323 47 
2 -42 182.697 0.308 46 
2 -41 186.573 0.293 45 
2 -40 190.211 0.279 44 
2 -39 195.365 0.266 43 
2 -38 200.197 0.253 43 
2 -37 202.103 0.241 42 
2 -36 204.819 0.230 41 
2 -35 209.877 0.219 40 
2 -34 214.966 0.208 39 
2 -33 219.556 0.198 38 
2 -32 223.446 0.189 37 
2 -31 228.750 0.180 37 
2 -30 231.815 0.171 36 
2 -29 235.231 0.163 35 
2 -28 241.135 0.155 34 
2 -27 248.162 0.148 33 
2 -26 255.834 0.141 33 
2 -25 259.456 0.134 32 
2 -24 264.086 0.128 31 
2 -23 272.524 0.122 30 
2 -22 281.869 0.116 29 
2 -21 286.465 0.110 29 
2 -20 291.571 0.105 28 
2 -19 301.536 0.100 27 
2 -18 312.243 0.095 27 
2 -17 314.229 0.091 26 
2 -16 323.655 0.087 25 
2 -15 334.155 0.082 24 
2 -14 342.062 0.079 24 
2 -13 345.956 0.075 23 
2 -12 357.616 0.071 22 
2 -11 370.460 0.068 22 
2 -10 372.655 0.065 21 
2 -9 388.875 0.062 20 
2 -8 398.494 0.039 20 
2 -7 407.417 0.031 19 
2 -6 426.533 0.025 19 
2 -5 428.031 0.023 18 
2 -4 450.300 0.036 17 
2 -3 455.857 0.060 17 
2 -2 475.457 0.160 16 
2 -1 484.524 0.263 16 
2 0 503.188 0.276 15 
2 1 513.688 0.290 15 
2 2 535.475 0.305 14 
2 3 541.682 0.320 14 
2 4 570.802 0.336 14 
2 5 571.582 0.353 13 
2 6 600.154 0.370 13 
2 7 612.463 0.389 12 
2 8 630.426 0.408 12 
2 9 658.362 0.429 12 
2 10 660.321 0.450 11 
2 11 688.662 0.473 11 
2 12 713.770 0.496 10 
2 13 717.231 0.521 10 
