l n nu dnu n_g
0 2 122.625 0.123 0 
0 3 152.191 0.117 0 
0 4 181.801 0.112 0 
0 5 210.771 0.106 0 
0 6 240.150 0.101 0 
0 7 269.246 0.049 0 
0 8 297.008 0.027 0 
0 9 324.316 0.030 0 
0 10 352.933 0.020 0 
0 11 382.448 0.019 0 
0 12 411.776 0.015 0 
0 13 440.674 0.014 0 
0 14 469.591 0.017 0 
0 15 499.201 0.027 0 
0 16 529.135 0.050 0 
0 17 559.598 0.140 0 
0 18 589.465 0.175 0 
0 19 619.642 0.184 0 
0 20 649.762 0.193 0 
0 21 679.434 0.203 0 
0 22 709.901 0.213 0 
0 23 739.591 0.223 0 
1 -22 130.588 0.340 25 
1 -25 134.064 0.324 28 
1 -24 139.124 0.309 27 
1 -23 144.404 0.294 26 
1 -22 150.260 0.280 25 
1 -21 155.680 0.267 24 
1 -14 158.001 0.254 17 
1 -19 163.231 0.242 23 
1 -18 170.934 0.230 22 
1 -5 177.156 0.219 9 
1 -4 182.511 0.209 8 
1 -15 188.850 0.199 19 
1 -6 193.859 0.189 11 
1 -13 201.727 0.180 18 
1 -12 212.286 0.172 17 
1 -11 219.189 0.164 16 
1 -10 225.735 0.156 16 
1 -9 240.620 0.148 15 
1 0 247.999 0.141 6 
1 -7 257.751 0.135 14 
1 2 273.887 0.128 5 
1 -5 278.550 0.122 12 
1 0 297.096 0.116 8 
1 1 303.853 0.111 7 
1 4 322.288 0.106 5 
1 3 330.842 0.098 6 
1 6 349.855 0.049 4 
1 1 360.762 0.036 9 
1 8 378.523 0.027 3 
1 3 395.475 0.022 9 
1 8 409.219 0.016 4 
1 9 429.096 0.016 4 
1 6 448.151 0.013 7 
1 11 461.868 0.016 3 
1 8 485.051 0.023 7 
1 9 506.763 0.047 6 
1 12 521.163 0.094 4 
1 13 545.474 0.203 4 
1 12 571.319 0.213 5 
1 13 587.700 0.223 5 
1 16 608.312 0.235 3 
1 17 635.450 0.246 4 
1 16 662.732 0.259 5 
1 17 683.587 0.271 4 
1 18 699.468 0.285 4 
1 21 725.813 0.299 2 
1 20 755.324 0.314 4 
2 -47 132.233 0.466 49 
2 -46 134.005 0.444 48 
2 -44 140.329 0.423 47 
2 -43 142.834 0.403 46 
2 -42 146.018 0.384 45 
2 -41 147.295 0.365 44 
2 -40 149.391 0.348 43 
2 -39 153.636 0.331 42 
2 -38 156.566 0.316 41 
2 -37 161.269 0.301 40 
2 -36 164.055 0.286 39 
2 -35 166.105 0.273 38 
2 -34 170.486 0.260 38 
2 -33 174.941 0.247 37 
2 -32 177.956 0.235 36 
2 -31 180.617 0.224 35 
2 -30 185.827 0.214 34 
2 -29 191.101 0.203 33 
2 -28 197.193 0.194 32 
2 -27 202.594 0.185 32 
2 -26 204.638 0.176 31 
2 -25 210.112 0.167 30 
2 -24 215.284 0.159 29 
2 -23 219.852 0.152 28 
2 -22 226.862 0.145 27 
2 -21 234.991 0.138 27 
2 -20 237.022 0.131 26 
2 -19 244.620 0.125 25 
2 -18 254.446 0.119 24 
2 -17 264.114 0.113 24 
2 -16 265.666 0.108 23 
2 -15 276.300 0.103 22 
2 -14 287.847 0.098 21 
2 -13 293.010 0.093 21 
2 -12 300.933 0.089 20 
2 -11 311.915 0.085 19 
2 -10 320.470 0.081 19 
2 -9 324.734 0.077 18 
2 -8 339.024 0.073 17 
2 -7 349.862 0.070 17 
2 -6 357.727 0.066 16 
2 -5 378.294 0.063 16 
2 -4 379.606 0.060 15 
2 -3 402.661 0.039 14 
2 -2 408.852 0.031 14 
2 -1 430.055 0.026 13 
2 0 437.789 0.024 13 
2 1 461.224 0.037 12 
2 2 466.930 0.061 12 
2 3 496.009 0.167 12 
2 4 497.357 0.270 11 
2 5 526.467 0.284 11 
2 6 538.527 0.298 10 
2 7 556.937 0.313 10 
2 8 586.095 0.328 10 
2 9 587.507 0.345 9 
2 10 616.830 0.362 9 
2 11 646.051 0.380 9 
2 12 647.272 0.399 8 
2 13 676.494 0.419 8 
2 14 705.739 0.440 8 
2 15 717.724 0.462 7 
2 16 737.246 0.485 7 
