n l nu dnu
15 1 1489.03855687 0.304862273948
15 2 1529.94900098 1.40487352882
16 0 1536.39815225 1.52274787575
16 1 1576.231694 0.339409883737
16 2 1616.41059817 3.44954695927
17 0 1623.32729017 0.509424891729
17 1 1662.83159899 0.370685302599
17 2 1704.3437514 0.506610960997
18 0 1711.53941381 0.528824451068
18 1 1752.99450915 0.257176866191
18 2 1793.46160911 0.532544002627
19 0 1799.80531311 0.177344695675
19 1 1841.41698041 0.17185934379
19 2 1883.51720183 0.403146495627
20 0 1888.9240973 0.51994746056
20 1 1931.07124813 0.295204139879
20 2 1972.1634581 1.02657285298
21 0 1979.28476981 0.340191324921
21 1 2020.74727543 0.270919391373
21 2 2058.65382466 0.967367070414
22 0 2068.00784157 0.410476487882
22 1 2109.69322064 0.396731119742
22 2 2149.4520336 4.10444268985
23 0 2157.20837699 1.46836739142
