n l nu dnu
14 1 1949.28697422 0.468614867601
15 1 2072.94247295 0.571511647001
16 1 2194.35765684 0.446689220752
16 2 2247.24850067 0.786464760457
17 0 2258.74024428 0.34045115407
17 1 2315.6453223 0.357533177923
17 2 2368.30551145 0.637899212129
18 0 2380.18336571 0.271994336988
18 1 2436.35795698 0.236642208784
18 2 2490.15047862 0.469454788738
19 0 2501.34782873 0.186068676544
19 1 2558.72772572 0.193678528365
19 2 2612.33126583 0.776553214887
20 0 2624.25868152 0.15908726758
20 1 2682.00191021 0.160757104756
20 2 2736.76074042 0.634189520086
21 0 2747.0753109 0.14226228125
21 1 2805.33498702 0.163819566441
21 2 2859.46366286 0.317704986792
22 0 2870.61899533 0.14899114205
22 1 2927.60667184 0.170831335264
22 2 2982.03317426 0.304739508125
23 0 2992.84138745 0.201385667006
23 1 3051.08414023 0.244768617483
23 2 3105.74735662 0.643176071807
24 0 3116.80619596 0.3024888855
24 1 3174.80547354 0.34730970428
24 2 3232.27691258 1.67860066552
25 0 3240.11361994 0.879207771365
25 1 3297.86290392 0.672382102088
25 2 3353.17551945 1.78547765283
26 0 3360.84579832 3.5499722087
26 1 3421.04250774 1.06286650999
27 0 3488.38794926 0.817737726727
