n l nu dnu
9 1 805.758925814 0.340152726981
10 0 846.209156205 0.618853796006
10 1 876.496059741 0.401983679822
11 0 917.639206357 0.567711088791
11 1 948.836884667 0.229031367455
11 2 987.458675219 0.836102218293
12 0 990.530572858 0.162460856884
12 1 1022.19724702 0.126809416047
12 2 1059.48182588 0.492403911827
13 0 1064.29480539 0.166671838251
13 1 1096.50594796 0.16115254597
13 2 1132.67893837 0.373805281091
14 0 1139.40252939 0.146266907298
14 1 1170.8958181 0.121639587554
14 2 1206.35262523 0.314098128219
15 0 1212.4842402 0.118274891579
15 1 1243.86112845 0.102756907747
15 2 1279.88187529 0.243900215456
16 0 1285.82732679 0.112649110195
16 1 1317.59495799 0.0954298173152
16 2 1354.18966763 0.226381437125
17 0 1360.11762659 0.113040204008
17 1 1392.30569059 0.0955192896419
17 2 1429.95636143 0.189852046155
18 0 1435.59803673 0.105184624114
18 1 1468.02105195 0.0963610966845
18 2 1505.05813761 0.265227191629
19 0 1510.93432275 0.120457659702
19 1 1543.4795557 0.106380573222
19 2 1581.16845443 0.27999756046
20 0 1586.94613323 0.159798080366
20 1 1619.17175929 0.119458155475
20 2 1655.87345192 0.283330907995
21 0 1662.03942084 0.174051950759
21 1 1694.49006766 0.155301100367
21 2 1731.61023547 0.487589327566
22 0 1738.04618123 0.260122359497
22 1 1770.44586689 0.211419107498
22 2 1807.78729644 0.558264506864
23 0 1813.67296717 0.303972366893
23 1 1846.48481516 0.332771598178
23 2 1884.57782412 0.808831394254
24 0 1889.83731824 0.438104170844
24 1 1924.18625093 0.423561957766
24 2 1961.33541753 1.22873321144
25 0 1967.00621587 0.725719427744
25 1 1999.71767071 0.553440329039
25 2 2037.93510055 1.9289479012
26 0 2043.06808775 1.01044623584
26 1 2076.10018275 0.783496598685
26 2 2112.90451091 1.65521592354
27 0 2118.65208719 1.52642760071
27 1 2152.30107714 1.51822275869
