n l nu dnu
11 1 889.246200201 0.497945543599
11 2 920.043585272 1.90858204948
12 0 928.215070607 0.824324387388
12 1 957.040397942 0.477132521969
12 2 989.142492004 1.26749694069
13 0 995.128199293 0.480374886043
13 1 1025.87684625 0.368556854868
13 2 1056.67821918 1.55747344884
14 0 1064.42274911 0.351092681442
14 1 1096.99628552 0.2785741504
14 2 1131.39959391 1.1547479212
15 0 1136.15266185 0.362904291252
15 1 1167.85910281 0.253421824561
15 2 1199.64477937 0.576234567992
16 0 1206.55224903 0.220696066494
16 1 1237.49309028 0.232298243289
16 2 1269.05845574 0.613791988711
17 0 1275.25231406 0.303644293728
17 1 1307.14280217 0.203487400498
17 2 1339.80016078 0.657859627913
18 0 1343.82352383 0.32832110218
18 1 1376.3809895 0.175874264189
18 2 1408.43721932 0.461049864727
19 0 1414.65636635 0.183015652187
19 1 1446.96872034 0.193959360972
19 2 1479.76242391 0.570525323606
20 0 1485.18322386 0.291875636268
20 1 1518.64366316 0.212663958588
20 2 1551.10161879 0.573608120189
21 0 1556.73980323 0.337877271401
21 1 1590.37070322 0.232331292708
21 2 1622.34279147 0.705970479853
22 0 1627.75270206 0.41536255118
22 1 1662.08498426 0.265131199291
22 2 1696.73601821 0.994317359723
23 0 1698.85666751 0.434240523512
23 1 1732.87254286 0.33446984541
23 2 1767.38189173 1.37059656038
24 0 1771.56100919 0.563855423889
24 1 1804.11487694 0.429726774435
24 2 1836.79206655 1.11355722319
25 0 1841.53480644 0.500877134101
25 1 1875.61828546 0.639772755639
25 2 1907.55719382 1.93656059172
26 0 1913.76808852 0.751555969653
26 1 1946.23560091 0.761957308677
