n l nu dnu
13 1 1763.447635 0.726426788217 
14 1 1879.35064 0.320960642474 
15 1 1996.647245 0.525092725258 
16 1 2113.18651 0.387768618819 
16 2 2169.5665 0.517166342079 
17 0 2175.93922 0.786925605312 
17 1 2230.55734 0.267646859718 
17 2 2287.15721 0.188346766236 
18 0 2293.3552 0.160106262415 
18 1 2348.428 0.108805145491 
18 2 2405.84122 0.246293908196 
19 0 2410.81417 0.175145559335 
19 1 2466.63002 0.116110025288 
19 2 2523.73477 0.176448623374 
20 0 2528.19696 0.126545331163 
20 1 2584.283305 0.142762951004 
20 2 2641.51276 0.30874154779 
21 0 2646.04161 0.203361543501 
21 1 2702.7218 0.234013041171 
22 0 2764.10563 0.876573346075 
22 1 2821.20679 0.688815176534 
