M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.215340902343748697e+00 2.552392626953125521e-01 1.643357031249999267e-02 1.681769830078152728e+00 1.749824658203101013e-01 1.080631416015614549e-01 2.588283748017602637e+00 3.865966359588595691e-01 4.287013322307682728e+00 2.398413981749925483e+00 1.311904221535441062e+00 2.505119160443517456e-01
1.201840112304684460e+00 2.762049843749996847e-01 2.161480371093747049e-02 1.886571927734393528e+00 1.287262864257812334e+00 1.812793271484372248e-01 2.890219117664428072e+00 3.824390199309803395e-01 4.292323146566655367e+00 2.271445718009020176e+00 1.297271940820669434e+00 2.487198294983068991e-01
1.141462421875002908e+00 2.595558818359361419e-01 1.219479296875009000e-02 1.819416929687501794e+00 1.721364697265618804e-01 1.035399101562494290e-01 3.667151315703973680e+00 2.448567058051611678e-01 4.270439661906191731e+00 2.426337248198057850e+00 1.296332998218700405e+00 2.504384103840788800e-01
1.195507268554684366e+00 2.740447832031246422e-01 1.980446679687499628e-02 1.943313446289074209e+00 1.062651906250000389e+00 1.797039033203124414e-01 3.135112275270490745e+00 3.509763441117704219e-01 4.282862555475468902e+00 2.375400609363087501e+00 1.307679012853564471e+00 2.498435112209199116e-01
1.238081584960938120e+00 2.807302578124996062e-01 2.034191113281244925e-02 1.856012928710947474e+00 2.107694667968738333e-01 1.692645585937508912e-01 2.145730409109422254e+00 4.358224553244496313e-01 4.291053123715179218e+00 2.617906540719711739e+00 1.318195425370508156e+00 2.729526291181575415e-01
1.169852227539064149e+00 2.635603701171858604e-01 1.441328320312508342e-02 1.770143218750002578e+00 2.678368447265594421e-01 1.397979716796871053e-01 3.098742806649297687e+00 3.352349275996623357e-01 4.281100091110537242e+00 2.425668454240034411e+00 1.296405238053414344e+00 2.547069546203691304e-01
1.213820598632809888e+00 2.592337285156250393e-01 1.778080957031239959e-02 1.738064049804709965e+00 2.793161582031236101e-01 1.267462050781245075e-01 2.947967124606813094e+00 3.470808161088120847e-01 4.275670308434082578e+00 2.418296588436722683e+00 1.328402116817543943e+00 2.528181396422798377e-01
1.168140227539066212e+00 2.770782148437492820e-01 1.518429785156255075e-02 2.057372125000003216e+00 1.516358691406247960e-01 1.925210312500011123e-01 3.322224780344808615e+00 3.073207533144641790e-01 4.275655531302338552e+00 2.587710518147079863e+00 1.303051673673755184e+00 2.712363026106184294e-01
1.173727062499996476e+00 2.873223984374996820e-01 2.028659374999998780e-02 2.143085542968766077e+00 1.102685754882809954e+00 2.120343222656250470e-01 3.813586890897562309e+00 2.747338371652936484e-01 4.264583509016568463e+00 2.444536704647047198e+00 1.323444128552993870e+00 2.609721836659996130e-01
1.153190919921858848e+00 2.916353251953107129e-01 1.842115917968742064e-02 1.894716167968743870e+00 2.534621503906227535e-01 1.152550126953133386e-01 3.545066516850174043e+00 2.421883755622220302e-01 4.263162322099932844e+00 2.386360047264501905e+00 1.313633152329147791e+00 2.867190765765071925e-01
1.083832129882812190e+00 2.785675156250003170e-01 1.208391113281249117e-02 1.994038516601565947e+00 1.844061074218751317e-01 2.450141835937504897e-01 4.661844263138228861e+00 2.232632881653510148e-01 4.261142051117702501e+00 2.359562622394679732e+00 1.277308852516929161e+00 2.716077557919130414e-01
1.128531286132807843e+00 2.689866669921863740e-01 1.465722949218754151e-02 1.805148393554697472e+00 1.023172548828126804e-01 1.352592148437495589e-01 4.218627184457628410e+00 2.347248417502730833e-01 4.266440159878926330e+00 2.274272743187100154e+00 1.295353054234976264e+00 2.648450213188552338e-01
1.233195241210934157e+00 2.701670634765623857e-01 1.996030761718740887e-02 1.770818174804697831e+00 1.880963916015609139e-01 1.627977880859375059e-01 2.349974155175480472e+00 4.313481945627321013e-01 4.293119736975647527e+00 2.441316874907667689e+00 1.312337592883375814e+00 2.646173694352129124e-01
1.222784377929683419e+00 2.769792539062504444e-01 2.323147070312488530e-02 1.822071023437502379e+00 3.334158017578109368e-01 2.202267851562501877e-01 2.981502017895588885e+00 3.974281325613894245e-01 4.284961432375831158e+00 2.330483709010204407e+00 1.319925697426547195e+00 2.697333763817953978e-01
1.177707287109375445e+00 2.612273544921873691e-01 1.675467968749999592e-02 1.762788096679704930e+00 4.914896025390633749e-01 1.524682060546869167e-01 3.432631734987097616e+00 3.253303244748095846e-01 4.276337230469343886e+00 2.298929945979199196e+00 1.308042404451263074e+00 2.471254440769046490e-01
1.226099291015620540e+00 2.652349746093748406e-01 1.966309472656241689e-02 1.812150985351580257e+00 5.661061601562514811e-01 1.514064287109369855e-01 2.678051685801408066e+00 3.857555772701136698e-01 4.285073390812241811e+00 2.435340821356885233e+00 1.321020690069903969e+00 2.520793234994924137e-01
1.219118552734374417e+00 2.673811054687488808e-01 1.766304394531249128e-02 1.706856784179699549e+00 4.295690722656219651e-01 1.268231152343742840e-01 2.273460764925861799e+00 4.237266090729071011e-01 4.292862014339239529e+00 2.459124437625471504e+00 1.305362527583277865e+00 2.551626164311923128e-01
1.165467541992186495e+00 2.718554218749994478e-01 1.713589550781250206e-02 1.810265591796888174e+00 4.878041240234384235e-01 1.395374746093745733e-01 3.552393737225506776e+00 2.883290242248354729e-01 4.268896268129771521e+00 2.330108606487804490e+00 1.312150610404430262e+00 2.574424024539929134e-01
1.195100925781250378e+00 2.647488525390627734e-01 1.686606933593744889e-02 1.718748375000023421e+00 1.580800058593749835e-01 1.480273632812494911e-01 2.891635660783181461e+00 3.791524605550870564e-01 4.284195902553041613e+00 2.362557323295868095e+00 1.305167908922460818e+00 2.598877737976565960e-01
1.151420505859378052e+00 2.809726494140619701e-01 1.494422070312504715e-02 2.068717140625004891e+00 9.915366308593781541e-02 1.843722861328134788e-01 3.574295446465147297e+00 2.726597714376593484e-01 4.271371111839824763e+00 2.546618084110308544e+00 1.300061692514292710e+00 2.767234358913326364e-01
1.169482456054690811e+00 2.821203554687502502e-01 1.440686230468737547e-02 1.782366456054700343e+00 5.186874179687479547e-01 3.069134726562498527e-01 2.626019567244894937e+00 4.320704923331604719e-01 4.276176455724289838e+00 2.642023036873804021e+00 1.303042569861930344e+00 2.674112816025155936e-01
1.187018181640624004e+00 2.714359462890617025e-01 1.503981249999998895e-02 1.899129312500013711e+00 1.675428798828123289e-01 1.424901748046873695e-01 2.755737764785024968e+00 3.477038230073451475e-01 4.287054389417030542e+00 2.574571384180771805e+00 1.296344709590640631e+00 2.648950734890309078e-01
1.250536023437499589e+00 2.660984863281247725e-01 1.747710351562503650e-02 2.009846769531256072e+00 1.968559804687481651e-01 2.476502080078134826e-01 2.305834678865106735e+00 4.455296839191932312e-01 4.291886325862915186e+00 2.800970027479467550e+00 1.323412022700833690e+00 2.595347973456679225e-01
1.194722082031245636e+00 2.769074648437495068e-01 1.839743945312504944e-02 2.019463649414063866e+00 4.784532275390624978e-01 1.748232734375007869e-01 3.237758391448783080e+00 3.161763465252039329e-01 4.273317930417767307e+00 2.544441287609032099e+00 1.321205820182099755e+00 2.648637067212448182e-01
1.262693266601567332e+00 2.766203945312513124e-01 1.782994238281248450e-02 1.764592289062510311e+00 2.683276003906244433e+00 2.099809179687504856e-01 1.429510610857447572e+00 5.277115284317801525e-01 4.290858941433857154e+00 2.796094615442048070e+00 1.331570404504291094e+00 2.054793034246408800e-01
1.226745088867185363e+00 2.594321669921877405e-01 1.720369726562501547e-02 1.698450466796884939e+00 7.610346572265648257e-01 2.035248945312495839e-01 2.216610908784152567e+00 4.749874990287030196e-01 4.296751599344524664e+00 2.443368368848321648e+00 1.304607661793496076e+00 2.345248550853951397e-01
1.179319813476558565e+00 2.728285166015619878e-01 1.716846289062502057e-02 1.873260699218754821e+00 3.771834355468732802e-01 1.562190058593751207e-01 3.302770052780362509e+00 3.089811382398700013e-01 4.271613040205411771e+00 2.441898110977557046e+00 1.315273117520757040e+00 2.621175070004336249e-01
1.153459274414058156e+00 2.724418828124976488e-01 1.421605371093757203e-02 1.729738893554697787e+00 4.316068554687570169e-02 9.366649023437464971e-02 3.342676496325149404e+00 2.747341419650061178e-01 4.265020219889273712e+00 2.433650294062376762e+00 1.311059984574144632e+00 2.704254284934413666e-01
