M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
9.738684208984310642e-01 2.972876767578135904e-01 1.107373925781247360e-02 1.827720703125004675e+00 8.055287939453092960e-01 1.343344531250010854e-01 3.181676885430368973e+00 3.714822415368183028e-01 4.419972505951252018e+00 1.341298442393653145e+00 1.007779780645848389e+00 2.770121019721462630e-01
9.971053945312446931e-01 2.801635781249989798e-01 1.199255078124994607e-02 1.917939113281257990e+00 5.885503896484363118e-01 1.983700615234383624e-01 3.887306664352147667e+00 3.528334196206929785e-01 4.412731381826504595e+00 1.357309564011736747e+00 1.028092957237554117e+00 2.622470679951190986e-01
9.772799248046842857e-01 2.726781191406255633e-01 9.356843750000027465e-03 1.744200409179701650e+00 2.072317241210936523e+00 2.710935478515625330e-01 3.114697749634199209e+00 4.955727861281319369e-01 4.429065636549536222e+00 1.247904051714021634e+00 9.999047927319152373e-01 2.380446914126424229e-01
1.006148515624996076e+00 2.781416689453131696e-01 1.136065820312494833e-02 1.791756583007821035e+00 1.329250035156249288e+00 1.406935361328132683e-01 2.927748029188135259e+00 4.263772619439109013e-01 4.419493846556577843e+00 1.355093553909159310e+00 1.026153375408729307e+00 2.555910527940499222e-01
9.610680126953098368e-01 2.926286513671882972e-01 1.020316503906252767e-02 1.769369536132815668e+00 1.227192869140623754e+00 1.356841660156255236e-01 3.480674193954581774e+00 3.617194862316918669e-01 4.414597963941918835e+00 1.317787574556945618e+00 1.008150790319755297e+00 2.683342789481322210e-01
1.012345740234375402e+00 2.782339707031256659e-01 1.112473242187500891e-02 1.775143950195317899e+00 2.156020168945312676e+00 1.744939794921886445e-01 2.296036849548004799e+00 4.959306125894008543e-01 4.429449364756866458e+00 1.320330525347213069e+00 1.017057251367250226e+00 2.453711630387547249e-01
1.019134637695307211e+00 2.755660009765616980e-01 1.233627343749990439e-02 1.984202396484388231e+00 5.542582128906232697e-01 1.807776279296878230e-01 3.401379175362303720e+00 3.893026999089211904e-01 4.422886778907599847e+00 1.390664912356359029e+00 1.026931193571774203e+00 2.603265106239196491e-01
9.371852841796820544e-01 3.108565478515634140e-01 1.040782910156247756e-02 1.835110794921869015e+00 7.561565537109314894e-01 1.466568691406265612e-01 3.787703667512845485e+00 2.939595225471791085e-01 4.407979513286575113e+00 1.332464169454770753e+00 1.001816375347516663e+00 2.847145704552746515e-01
9.723067451171834019e-01 2.914828603515644545e-01 9.882166015625016425e-03 1.767986866210943031e+00 1.065668698242182577e+00 1.268745029296881599e-01 3.127381181275475708e+00 3.870146698614726488e-01 4.416616939878503345e+00 1.364473323771885349e+00 1.012066606576111694e+00 2.701900618041386259e-01
1.000429939453119310e+00 2.870362119140620893e-01 1.128523730468749056e-02 1.982965867187514553e+00 2.473568837890622596e-01 1.548969765625005934e-01 3.720640890332805206e+00 3.159351190752814342e-01 4.402285183899793175e+00 1.521506421809058152e+00 1.042420005079205181e+00 2.789012136432999500e-01
9.562439697265600058e-01 2.921404472656245477e-01 8.782950195312532946e-03 1.854829802734385247e+00 6.871032792968716496e-01 1.482706220703131350e-01 3.399656562021270201e+00 3.686333838468468516e-01 4.422153900249708336e+00 1.370232680044363160e+00 9.965370658084643507e-01 2.742049713903326746e-01
1.056540626953121675e+00 2.663411044921877857e-01 1.261954492187494087e-02 2.002182187500022081e+00 5.482688056640623309e-01 2.103157080078120467e-01 2.821230373233080790e+00 4.625411230858656464e-01 4.424949769860368143e+00 1.474609637589003208e+00 1.044004170702221179e+00 2.553363175071334257e-01
1.008416640624994365e+00 2.815036054687503064e-01 1.329468554687496945e-02 1.831885761718766048e+00 8.602586337890650858e-01 1.675116757812500634e-01 3.760038266182984756e+00 3.786839841070272494e-01 4.403630106810926037e+00 1.398164611719169725e+00 1.047455651822718048e+00 2.657359218025576175e-01
9.201301806640601599e-01 3.088560976562506055e-01 9.171153320312529569e-03 1.806372191406245831e+00 9.863196660156186013e-01 1.449400849609384645e-01 3.890672617475080752e+00 3.043353744109172365e-01 4.414022979848049033e+00 1.286779773774098468e+00 9.862087675422008815e-01 2.815876551624969526e-01
1.002715444335935402e+00 2.784474013671870973e-01 1.108091699218746902e-02 1.892991254882817609e+00 7.900746152343744999e-01 1.876915859375007933e-01 3.014284427131526556e+00 4.304636224023571933e-01 4.430971343467849266e+00 1.335629988910552290e+00 1.009523881634855291e+00 2.590957177505259779e-01
1.008959319335931193e+00 2.829116601562509659e-01 1.204819921874995120e-02 1.812839362304700996e+00 1.062281999999998838e+00 1.393193593750007286e-01 2.721824137221793727e+00 4.412636195247177096e-01 4.426812307321390527e+00 1.333089553129877425e+00 1.018608508354649000e+00 2.653756487504133066e-01
