M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.086356695312497678e+00 2.746563408203119283e-01 1.502636132812504126e-02 1.731329125000010016e+00 6.537520820312521241e-01 3.160270419921866747e-01 7.285632463034676043e+00 2.985306013815000950e-02 4.083938413417355306e+00 2.695766915473694514e+00 1.571070807943637515e+00 2.565086425413959370e-01
9.913121054687444866e-01 2.739878662109377916e-01 1.082010839843753139e-02 1.665969179687504909e+00 9.308573378906278561e-01 3.809064189453105209e-01 8.852234204477971602e+00 2.841480438410764336e-02 4.081251460123735519e+00 2.437640772632490460e+00 1.505950509916686331e+00 2.493693100739225732e-01
1.043440481445309986e+00 2.695253779296875041e-01 1.248899902343752685e-02 1.706231277343756902e+00 7.351950175781282182e-01 3.385132421874992859e-01 7.939612012855504553e+00 3.516014812601719886e-02 4.091149352582269749e+00 2.606249115468725286e+00 1.527122097309509874e+00 2.494955143354993243e-01
1.083588139648438142e+00 2.690393828125000053e-01 1.331772558593749718e-02 1.756462630859385587e+00 5.711080800781254130e-01 3.179718984374990121e-01 7.052178992252877698e+00 2.245684618441863567e-02 4.070598144894431059e+00 2.892318731890096917e+00 1.591150271688965612e+00 2.525632070645756899e-01
1.133758538085935186e+00 2.695068964843749248e-01 1.519942578124998736e-02 1.759221387695318883e+00 8.698415263671902542e-01 2.699454013671863661e-01 6.176627126865199102e+00 4.532188283254338229e-02 4.085754591979111616e+00 2.846676785952581668e+00 1.600490579587945605e+00 2.466224288146693089e-01
1.081426278320310130e+00 2.669681904296870578e-01 1.283369433593752919e-02 1.769639781250009980e+00 5.152020517578121961e-01 3.088627421874989842e-01 6.988403909619776755e+00 2.439552166188236129e-02 4.081313056449228149e+00 2.893085649670742221e+00 1.569088151674595144e+00 2.499304935659662497e-01
1.124533929687495215e+00 2.742399960937494940e-01 1.605295898437502158e-02 1.705907617187511605e+00 7.755140546875025631e-01 2.832585117187493839e-01 6.548211956281488888e+00 6.513645959047509315e-02 4.096573180351755994e+00 2.725071593288402649e+00 1.575691937218854255e+00 2.546400585939298522e-01
1.068998288085934112e+00 2.844304365234371357e-01 1.511653027343749615e-02 1.653623742187503742e+00 8.851125019531276283e-01 3.287186044921872052e-01 7.473472828346896968e+00 6.226015298206417914e-02 4.091332435646108934e+00 2.540566162326606037e+00 1.547791292815850595e+00 2.624842072855860242e-01
1.036274370117186816e+00 2.965807265624992306e-01 1.620042480468757498e-02 1.666751993164055978e+00 4.682604267578190371e-01 3.612093906250012920e-01 7.809198524545432285e+00 3.841221417446221559e-02 4.084984399158851254e+00 2.406625130813059954e+00 1.531076688859227541e+00 2.837866272682701974e-01
1.094939993164061098e+00 2.723629980468748046e-01 1.418754687500002089e-02 1.808592250000016222e+00 6.124424199218766462e-01 3.114788945312496615e-01 6.785552797195256503e+00 2.447937488509482895e-02 4.073699422482042642e+00 2.993997418099930030e+00 1.592050142347588793e+00 2.543904039293087838e-01
1.132419296874997539e+00 2.689552675781250457e-01 1.458701757812499479e-02 1.718598298828132753e+00 6.507435380859377672e-01 2.605609521484365532e-01 6.066877179639078577e+00 4.853808627877977122e-02 4.086915673537158789e+00 2.889087132371169986e+00 1.597432239613349569e+00 2.514479810106290403e-01
1.152442869140621662e+00 2.667990996093750344e-01 1.437288671874998626e-02 1.698831600585947843e+00 4.960193681640620578e-01 2.314500498046864752e-01 5.579968345466763679e+00 6.904247474628079362e-02 4.094528367100319421e+00 3.022344128983168066e+00 1.596943030569812461e+00 2.517396585872351267e-01
1.099052164062499282e+00 2.853308476562501639e-01 1.971312109375002869e-02 1.691384782226557082e+00 4.084461367187515179e-01 3.668091376953118710e-01 7.539176000606452988e+00 4.664869854491735662e-02 4.066973723638924731e+00 2.568204121232407378e+00 1.608525166164856302e+00 2.751501427244242293e-01
