M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.282089926757809861e+00 2.701163447265620410e-01 1.885158007812498537e-02 1.830524527343760477e+00 1.674445371093741808e-01 1.923109462890635057e-01 3.491517565306892834e+00 2.282000184266430032e-01 4.145744241030588029e+00 3.537977042525375815e+00 1.585858364599466386e+00 2.600022648431610794e-01
1.295051666992185435e+00 2.831334658203119026e-01 2.106737207031243383e-02 1.881032533203124801e+00 2.135773359374996128e-01 1.543343798828129554e-01 3.098492398155900052e+00 2.273180169942973783e-01 4.149063541555161549e+00 3.677822019855317759e+00 1.587001860996629876e+00 2.753272032557148585e-01
1.247618325195313682e+00 2.643114267578127730e-01 1.907274999999996820e-02 1.803254770507825233e+00 6.228151660156270447e-02 1.815407900390628437e-01 4.143197286020489756e+00 1.697023654484448862e-01 4.150924386791130516e+00 3.162123453893566971e+00 1.555695472806141844e+00 2.622684677372851825e-01
1.371015677734375160e+00 2.772114492187506274e-01 2.405154492187493165e-02 1.871931126953124247e+00 3.138279374999980442e-01 1.331987822265627008e-01 2.405266120223993997e+00 3.070213037385732258e-01 4.161833796204765790e+00 3.894064238113277732e+00 1.609060470826833011e+00 2.704049141544991874e-01
1.395300301757811612e+00 2.641754921874997497e-01 2.476354394531255290e-02 1.808013762695320770e+00 8.574894111328156265e-01 1.858805039062508269e-01 2.183811069558983853e+00 4.078892047255599507e-01 4.180334410351906449e+00 3.690592960718638960e+00 1.591371296218958120e+00 2.311894547953756984e-01
1.161376222656251622e+00 2.601737978515624161e-01 1.418723144531255920e-02 1.827989909179697392e+00 7.675984863281255788e-02 2.509039990234380180e-01 5.354333150170340616e+00 1.379304048229599844e-01 4.144982932477550897e+00 3.121549647705377240e+00 1.506589931249329828e+00 2.558105757999730168e-01
1.353249289062492311e+00 2.848357421874990747e-01 2.324347167968737055e-02 1.798655244140619835e+00 2.890450146484355720e-01 1.430857529296876984e-01 2.337197052518538598e+00 3.183580137504199437e-01 4.153925957656402268e+00 3.860341820319497241e+00 1.613937050708074583e+00 2.758401248172930864e-01
1.317397453125000339e+00 2.732090742187500698e-01 2.117245312499999726e-02 1.729488677734392743e+00 6.441179921875002101e-01 1.969810058593754742e-01 2.678243497745751434e+00 3.519742972180925356e-01 4.171677209665602071e+00 3.527508968608167095e+00 1.560698386182847397e+00 2.416895053123291337e-01
1.215123819335937050e+00 2.778991923828115773e-01 1.568335742187499521e-02 1.778521442382826834e+00 1.092032080078128436e-01 1.792923837890627592e-01 3.939072504228365634e+00 1.493406071554540249e-01 4.128947898122297566e+00 3.431729586741904203e+00 1.573297133821666582e+00 2.707988229656335122e-01
1.370813457031246907e+00 2.779670341796872668e-01 2.460104394531249447e-02 1.790873054687498689e+00 6.091250771484375548e-01 1.711687246093759329e-01 2.202999256177544218e+00 3.762472630370305993e-01 4.169781992675460458e+00 3.671068938356746081e+00 1.596328142218851998e+00 2.623358175894014988e-01
1.240995478515623418e+00 2.661066347656242392e-01 1.700410839843748481e-02 1.688870894531268485e+00 1.786199511718724875e-01 1.732806708984367949e-01 3.668307774618788653e+00 2.272027206756256912e-01 4.157574216064474193e+00 3.245910391092488911e+00 1.539259167145800467e+00 2.573895825057578302e-01
1.287451284179691013e+00 2.685643808593753401e-01 1.863854980468756042e-02 1.923311629882813234e+00 1.520288945312487927e-01 1.865151621093755208e-01 3.401463298097432197e+00 2.124725232248743934e-01 4.149467029669005491e+00 3.725285145269144671e+00 1.580467460806950442e+00 2.604194155375131881e-01
1.249262091796873086e+00 2.718141191406250878e-01 1.814135253906245734e-02 1.751541915039079411e+00 1.428621953124997457e-01 2.032463193359380083e-01 3.569826085180610953e+00 2.477732675772657267e-01 4.160361617076667962e+00 3.257783359469721418e+00 1.539732118208669842e+00 2.650077119871165343e-01
1.206718166015624316e+00 2.869387138671880555e-01 1.726370605468742492e-02 1.739236430664079958e+00 3.237714248046851817e-01 2.209184306640639694e-01 3.845112481207072719e+00 2.062337466557661869e-01 4.139612599920312164e+00 3.202328301253059895e+00 1.549267122527815177e+00 2.719555337096147829e-01
1.237251497070310791e+00 2.692745087890633937e-01 1.813088867187496664e-02 1.769858792968767913e+00 1.257002949218753718e-01 2.013029033203133644e-01 3.954093589237781092e+00 2.058178052268513358e-01 4.155021822500840400e+00 3.124840419643201361e+00 1.542292089216858120e+00 2.633678165387579040e-01
