M Y Z alpha diffusion overshoot age log_g L radius Y_surf X_c mass_cc
1.138497464355462618e+00 2.757233247070305926e-01 2.457116308593787143e-02 1.927433765625015338e+00 1.194672220703113297e+00 1.547670761718758226e-01 5.298504439780411523e+00 4.278413716042818393e+00 1.850456349309347326e+00 1.286849754951609137e+00 2.395208119733402141e-01 1.993239619560139841e-01 4.637826826353870502e-02
1.076610982421875029e+00 2.703369848632821149e-01 2.232330712890653879e-02 1.964688976074234095e+00 1.171269262207014217e+00 2.221649570312503597e-01 6.180455565385309491e+00 4.329589859846619149e+00 1.553051820344937051e+00 1.184561841907651125e+00 2.342894103974892672e-01 1.393404609304235708e-01 1.631885676564921034e-02
1.127598619140624203e+00 2.771537836914051978e-01 2.434038818359404721e-02 1.901064554687516006e+00 1.131684262207017788e+00 1.321054326171891280e-01 5.369915376957854036e+00 4.277113890308826605e+00 1.795863222079196575e+00 1.280037654646449585e+00 2.411380051581059059e-01 1.728828155544885059e-01 4.142641901035303692e-02
1.123092272460942898e+00 2.581747529296907206e-01 2.273719921875039587e-02 1.894058570312500134e+00 1.265544352050762322e+00 1.197694692382828691e-01 6.391540350721053088e+00 4.271198787902708460e+00 1.733356848125301886e+00 1.285408172543354599e+00 2.224939993195887145e-01 9.505927674131463279e-02 2.689026226796514471e-02
1.038048288085934745e+00 2.701213461914058755e-01 2.111900976562518240e-02 2.007874382812504521e+00 1.057745377441378531e+00 2.354738447265626589e-01 7.315568791027492246e+00 4.331753256721404988e+00 1.395586869619375392e+00 1.154566799078984296e+00 2.346706519971031579e-01 9.761998229066851107e-02 1.535544459834053792e-02
1.049061095214840256e+00 2.720001821289076971e-01 2.143521484375036576e-02 2.026059927734385813e+00 1.157248088867168345e+00 2.082178422851561350e-01 6.938242172988440259e+00 4.329648535629170070e+00 1.452839091299137575e+00 1.164082858798300979e+00 2.364830421759590851e-01 9.229855256494673421e-02 1.332106099508264391e-02
1.098110006347662315e+00 2.679103256835959623e-01 2.496422900390648028e-02 1.797967746093756203e+00 1.061346598144515152e+00 1.399727397460944212e-01 6.360191981294867070e+00 4.295165435329747261e+00 1.524432078133761914e+00 1.237089510903470746e+00 2.319270081396201666e-01 1.028176155854751833e-01 1.608145027691689280e-02
1.117348003906252440e+00 2.608540717773450979e-01 2.290562011718784777e-02 1.912931255371106642e+00 1.243033090332018586e+00 1.163827832031263249e-01 6.236635259883658300e+00 4.281773453908393812e+00 1.707095638304354068e+00 1.267018397352551728e+00 2.252277202466758943e-01 9.467165982933264945e-02 2.264042097149802923e-02
1.051194662109379729e+00 2.741777055664073037e-01 2.160277050781281641e-02 1.906737819335968309e+00 1.300864501464823908e+00 2.111578027343737896e-01 7.017991141657003773e+00 4.304456821337119266e+00 1.488810562032410578e+00 1.197590104108139597e+00 2.371824609708668430e-01 5.408360424064904970e-02 1.001164375429123427e-02
1.071301879394541468e+00 2.642574545898480620e-01 2.206915087890633231e-02 1.835306347656279202e+00 1.110633958007783750e+00 2.039774472656259996e-01 6.841106616220514525e+00 4.304933348868932086e+00 1.477033663122787832e+00 1.208278434643194066e+00 2.280444398829454822e-01 4.479568650950381536e-02 4.093373512707079026e-03
1.080593583496097354e+00 2.667644365234380643e-01 2.216539453125027093e-02 1.928962478027371086e+00 1.175455956054670903e+00 1.960428178710948710e-01 6.270380108349876913e+00 4.319338021928539995e+00 1.518626803299510053e+00 1.194930736937570570e+00 2.320790646052111050e-01 9.019942786456765227e-02 9.939265377457269512e-03
1.117479860839842409e+00 2.644714155273439338e-01 2.354095166015667678e-02 1.900334771484389673e+00 1.277108508789045027e+00 1.475171245117198326e-01 6.125724866012296488e+00 4.287030757034707484e+00 1.685091010419264457e+00 1.260690597134480617e+00 2.290881706187592182e-01 1.374405164861146611e-01 3.124586688300012155e-02
1.112254259277345669e+00 2.602471093750011732e-01 2.412744921875024234e-02 1.869395420898465332e+00 1.178960834960917525e+00 1.643584301757816946e-01 6.207266073672180084e+00 4.303696094230204494e+00 1.568728803505966551e+00 1.233244722065877541e+00 2.258852075337635101e-01 1.108470091304478156e-01 1.626681751631737713e-02
1.123256845214842148e+00 2.763063168945300019e-01 2.402793164062545783e-02 1.911462939453138832e+00 1.259452702636709054e+00 1.105879277343769923e-01 5.955662985117299080e+00 4.254980586921454311e+00 1.830745913750718268e+00 1.310210667902032888e+00 2.403564212003770906e-01 1.272583175825799384e-01 4.443011055141113386e-02
1.150713209472645104e+00 2.614792016601528712e-01 2.426403222656317929e-02 1.990512100585972277e+00 1.475854677246090096e+00 9.144043164062630458e-02 5.553639696450074936e+00 4.288520047983066519e+00 1.794332031611159284e+00 1.275544695702176323e+00 2.277845740053624224e-01 1.674718296007265961e-01 3.850195321079249999e-02
1.047047992675784078e+00 2.751386660156260322e-01 2.205425048828145787e-02 1.915382708984392224e+00 1.134770981445289317e+00 2.173224174804675446e-01 6.970207678117897210e+00 4.318754566317614341e+00 1.438006525739122576e+00 1.177684738627170047e+00 2.384598356170264943e-01 9.172648027902630119e-02 1.318542548829060128e-02
1.082939296386709715e+00 2.744541235351555808e-01 2.390892773437526195e-02 1.929690122558608056e+00 1.168972667968727341e+00 1.856174965820311107e-01 6.420859700568312789e+00 4.307595284054016815e+00 1.537203530635746551e+00 1.212300736114452215e+00 2.392594351851151935e-01 1.484615872955230564e-01 3.018337788837767086e-02
1.100003512207038403e+00 2.652714536132822487e-01 2.293266162109368345e-02 1.847289967285187684e+00 9.045876303710890243e-01 1.452704799804694913e-01 5.788366872854956213e+00 4.310794905298767077e+00 1.564595385172137032e+00 1.216271851405266391e+00 2.298784585628588228e-01 8.251838902062716419e-02 5.354339608681301169e-03
1.117832420410158845e+00 2.593323925781264583e-01 2.318037744140654874e-02 1.885166348144548198e+00 1.215503618652324036e+00 1.413960698242194280e-01 6.241621241401552389e+00 4.288360365890500958e+00 1.663705749109942955e+00 1.258499688686593121e+00 2.239859703582660067e-01 1.031365309144760406e-01 2.114347479543074101e-02
1.027326994140635108e+00 2.757914316406276933e-01 2.091324560546888728e-02 1.912339825683623262e+00 1.204507004394508973e+00 2.420763540039055917e-01 6.943654109904967342e+00 4.335682871751354028e+00 1.347289337881708127e+00 1.142855160813418980e+00 2.398003360434108888e-01 7.559453332347518262e-02 4.519709141428767361e-03
1.116678552246101130e+00 2.693274912109374086e-01 2.382922412109412733e-02 1.921672595703137754e+00 1.149390039550777454e+00 1.114707124023449625e-01 5.896941545529254647e+00 4.281851531118510579e+00 1.733760095152535596e+00 1.266919635657964172e+00 2.336314300660693177e-01 9.782103307413778093e-02 2.325777441662140940e-02
1.106117399414066282e+00 2.727675444335923571e-01 2.153547070312543735e-02 1.970215986328135216e+00 1.266200866210937859e+00 1.004724785156267258e-01 5.881943893877056517e+00 4.273151925678152274e+00 1.834656897041077261e+00 1.273833932216311693e+00 2.349252752669640232e-01 1.160153974117174303e-01 3.403142295332773487e-02
1.069161772460948123e+00 2.857445541992181259e-01 2.050229980468777982e-02 1.953976438476575872e+00 1.251196557128908982e+00 1.245327612304705095e-01 6.373486204987480086e+00 4.256809030293540630e+00 1.864100317785409189e+00 1.276223055532568651e+00 2.447591105314131654e-01 1.023888193843961458e-01 3.983344538015581859e-02
1.143454448242174459e+00 2.593551889648392783e-01 2.530451855468820663e-02 1.980276235839876442e+00 1.469255362792956765e+00 9.499075927734539071e-02 6.422024318969517864e+00 4.273615099718645283e+00 1.743631068448658450e+00 1.294256789170557642e+00 2.261551943470387072e-01 1.226650042029771015e-01 3.993531159904645245e-02
1.114959052246081717e+00 2.610832690429645830e-01 2.310442187500071076e-02 1.990564883300824928e+00 1.544030306640622685e+00 1.132462954101594726e-01 6.404131390800878343e+00 4.294669880476632784e+00 1.668975081710450947e+00 1.246591588635298065e+00 2.265016815368835201e-01 1.098338851558250534e-01 2.634410206329075577e-02
1.071985958984370102e+00 2.733034873046873980e-01 2.344150878906280447e-02 1.865506365234389063e+00 1.220468332031226844e+00 1.508027075195315647e-01 7.008464170470372956e+00 4.291804905174781304e+00 1.525088705359290975e+00 1.227556344448939241e+00 2.360618515915666460e-01 9.243071962937873809e-02 2.242429339509282790e-02
1.101055645507816205e+00 2.631115092773453346e-01 2.383719824218773556e-02 1.877500352050809784e+00 1.135321446289043523e+00 1.849894550781262803e-01 6.150258654887182708e+00 4.312431477754432585e+00 1.529852801546544905e+00 1.215171750207280299e+00 2.289643511067809556e-01 1.140739902477728163e-01 1.382301117219943663e-02
1.140477489746083650e+00 2.637942993164027472e-01 2.441387109375066367e-02 1.968425464843783113e+00 1.452456269531242405e+00 9.885312890625205795e-02 5.892969150487973096e+00 4.279970736795194242e+00 1.768440692934966085e+00 1.282150403400322380e+00 2.297603332178453639e-01 1.467531407408779465e-01 3.914278056914525378e-02
1.077863325195322908e+00 2.783405947265617519e-01 2.385485644531250282e-02 1.847645448242223321e+00 8.256240175781295321e-01 1.618739619140640018e-01 5.811870787367910296e+00 4.316080914787455924e+00 1.513986645022018074e+00 1.198247399230850441e+00 2.420681416821523213e-01 8.112121437097889742e-02 5.342569823251010035e-03
1.090443426757820022e+00 2.644662475585947692e-01 2.206680517578147802e-02 1.898446716308614723e+00 1.195391697753887428e+00 1.901150649414067861e-01 6.191116071136153920e+00 4.310482637768779490e+00 1.577945585213491819e+00 1.213776709859420544e+00 2.288632144296050552e-01 1.082836215565733673e-01 1.386968997985485973e-02
1.089815334472666208e+00 2.634875766601605385e-01 2.326026123046875255e-02 1.813939958496112892e+00 9.582850297851409627e-01 1.901254379882833245e-01 6.287081165221326984e+00 4.310208823342653872e+00 1.513090825641408843e+00 1.214326173806040465e+00 2.275935105970594841e-01 9.050759059645993587e-02 6.891660177676571346e-03
1.134647541992184427e+00 2.611626977539047156e-01 2.439280664062559723e-02 1.937070133789079218e+00 1.411367072265614642e+00 9.640287011718938481e-02 6.278097766273963209e+00 4.272803316715002353e+00 1.746429596229821080e+00 1.289606403474457874e+00 2.267161924135964735e-01 1.103786619738478525e-01 3.280487169593349073e-02
1.123870060546870775e+00 2.654469389648418387e-01 2.310331933593809395e-02 1.964932046386737685e+00 1.407841684082025369e+00 1.032799111328145947e-01 6.222901633991209103e+00 4.270810608304757672e+00 1.783840970709064555e+00 1.286955496205019589e+00 2.303743811658163498e-01 1.046453914114301303e-01 3.452892090932686148e-02
1.105716948730465665e+00 2.654707114257793266e-01 2.356647216796922684e-02 1.959749852050818086e+00 1.389660827636707063e+00 1.531837890625006027e-01 6.184740058595001422e+00 4.305757828711760382e+00 1.608409256976313984e+00 1.226440943253532367e+00 2.312286421064798647e-01 1.106426294678091310e-01 2.040634859884953023e-02
1.041005252441411288e+00 2.853129999999997612e-01 1.850228808593767579e-02 1.904075646484385542e+00 1.136707510253899045e+00 1.643147114257815788e-01 6.290831653475716045e+00 4.276826497111782643e+00 1.796269855932646653e+00 1.231067017832858879e+00 2.369390715860081320e-01 1.478717225364519217e-01 3.908218408714143888e-02
1.083305579101564220e+00 2.675919282226574825e-01 2.279402148437528752e-02 1.948926445312521238e+00 1.126130487304671357e+00 2.194136909179700556e-01 6.058597219938983258e+00 4.331217327424043084e+00 1.508611138544877495e+00 1.182107457398228645e+00 2.331604562600044506e-01 1.299112098205028043e-01 1.255460062381423374e-02
1.080892888671885821e+00 2.881225937499996004e-01 1.990437060546904058e-02 1.935257459472665031e+00 1.114241810546871880e+00 1.212503398437518032e-01 5.723900567919262272e+00 4.251445104020088905e+00 1.961118708890615459e+00 1.291903099792775622e+00 2.451361387632727262e-01 1.249564251846899260e-01 4.311485628082999122e-02
1.102084256835941023e+00 2.616226093750021464e-01 2.344658251953142536e-02 1.853597883789081635e+00 1.172401229980444270e+00 1.688397163085943731e-01 6.346424724122486261e+00 4.302439040531758963e+00 1.564838503396224212e+00 1.230807950437484921e+00 2.262810926407149426e-01 1.121825013629024759e-01 1.656256884604096272e-02
1.124606609863282758e+00 2.589567299804698131e-01 2.292460791015665800e-02 1.929751085937513544e+00 1.272274901367176581e+00 1.077644716796886393e-01 6.243307076512803810e+00 4.277732239017088212e+00 1.738448412389870468e+00 1.276553656046808038e+00 2.237275772675838270e-01 8.729760010180707963e-02 2.299672767854752178e-02
1.068590701660156572e+00 2.711475576171888391e-01 2.161631201171891961e-02 1.868270331054698641e+00 1.171840046874983221e+00 1.535310561523446915e-01 6.846811030297797807e+00 4.285669257225195317e+00 1.609923432659481124e+00 1.234770143907753637e+00 2.319640779600224412e-01 1.111173909227344270e-01 2.703309273624124320e-02
1.107294437500001560e+00 2.647074877929683767e-01 2.282100439453161808e-02 1.905830895507835576e+00 1.246108289062487939e+00 1.361543090820325486e-01 6.318460652335479821e+00 4.283960061949709797e+00 1.685223294649219161e+00 1.259044979557603749e+00 2.285284355861820216e-01 9.138119136618885752e-02 2.146984103636814800e-02
1.114589073730468671e+00 2.704398647460959926e-01 2.377727929687513744e-02 1.862704659179693856e+00 1.055682560546854942e+00 1.923656123046890432e-01 5.701575097690303018e+00 4.291618954123073593e+00 1.687337505444595376e+00 1.254139670421402286e+00 2.342922331374624467e-01 1.886009617893218415e-01 3.689187074654549231e-02
1.080087755371088587e+00 2.684014331054691560e-01 2.258993310546906705e-02 1.906116924804706070e+00 1.299956592773414688e+00 1.540026157226571935e-01 6.826145085180931993e+00 4.296096697534915521e+00 1.558159802474341493e+00 1.225361734406458014e+00 2.318634971069135076e-01 9.878845418625913088e-02 2.180204729417100501e-02
1.122996965820313386e+00 2.688919711914048438e-01 2.397969140625035370e-02 1.902365974121115189e+00 1.150419037597648853e+00 1.299636269531262434e-01 5.579859770682570108e+00 4.293744444834316276e+00 1.704467824412652766e+00 1.253511968951101840e+00 2.335420974966832541e-01 1.448455839742473217e-01 2.779031158084991487e-02
1.030501783203124022e+00 2.694861289062509546e-01 2.128306445312508344e-02 2.047344720214845371e+00 1.014460799316388329e+00 2.450475180664080654e-01 7.535450582767211358e+00 4.342770392026876536e+00 1.370872754535906068e+00 1.138779707058535040e+00 2.335528282927079591e-01 1.084840666897374378e-01 1.423398391391072874e-02
1.106042296386731127e+00 2.849088994140617226e-01 2.300811767578154338e-02 1.818124443359371734e+00 9.168347045898328496e-01 1.233862739257830382e-01 5.443598473667173643e+00 4.254972393206140957e+00 1.845865676820628964e+00 1.301474095536260922e+00 2.450581375598134548e-01 1.472234970655621200e-01 4.003022154568287166e-02
1.056203757324212233e+00 2.735260029296864848e-01 2.234201757812523045e-02 1.950292198242205455e+00 1.189904281249974716e+00 1.831573447265614496e-01 7.044521330654047730e+00 4.312799456073347137e+00 1.471992464821313407e+00 1.189523143513861791e+00 2.371548827158295736e-01 9.839120746595239608e-02 1.957255509861732107e-02
1.030863561523435612e+00 2.715776064453146454e-01 2.209269970703135744e-02 2.101028499023430030e+00 1.123016379394519371e+00 2.645348637695328908e-01 7.942633863098692792e+00 4.333888036351170037e+00 1.373268552427017175e+00 1.148152894332562068e+00 2.364912651517100117e-01 9.113402989466198867e-02 2.010449133271047933e-02
1.118327743652348438e+00 2.673744252929690646e-01 2.326348828125034129e-02 1.880751883789068213e+00 1.213531120605450875e+00 1.251940751953143638e-01 6.275311885087303310e+00 4.261280024261295374e+00 1.769403180468682057e+00 1.298238924842956887e+00 2.310032956886244326e-01 1.062026808333536992e-01 3.402261192665875095e-02
1.152985461425767966e+00 2.499168149414011941e-01 2.335704150390708819e-02 2.022625544921912599e+00 1.630326260742190003e+00 5.851457470703035763e-02 6.461241575424509165e+00 4.271233037285040446e+00 1.805782440544495104e+00 1.301994531987146875e+00 2.170559251993584571e-01 1.017014623186238143e-01 3.750177372446582974e-02
1.052247776367189358e+00 2.750983022460950500e-01 2.258907666015643606e-02 1.863894014648456832e+00 1.159888485351534326e+00 1.937849306640610225e-01 6.989595311181240334e+00 4.309698504073787184e+00 1.440149703529478353e+00 1.191231112975521089e+00 2.379415501031078017e-01 8.154062601078583550e-02 1.310214791005875380e-02
1.081943165527338158e+00 2.706189287109365682e-01 2.370102050781299971e-02 1.917616065429713634e+00 1.301862595703106917e+00 1.510284941406253301e-01 6.849872022670111527e+00 4.296418501613696428e+00 1.546568712657327982e+00 1.226099504395215645e+00 2.344915375769316412e-01 9.037554848731950419e-02 2.074161525631456129e-02
1.090529680175780669e+00 2.720165200195319710e-01 2.259265869140643021e-02 1.943622727539078499e+00 1.079948481933582949e+00 2.016199833984397283e-01 5.801800621952520665e+00 4.325169608604838345e+00 1.710169194908472079e+00 1.207559036910782257e+00 2.311723713493820664e-01 1.686792990655873459e-01 2.077445380479462159e-02
1.112834142089845324e+00 2.643915942382820683e-01 2.421696777343783705e-02 1.853724280273448821e+00 1.251076310546853865e+00 1.262128442382829119e-01 6.452375447605266601e+00 4.278560703089357098e+00 1.644700458569125390e+00 1.269423893165585904e+00 2.284676440024593358e-01 1.074318455663383631e-01 2.668906959921472921e-02
1.069824701660149202e+00 2.730645170898428065e-01 2.282091064453147314e-02 1.944718494140639908e+00 1.197088185546851147e+00 1.845000859374996693e-01 6.750654413281778510e+00 4.309931645775499476e+00 1.512724280541682287e+00 1.201640638618328927e+00 2.372771133920413000e-01 1.256495423867303174e-01 2.603097062183597210e-02
1.135744698730467128e+00 2.596019218749999191e-01 2.464205761718791382e-02 1.900039249511746853e+00 1.281533483398422435e+00 1.191182700195321936e-01 5.972851540671467063e+00 4.286774018323277424e+00 1.691274593526412406e+00 1.269537864761435486e+00 2.252411803037687454e-01 1.201060503100928878e-01 2.568597978971658494e-02
1.138861564941404669e+00 2.552751982421868626e-01 2.244541650390686344e-02 1.988833345214854775e+00 1.405586570312496564e+00 8.032615869140720399e-02 5.863106054401268530e+00 4.289450710591334648e+00 1.773711787290436437e+00 1.267314470465028542e+00 2.209725572143839967e-01 1.190716591602065527e-01 2.626271237079795540e-02
1.109184732421881092e+00 2.623645571289079936e-01 2.278190527343775321e-02 1.875511993652357878e+00 1.138287161132800929e+00 1.246771127929694606e-01 6.275317372319319631e+00 4.281671119316727392e+00 1.678172387594855985e+00 1.262265031020393335e+00 2.259604101456020309e-01 8.839727589251891726e-02 1.924969629349734118e-02
1.118597022460940060e+00 2.594028637695326434e-01 2.361820654296904395e-02 1.876620304199238642e+00 1.182079604492167535e+00 1.458700844726568135e-01 6.227227584183762765e+00 4.290321471792272412e+00 1.647312194851935585e+00 1.256189875018513868e+00 2.242295482805762019e-01 1.026520686245586678e-01 1.949594766266542906e-02
1.023830302734382247e+00 2.793113388671907837e-01 2.226617041015635859e-02 1.881938703125011658e+00 1.022581860839817391e+00 2.464691459960919040e-01 7.088672985549928640e+00 4.337378262613781565e+00 1.300764046566924126e+00 1.138889647790119808e+00 2.430307686551416158e-01 9.640494712278410705e-02 7.795256661191261004e-03
1.136907002441392533e+00 2.601617045898403924e-01 2.355667187500064610e-02 1.999231129394567708e+00 1.472971587890617551e+00 1.014287089843771555e-01 5.873803137271568886e+00 4.291651897167962915e+00 1.749096676291177266e+00 1.263599918180286386e+00 2.262985845930741147e-01 1.469945604079149204e-01 3.420862465434354460e-02
1.100197292968761564e+00 2.889479428710917119e-01 2.152993505859398041e-02 1.804753994140620321e+00 8.137004750976478684e-01 1.209674941406265886e-01 5.092403356658370406e+00 4.256484642550905306e+00 1.899239556646117100e+00 1.295794424929356481e+00 2.466498986820885864e-01 1.605153965867908428e-01 4.003172581990573770e-02
1.099032808593738864e+00 2.637632006835918252e-01 2.381052636718800422e-02 2.027625240234398607e+00 1.241979514160135745e+00 1.579745004882819603e-01 6.850225592759362492e+00 4.301626480138710740e+00 1.593552526602856068e+00 1.229646481011557491e+00 2.298717098692150407e-01 1.104194922121876921e-01 2.929577786741188392e-02
1.045497254882825189e+00 2.751866772460981880e-01 2.267182812499999450e-02 1.789620928222667384e+00 9.425422871093510624e-01 2.168221665039063162e-01 6.916480153250851970e+00 4.313648456930170738e+00 1.385095408381060489e+00 1.183289495008990722e+00 2.379463682740060870e-01 6.321675609176514998e-02 4.320898828956864189e-03
1.079842831542972670e+00 2.748759047851561110e-01 2.361008349609405865e-02 1.895411562500012970e+00 1.151201333984354980e+00 1.640126098632815888e-01 6.802888151551440110e+00 4.283430433824410244e+00 1.609807820320902083e+00 1.245689001841818744e+00 2.378515778096263744e-01 7.951110481682777120e-02 2.105750409312928326e-02
1.129461376464842015e+00 2.547855263671875981e-01 2.159883886718810125e-02 1.990937127929697237e+00 1.453096696777336216e+00 1.048518334960958365e-01 5.898881341986681015e+00 4.296161876590582018e+00 1.745959556109422994e+00 1.253067490723103639e+00 2.205319378711977085e-01 1.307117896060804307e-01 2.698736845944482710e-02
1.096269258300773375e+00 2.749650908203128408e-01 2.559887646484402743e-02 1.891082043457033013e+00 1.123450836425760491e+00 1.879888168945310356e-01 6.303180499944860848e+00 4.302808855956658185e+00 1.559832314727366942e+00 1.228606421532399740e+00 2.396813864044949338e-01 1.671432677924198085e-01 3.287229345637505268e-02
1.005926506347656568e+00 2.792447456054703014e-01 2.127243505859369860e-02 1.863827014648443470e+00 1.038631131347629077e+00 2.337647885742156206e-01 7.705539817057954544e+00 4.329524757365952325e+00 1.275666168371567322e+00 1.138916764727894604e+00 2.412911085226924490e-01 8.267842892467214266e-02 8.745413041369000731e-03
1.020508934082030139e+00 2.775968847656267169e-01 2.166503808593775449e-02 2.076187239257806461e+00 9.943979941406031475e-01 2.857719433593750580e-01 6.924161873338048778e+00 4.368873623949077079e+00 1.291531257745005545e+00 1.098994561708842355e+00 2.435347619596834046e-01 1.358477582454627741e-01 1.017064540449754903e-02
1.131305956054692308e+00 2.697662402343719013e-01 2.310973876953160630e-02 1.916862404785162566e+00 1.098738030273430422e+00 1.108995820312522473e-01 5.049211205534327007e+00 4.298969858844211345e+00 1.789250668519119181e+00 1.252081025682820092e+00 2.329924662898876786e-01 1.758862926526713888e-01 2.778746136452275514e-02
1.064717408691411293e+00 2.703188500976571040e-01 2.205065234375028563e-02 1.919809981933629395e+00 1.258709998535140429e+00 2.130431132812505013e-01 6.555276639228933000e+00 4.319987927133428940e+00 1.468641121650676284e+00 1.184217166057334847e+00 2.351635954414901530e-01 7.294306720971051317e-02 7.967460789831357429e-03
1.144359031738280574e+00 2.586598906249976682e-01 2.271038623046934407e-02 1.975004123535167411e+00 1.326282778808594909e+00 6.679494482421896584e-02 5.399999927171479364e+00 4.294235295960330490e+00 1.798935431304866439e+00 1.263203400687921585e+00 2.238065597071382529e-01 1.474775580496046623e-01 2.701729646264174056e-02
1.084934849609383578e+00 2.629424272460975098e-01 2.289711621093755770e-02 1.859155375976592861e+00 9.942752846679491219e-01 2.030697329101593118e-01 6.286881999564436718e+00 4.320627142052022585e+00 1.463050080416325782e+00 1.194675011010767340e+00 2.287360019426310509e-01 7.465456249341860528e-02 3.344787668494740573e-03
1.106925349121100188e+00 2.597720307617207292e-01 2.285353271484392990e-02 1.872513319824250733e+00 1.117003945312485147e+00 1.610806875000007909e-01 5.995443169546367912e+00 4.309918975638771244e+00 1.569633446622149542e+00 1.221204299867098664e+00 2.252835434305958395e-01 9.874383038463625806e-02 1.045696761910623780e-02
1.111509258789051824e+00 2.720681181640617341e-01 2.421980908203164723e-02 1.893489077636731466e+00 1.237819405761703129e+00 1.269837045898459527e-01 6.452367880179139981e+00 4.264829182392833040e+00 1.725975183521472278e+00 1.289291359092641587e+00 2.358753870073353187e-01 1.321192179029707092e-01 4.159922642952452315e-02
1.118273481933582003e+00 2.633790405273404578e-01 2.246891796875062630e-02 1.993173747558625974e+00 1.502567204589843497e+00 9.048372216797029299e-02 6.577119077793179613e+00 4.266318774670400771e+00 1.805744903291541581e+00 1.289805338509280030e+00 2.278275153359674565e-01 1.008411395730770543e-01 3.922480122167102540e-02
1.061154731933589668e+00 2.718904536132807914e-01 2.249318261718769377e-02 1.949546686035166232e+00 1.132297991699197315e+00 2.005691611328117296e-01 6.872571659856323123e+00 4.318498927974532720e+00 1.469703746425553792e+00 1.186077772233361083e+00 2.361772001080000294e-01 1.315405409134464410e-01 2.393060248773310611e-02
1.124396729980469800e+00 2.629300996093742460e-01 2.338203808593785488e-02 1.912681682617208612e+00 1.125442713378901560e+00 9.515478125000109699e-02 5.691195303924732940e+00 4.296135233557524913e+00 1.691664111651339120e+00 1.249478246831167816e+00 2.276756352756213742e-01 1.065839693081384182e-01 1.695314632548001674e-02
1.128518191894524403e+00 2.588962358398419483e-01 2.315390966796928782e-02 1.959676805175811776e+00 1.390466831542958026e+00 1.251061625976584990e-01 5.766304789292828303e+00 4.305388271630455677e+00 1.678731716585960543e+00 1.239955549175105309e+00 2.251188693794982099e-01 1.457352558423438693e-01 2.505007719424238652e-02
1.092897922851567616e+00 2.624813754882839856e-01 2.290873046875014502e-02 1.862088587890646574e+00 1.134967391601538145e+00 1.885721372070320589e-01 6.358480506278017863e+00 4.309074943196334218e+00 1.538700879470165317e+00 1.216824235739221161e+00 2.271732017266082371e-01 1.053548330642290892e-01 1.287869968594321235e-02
1.121371751464847799e+00 2.529571918945354159e-01 2.322986474609383886e-02 1.864736434082071792e+00 1.094899170898418594e+00 1.507524033203130887e-01 6.246557534938363965e+00 4.296434323981278780e+00 1.608455668484238821e+00 1.247115887001349011e+00 2.186102260295870736e-01 5.709828247898773163e-02 6.630676595027394822e-03
1.127348318847658293e+00 2.610241665039085279e-01 2.333005322265660833e-02 1.901679055664067253e+00 1.226827785644514002e+00 1.175447124023453055e-01 6.032184297937321027e+00 4.280246443129358980e+00 1.727777034746432516e+00 1.274710119657624485e+00 2.258112906354114158e-01 1.167947401985484218e-01 2.800135790539921496e-02
1.028123287109380168e+00 2.805976533203146661e-01 2.216914941406258194e-02 1.850272595703135403e+00 1.053927791992159468e+00 2.212391572265600403e-01 7.145711650888935118e+00 4.321439851741025961e+00 1.362110376564519054e+00 1.163106641831950450e+00 2.427856130334925533e-01 9.033435682253240784e-02 1.082243454858586307e-02
1.086544594238271655e+00 2.782161987304691553e-01 2.381903564453134378e-02 1.895543311035158940e+00 1.119046852050762819e+00 1.792743857421885689e-01 6.496842097627837376e+00 4.282910533970244238e+00 1.620835638166888915e+00 1.249270713909979458e+00 2.416948628127436327e-01 1.572792122465003217e-01 4.163867111159334777e-02
1.093960087402338077e+00 2.678070566406231534e-01 2.317857031250046551e-02 1.951105987793006147e+00 1.409098114746079711e+00 1.634471386718753250e-01 6.351587407489226678e+00 4.305455632391101517e+00 1.583723435768391363e+00 1.220394198625346815e+00 2.329588292818204065e-01 1.077617165948061007e-01 2.060284386778619276e-02
1.105613954589850900e+00 2.637796157226584004e-01 2.369028222656245630e-02 1.837128249511746692e+00 9.466032768554629717e-01 1.608286660156265646e-01 5.701192032258616038e+00 4.316748534809400795e+00 1.546483241974520917e+00 1.212694233361161000e+00 2.288466124975090943e-01 1.183111416841513552e-01 8.458634695123956257e-03
1.099169872558582339e+00 2.615509028320288643e-01 2.329611718750055141e-02 2.018252243164087467e+00 1.285198711914044001e+00 1.573254169921879664e-01 6.815934392694982691e+00 4.304473282571309234e+00 1.587112358358030439e+00 1.225861843289686615e+00 2.276648591466275962e-01 1.098174286228726232e-01 2.727133026378234654e-02
1.104181248046876229e+00 2.661340214843731511e-01 2.165935058593777829e-02 1.977540361816427783e+00 1.200381905761717105e+00 1.083006220703136568e-01 5.986471348122631042e+00 4.291264757185851764e+00 1.732506418101692036e+00 1.246229954763118375e+00 2.298748083026806166e-01 8.192846542142132038e-02 1.765179071589606866e-02
1.029090539062502918e+00 2.660425454101608134e-01 2.326588964843778404e-02 2.126917259277330885e+00 1.139430330566397087e+00 3.249742792968762228e-01 8.189778094864633928e+00 4.354692322101414881e+00 1.285314649364688089e+00 1.121157076108925565e+00 2.321067362318432192e-01 6.644764060093959201e-02 5.414594754714723880e-03
