M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
7.763733896484432684e-01 2.587807255859393973e-01 1.413246874999996190e-02 2.094953027343778196e+00 1.025151818359370193e+00 2.181623339843755394e-01 9.640449218750013927e+00 3.852545753233859727e-01 4.575797064969995276e+00 3.435336272614543107e-01 7.523030727727321176e-01 2.355748819214432965e-01
7.846141240234393299e-01 2.616597861328129326e-01 1.526765136718748889e-02 2.029966998046895732e+00 9.217211308593771246e-01 2.088490605468757144e-01 8.624174804687505969e+00 4.235480027463298103e-01 4.580679333901031214e+00 3.448519085815313634e-01 7.521728603748509823e-01 2.439880028651066346e-01
7.868707939453242206e-01 2.532046845703144755e-01 1.560008203124996218e-02 2.179927787109409376e+00 1.209447566406249397e+00 2.411718652343753932e-01 9.816698984375030079e+00 3.947108806453722418e-01 4.575431669966066650e+00 3.254507284492981767e-01 7.576364859044502076e-01 2.273552680715675012e-01
7.889411191406349166e-01 2.518632519531265324e-01 1.564609082031245477e-02 2.144538913085968002e+00 1.070780857421868904e+00 2.231793408203127382e-01 9.907001718749999242e+00 3.943940994973686998e-01 4.574979707564660103e+00 3.308223760163047644e-01 7.591806326928842719e-01 2.287422007317876371e-01
7.844908974609410279e-01 2.596651210937508392e-01 1.486902929687498182e-02 2.040625622070335599e+00 8.063532568359359498e-01 1.960643974609379281e-01 9.092407226562517764e+00 4.049531279625637192e-01 4.578516823126010493e+00 3.453450237810782308e-01 7.538796933836235947e-01 2.423671263306116097e-01
7.605992109374968280e-01 2.697290332031270221e-01 1.187874414062495970e-02 1.948581000976582267e+00 4.524427812499987045e-01 2.537778916015640540e-01 1.091791113281252379e+01 3.535235112296001847e-01 4.566157026277997133e+00 3.863452227618395241e-01 7.528958964292640221e-01 2.565258346089827057e-01
7.864003564453142525e-01 2.547268925781251414e-01 1.381818457031250107e-02 1.982505573242207442e+00 9.040526992187501998e-01 1.686507539062507555e-01 9.222373046875011582e+00 4.033520711510826806e-01 4.574882849373270055e+00 3.705778749958791862e-01 7.582839085575360238e-01 2.381460240994480726e-01
7.813865175781316008e-01 2.527081464843760616e-01 1.336896093749996572e-02 2.071706981445341711e+00 9.998380917968707760e-01 1.914428867187501215e-01 9.309843750000029061e+00 3.996373898693340587e-01 4.577615699459110843e+00 3.493528004543017262e-01 7.531864401869040604e-01 2.320135431797023529e-01
7.822429804687535126e-01 2.514786201171873570e-01 1.342694140624999151e-02 2.011371593750030051e+00 6.876819873046872145e-01 1.558647421875001271e-01 9.933691171874992065e+00 3.850908281729930605e-01 4.576228911425392454e+00 3.607056702566384665e-01 7.550759679709424521e-01 2.364450135717816592e-01
7.782468173828175351e-01 2.541718457031257872e-01 1.331285058593747496e-02 2.031360791992216086e+00 8.370735947265605104e-01 1.821531767578127015e-01 9.767337656250004940e+00 3.887552842340690207e-01 4.576547535132356792e+00 3.565871669275228473e-01 7.526624158947692322e-01 2.365231293237040899e-01
7.827887109375107899e-01 2.526653935546913643e-01 1.558057714843739776e-02 2.252250655273467128e+00 1.660828554687506120e+00 2.571936767578126837e-01 1.016493164062498700e+01 3.808803137000209005e-01 4.569772800141104874e+00 3.261288339318384466e-01 7.605757045739228728e-01 2.170068044948972041e-01
7.972389443359508832e-01 2.466700214843793315e-01 1.783814550781235783e-02 2.376521865234407116e+00 2.103635496093759993e+00 2.589075205078121833e-01 1.004477050781243541e+01 3.859480369788131360e-01 4.566850947642345560e+00 3.096881631053640116e-01 7.700726936046083937e-01 2.021287819706868438e-01
