M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.096275268554693927e+00 2.761441113281229986e-01 1.116780175781243584e-02 1.770380472656253756e+00 8.345853193359420441e-01 3.364897929687478695e-01 5.981237070939162237e+00 4.445078777645623813e-02 4.038386785044664862e+00 3.229101981110575448e+00 1.659582443200936952e+00 2.501494806652111991e-01
1.096460939453128169e+00 2.688723320312486065e-01 1.071534374999997229e-02 1.737074571289062952e+00 6.419879892578149727e-01 3.256854980468733562e-01 6.197340498867530911e+00 4.221780306570677155e-02 4.047532528701571763e+00 3.191651426372911882e+00 1.643379835302782421e+00 2.475725208604758754e-01
1.105555552734380109e+00 2.712448730468725588e-01 1.132176953124991101e-02 1.800413936523436842e+00 1.175122648437508133e+00 3.374228281249993522e-01 6.014769511781461020e+00 4.898348933691979573e-02 4.036079692114276973e+00 3.230274754629867573e+00 1.671282385000987691e+00 2.367185205796738523e-01
1.089156250976570206e+00 2.789325068359360116e-01 1.253166503906243123e-02 1.752048755859382911e+00 1.001116591796887167e+00 3.699924628906219315e-01 6.468299871580546423e+00 4.884646017245065225e-02 4.036889834277647360e+00 3.028458053293849428e+00 1.658750383993949917e+00 2.540690952982967432e-01
1.113683294921877787e+00 2.676196318359351234e-01 1.148645800781240324e-02 1.784534763671869584e+00 1.765989653320329866e+00 2.743270654296869893e-01 5.874716769304979991e+00 3.395016146421881570e-02 4.041370907403250889e+00 3.177202168765084878e+00 1.667350262745992850e+00 2.158777656540275813e-01
1.115392764648444723e+00 2.735665546874974097e-01 1.079527246093739054e-02 1.772247444335935729e+00 8.117888789062538413e-01 3.521516542968736174e-01 5.646847809963063014e+00 7.779179021393130278e-02 4.041345351006346398e+00 3.281858361217773190e+00 1.668286954502854025e+00 2.475735929798402457e-01
1.107739581054693945e+00 2.741000644531232378e-01 1.123900781249992896e-02 1.742743844726565960e+00 5.663789335937476910e-01 3.434459111328098113e-01 5.907136806587276467e+00 5.351886041329517035e-02 4.041292620533590174e+00 3.204069046288607225e+00 1.663028244285183366e+00 2.563366664772591674e-01
1.078843544921878062e+00 2.690467392578110295e-01 1.057039062499997781e-02 1.761082600585941682e+00 6.576049492187530099e-01 3.501986552734357439e-01 6.565367193583710126e+00 3.487626219734833027e-02 4.043283649649294098e+00 3.159302058495295995e+00 1.637830653954373661e+00 2.478689860872204942e-01
1.097721630859386455e+00 2.787216484374978043e-01 1.121892480468738955e-02 1.776614937500004654e+00 7.903063896484439077e-01 3.790106259765594898e-01 5.951345246402674150e+00 6.985503306728127471e-02 4.035277250991712528e+00 3.197796009521153504e+00 1.666416157359877470e+00 2.563333437863849484e-01
1.095969230468756050e+00 2.774727128906225304e-01 1.043151757812493807e-02 1.798013614257810477e+00 1.497157413085947519e+00 2.593742109374996274e-01 5.501331238421308001e+00 3.482448332078371539e-02 4.038464185220949965e+00 3.414074224313426775e+00 1.658817636335879531e+00 2.242284622815433059e-01
1.101297213867189262e+00 2.688678564453109154e-01 1.156891699218741409e-02 1.767301038085935083e+00 2.278829621093766633e+00 2.580315761718750545e-01 6.002986705960732472e+00 3.494982699101115142e-02 4.048891399353117926e+00 3.026989835191790768e+00 1.644830887072316727e+00 2.046546993154156890e-01
1.104167035156255361e+00 2.701238896484363106e-01 1.101196289062496454e-02 1.734700179687500121e+00 4.853276523437466405e-01 3.279283720703104477e-01 6.047854532109433912e+00 4.721783718785504264e-02 4.050667663888640746e+00 3.185581250999372394e+00 1.642874265653920585e+00 2.540606335170370600e-01
1.137506759765630759e+00 2.746223955078100354e-01 1.066261914062490226e-02 1.829006857421872523e+00 7.276457353515582982e-01 3.267621796875023743e-01 5.057610615339414473e+00 7.671224441969805297e-02 4.034021248909613000e+00 3.678089026887795931e+00 1.698125140505908348e+00 2.510464782175403919e-01
1.128428498046877948e+00 2.717778613281240929e-01 1.267619140624994326e-02 1.745772951171876475e+00 6.185806298828113725e-01 3.305797783203103801e-01 5.894597680860246491e+00 5.219503725398876026e-02 4.043998119248169765e+00 3.176504895368076120e+00 1.673900360605282467e+00 2.542405435131073199e-01
1.101880440429691577e+00 2.709080205078104320e-01 1.049143652343747374e-02 1.764286941406246312e+00 8.689281386718785694e-01 3.073367285156239359e-01 5.852928151065862394e+00 4.297058990253489752e-02 4.045152165436691760e+00 3.280793646841874356e+00 1.651564358858792270e+00 2.404717390612378658e-01
1.109342561523444237e+00 2.748207587890609815e-01 1.119155273437491376e-02 1.737605101562503140e+00 5.587866542968722428e-01 3.474701103515600020e-01 5.848111665833211958e+00 6.022026283978684086e-02 4.042232207066117411e+00 3.191896691119985086e+00 1.662399514170553871e+00 2.574571388793480131e-01
1.139426940429688395e+00 2.770752998046870919e-01 1.319724023437492469e-02 1.747785208007820668e+00 4.755677783203084430e-01 3.199568701171862650e-01 5.509746652939554679e+00 6.343573970587979005e-02 4.044492903350484170e+00 3.309218362345175635e+00 1.680729935134433362e+00 2.634771521134592343e-01
1.087753018554690199e+00 2.670662431640618006e-01 1.071917382812499070e-02 1.779698552734377603e+00 5.534142900390618403e-01 3.353813105468740341e-01 6.382487416088193477e+00 3.215820870062812559e-02 4.050084594666437887e+00 3.209243662467831992e+00 1.631142091073846112e+00 2.481391690655734283e-01
1.118023358398439360e+00 2.787242714843745639e-01 1.445161230468741675e-02 1.751961339843759236e+00 8.303381396484412758e-01 3.162266396484366138e-01 6.153084009710235946e+00 3.722668286506651547e-02 4.043259689887394259e+00 3.129094649091105573e+00 1.668328585130526287e+00 2.560385940018287676e-01
