M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.285760925781250785e+00 2.816191884765623654e-01 2.003386425781244345e-02 2.029084313476563484e+00 3.243404550781230911e-01 1.344497851562498070e-01 2.482162692095803092e+00 3.310795788957008878e-01 4.226230437551347308e+00 3.325804955034140864e+00 1.447282359713433886e+00 2.659674105504733488e-01
1.242957007812492076e+00 2.869624218750002620e-01 2.228850683593762774e-02 2.023978031250007081e+00 7.394988115234377712e-01 1.888004257812507247e-01 3.045089092151268328e+00 3.095836685614424266e-01 4.235001254781150415e+00 2.849638707119229952e+00 1.408520265359609835e+00 2.671143159747702001e-01
1.252545948242182350e+00 2.791827646484373315e-01 1.960454003906244441e-02 1.932650415039068426e+00 3.818218095703100889e-01 1.655555605468755354e-01 2.873821880390780237e+00 3.225375089018318042e-01 4.229825575528966652e+00 3.002797883816633373e+00 1.422110240023789052e+00 2.679555864601877446e-01
1.183943220703131294e+00 2.847524267578135371e-01 1.530106640624997669e-02 2.034785064453142667e+00 1.356076728515631380e-01 1.609224873046876114e-01 3.491567369355771167e+00 2.207869240495553276e-01 4.219115169393496068e+00 2.956432880751584502e+00 1.400386927636257495e+00 2.777031366759252773e-01
1.246114110351562720e+00 2.621353925781251260e-01 1.725974902343758999e-02 2.235860046875002727e+00 6.152783789062522130e-02 2.378211035156256870e-01 3.786378035271270370e+00 2.339488107920627835e-01 4.218614495240781359e+00 3.079522447315984124e+00 1.437534209592788104e+00 2.596948290582612451e-01
1.326377883789059409e+00 2.664866904296868677e-01 1.975624609374994692e-02 2.110312796875008612e+00 2.808882285156245051e-01 1.697438232421878690e-01 2.400075734086559276e+00 3.664414583353185484e-01 4.227649903828082145e+00 3.523687721726660005e+00 1.467275298259955063e+00 2.507599231603719891e-01
1.183819735351555380e+00 2.948064599609371839e-01 1.879764746093749717e-02 2.046984547851567360e+00 2.582551132812488381e-01 1.642560712890625274e-01 3.682701273490205374e+00 1.987961304385312544e-01 4.218068831661308415e+00 2.782692711796819651e+00 1.402070619888919900e+00 2.871397920068702314e-01
1.337140749999996325e+00 2.702936132812495673e-01 2.129385351562494352e-02 2.053385754882817160e+00 4.291763535156226106e-01 2.067156484375010927e-01 2.116119635708872959e+00 4.250662925493913225e-01 4.239753377278817403e+00 3.474179198074457631e+00 1.452493454198835243e+00 2.503818621434040770e-01
1.268867547851563637e+00 2.867423730468756649e-01 2.176850292968747144e-02 1.935644978515623116e+00 4.170572705078091080e-01 1.525468583984378457e-01 2.625950372248214038e+00 3.283392059756707893e-01 4.228051815231476773e+00 3.049779121364633028e+00 1.434240555987255306e+00 2.756494012560316564e-01
1.322275211914065052e+00 2.850002695312500722e-01 2.271234863281241731e-02 1.992740067382818392e+00 2.733069609375004538e-01 1.398493681640625430e-01 2.050227494342978574e+00 3.871597783499863832e-01 4.231624862947722221e+00 3.418010272438908981e+00 1.457787387096432408e+00 2.700235109108600207e-01
1.315807616210933784e+00 2.653622910156251957e-01 1.993112988281251982e-02 2.099479771484379587e+00 2.963114169921866048e-01 1.612967724609379039e-01 2.597146689199725245e+00 3.425285344068099702e-01 4.227615783017531825e+00 3.394690375246845360e+00 1.461663240369367456e+00 2.498362932814298942e-01
1.271903741210936634e+00 2.728235009765618280e-01 1.671304687499997749e-02 2.087051627929705333e+00 2.007441669921872784e-01 1.568954306640627239e-01 2.618382273186225184e+00 3.224448593425564558e-01 4.228659877298877490e+00 3.399702229698522427e+00 1.434810448953696138e+00 2.602763095280035133e-01
1.259526486328123918e+00 2.747398398437511102e-01 1.859698144531261171e-02 2.103175754882806281e+00 1.092194414062497149e-01 2.025238134765637021e-01 3.097579542424882426e+00 2.857708763697106580e-01 4.222777885310549095e+00 3.168794441621116231e+00 1.438390299800575756e+00 2.706841929915104750e-01
1.336683631835951402e+00 2.833872861328100012e-01 1.901059667968735614e-02 2.336797869140642803e+00 6.172305566406341426e-02 6.031534277343659350e-02 1.918902413646744742e+00 3.437338462276329776e-01 4.233152677310498824e+00 3.918337454783860530e+00 1.463722513546385606e+00 2.790487818506627304e-01
1.407099346679695495e+00 2.685667128906236156e-01 2.108911132812475719e-02 2.306081960937508502e+00 1.273978964843732742e-01 8.977071484374998800e-02 1.511810999466324912e+00 4.387052511358526807e-01 4.246776350905522968e+00 4.090002968481342371e+00 1.478070438599454084e+00 2.579419578939656232e-01
1.192797786132814286e+00 2.748122861328130551e-01 1.390397070312506152e-02 2.234213775390625489e+00 9.562859082031258118e-02 3.060313808593767004e-01 3.740160626520444787e+00 2.540349426166313984e-01 4.218527622535061639e+00 3.140977282905830670e+00 1.406512032285340830e+00 2.698622624954530314e-01
1.202444681640629343e+00 2.887784931640614006e-01 1.434682324218742103e-02 2.187773143554703648e+00 1.734400488281255259e-01 1.984030947265633948e-01 2.968010105204143656e+00 2.701034235100270298e-01 4.225697707469736386e+00 3.271131387790369605e+00 1.399746501521764053e+00 2.785143840770465951e-01
1.205893614257805169e+00 2.917262304687501251e-01 1.992093066406249238e-02 1.931034886718750121e+00 2.536608740234368997e-01 1.525382822265623772e-01 3.385746415041683388e+00 2.316678760943945703e-01 4.219676422633829027e+00 2.802814376930902185e+00 1.411898210824102051e+00 2.857222302810334402e-01
1.351491020507815222e+00 2.807225419921868803e-01 2.544211328124982782e-02 1.976152681640633624e+00 4.009394218749987582e-01 1.675279150390632799e-01 1.924358339434960152e+00 4.236074216826594130e-01 4.235328217550490493e+00 3.360273396099699550e+00 1.467853031592693647e+00 2.637351459629327377e-01
1.301170282226562280e+00 2.803202460937488372e-01 1.901803417968743123e-02 2.147794941406264257e+00 1.900646914062500692e-01 1.456582998046876132e-01 2.332996972937145586e+00 3.416873277613042825e-01 4.226500552554973034e+00 3.565241289327095053e+00 1.454912135836861076e+00 2.707746306479283382e-01
1.241976617187499743e+00 2.816748173828131363e-01 1.874228320312504997e-02 2.068901633789064665e+00 3.260830380859351951e-01 1.524573076171877317e-01 2.977967372018363257e+00 2.836356117370559260e-01 4.231009426272350993e+00 3.064113920537641533e+00 1.414722126427208737e+00 2.698227615637270871e-01
1.270348777343747182e+00 2.759213730468753067e-01 1.681520703125003249e-02 2.050087537109395619e+00 2.190381630859373485e-01 1.703850712890631058e-01 2.549552115537332853e+00 3.367492813961675546e-01 4.228191836376710810e+00 3.424370762148320146e+00 1.434282114150264409e+00 2.597580348446738574e-01
1.212723533203119652e+00 2.930838330078120446e-01 1.952108984374993639e-02 1.924936529296881194e+00 3.319628320312479897e-01 1.557023710937502359e-01 3.102976344277474485e+00 2.749983011675023459e-01 4.225196188257415386e+00 2.872512663962360602e+00 1.406797960120616198e+00 2.833462193747733338e-01
1.152449763671879790e+00 2.926082158203129890e-01 1.581908007812492939e-02 1.922884438476578195e+00 6.750343066406351566e-02 1.871754541015638873e-01 3.957147871918836213e+00 1.966830193994968390e-01 4.206069796922612625e+00 2.742743149015392845e+00 1.401930375726643696e+00 2.897669571964472390e-01
1.315315071289060667e+00 2.871441533203108465e-01 1.982029492187492234e-02 2.162305796875013009e+00 1.125823720703125197e-01 1.940832011718752470e-01 1.984263175340351681e+00 3.970591270757041213e-01 4.236220972658742312e+00 3.687346920953230356e+00 1.446540416966604514e+00 2.812980912322252114e-01
1.279250651367187297e+00 2.692283632812501049e-01 1.829386718749998614e-02 2.026485528320324470e+00 2.719035195312489162e-01 1.729373212890630840e-01 2.754980934936826831e+00 3.330024076267537048e-01 4.228537507634269943e+00 3.262696025643240461e+00 1.439657944989990446e+00 2.547942825477502171e-01
1.288860317382810816e+00 2.794373486328128320e-01 2.086201171874997595e-02 2.004383238281254087e+00 4.428068066406217751e-01 1.609776904296880140e-01 2.521074538437415136e+00 3.484480662098700665e-01 4.229367368636710367e+00 3.232138475759811058e+00 1.443846261469922343e+00 2.620501799987276503e-01
1.410739815429689958e+00 2.787404746093736785e-01 2.640231054687480067e-02 1.965965647460923726e+00 9.065004296875085466e-01 8.408428027343706201e-02 1.223385505825902442e+00 4.979933423203967147e-01 4.247120708142224643e+00 3.664568553719968591e+00 1.479568214227581002e+00 2.394511688297620289e-01
1.250277403320312120e+00 2.741749062499998502e-01 1.754471484374997559e-02 1.957347630859386900e+00 2.296546123046869781e-01 2.036052890625009437e-01 2.855858237594502302e+00 3.394236551625104958e-01 4.230303298325684302e+00 3.128078015873155593e+00 1.420066037830970185e+00 2.632847044247454971e-01
1.268760794921873325e+00 2.723036660156258337e-01 2.621107324218753878e-02 1.878370794921879305e+00 2.228177177734374237e-01 2.334035185546880220e-01 3.647615452196395047e+00 3.041501499111232132e-01 4.224874807667815091e+00 2.664979190341037363e+00 1.440905421383499307e+00 2.654707310553708344e-01
1.175559461914067905e+00 2.699453154296877488e-01 1.446479492187509493e-02 2.179324241210940816e+00 6.222007910156255456e-02 2.898989824218756728e-01 4.419588024449770280e+00 2.009909388170289246e-01 4.211581418370776930e+00 2.899642206103957065e+00 1.407774385344519930e+00 2.673778245228093375e-01
1.354843115234371398e+00 2.957140751953128421e-01 2.828603613281227211e-02 2.178554101562499845e+00 6.497006835937478575e-02 1.619740292968752937e-01 2.033168110059770939e+00 3.699868046795835030e-01 4.229412285715588915e+00 3.569585609955222782e+00 1.479516552543332475e+00 2.923317152617976866e-01
1.350200495117187982e+00 2.825895117187497974e-01 2.412799804687480038e-02 2.027762216796877848e+00 4.823090078124976365e-01 1.238950986328121728e-01 1.879110309278935409e+00 4.085629953957292115e-01 4.232815605887172872e+00 3.503228219171354407e+00 1.471813979602328182e+00 2.583677312889601785e-01
1.419833863281254605e+00 2.818801093749987996e-01 2.649038281249975826e-02 1.999041988281255566e+00 3.408962607421856528e-01 1.507365322265630803e-01 1.240480708114438446e+00 4.951524692728954680e-01 4.241729516476804740e+00 3.868377211406557770e+00 1.493366405984924539e+00 2.642494062253005205e-01
1.251643254882807144e+00 2.870512460937503230e-01 2.313600097656251173e-02 1.999968516601574153e+00 4.555870039062463461e-01 2.290901845703124662e-01 3.182906800479712750e+00 3.020528853092343535e-01 4.222736224995816023e+00 2.883018365532787453e+00 1.433349666468866523e+00 2.749833281390528517e-01
1.341954865234371352e+00 2.843974648437493369e-01 2.222142773437485799e-02 2.161510130859384038e+00 1.876822353515621711e-01 1.910091552734376752e-01 1.993484312061331698e+00 3.983902648807403635e-01 4.230376906191164466e+00 3.719415161722900542e+00 1.471127621418330200e+00 2.743081428254871557e-01
1.175658397460936921e+00 2.677010166015592607e-01 1.443473925781260138e-02 1.704142166015633730e+00 1.099320595703133924e-01 9.390739843749930371e-02 3.690994840834896706e+00 2.195248832344570411e-01 4.221175989359235992e+00 2.672371389145216103e+00 1.391977589237605395e+00 2.628840229053940880e-01
1.252211977539064547e+00 2.860887060546886129e-01 2.060645312500002102e-02 2.052621515624998061e+00 4.197382431640591660e-01 1.491699277343750685e-01 3.039342133957756875e+00 2.606417553891015038e-01 4.218997180013436044e+00 3.063344215885913879e+00 1.439942771615174033e+00 2.759494494327909830e-01
