M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.116673748046875358e+00 2.891913066406255894e-01 1.981589355468751576e-02 1.767719314453126245e+00 7.296153964843744566e-01 1.877613691406261609e-01 5.905471627817448166e+00 5.919735682488830308e-02 4.158499734459391028e+00 2.286710209161292084e+00 1.459180910359527461e+00 2.735130330264709531e-01
1.162089000976558539e+00 2.804240244140627225e-01 2.386219042968769008e-02 1.806156855468742162e+00 5.704011328125004054e-02 2.103926484375019390e-01 5.928059703659162238e+00 8.677094718597108680e-02 4.171597313071618629e+00 2.357919728269537885e+00 1.466232910601082962e+00 2.783932619020974553e-01
1.125648383789064066e+00 2.815552890625006577e-01 2.157941210937499785e-02 1.805496480468758769e+00 6.771297128906264007e-01 2.284019990234378850e-01 6.558357966551126239e+00 4.715571682131159542e-02 4.153997495889395708e+00 2.242608104957132920e+00 1.473254521325121580e+00 2.668789611336363499e-01
1.108561829101559981e+00 2.766660263671882336e-01 1.716327539062498936e-02 1.695702654296874057e+00 4.726828828124974846e-01 1.644587548828134183e-01 6.074682883356092411e+00 5.544098918008696225e-02 4.161097854696519605e+00 2.293803225400468992e+00 1.449451535626005150e+00 2.663534668278105255e-01
1.123561886718746239e+00 2.861786767578117785e-01 2.279840527343766909e-02 1.799699158203118765e+00 6.943121679687509762e-02 2.322062080078143576e-01 6.390621649135651339e+00 7.030221827380375710e-02 4.164473230094948519e+00 2.372390915828797020e+00 1.452898664977381182e+00 2.833846402562560929e-01
1.089145307617184644e+00 2.753472470703134944e-01 1.701878027343749905e-02 1.723933443359373818e+00 5.514959921874978965e-01 1.925467480468769921e-01 6.750550745207750225e+00 2.827614331568121392e-02 4.151107231419660870e+00 2.268174065954649876e+00 1.452532408808326236e+00 2.628423634975589063e-01
1.166882189453131602e+00 2.930136982421878145e-01 2.617144921875023608e-02 1.813725646484367182e+00 1.271831308593743270e-01 1.854085976562518112e-01 5.584275364091356053e+00 8.257170418652050314e-02 4.164526172305898832e+00 2.440975885803897683e+00 1.480575367948949728e+00 2.887481878938787383e-01
1.137853674804694792e+00 2.723208681640637563e-01 2.192971484374983335e-02 1.823883441406273009e+00 6.950993750000028504e-01 2.506888369140604644e-01 6.794122897280836071e+00 6.103532772202532874e-02 4.159752079600842478e+00 2.157571067487767280e+00 1.471664462037046484e+00 2.581062397724244173e-01
1.075330137695317267e+00 2.856951562500006925e-01 1.767824414062496574e-02 1.658442817382810963e+00 2.037461494140612450e-01 2.703279843750017730e-01 7.067986490550238976e+00 5.530317284047665122e-02 4.142770586659184850e+00 2.112567652498673620e+00 1.456955040351863184e+00 2.807118891221847545e-01
1.118888692382814076e+00 2.792409199218758298e-01 2.253820703125004876e-02 1.751209980468751093e+00 2.948345126953123008e-01 2.360616337890633076e-01 7.011243565685838064e+00 4.669393853084657237e-02 4.153793802315187023e+00 2.195610384541660576e+00 1.469791790485869054e+00 2.727753758062193556e-01
