M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.067345447265619640e+00 2.751050175781243889e-01 1.473342382812506228e-02 1.744251655273457269e+00 2.217190751953119487e-01 2.230857714843751671e-01 6.462916792332249472e+00 1.052133225043919290e-01 4.205239139845296847e+00 2.087217370528613003e+00 1.351594795348313616e+00 2.691585458849594659e-01
1.101888082031253102e+00 2.726648671875002150e-01 1.822599609375000901e-02 1.802117941406258472e+00 6.631112089843769208e-01 1.944210195312510991e-01 6.196728124454615738e+00 1.140299622475257763e-01 4.213429893066233056e+00 2.037381081194471921e+00 1.360092115252569345e+00 2.569064334277192385e-01
1.046019155273433698e+00 2.683082714843748606e-01 1.399929296874999861e-02 1.760884711914087131e+00 4.938033496093738872e-01 2.421072392578113297e-01 7.168719080563966450e+00 9.635514975023436179e-02 4.211774995964256085e+00 1.938076670636626808e+00 1.327522731250967425e+00 2.549106994355220257e-01
1.102974275390625092e+00 2.753743134765627154e-01 1.772722851562502297e-02 1.736441705078132669e+00 6.131205605468763586e-01 1.692356923828132742e-01 5.891041749810747241e+00 1.253873719262073305e-01 4.208099878303519503e+00 2.083298527141221879e+00 1.369752901969682135e+00 2.613047597805652766e-01
1.049891519531243267e+00 2.737242402343748604e-01 1.203282812500004045e-02 1.793008003906258585e+00 1.317623330078120381e-01 2.356462304687493015e-01 6.408993478863200366e+00 8.930504793991429768e-02 4.196940377200953698e+00 2.252192925794624490e+00 1.353218039064603584e+00 2.674443057900784959e-01
1.048429377929678274e+00 2.770664326171871639e-01 1.359128613281252590e-02 1.711843050781271414e+00 2.336859658203128132e-01 2.149442460937491528e-01 6.580287911982443561e+00 9.949405599321875515e-02 4.205498739191208202e+00 2.050964837135406338e+00 1.339050567127997082e+00 2.705183791431308715e-01
9.732838164062334041e-01 2.908465175781262402e-01 1.106854492187503772e-02 1.561308173828152901e+00 2.742301074218757642e-02 2.322020283203110880e-01 7.477187440429869270e+00 5.117731550975417737e-02 4.189925696280425882e+00 1.897488463627854616e+00 1.313245975084515793e+00 2.895264638007560842e-01
1.122018107421873578e+00 2.724093124999988902e-01 1.484049902343758005e-02 1.857672544921889601e+00 1.652895322265615086e-01 1.731622226562496980e-01 5.171919503990467959e+00 1.233523270715263243e-01 4.207795573274767165e+00 2.435032164987015690e+00 1.381683759628878683e+00 2.667877608667424405e-01
1.002283237304675945e+00 2.605647197265631432e-01 1.116098730468755365e-02 1.695550378906255151e+00 1.107110898437495272e-01 3.168122080078111802e-01 8.470606256479261020e+00 9.028034742322837980e-02 4.203683493912815372e+00 1.850605722893933880e+00 1.312017306330905964e+00 2.575460073631750668e-01
1.134007041992185938e+00 2.896705654296882204e-01 2.159306933593741276e-02 1.891207688476561177e+00 1.724325117187491541e-01 1.911688593750001386e-01 5.355779483678115405e+00 1.280926234767568450e-01 4.214137347465202410e+00 2.283693479232575818e+00 1.378859491711730056e+00 2.850618677385692856e-01
