M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
9.374406904296818110e-01 2.716338369140638420e-01 9.142991210937553501e-03 1.632269391601570252e+00 2.267846694335934110e+00 3.692862177734360096e-01 9.546591874672952116e+00 4.609911634105574862e-02 4.115335595493422538e+00 1.973080395221014971e+00 1.406835217142839989e+00 2.183713816050959766e-01
9.772995507812408666e-01 2.714047509765637467e-01 1.208311035156248159e-02 1.648362605468756126e+00 8.971085009765630280e-01 3.601682695312475313e-01 9.729716616164372667e+00 2.388934542969237129e-02 4.121794356255406910e+00 2.005877362873495606e+00 1.425283380713326720e+00 2.489533517620038106e-01
9.374750136718680293e-01 2.712090039062513003e-01 9.029308593750057579e-03 1.633467214843758120e+00 1.769213843749998905e+00 3.655878808593734375e-01 9.638678867499272940e+00 4.196269208620747454e-02 4.121055490053620041e+00 2.004005975381247584e+00 1.398034245922987084e+00 2.284937955702941170e-01
9.553103339843715958e-01 2.747193554687508699e-01 1.051911914062504672e-02 1.634416732421883900e+00 2.814495723632808755e+00 3.513530507812485104e-01 8.984202881891105719e+00 5.867251463297385589e-02 4.119430393831266635e+00 1.942810445928084384e+00 1.414528101428771167e+00 2.112773771029035630e-01
9.556280527343729014e-01 2.733662255859380386e-01 1.125583398437504830e-02 1.639583843750006764e+00 3.260395781249997071e+00 3.639400380859356687e-01 9.224157760569438480e+00 5.818715385950425784e-02 4.111224092057661039e+00 1.924580415159198532e+00 1.430310656949974613e+00 2.035888769515452612e-01
9.411037978515540692e-01 2.687908535156260936e-01 8.483050781250067035e-03 1.641321542968759539e+00 1.238416038085936588e+00 3.678066582031228604e-01 9.637116626266617914e+00 3.215350637795939825e-02 4.117024621669963302e+00 2.109683718666556462e+00 1.406472686913928793e+00 2.379099018146706712e-01
9.555993183593645135e-01 2.701428876953138047e-01 1.122832421875001249e-02 1.613161878906256064e+00 1.055047163085937489e+00 3.682495097656218186e-01 1.011788059589626876e+01 2.745209698722793704e-02 4.124227235838741734e+00 1.925401858999180149e+00 1.405677424016218646e+00 2.450328470706759354e-01
9.380862578124915530e-01 2.718913193359387970e-01 9.746815429687551852e-03 1.625578546875007024e+00 1.788547975585933258e+00 3.795796679687478137e-01 9.941624612331693811e+00 3.641199724256617698e-02 4.115341025455336421e+00 1.949433292402089846e+00 1.407783933150093425e+00 2.303984992969141388e-01
9.181832822265597605e-01 2.659779257812525666e-01 6.668858398437531830e-03 1.672601800781267967e+00 2.753406759765618439e+00 3.397563740234378904e-01 9.475131765790399285e+00 3.469991778117795939e-02 4.107841168730636205e+00 2.059170101320910717e+00 1.404167930377681950e+00 1.921365463509477900e-01
9.259493349609329016e-01 2.709309443359392278e-01 8.745697265625058600e-03 1.631242838867200229e+00 2.852528561523438366e+00 3.720591982421859734e-01 9.599096223238630543e+00 5.282402677973465493e-02 4.112080326462105972e+00 1.934859411491077097e+00 1.405007468455773401e+00 2.044993851300383192e-01
9.608270302734320811e-01 2.711100283203133898e-01 1.086775878906255134e-02 1.641370322265630621e+00 2.302170723632807725e+00 3.541232861328108550e-01 9.126391614604504099e+00 6.937572036086890603e-02 4.133054124382346650e+00 1.951621086917316505e+00 1.398878466305955026e+00 2.203797861012912196e-01
9.472444267578049582e-01 2.713747197265637401e-01 1.080073242187504223e-02 1.627056750000006158e+00 1.780294632812494005e+00 3.734523222656227492e-01 9.817190901727421704e+00 4.799725639059779919e-02 4.125098586905505016e+00 1.926168511984648779e+00 1.401235055180112710e+00 2.307315379115019160e-01
9.120232421874957529e-01 2.721152548828143503e-01 7.321993164062568817e-03 1.631329634765638303e+00 1.770434608398439247e+00 3.720863906249980424e-01 9.856056575003295350e+00 3.771839038867977334e-02 4.111143602753701387e+00 2.055650551124821757e+00 1.393729180757620645e+00 2.241672166667250110e-01
9.698640664062440075e-01 2.702355664062510154e-01 9.722374023437530335e-03 1.640688472656260721e+00 1.565540995117188361e+00 3.294722314453104595e-01 8.872119230947751234e+00 3.419392896773593843e-02 4.118487284199567888e+00 2.120101729702936755e+00 1.425428090340406184e+00 2.326557868893345260e-01
9.373901523437428995e-01 2.713613730468761309e-01 9.551830078125060977e-03 1.624225269531258675e+00 1.867917975585931645e+00 3.792511132812477759e-01 9.965398386151944621e+00 3.455992420176623448e-02 4.111709403920889905e+00 1.954738614395829188e+00 1.412543691835822290e+00 2.277895142833153697e-01
9.617987910156193809e-01 2.728593828125007725e-01 1.003710937500004036e-02 1.638044168945320456e+00 1.893004038085934315e+00 3.415775927734360784e-01 9.057677357639509097e+00 4.011938153604799329e-02 4.119325516455741187e+00 2.036170268016377793e+00 1.418567553608317544e+00 2.280451982977541037e-01
9.420895976562420060e-01 2.700877480468762415e-01 9.387524414062547659e-03 1.639914429687506559e+00 1.477697490234372246e+00 3.723154101562478613e-01 9.845209140269989945e+00 3.269481718047677343e-02 4.116077093404721055e+00 2.036479551928045417e+00 1.409626273220328851e+00 2.338549466174747737e-01
9.340735283203062123e-01 2.708727216796886772e-01 9.212523437500064194e-03 1.629100310546886643e+00 2.121332837890617995e+00 3.839723271484351552e-01 9.934247830556667935e+00 4.019004139157093813e-02 4.110031640232503669e+00 1.946223718195342345e+00 1.412723035133198524e+00 2.207040196095363116e-01
9.327054238281198284e-01 2.703774316406268863e-01 7.799513671875074779e-03 1.624269106445328736e+00 1.547312365234375209e+00 3.642030634765598962e-01 9.567959216495053099e+00 3.019023752468697613e-02 4.105606205670946807e+00 2.111797511382775827e+00 1.417384353187261858e+00 2.325729972558404912e-01
9.624509580078070003e-01 2.717671503906260444e-01 1.198265722656252988e-02 1.636228115234381830e+00 2.354183720703119320e+00 3.659927333984351883e-01 9.611478919569753643e+00 4.588379652673396647e-02 4.117875949829875815e+00 1.913085814887795388e+00 1.424271399065248023e+00 2.222297598790832218e-01
9.248222900390572487e-01 2.720049394531264264e-01 9.301805664062558210e-03 1.627388945312509216e+00 2.744060230468748252e+00 3.849023984374978502e-01 9.890841450920550670e+00 5.237136117720119638e-02 4.111744934687766140e+00 1.901357208473458016e+00 1.405015111520877769e+00 2.087093937355250228e-01
9.525421249999919127e-01 2.717473720703135198e-01 1.151422070312501690e-02 1.628922384765630005e+00 1.787827719726551967e+00 3.753299931640598497e-01 1.000378548428021119e+01 3.678714104973114518e-02 4.116574908731786664e+00 1.922718697763557527e+00 1.418754890066254104e+00 2.319895583537401607e-01
9.485995517578053038e-01 2.690004160156265200e-01 9.681450195312555490e-03 1.627440973632819921e+00 1.244877280273436027e+00 3.675862968749971094e-01 9.904776834794754237e+00 2.602090065841522817e-02 4.114654505456555533e+00 2.035693451680059773e+00 1.416031279728855674e+00 2.398951908322213833e-01
9.266428945312458199e-01 2.715376660156271216e-01 7.829540039062572038e-03 1.635256050781263459e+00 1.945514039062504752e+00 3.488977275390608979e-01 9.435987431078647347e+00 3.904478932050792217e-02 4.118288630147254104e+00 2.040606609982932085e+00 1.393422339557547796e+00 2.233265691302841194e-01
9.704470351562415331e-01 2.713338701171886247e-01 1.201887011718752105e-02 1.627618483398443505e+00 1.544892206054681916e+00 3.606382998046849808e-01 9.697378596031050790e+00 3.482171056658377867e-02 4.120523502818449479e+00 1.937321910623253318e+00 1.423032541656762184e+00 2.360149179800346275e-01
9.369376484374979386e-01 2.725667646484387641e-01 1.019409375000004427e-02 1.646870015625008676e+00 3.440523447265629198e+00 3.636304990234360268e-01 9.198933681487927672e+00 7.630806743639755030e-02 4.125657817322908372e+00 1.878203434760974178e+00 1.396548889040925889e+00 1.973639268123064672e-01
9.371796474609372929e-01 2.713086386718763787e-01 1.020238378906254510e-02 1.657598852539072798e+00 3.734200986328128025e+00 3.487007470703107348e-01 9.249776460300072500e+00 6.435556757888986901e-02 4.118056341235795337e+00 1.882820569361675300e+00 1.409431536540336038e+00 1.889911473169199885e-01
9.319872080078047683e-01 2.714560048828138505e-01 9.049685546875057413e-03 1.631443756835945447e+00 1.661652958007810543e+00 3.762803749999980574e-01 9.950841692950952222e+00 3.629293175639108915e-02 4.117516664040490326e+00 1.980927632243661307e+00 1.399455651568624948e+00 2.306479897832451609e-01
9.316119521484349519e-01 2.687086728515651335e-01 8.130793945312537324e-03 1.660125388671894298e+00 3.349232736328116022e+00 3.245979873046868636e-01 9.233086354851330668e+00 4.051350560751149771e-02 4.109568523811668150e+00 1.964826727827201580e+00 1.411329229853591549e+00 1.859013641998590038e-01
9.339630332031201299e-01 2.713395595703139151e-01 9.027930664062558397e-03 1.627047287109385509e+00 2.597770792968744580e+00 3.798709189453107204e-01 9.616959145019167821e+00 4.955473880576466428e-02 4.107623107591142464e+00 1.965446803424474531e+00 1.416811779335809041e+00 2.113970543023512283e-01
9.850700898437417807e-01 2.681238691406265806e-01 1.218950781249999657e-02 1.674425837890638258e+00 6.058449218750013854e-01 3.566877255859356999e-01 9.803921086220000802e+00 1.802938340662403258e-02 4.126377687634859903e+00 2.073689582867462189e+00 1.424157888505708236e+00 2.530426484108821428e-01
9.775508037109357229e-01 2.757694521484376771e-01 1.110090332031254436e-02 1.642740401367192460e+00 3.235377112304689717e+00 3.254187929687484826e-01 8.203363521948848103e+00 7.877161760670445267e-02 4.125321863756011176e+00 2.001679835214543957e+00 1.423271723034805314e+00 2.023799722970569814e-01
9.741718642578156562e-01 2.767641201171881504e-01 1.274394628906254379e-02 1.661752133789070163e+00 4.535007011718731995e+00 3.301179062499984829e-01 8.640985307170931051e+00 6.933090806814329321e-02 4.107480430192261167e+00 1.873965486464818975e+00 1.449271642937182802e+00 1.760430561483099787e-01
9.361742519531195406e-01 2.713514462890637136e-01 8.998588867187554477e-03 1.633456240234383516e+00 2.293223357421872777e+00 3.682121367187486949e-01 9.418271728556160127e+00 5.741669286130478278e-02 4.123345267816612036e+00 1.967854265359071597e+00 1.393962539728495598e+00 2.173893841982613706e-01
9.658337392578104641e-01 2.754099707031255062e-01 1.113500292968754024e-02 1.643149168945319483e+00 3.557025137695314587e+00 3.420653642578110332e-01 8.548856258819467868e+00 7.610023004327338969e-02 4.119562402479720831e+00 1.942196197030285010e+00 1.424090414876173938e+00 1.969542534979409620e-01
9.203412802734339815e-01 2.716569589843764176e-01 8.953707031250056347e-03 1.631351684570321758e+00 2.960948106445312700e+00 3.819225117187483032e-01 9.693093197347071310e+00 6.607862524969776441e-02 4.119437036958133014e+00 1.886209388111325991e+00 1.390466070184801506e+00 2.026710820473309749e-01
1.015811636718741306e+00 2.694537998046869220e-01 1.332032128906253561e-02 1.719424397460956211e+00 4.104741767578147238e-01 3.327120820312490790e-01 8.849953691572018499e+00 2.685129145539475598e-02 4.135091270742844216e+00 2.199539718925387355e+00 1.431359373012516700e+00 2.589716132948764460e-01
9.307775468749993619e-01 2.714664580078136047e-01 1.059672949218755551e-02 1.638800952148446344e+00 3.757639517578135191e+00 3.886668085937472483e-01 9.828512781047381353e+00 6.593384796915306711e-02 4.106811418816430859e+00 1.823526974639923415e+00 1.423002766121243878e+00 1.925374897036396526e-01
9.298166318359313287e-01 2.714438173828139789e-01 8.625297851562562304e-03 1.627735014648448830e+00 2.142805517578122210e+00 3.769287802734358483e-01 9.712450044378973857e+00 4.426734877280290997e-02 4.112230454232054022e+00 1.976949186160498195e+00 1.405582088707984845e+00 2.197551334731775441e-01
9.259614326171813348e-01 2.718473613281264245e-01 8.275421875000072217e-03 1.633522259765635587e+00 1.974379080078123794e+00 3.732517138671856416e-01 9.692988015449120809e+00 4.314605970502444904e-02 4.114537408665324136e+00 2.015173107393327001e+00 1.399161788248153737e+00 2.222324233571312535e-01
9.910163173828067107e-01 2.663970126953136286e-01 1.097398339843753783e-02 1.664984390625006583e+00 1.410556372070313369e+00 3.228073818359354363e-01 8.900127449520075729e+00 3.062156903978439579e-02 4.122791842602004486e+00 2.117490233005673073e+00 1.434063617180164396e+00 2.320028793480990170e-01
9.627294316406228569e-01 2.731828398437511907e-01 9.766956054687546407e-03 1.634000809570323343e+00 2.643604356445314885e+00 3.284882587890615158e-01 8.492294141213148961e+00 7.044434309578151421e-02 4.130273496794853116e+00 2.015901535488208829e+00 1.401913035074757508e+00 2.104511038367465059e-01
9.861165332031154307e-01 2.725583769531259581e-01 1.274696874999996753e-02 1.633027979492191806e+00 1.033007909179687767e+00 3.467040624999984111e-01 9.364062912321493570e+00 3.733165221607133433e-02 4.127562924635171271e+00 2.010674156294900428e+00 1.424016852707042036e+00 2.483700633742056685e-01
9.433263349609323223e-01 2.730448251953134231e-01 1.065800488281255440e-02 1.635108710937511090e+00 2.513985002929680856e+00 3.750982861328101547e-01 9.828018628056893746e+00 4.223286778874574265e-02 4.111061634993365743e+00 1.895195145044537011e+00 1.419534951044620907e+00 2.171438118658446659e-01
9.780132324218723250e-01 2.730199511718759964e-01 1.529085058593748249e-02 1.671032835937508620e+00 2.582058038085931706e+00 3.725796240234346968e-01 1.021136316601148053e+01 3.724614949564757777e-02 4.114265579338510115e+00 1.809506141783712829e+00 1.440607564858454648e+00 2.173168088944994469e-01
9.159386992187457111e-01 2.712624658203143801e-01 7.035295898437560896e-03 1.628653467773454988e+00 1.545597285156253387e+00 3.660663642578102506e-01 9.602422227964128254e+00 4.944685988336543214e-02 4.120885283863588100e+00 2.077698178428657894e+00 1.381083632188202515e+00 2.300053959200757114e-01
9.533252158203040505e-01 2.710458759765635994e-01 1.144283593750001354e-02 1.633790300781253757e+00 1.704643677734364760e+00 3.758090390624975741e-01 9.946413485434849377e+00 4.281593432037097968e-02 4.121759102299509259e+00 1.933108039138526468e+00 1.411583943687976461e+00 2.330426697971775818e-01
9.686707578124954532e-01 2.717386357421884280e-01 9.233271484375046509e-03 1.634609498046887488e+00 1.750382666015629418e+00 3.207652988281227135e-01 8.568077054536706427e+00 4.062826449965869363e-02 4.115908007044244421e+00 2.141638546400261411e+00 1.427759024313686842e+00 2.285747352145954259e-01
9.341401777343667501e-01 2.709124501953137920e-01 9.392826171875050603e-03 1.628106256835945231e+00 1.733655802734371365e+00 3.804158017578104789e-01 1.000195362361170304e+01 3.781992884437766766e-02 4.117582817812010632e+00 1.951828414021002045e+00 1.401280713763420005e+00 2.293497003398645151e-01
9.244909589843745001e-01 2.565233925781275626e-01 5.971332031250044421e-03 1.670172832031265653e+00 2.580120152343749584e+00 3.411502041015619935e-01 9.681836455995398438e+00 2.655210457765852516e-02 4.101660601730949374e+00 2.108832549043523130e+00 1.417802140032346836e+00 1.854754238563500190e-01
9.749090957031212312e-01 2.756701269531255383e-01 1.031051367187503162e-02 1.645599775390631958e+00 2.489971288085933487e+00 3.201773085937487107e-01 8.367963023198258909e+00 5.581561649966521044e-02 4.119017399758527098e+00 2.071699605794793619e+00 1.428857080177210248e+00 2.150734808475485982e-01
9.833167832031172173e-01 2.752088310546877414e-01 1.335025097656247425e-02 1.699577296875016685e+00 5.763662099609391243e-01 3.592687539062484059e-01 9.764952297642681245e+00 1.681007708126094902e-02 4.128594309237955784e+00 2.036174119046182174e+00 1.419171957943749396e+00 2.593794191959611917e-01
9.432278164062383174e-01 2.711966259765637988e-01 1.145042285156249416e-02 1.629712106445323938e+00 6.674400185546867093e-01 3.902245722656217941e-01 1.078145644182432683e+01 2.549229310126078368e-02 4.129389980043582042e+00 1.886539617702636562e+00 1.389247111191174611e+00 2.533107645422270626e-01
