M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.363115547851555753e+00 2.835832714843752878e-01 2.554630078124997539e-02 1.760225072265628077e+00 3.146921416015604489e-01 1.554248349609382018e-01 3.551424057200142759e+00 9.327913675919380365e-02 4.031647442979805263e+00 4.201879944831223845e+00 1.864818815143479247e+00 2.745893661355244819e-01
1.356252146484366206e+00 2.806294628906249033e-01 2.484957421874993758e-02 1.762627891601566521e+00 4.115913779296852537e-01 1.905469824218758712e-01 3.662267089503958406e+00 1.037948904998855643e-01 4.026431580935721399e+00 4.151438170619940138e+00 1.870205086458548216e+00 2.675311695720505312e-01
1.333392772460923359e+00 2.924894228515608763e-01 2.219871679687488927e-02 1.736553301757812529e+00 1.981334951171878078e-01 1.533395039062506737e-01 3.305487598964249152e+00 8.823448926290872185e-02 4.024055935286011909e+00 4.298006868876251829e+00 1.859542636031075613e+00 2.849822132604814540e-01
1.350338065429680379e+00 2.835792558593749901e-01 2.422629882812495777e-02 1.754423986328128793e+00 3.333317216796853888e-01 1.653134414062506496e-01 3.556715712724224598e+00 1.012855107095854273e-01 4.033060060003961667e+00 4.201478940207936219e+00 1.853578039443581016e+00 2.729366484469469833e-01
1.374266362304681799e+00 2.792887275390628088e-01 2.576145703124995898e-02 1.727021600585944672e+00 8.877527783203130740e-01 2.035393437500005454e-01 3.553590993058260761e+00 1.415290358700012074e-01 4.020365795923001251e+00 4.226311006192362107e+00 1.898126727509372502e+00 2.486953852421052436e-01
1.250562958984368533e+00 2.865444619140629645e-01 2.083472363281252751e-02 1.750946365234377966e+00 5.212010214843739719e-01 2.297982128906259081e-01 4.606496601504905364e+00 5.747979254413355249e-02 4.031077917359032092e+00 3.740915885789381168e+00 1.789988393773659148e+00 2.725783735771140637e-01
1.329205083984367652e+00 2.841156601562508932e-01 2.497752441406247623e-02 1.722344504882819427e+00 8.905541923828130813e-01 2.182479296875005081e-01 3.879245667553632426e+00 1.418504236906132920e-01 4.037728902389853936e+00 3.906777397387370065e+00 1.831030530983227544e+00 2.543050278950575449e-01
1.466749185546876832e+00 2.651150253906247034e-01 2.923173730468742529e-02 1.818920174804688372e+00 8.914136259765612635e-01 1.391976484375004597e-01 3.117843331709130528e+00 1.409507205682015984e-01 4.025247873122816955e+00 4.492182966380362075e+00 1.948145148632288493e+00 2.365707521707270666e-01
1.399557510742180488e+00 2.821721611328119605e-01 2.559378515624999989e-02 1.742328422851565639e+00 5.323132050781211877e-01 1.454637783203127366e-01 2.990832765622195133e+00 1.613821100627659821e-01 4.038053645231004296e+00 4.493820991690487432e+00 1.875506026903638102e+00 2.600933183966476769e-01
1.350860904296867337e+00 2.939719238281247038e-01 2.479034960937493565e-02 1.776451175781250891e+00 2.655913427734374888e-01 1.237640605468748184e-01 3.194170476831354577e+00 9.852930774667703617e-02 4.040506391670387387e+00 4.326468983695970216e+00 1.837141700468127414e+00 2.843466237866705271e-01
1.343983719726552506e+00 2.886659492187523268e-01 2.722569042968739014e-02 1.709479831054688814e+00 2.617442050781254026e-01 1.889479228515635323e-01 3.839921781247632282e+00 9.998880807048894648e-02 4.030014050398661674e+00 3.920606407197162913e+00 1.855473926594140455e+00 2.798643269379257337e-01
1.374337131835932091e+00 2.802235507812505522e-01 2.630815527343744603e-02 1.762321352539068187e+00 3.079688574218737429e-01 1.622993300781254422e-01 3.539314971442563795e+00 1.132277158644742904e-01 4.039646084127120673e+00 4.192114076733913564e+00 1.857070410521286297e+00 2.709509602367189962e-01
1.413258347656241920e+00 2.830646865234382470e-01 2.824203808593742787e-02 1.725847579101569274e+00 2.762282167968739821e-01 1.491317451171876862e-01 3.133449983088293589e+00 1.388740886200950375e-01 4.029725403683228180e+00 4.401560407488762650e+00 1.902711921055692645e+00 2.741975824429663811e-01
1.334677693359367368e+00 2.895688652343749170e-01 2.357287109375000300e-02 1.765446885742187888e+00 2.471345019531246689e-01 1.492338076171879357e-01 3.496095847928350597e+00 8.001979030511750801e-02 4.029968201184689569e+00 4.305139272295622987e+00 1.849112826783121166e+00 2.810280504190637019e-01
1.245143422851557657e+00 2.798861005859387130e-01 2.284882421875002179e-02 1.801073269531253240e+00 3.038765800781242921e-01 3.041118779296880237e-01 5.283932949143344437e+00 3.376314335681682155e-02 4.011086900377706321e+00 3.735728246324777402e+00 1.824601722230644985e+00 2.717309734728055037e-01
1.372545326171862090e+00 2.717048759765628985e-01 2.780452246093748081e-02 1.675335121093758151e+00 3.998135029296860932e-01 2.818393437500003040e-01 3.872381643422320163e+00 2.063124457637080800e-01 4.048026513701901585e+00 3.907794957373624367e+00 1.840141882295879716e+00 2.521244940214923402e-01
1.227907948242182856e+00 2.760659062500007144e-01 2.116417675781253130e-02 1.855359405273444118e+00 1.815312880859369371e-01 3.321955996093742813e-01 5.456115299573994548e+00 3.506468866481246560e-02 4.015791969569947995e+00 3.811751488601363480e+00 1.801546687628553967e+00 2.693914599572188040e-01
1.341884648437484895e+00 2.910405703124988586e-01 2.259845703124991126e-02 1.730527756835938957e+00 2.079090878906250106e-01 1.522428945312503945e-01 3.288874205310539089e+00 8.921570666378295100e-02 4.020882501037510437e+00 4.324144220829332141e+00 1.871979644429595968e+00 2.830191303450779738e-01
1.261927397460931299e+00 2.833455644531269191e-01 2.380484863281250377e-02 1.768891266601562595e+00 2.825652509765625431e-01 2.659912216796884166e-01 4.922201539686047234e+00 4.090047972322172903e-02 4.018059518776040839e+00 3.724360620359270513e+00 1.822954217395036380e+00 2.748963359529881245e-01
1.417731322265618710e+00 2.761066445312506668e-01 2.882721777343742742e-02 1.698175225585945469e+00 4.454998701171854480e-01 2.049396210937503016e-01 3.288332842802397238e+00 1.864368095064990183e-01 4.033063887531455727e+00 4.298166111837707248e+00 1.898461380437607593e+00 2.578802067207859872e-01
1.382694188476554453e+00 2.889964794921866531e-01 2.629276269531232932e-02 1.840118984374999656e+00 3.265407294921857106e-01 1.213090429687493921e-01 3.155839817556887361e+00 8.135903622790321976e-02 4.032269049798054894e+00 4.410068240058939715e+00 1.875854829482264785e+00 2.789232697563215346e-01
1.275147714843740010e+00 2.868442187500013230e-01 2.196391406250005132e-02 1.774951604492191581e+00 2.940209316406228734e-01 2.323038437500013487e-01 4.382946557094897777e+00 4.392981417331789235e-02 4.012615014024857985e+00 3.983106050134450182e+00 1.842597021302180504e+00 2.789089998199282827e-01
1.380038513671866696e+00 2.920168984375007271e-01 2.641067285156245212e-02 1.754846960937504363e+00 1.957693486328118959e-01 1.274045820312498245e-01 3.064824729417947591e+00 1.190416782079461999e-01 4.037595045109405589e+00 4.423892765366097990e+00 1.863632856429852103e+00 2.846662827295601272e-01
1.325628811523430040e+00 2.828022304687508037e-01 2.415239550781250744e-02 1.755228533203127883e+00 3.283464550781232116e-01 1.823113769531257977e-01 3.962982852339810957e+00 7.456162302530526531e-02 4.030729631123253220e+00 4.038447738139114840e+00 1.841983589800889387e+00 2.733408658295357063e-01
