M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
9.146812539062437741e-01 2.799828232421886498e-01 1.567172753906258958e-02 2.021402350585925323e+00 1.625775997070327383e+00 2.268696201171899740e-01 5.763130193723448258e+00 3.301512313157665135e-01 4.478826361585123372e+00 8.077332920232791480e-01 9.135762737838039049e-01 2.466055659385200938e-01
8.788120029296865310e-01 2.879950039062507128e-01 1.231296191406250351e-02 1.874221023437502520e+00 1.423932345703134095e+00 2.335152539062511912e-01 6.686583985904302807e+00 2.916037257101337654e-01 4.447678832536844595e+00 9.163245096899130804e-01 9.302519302174957483e-01 2.587891762556812636e-01
9.047552656249967518e-01 2.641936660156275485e-01 1.326342675781264080e-02 1.996655625000002932e+00 1.025112893554696480e+00 3.123469804687500351e-01 7.555453617119117560e+00 2.956534118664966848e-01 4.461811188954496465e+00 8.336704225325405337e-01 9.258601069110676818e-01 2.365773446648655465e-01
8.854957539062462413e-01 2.806075410156260719e-01 1.276402929687506585e-02 1.983572343749993028e+00 1.733816061523449026e+00 2.487853837890639797e-01 6.779710898586952084e+00 2.672117983420719267e-01 4.457587439871410595e+00 8.554225209907275751e-01 9.212461152280283505e-01 2.385944591345762200e-01
9.033808115234385205e-01 2.806281181640628009e-01 1.518646484375008911e-02 1.975307383789056681e+00 1.048650918945317700e+00 2.283144667968768082e-01 7.430248802984839251e+00 2.230904966818030577e-01 4.447056842623372752e+00 8.727290671928502608e-01 9.414572683752554516e-01 2.544255713794131846e-01
9.189944638671835309e-01 2.765748837890627532e-01 1.325562792968747704e-02 1.861720214843759269e+00 9.058110449218740312e-01 2.360749150390641371e-01 5.039154137601427941e+00 4.145638362673915722e-01 4.479760024446942879e+00 8.750368093983915685e-01 9.157659902811449149e-01 2.591239713099203201e-01
9.399155966796847173e-01 2.577597871093759152e-01 1.527284472656253132e-02 1.947168173828134563e+00 1.141600388671870192e+00 3.008481728515631226e-01 4.952112387386170766e+00 4.604211411233921636e-01 4.498578245622855576e+00 7.613228490640243651e-01 9.050589510673118232e-01 2.383273257301702641e-01
9.368756845703091196e-01 2.712565156250004161e-01 1.578727148437497618e-02 1.891319400390642613e+00 1.017894720703120148e+00 3.320522695312493333e-01 4.701007910892153419e+00 4.740211096328904583e-01 4.491785963826149697e+00 7.852756717570641420e-01 9.108186489908848271e-01 2.526580059085117291e-01
9.270529218749993250e-01 2.660580810546874786e-01 1.706794531250006158e-02 2.019050312499999666e+00 1.606144429687505815e+00 2.148052617187523328e-01 6.980196800353994924e+00 2.784608289681900772e-01 4.464740745284966117e+00 7.937464709022062914e-01 9.342584796979697126e-01 2.326579521254674154e-01
9.187469208984330171e-01 2.717845312500005162e-01 1.610032031250001675e-02 2.039251939453115892e+00 1.933763105468764731e+00 2.301241474609395377e-01 6.115874099776697825e+00 3.393165965272417761e-01 4.478608011006240730e+00 7.933456457136398576e-01 9.164347775920699268e-01 2.355434918727348226e-01
