M Y Z alpha diffusion overshoot age log_g L radius Y_surf X_c mass_cc
1.018863511718758330e+00 2.772300986328150585e-01 2.020311718749993185e-02 1.954628946289087343e+00 1.114725525878883516e+00 2.307073989257814872e-01 6.567812004530050096e+00 4.356050379486369195e+00 1.315343048405339887e+00 1.112127920301194228e+00 2.418983307050660836e-01 1.332639244163381642e-01 9.683777729382336830e-03
9.997865253906348393e-01 2.848529858398462511e-01 1.967430810546869427e-02 1.915398323730493901e+00 1.150057784667942729e+00 2.236239194335921388e-01 6.924255346994049987e+00 4.343383419257482281e+00 1.320362972944777669e+00 1.117361727820207040e+00 2.466454760331616147e-01 9.685370581164751136e-02 8.471818910486417914e-03
1.027284549804700076e+00 2.769777529296923446e-01 2.072171728515612155e-02 1.814485859375014831e+00 1.086396869628883266e+00 1.766998124999994979e-01 6.641966348225132322e+00 4.330724957227286787e+00 1.350115496172776153e+00 1.149411578294896819e+00 2.390076946797485835e-01 1.071764986371383233e-01 7.605912373432411992e-03
1.062708701660166399e+00 2.641891352539113558e-01 2.081683642578126617e-02 1.866882742675809670e+00 1.147573099609346059e+00 2.012659980468760046e-01 6.166144385810606643e+00 4.338833170798936045e+00 1.403709876315476945e+00 1.157928440438130258e+00 2.300683614341532679e-01 1.177834513501364727e-01 4.760879435042928744e-03
9.726001689453233068e-01 2.968694882812545344e-01 2.061613574218740252e-02 1.831228568359391407e+00 1.007110364746064857e+00 2.356285683593709879e-01 7.045375473659589716e+00 4.353937065967325104e+00 1.184835487883095340e+00 1.088344661242498734e+00 2.585098216083673850e-01 9.177379412229381972e-02 3.036160350094663316e-03
9.457690595703209802e-01 3.064368554687557644e-01 2.107593359374976619e-02 1.766343907226568533e+00 8.491503500976335106e-01 2.485461484374930918e-01 7.016314832168132121e+00 4.370331864043224712e+00 1.054823725320847227e+00 1.052282647089749945e+00 2.682856799479478860e-01 1.224580317137121122e-01 1.917612990886878805e-03
1.046709422363292674e+00 2.758546342773480764e-01 2.261939746093740225e-02 1.797933466796877822e+00 1.013250749023421937e+00 1.607798647460936259e-01 6.415487021835702741e+00 4.326505266285717966e+00 1.365889800979513291e+00 1.165591133891975550e+00 2.386123173744151560e-01 1.299433375708039518e-01 1.104258700697832545e-02
1.036161066406265041e+00 2.749641274414125203e-01 2.164826757812497726e-02 1.783825083496115571e+00 1.042083826660127110e+00 2.103271235351561186e-01 6.474078043736112953e+00 4.339678526723327323e+00 1.296865749776457966e+00 1.141557832556666652e+00 2.394367163482663263e-01 9.996063413759538607e-02 1.037469433985023764e-03
9.736404062500112477e-01 2.936404443359430516e-01 2.007889794921855972e-02 1.785818409179704025e+00 1.042678599121064975e+00 2.211737797851517640e-01 7.134757860022904019e+00 4.346830820613726942e+00 1.190867234420264209e+00 1.098027254763449534e+00 2.545859814936504151e-01 8.472352557713429266e-02 2.049491523051830653e-03
9.616306025390780610e-01 3.044373320312561138e-01 2.167451855468735880e-02 1.772016383789068561e+00 8.748384990234135961e-01 2.443203984374955062e-01 6.769930554622164642e+00 4.367008805434794638e+00 1.095111037007921562e+00 1.065442958210971458e+00 2.669191712735555222e-01 1.189872952671380962e-01 1.050472119642777234e-03
9.715678305664190439e-01 2.979599003906303611e-01 2.073282958984361268e-02 1.818528733398454778e+00 9.640610527343459468e-01 2.418182636718707590e-01 6.928589006307804610e+00 4.358552075815297577e+00 1.162963052681534215e+00 1.081665271428849495e+00 2.601941352293505871e-01 9.633110594022062378e-02 1.576361976577058885e-03
9.827450581054738565e-01 2.933663168945343513e-01 2.113579882812489236e-02 1.894124939453135870e+00 1.008329771972632516e+00 2.445171806640596135e-01 7.125852905307328733e+00 4.351817385980633723e+00 1.224076893820048584e+00 1.096886472783449529e+00 2.555481095725186669e-01 1.180987071851000575e-01 1.116510669105567899e-02
9.770696191406339493e-01 2.826569975585953576e-01 1.848874707031241890e-02 1.945762155273458305e+00 1.116586094238252613e+00 2.712279213867159200e-01 6.982757058410194340e+00 4.375099617728609225e+00 1.175415416794431955e+00 1.064119505592002302e+00 2.471931144225643640e-01 1.252722418733018261e-01 2.578137348847702338e-03
9.346985615234442157e-01 3.111564345703168311e-01 2.165927246093734063e-02 1.758228080566407225e+00 7.906634296874804901e-01 2.525744414062430221e-01 7.374280624169527343e+00 4.366065456444353288e+00 1.027794156343752485e+00 1.051106717041929484e+00 2.717584568811782231e-01 9.980920798632963997e-02 8.631557611049685448e-04
9.966247475585986448e-01 2.788858349609401044e-01 2.017517138671874252e-02 2.046692875488291374e+00 1.024778665039042469e+00 2.721738271484370753e-01 6.955793191532878339e+00 4.379313038358473520e+00 1.204064134652194307e+00 1.069587014133182690e+00 2.447778497099659389e-01 1.344338965687201237e-01 5.724402436728924688e-03
9.683875678711072466e-01 2.981595883789122658e-01 2.069106054687482044e-02 1.779732064941421443e+00 9.657457153320034848e-01 2.278332807617143851e-01 6.994731225421778831e+00 4.355527507563948575e+00 1.149228476009817257e+00 1.083848457015655242e+00 2.597592769600947649e-01 9.498967531378803286e-02 1.042927982927497341e-03
1.042896529785163784e+00 2.752833803710970084e-01 2.071542724609376843e-02 1.926036391601593678e+00 1.118304674804667220e+00 2.029914272460948410e-01 6.171944692792346032e+00 4.342305474930028275e+00 1.409198667553622331e+00 1.142762935101080624e+00 2.395324640523684989e-01 1.223010284341478071e-01 8.998477192655549017e-03
1.057091432128916431e+00 2.699166352539109082e-01 2.153937255859372096e-02 1.858301027832055974e+00 1.101488803222629320e+00 1.948416547851568315e-01 5.968999258599470892e+00 4.345749025026488077e+00 1.369614613961352312e+00 1.145748029180561511e+00 2.361005186948589019e-01 1.497293737124537893e-01 7.638519190770324749e-03
1.081103088378910559e+00 2.654242392578155529e-01 2.212697998046876321e-02 1.864257285156269539e+00 1.086049484863259140e+00 1.496133706054693369e-01 5.916422734296002517e+00 4.326600795632076668e+00 1.480860694985054460e+00 1.184108760450762077e+00 2.304842737363105853e-01 1.406929818524761677e-01 1.164582854356430684e-02
9.422014233398608996e-01 3.129414707031318854e-01 2.120307714843719729e-02 1.747985129882822841e+00 8.718089052734128153e-01 2.378533955078056539e-01 7.146634520671199198e+00 4.354407249883504250e+00 1.097801712381037076e+00 1.070033196011132004e+00 2.726835492182624332e-01 8.379753480861297510e-02 1.704427134926027061e-03
9.924552895507907646e-01 2.887835541992230248e-01 2.016470458984359268e-02 1.839701888671893215e+00 1.093994021484348211e+00 2.125971293945285168e-01 7.105673991057653183e+00 4.334457939042931862e+00 1.291827749973863071e+00 1.125313203381774985e+00 2.494913146194091824e-01 9.135240203427302808e-02 8.480981250917708769e-03
9.919228168945415369e-01 2.911734877929731402e-01 2.034785302734367154e-02 1.852343431640641525e+00 1.025719287597631757e+00 2.133997851562476067e-01 6.994484835456007410e+00 4.336055977490616442e+00 1.303884925823042495e+00 1.122780525065252499e+00 2.513701198132583525e-01 9.189904965172721041e-02 9.138646667260118955e-03
9.322844897461045610e-01 3.118501704101614980e-01 2.071698095703102677e-02 1.763903773925789453e+00 8.726978559570073291e-01 2.476888881835864198e-01 7.539614942559895283e+00 4.353240299658393653e+00 1.081691289683988533e+00 1.065592793197873478e+00 2.708753948559199376e-01 7.276745594897403302e-02 1.363001925042652690e-03
1.024396818847662427e+00 2.755164746093760608e-01 1.888163281250004183e-02 1.925052439453147857e+00 1.278769217773421341e+00 1.938796865234371225e-01 6.969103841183684089e+00 4.317121540884155451e+00 1.483193210616975843e+00 1.165965844021935149e+00 2.354193896316505441e-01 1.007893037408439801e-01 1.733753527661044749e-02
9.646096396484475921e-01 3.020894238281298105e-01 2.068566064453107589e-02 1.825348550781262569e+00 9.594411806640347207e-01 2.338083417968700173e-01 7.125542481117268956e+00 4.348227750201596464e+00 1.197160045114566529e+00 1.091379242226018009e+00 2.623722712142548819e-01 9.281761335560058390e-02 6.589948513056187798e-03
9.749859956054734988e-01 2.845717358398476282e-01 1.936671777343731277e-02 1.893148434570332217e+00 1.029554785156222563e+00 2.449987705078098266e-01 7.166939447790588780e+00 4.370674165390142640e+00 1.147141943012307541e+00 1.068365450588407262e+00 2.482035978952004673e-01 1.160197636817425909e-01 1.938901207868903116e-03
1.019868562500011011e+00 2.787900502929737123e-01 2.052351562499997104e-02 1.855133075683618626e+00 1.100780903320282889e+00 2.226197651367177732e-01 6.679354796003906358e+00 4.343544496770601171e+00 1.307800642479665321e+00 1.128251650859112054e+00 2.425478012870079247e-01 9.397222627803157591e-02 3.589513035917266028e-03
1.023564035644541015e+00 2.742151142578168610e-01 2.085730078125001483e-02 1.889266548828145931e+00 1.085892991699193066e+00 2.228982187500002377e-01 6.406804794707597672e+00 4.364039447504584501e+00 1.248368407335845198e+00 1.104747203573188452e+00 2.402334197212669109e-01 1.385350723853382149e-01 2.847677074646905691e-03
1.060348289550786749e+00 2.635904843750038196e-01 1.947796875000004646e-02 1.917581896972683220e+00 1.163295488281222534e+00 1.901702456054702728e-01 6.061184286672146371e+00 4.335176725216427940e+00 1.483238579918348510e+00 1.161680003769391067e+00 2.269671015097069200e-01 1.321113368004042943e-01 9.560604538559979923e-03
9.722027944336092409e-01 3.004131772460996164e-01 2.110703417968732079e-02 1.789292687500011469e+00 9.329773413085691303e-01 2.274091064453081512e-01 6.857949337399197098e+00 4.353212559786718394e+00 1.174042171934880807e+00 1.089110930457945159e+00 2.619107170216998792e-01 1.025192234445076594e-01 3.780302393057613508e-03
9.858873955078294449e-01 2.912498315429745688e-01 2.129001513671859372e-02 1.737378238281257925e+00 9.754257485351369716e-01 1.985041191406216599e-01 7.109376784534832794e+00 4.339073085232867832e+00 1.188130879028579612e+00 1.114742825894458944e+00 2.520654929507525899e-01 8.634936206254820168e-02 1.902272792087670184e-03
9.714080058593831390e-01 2.921039428710994201e-01 2.005277587890607130e-02 1.813443562500016704e+00 9.897114482421582871e-01 2.328125830078088265e-01 6.814240627872928613e+00 4.370700548067232738e+00 1.125546891533827587e+00 1.066831070061065034e+00 2.555467410674124307e-01 1.288886325989020976e-01 1.539192653831586086e-03
1.035719269042983059e+00 2.731291000976627803e-01 2.134184814453117182e-02 1.775527460449240813e+00 1.068116636718719814e+00 2.055931699218747910e-01 6.484044943030246699e+00 4.341214991868697304e+00 1.288773572361070485e+00 1.139416817400178417e+00 2.376770188485292090e-01 1.078889587820426460e-01 1.289715646758343368e-03
1.035353693847658407e+00 2.871754570312538557e-01 2.257642675781238936e-02 1.877839570312509254e+00 1.030085800781228800e+00 1.919029023437497095e-01 6.445023297444011590e+00 4.324495158044252108e+00 1.415068029014739270e+00 1.162809362649960709e+00 2.494972511564823303e-01 1.414591764047361810e-01 2.173109395204388117e-02
1.035509920898449510e+00 2.734744199218783756e-01 2.019074804687505734e-02 1.886327248046909766e+00 1.243310464843724095e+00 2.279264907226562775e-01 6.481365844627808848e+00 4.339913690567546389e+00 1.368440242002200158e+00 1.141583684671198640e+00 2.380718723043304119e-01 9.196364462802907036e-02 3.633441335313081395e-03
1.003358371582044217e+00 2.864069086914087792e-01 2.032691845703130454e-02 1.887483768554720331e+00 1.211111148925756220e+00 2.496988598632785550e-01 6.789879758211806227e+00 4.345492060453855387e+00 1.290437194353947437e+00 1.115989976468425793e+00 2.496200202578853222e-01 8.401873348920578521e-02 3.894498819457567484e-03
1.013238057128916125e+00 2.844001904296918903e-01 2.093293505859367479e-02 1.842230726074237657e+00 1.080696607910129226e+00 2.072864472656234247e-01 6.915098743554935368e+00 4.329471690300910502e+00 1.335629308720996500e+00 1.143207342263272697e+00 2.459950743356369984e-01 8.054081906266229163e-02 6.936978453626996104e-03
9.950159438476584572e-01 2.906933789062524642e-01 2.142128369140608099e-02 1.922310420410164422e+00 1.012141365234352497e+00 2.416868325195290212e-01 7.070641496600757137e+00 4.347437995339803685e+00 1.266949150306757810e+00 1.109128715932306219e+00 2.532784633087027948e-01 1.342685991411475821e-01 1.631256635597966645e-02
9.420527929687517732e-01 2.989661557617228071e-01 1.933241699218729917e-02 1.817693752929694373e+00 9.854910600585697900e-01 2.371431738281195856e-01 8.009794290119685911e+00 4.342541228772804907e+00 1.151380061712769409e+00 1.084970459784059926e+00 2.574663619457768782e-01 7.672103766462452790e-02 5.281267772422023991e-03
9.733039296875156676e-01 2.969663320312564969e-01 2.087204541015607109e-02 1.754667584960953208e+00 9.705922875976286113e-01 2.226806074218706522e-01 6.792552704399020591e+00 4.358087527804130445e+00 1.139275885002124289e+00 1.083117701643189212e+00 2.591666443083108784e-01 1.108728015649428078e-01 8.362110097365768949e-04
9.529693701172020637e-01 3.047558613281306505e-01 2.126004199218731530e-02 1.732909038574226512e+00 8.961264199218530457e-01 2.240515244140571516e-01 7.253186770705110753e+00 4.351578427381189051e+00 1.100629659705356422e+00 1.079951469435379563e+00 2.648591410582213923e-01 8.644944223362573121e-02 9.138708706954010901e-04
1.003794399902358192e+00 2.865227836914124859e-01 2.105513183593734836e-02 1.789814283691423258e+00 1.030481151855439759e+00 2.095188706054667283e-01 6.816885984543651134e+00 4.340809062290336584e+00 1.253706088766346927e+00 1.122766527973990236e+00 2.488446117128410850e-01 9.299843420844416952e-02 3.708568290852866291e-03
1.000636587402354616e+00 2.872152207031301585e-01 2.083543652343745889e-02 1.845339904785174845e+00 1.042656094726533977e+00 2.248218071289043440e-01 6.780202555172994749e+00 4.349122377791978522e+00 1.252271518347956691e+00 1.110435609062524476e+00 2.502384968854179936e-01 9.803888296662879864e-02 3.586760207309500331e-03
9.815619399414177160e-01 2.893394331054746083e-01 1.999610009765608390e-02 1.788890442871114539e+00 1.088742501953095410e+00 2.248429111328090202e-01 6.970630244335762171e+00 4.352291790616450662e+00 1.185971249889616885e+00 1.095473958698704120e+00 2.515412416122961847e-01 9.598883018013971979e-02 8.565930482639609730e-04
9.997641132812624676e-01 2.845762368164096445e-01 2.019740185546867531e-02 1.900667769042996502e+00 1.071502012207004029e+00 2.405512192382797398e-01 6.662057238336555720e+00 4.361048502244426750e+00 1.237607264030745613e+00 1.094350661421322313e+00 2.489310802525476762e-01 1.135557482432366649e-01 3.157720255716113360e-03
9.556561474609410745e-01 2.966962260742227464e-01 1.994683593749979264e-02 1.864602182128914043e+00 9.508630322265364532e-01 2.537039091796824408e-01 7.602918687680601195e+00 4.355043787421484680e+00 1.147900220983595121e+00 1.076339487624993652e+00 2.574531860481797940e-01 9.120047845970960521e-02 5.026085245925838302e-03
9.754109702148585637e-01 2.948993217773500097e-01 2.084466015624977797e-02 1.751466004394542031e+00 9.784926538085717551e-01 2.088607275390584328e-01 6.965995469152685082e+00 4.350452348380291490e+00 1.157951629056233278e+00 1.094429257841587955e+00 2.561949967052563615e-01 1.078394665414658671e-01 3.346439798036617789e-03
1.017884459472664371e+00 2.793063588867221170e-01 2.015313085937496876e-02 1.868196845214868507e+00 1.175546300292939605e+00 2.081843300781233141e-01 6.963647913277306145e+00 4.328013348343515254e+00 1.368392998487235612e+00 1.147991433313225285e+00 2.410019187103394356e-01 8.190432457754376339e-02 7.963205782274867389e-03
9.920849501953233895e-01 2.847196899414097815e-01 1.949097119140618534e-02 1.855048855468775848e+00 1.173672654785127500e+00 2.395069599609341571e-01 6.982441033944419395e+00 4.347876269487888301e+00 1.253643039652771574e+00 1.107135981351755394e+00 2.472698614673618234e-01 9.135520152090578772e-02 3.725370034082251328e-03
1.031747643554699723e+00 2.828762270507867993e-01 2.259796630859367203e-02 1.804283284179700297e+00 1.002870624999976590e+00 1.987161625976557322e-01 6.397821587406413713e+00 4.338420660375329696e+00 1.306363687459321854e+00 1.141342671629819616e+00 2.467539592168415119e-01 1.164291374531473688e-01 6.616630461788272632e-03
1.019006964355479106e+00 2.878152578125051653e-01 2.215022021484361683e-02 1.850254211914076130e+00 9.491634941406035253e-01 2.103671796874992672e-01 6.321445942042547728e+00 4.347748528796349099e+00 1.297450895202914900e+00 1.122814503402866260e+00 2.515884621140557775e-01 1.321465445924444038e-01 9.351051232560671223e-03
9.693470908203259961e-01 2.980066923828184056e-01 2.059482080078104543e-02 1.778541815429701911e+00 9.777583066405969303e-01 2.221992480468704956e-01 7.047043133396763359e+00 4.350786224760060605e+00 1.167318910682511257e+00 1.090413630999257810e+00 2.590727621783194823e-01 8.943158213870261442e-02 1.814691239518046026e-03
9.720071298828167894e-01 2.924720117187528667e-01 1.976181298828113761e-02 1.896285398925793286e+00 1.042995097656226777e+00 2.299467573242155172e-01 7.639862676695091892e+00 4.337497479703603886e+00 1.257919140590207707e+00 1.108603175991695666e+00 2.523054720092756109e-01 8.264638435476424905e-02 9.514001496824839310e-03
1.070840774902355408e+00 2.612181386718798737e-01 2.116812060546871890e-02 1.820014014648457579e+00 1.081550950683572099e+00 1.607522788085938292e-01 5.928441785544088738e+00 4.339386967559839547e+00 1.392669663321769002e+00 1.161040626717046109e+00 2.270876493812125085e-01 1.444569231674973087e-01 3.898603662868343166e-03
9.614741992187438857e-01 2.843488105468777727e-01 1.858136230468732455e-02 1.881019194824226526e+00 1.057212042480442538e+00 2.385621611328088698e-01 8.071095349461311130e+00 4.347186823508649489e+00 1.188618488244296723e+00 1.090326457088683920e+00 2.446855915997627196e-01 8.349954761290369343e-02 5.933714569783768433e-03
9.567448305664010277e-01 2.925778750000036510e-01 2.008850878906235857e-02 1.885480402832033997e+00 9.792416499023200993e-01 2.496917978515584002e-01 7.883385735842164621e+00 4.355157497223253849e+00 1.143487339628774579e+00 1.077234882181564490e+00 2.533614232757325224e-01 9.167040780111865295e-02 5.820216517158144018e-03
9.858157280273541767e-01 2.806367416992202601e-01 1.927639013671865464e-02 1.989280225097675103e+00 1.074454715820286843e+00 2.602138916015608316e-01 7.098242180504291454e+00 4.373218625836404527e+00 1.191956541947403192e+00 1.070835918262904141e+00 2.453175862485238168e-01 1.139377112312691676e-01 2.670044585217058297e-03
1.027780477050788788e+00 2.764727353515668007e-01 2.044879736328124656e-02 1.896806787109398984e+00 1.114836033691378736e+00 2.140869511718753726e-01 6.532916913991738461e+00 4.344411627931965114e+00 1.347849113460796611e+00 1.132006553721343289e+00 2.403765086857915234e-01 1.087257296620270652e-01 6.576515276788344640e-03
1.057972654785165334e+00 2.654690073242227943e-01 2.058098242187493196e-02 1.840323033203142389e+00 1.114630910156226618e+00 1.607808842773436053e-01 6.186123877892272027e+00 4.332085853579194179e+00 1.417896170894763719e+00 1.164421578526666945e+00 2.293234421481276375e-01 1.241430108530186815e-01 6.499628201090401625e-03
9.510320380859488276e-01 3.039443925781296074e-01 2.145708740234362685e-02 1.814309742675787263e+00 9.244585278320093247e-01 2.417615263671825110e-01 7.174156360384992936e+00 4.368815650964434916e+00 1.071858849130708391e+00 1.057162173724635057e+00 2.657015812697880452e-01 1.084862142109492833e-01 1.312839296787506570e-03
9.848709462890797850e-01 2.955501025390683822e-01 2.142598486328112228e-02 1.769757118652353745e+00 9.465624311523227474e-01 2.105903754882783863e-01 6.862759348917155222e+00 4.345645962240375582e+00 1.198154870458244092e+00 1.105777806396203822e+00 2.570167418304092344e-01 9.549362462724035605e-02 2.966345502637578267e-03
9.659703032226658603e-01 3.019120781250049235e-01 2.093888867187478076e-02 1.821786862304697330e+00 9.725059345702873337e-01 2.285985195312456864e-01 7.235286496689022684e+00 4.343205947247647636e+00 1.203308783186776143e+00 1.098407712725470775e+00 2.618535455412162039e-01 9.330832002002774350e-02 8.365356483288380676e-03
9.427428364257935955e-01 3.085746899414121835e-01 2.039582421874974738e-02 1.793649708984390356e+00 9.368366035155958338e-01 2.465905517578060036e-01 7.355600357836280523e+00 4.353745620762155433e+00 1.119771744997413165e+00 1.070814724397873841e+00 2.683287979130296041e-01 7.004306117906532181e-02 1.019501564086145113e-03
9.751809711914146694e-01 2.940062753906287352e-01 1.990035742187485496e-02 1.854710759277359067e+00 1.009916318359349807e+00 2.261824721679654426e-01 7.069279519228877540e+00 4.348983510200517877e+00 1.237047170147476338e+00 1.096786063249118426e+00 2.545353514590934507e-01 1.039111020892102000e-01 8.003984574299046265e-03
9.535551176757843805e-01 2.983710639648483043e-01 1.992810595703103232e-02 1.850882752929697173e+00 9.695986738280993888e-01 2.416012534179636517e-01 7.409076616355823042e+00 4.358363920612839060e+00 1.149969385396973021e+00 1.072031632859071326e+00 2.588269463344762822e-01 1.028055727027202548e-01 6.056045975920228662e-03
9.967496235351651634e-01 2.916614487304737824e-01 2.143670800781229471e-02 1.836632260253915572e+00 1.001958165527322198e+00 2.110284414062472413e-01 6.874828898250957998e+00 4.340776437400896803e+00 1.268033775438567101e+00 1.119564451487659040e+00 2.532254033066123067e-01 1.196330766396647705e-01 1.170410107797238176e-02
9.956947641601726628e-01 2.872434843750057976e-01 2.061574414062486427e-02 1.766063262695329428e+00 1.058928747558566918e+00 1.990670405273410881e-01 6.640266122172278962e+00 4.350790394816924866e+00 1.204735149479670753e+00 1.105215912679344603e+00 2.499547837695099139e-01 1.173207294917834737e-01 2.103609208495711355e-03
1.050283092773442117e+00 2.703084448242212834e-01 1.970231005859381795e-02 1.922797701171893969e+00 1.167586597656228964e+00 1.863123583984379050e-01 6.333522811643865325e+00 4.323900939613142924e+00 1.511195382732722692e+00 1.171673908591615465e+00 2.320346947931302695e-01 1.320656788320076769e-01 1.762678991842281037e-02
1.059015611816417124e+00 2.659552368164116998e-01 2.129032128906250057e-02 1.831729587402371351e+00 1.137490374511688218e+00 2.017680288085941520e-01 6.334353080252058454e+00 4.334804942975432063e+00 1.380494295871317112e+00 1.161095136143971640e+00 2.313440310029196145e-01 1.072311903558093166e-01 4.215422966217747223e-03
1.020157371582039119e+00 2.860803798828173150e-01 2.163400292968732652e-02 1.849789157714854859e+00 9.980671826171682026e-01 1.961539404296865075e-01 6.434871090583969000e+00 4.339062090591494503e+00 1.337550815734695142e+00 1.135025021599074480e+00 2.485310194771969128e-01 1.391381433486354735e-01 1.378472444352670141e-02
9.513214516601554704e-01 2.948205253906287515e-01 2.016189453124981809e-02 1.868471922851568046e+00 9.274146088866941362e-01 2.574242929687450276e-01 7.551021083182366311e+00 4.372033752999273659e+00 1.074109948798010361e+00 1.052625539392569864e+00 2.570033516202065438e-01 1.033358237677830527e-01 9.905075164341689293e-04
1.000787756835950226e+00 2.865418989257870197e-01 2.086383886718735925e-02 1.801636984863296931e+00 1.006908227050755222e+00 2.127151152343725315e-01 6.628152623424317547e+00 4.351921727212231694e+00 1.226295903096491280e+00 1.106999949234444003e+00 2.498206062029766084e-01 1.194904698196566223e-01 4.248576459450491977e-03
9.479618037109360795e-01 2.959027153320359371e-01 1.961740576171847050e-02 1.841118391601572757e+00 9.603188520507535131e-01 2.477296674804627397e-01 7.632241466960726584e+00 4.362886705648799435e+00 1.100155708928250098e+00 1.062177963813224713e+00 2.569331633833517037e-01 9.493677340010878152e-02 2.205803148982739877e-03
1.074867218261721380e+00 2.724080288085954371e-01 2.318109570312503961e-02 1.886102720703145330e+00 1.051180209960921763e+00 1.639828046875009548e-01 6.018860582216691846e+00 4.324585437985541958e+00 1.475384536822812009e+00 1.183747989855990168e+00 2.369622249220703081e-01 1.183751761911857048e-01 1.182170893214204085e-02
9.725783291015590581e-01 2.810625278320331710e-01 2.014395019531250303e-02 1.958439642089836896e+00 1.145224120117172006e+00 2.515836694335931156e-01 8.115977264024682114e+00 4.358027397015452387e+00 1.178549850240508290e+00 1.084750364423944013e+00 2.429634823021582235e-01 1.313734466691775793e-01 1.440397830521405846e-02
9.831705327148546614e-01 2.914750268554736068e-01 2.021208984374984335e-02 1.815196708007833726e+00 1.102988231445283906e+00 2.251551586914023739e-01 7.203131541422177264e+00 4.338023306392503997e+00 1.243395318188142751e+00 1.114798964897495193e+00 2.523260598185185222e-01 7.566336142629963291e-02 4.290496214293630997e-03
1.009693693359392519e+00 2.865279013671933050e-01 2.191225146484363992e-02 1.760537569335947294e+00 9.678663388671674417e-01 1.970092763671855707e-01 6.775326066635700251e+00 4.336236145342776460e+00 1.249997746680749700e+00 1.131538608660764611e+00 2.486459524357629014e-01 9.158555877403776191e-02 2.896934185505014008e-03
9.604493530273520152e-01 2.946095332031285485e-01 1.955757080078104199e-02 1.850310888183612779e+00 1.038424747070282761e+00 2.453163505859330129e-01 7.421258201159168344e+00 4.355731698160237642e+00 1.159758169496170055e+00 1.078643705789001261e+00 2.557885108935230023e-01 7.950261685362769448e-02 1.557997946649973021e-03
1.009043380371099641e+00 2.826093764648457962e-01 2.055393164062496031e-02 1.989268999511736080e+00 1.088387411621073442e+00 2.400149291992186573e-01 6.746044678834244301e+00 4.354130427730817487e+00 1.319823167578501044e+00 1.109289901968472325e+00 2.460820573974351888e-01 1.431485073003043451e-01 1.578321671774750648e-02
1.044989522460950671e+00 2.735794443359419459e-01 2.210217041015612172e-02 1.783811657714851950e+00 1.054824880859354330e+00 1.587486831054685799e-01 6.537333704263462941e+00 4.324857070145715632e+00 1.359908980203688778e+00 1.166617978135974898e+00 2.360876559281780140e-01 1.153825411748740648e-01 8.507892904187195141e-03
9.870514575195500351e-01 2.924780009765692301e-01 2.128371093749982165e-02 1.736502981933607526e+00 9.818684165038810141e-01 2.091348564453094083e-01 6.770831589995331079e+00 4.349778482409276670e+00 1.168996775597756610e+00 1.101299774409389087e+00 2.546550208792001113e-01 1.057655034403826716e-01 7.831881228447313322e-04
9.371668452148582684e-01 3.150790151367243164e-01 2.091482080078106015e-02 1.790860666503916621e+00 8.951047534179447096e-01 2.396156259765562790e-01 7.270872949952910780e+00 4.352301518950165260e+00 1.124155304345162198e+00 1.070149046773479551e+00 2.741211867779754230e-01 7.624478268352460897e-02 3.598435940880438753e-03
9.924165810546929922e-01 2.843727465820339306e-01 1.997056542968742368e-02 1.953975764160165607e+00 1.085739292480452978e+00 2.371160913085933741e-01 7.218619794927800370e+00 4.348674784688586925e+00 1.296483099916232895e+00 1.107126917690080425e+00 2.460433607850696369e-01 1.346435791883299760e-01 1.672908199443331675e-02
1.030633565917977279e+00 2.749293930664100105e-01 2.033680566406246074e-02 1.925575381835963107e+00 1.138853241699190999e+00 2.219449604492191030e-01 6.506965007032691872e+00 4.346075618776614746e+00 1.356845640616201942e+00 1.131393469800749285e+00 2.395060276112832842e-01 1.182811877704189885e-01 8.917711438087368506e-03
9.880331997070426198e-01 2.940241240234425790e-01 2.107828173828116963e-02 1.837540742187513620e+00 9.828435380859105175e-01 2.241599946289035694e-01 6.787439975053463748e+00 4.351654289628926087e+00 1.225905576589147561e+00 1.100299020307756281e+00 2.563003935522270016e-01 1.039460350225869661e-01 4.976522674199823290e-03
1.014727462890630205e+00 2.807586103515639642e-01 2.071284472656259590e-02 2.050541113281262096e+00 1.020360824707007952e+00 2.536102163085930394e-01 6.375078880977087969e+00 4.376327999605451602e+00 1.270969208246410576e+00 1.083437130060247888e+00 2.474303691583281672e-01 1.616381508695040881e-01 1.091641281065315952e-02
9.799989174804883962e-01 2.961111777343812812e-01 2.132321240234360052e-02 1.749008685058605295e+00 9.563763398437279406e-01 2.110771577148401468e-01 7.030402067892864260e+00 4.342184808229280435e+00 1.183671479236322988e+00 1.107116285615052043e+00 2.569933140485335388e-01 8.111438939492444933e-02 1.268302899689446222e-03
9.783041035156382348e-01 2.931602226562557423e-01 2.112529394531234214e-02 1.781192695800791759e+00 9.570241323241932552e-01 2.269174726562466771e-01 6.674467899348895727e+00 4.367845076053723297e+00 1.119243293714315746e+00 1.074079523372182043e+00 2.568124204714836711e-01 1.329089853191413040e-01 9.442121431448559322e-04
9.974480278320426718e-01 2.834014916992239064e-01 2.015791845703118756e-02 1.818624699707054981e+00 1.089292556640594878e+00 2.271146708984352058e-01 6.634844850588523357e+00 4.360909288283218999e+00 1.199137047906821518e+00 1.093585284517566869e+00 2.475899821486721442e-01 1.223741402083780849e-01 1.282607552929893339e-03
