M Y Z alpha diffusion overshoot age X_c log_g L radius Y_surf
1.398066576171865805e+00 3.053022744140613254e-01 2.472217773437513852e-02 1.620047079101573084e+00 9.056833593750060474e-02 1.756631904296885038e-01 2.631521339075969301e+00 1.430932158658331510e-01 3.970212255575508387e+00 5.439328070033182527e+00 2.026363024815917235e+00 2.991774795909863949e-01
1.434958978515614936e+00 3.003662597656248101e-01 2.639181640625011191e-02 1.710954050781267277e+00 6.598131835937526279e-02 1.742914082031253864e-01 2.607515975971501199e+00 1.171043246353101197e-01 3.960967706921277198e+00 5.832779075604525687e+00 2.074560779985050285e+00 2.958850964262191852e-01
1.399412372070298449e+00 2.988392656249979074e-01 2.356414843750026869e-02 1.616751338867204124e+00 2.539662978515614400e-01 1.940428476562520987e-01 2.760702057931044173e+00 1.381612089245140840e-01 3.957215259218231029e+00 5.395001262241866158e+00 2.057420206166688637e+00 2.843225645673995716e-01
1.360693471679674804e+00 3.066556855468733356e-01 2.224973535156267793e-02 1.646209616210954074e+00 1.607194013671865984e-01 1.935835185546892212e-01 2.789652900538871716e+00 1.303742504835142813e-01 3.970183876951629554e+00 5.346845778404529348e+00 2.000505147951971541e+00 2.958857981536696102e-01
1.405094086914052021e+00 2.991919169921865573e-01 2.000824023437509230e-02 1.774862629882821397e+00 1.105073535156243930e-01 2.027890371093764299e-01 2.527502827682299724e+00 1.243810748386142695e-01 3.956733902147697268e+00 6.108700270818673062e+00 2.063046109295021413e+00 2.916188613381751615e-01
1.467932131835928855e+00 2.783354501953135829e-01 2.709142773437521814e-02 1.623071341796877398e+00 9.692450488281341425e-02 1.725104150390637525e-01 2.864753727893022184e+00 1.293731528925011198e-01 3.958093215549849830e+00 5.387361384165444633e+00 2.105115323733301125e+00 2.732335992220851772e-01
1.436635190429677689e+00 2.966495957031248243e-01 2.393180761718761290e-02 1.719064863281261291e+00 6.912225781249999035e-02 2.099874833984387845e-01 2.545802030917398096e+00 1.460828182758810989e-01 3.957264561986759244e+00 6.025137347231959595e+00 2.084771268544808986e+00 2.918209657326870099e-01
1.426117560546864560e+00 3.018802675781243061e-01 2.572648242187512355e-02 1.664200080078138022e+00 8.557425390624989747e-02 1.902068359375005679e-01 2.531163754711451830e+00 1.572462019214932727e-01 3.970650678236428810e+00 5.697236274447121218e+00 2.045449646744933236e+00 2.962108469494265650e-01
1.433234683593744174e+00 3.040573847656254936e-01 2.900683789062490775e-02 1.659775171875020439e+00 8.786900878906216128e-02 1.705568124999995439e-01 2.608129004171982235e+00 1.376188471149311920e-01 3.971345253769170469e+00 5.571736551473516208e+00 2.049412208311579775e+00 2.979653664508284394e-01
1.356305313476549701e+00 2.955996992187486794e-01 2.077626171875012612e-02 1.664752258789077732e+00 1.952242958984367893e-01 2.026747519531270358e-01 3.017164748082620473e+00 1.119471787645097000e-01 3.967035478050163988e+00 5.286533212236812496e+00 2.005072211877619637e+00 2.834277215420627494e-01
1.390730747070303197e+00 3.059018154296859193e-01 2.252360644531261474e-02 1.675990727539073966e+00 1.039746464843752244e-01 2.050085458984391706e-01 2.558209637239476919e+00 1.562876770814148053e-01 3.970596054848113621e+00 5.682512934120888204e+00 2.020945414632629777e+00 2.991511744123721006e-01
1.462129857421864854e+00 2.988743798828125131e-01 2.933059179687507595e-02 1.618882749023452527e+00 5.295268359375040340e-02 1.829664091796873726e-01 2.486039655111395241e+00 1.761022892276855600e-01 3.972616217343034162e+00 5.615041816493369531e+00 2.066438613282346903e+00 2.946328131532187644e-01
1.379981722656239196e+00 3.089253896484356332e-01 2.168958398437511800e-02 1.698250009765639224e+00 1.099801455078125711e-01 2.094733818359394983e-01 2.519969172560291959e+00 1.599468942723483444e-01 3.975277822061696220e+00 5.698938042831499295e+00 2.003112446982699968e+00 3.015660599148132781e-01
1.357391452148424715e+00 3.082250117187477767e-01 2.176920214843768714e-02 1.634907488281265753e+00 1.551325419921867066e-01 2.021952324218771191e-01 2.823699269272652579e+00 1.203960103383301394e-01 3.956294034033173812e+00 5.411250725402002359e+00 2.029379038484012021e+00 2.985817996050760259e-01
1.489632460937492020e+00 2.917316103515622538e-01 3.074589062500003925e-02 1.617863167968762728e+00 1.248094882812500056e-01 2.034599794921878868e-01 2.551784337369015887e+00 1.861445057157638805e-01 3.961400914724639843e+00 5.621471164517298114e+00 2.113472802476179524e+00 2.842546817859952224e-01
1.403766378906242007e+00 3.001516347656240091e-01 2.501557714843765864e-02 1.611472377929694666e+00 2.252480839843758187e-01 1.954792519531267092e-01 2.711879295739747953e+00 1.643438987048266298e-01 3.972376019544045178e+00 5.290913479694927979e+00 2.026170273150626144e+00 2.871975352121552971e-01
1.370476901367175815e+00 2.979738017578114073e-01 2.212104394531264409e-02 1.649675726562513045e+00 2.485199218749992445e-01 2.009580937500017594e-01 2.879660621741262805e+00 1.367352745617478049e-01 3.972011323187183862e+00 5.281029169505500498e+00 2.003504708803186762e+00 2.825731947500802477e-01
1.406831223632800665e+00 2.729444169921859675e-01 2.022230761718760497e-02 1.731569508789079670e+00 2.072006962890613202e-01 1.968201738281270263e-01 3.115857378352065332e+00 8.277245665316504408e-02 3.953471960126224705e+00 5.563591176430534802e+00 2.071585791757003303e+00 2.625670809975547693e-01
1.416198242187490797e+00 2.971427841796873137e-01 2.578970703125012601e-02 1.639922502929697323e+00 7.063585058593774280e-02 1.766150634765631389e-01 2.693193125857802794e+00 1.462671621846531322e-01 3.975878239879332643e+00 5.439329303244259783e+00 2.027889215601402562e+00 2.916599048139221773e-01
1.409593872070303178e+00 3.000240048828125561e-01 2.610589160156257665e-02 1.662731910156261428e+00 8.143658984375039267e-02 1.462289443359375551e-01 2.758394977567706352e+00 9.825097587763266527e-02 3.968765118351321952e+00 5.425424405932004923e+00 2.037684449396599984e+00 2.943770755540296435e-01
1.441051359374986740e+00 2.993019697265627554e-01 2.297519628906264863e-02 1.797641211914070780e+00 6.747420800781230021e-02 2.084085263671886790e-01 2.422438917347785825e+00 1.391490049321537914e-01 3.959257724947700119e+00 6.311926566981691522e+00 2.083206230705444639e+00 2.945454679872870352e-01
1.406216759765613444e+00 3.003287978515613577e-01 2.030422656250011407e-02 1.788290256835947778e+00 8.335495214843731404e-02 2.172086259765638738e-01 2.500445700999763154e+00 1.380497410862563112e-01 3.960901217077502423e+00 6.129621718017289389e+00 2.054145019670881034e+00 2.940021474705080129e-01
1.414820758789055777e+00 2.940803828125003738e-01 2.483429003906253638e-02 1.747210110351576917e+00 1.404132656249993116e-01 1.600668095703127458e-01 2.838365239352307334e+00 7.480134852717502947e-02 3.959350939560376315e+00 5.719358303653788944e+00 2.063510768487989200e+00 2.864988133094853451e-01
1.381304266601550035e+00 2.888186191406234560e-01 2.018208300781257000e-02 1.729176672851577390e+00 2.009249990234365513e-01 1.956133144531267964e-01 2.949930881606992905e+00 8.987517458000196524e-02 3.955340646850059816e+00 5.704253287901074110e+00 2.048778431879898054e+00 2.775635862832181999e-01
1.468363104492173665e+00 2.984821865234382199e-01 2.450045214843765001e-02 1.772994848632822862e+00 3.063258496093749367e-02 2.296161015625010904e-01 2.264969062979414804e+00 1.838932788391733075e-01 3.968666758056626165e+00 6.488886873134472211e+00 2.080661985136866843e+00 2.958910401898285913e-01
1.395036767578114123e+00 3.035648203124984290e-01 2.449021386718770038e-02 1.609570125976571342e+00 2.205906220703121312e-01 1.904804179687514532e-01 2.657832737412765489e+00 1.632396571175050715e-01 3.974488110603867419e+00 5.308884241938295112e+00 2.014406446982524912e+00 2.905038963258469442e-01
1.393974189453116574e+00 2.996772841796869757e-01 2.448295214843764986e-02 1.629026856445319416e+00 1.107950712890633516e-01 1.770613105468761272e-01 2.814029676391204937e+00 1.251715458340027787e-01 3.967718686853017207e+00 5.279083603796457247e+00 2.029661969162586121e+00 2.928608147950450546e-01
1.319206257812499672e+00 2.759105654296873933e-01 2.029149902343750644e-02 1.816730144531258029e+00 2.696058798828120939e-01 2.763821582031266710e-01 4.116374267069658366e+00 4.896320527049180527e-02 3.961657222062248795e+00 5.005684663731749140e+00 1.990777208000192422e+00 2.647318186719780919e-01
1.380004089843739123e+00 3.014242197265603607e-01 2.206311230468761819e-02 1.660158545898452465e+00 2.522854814453110994e-01 2.117460058593769734e-01 2.704561320408320757e+00 1.586919528166609028e-01 3.971980134608899871e+00 5.504734739819992839e+00 2.009537576019887695e+00 2.862173909897544055e-01
1.375974081054677445e+00 2.998063369140616663e-01 2.336487304687506414e-02 1.697264628906263617e+00 1.329188046875002527e-01 1.717801162109383883e-01 2.934808610625514902e+00 8.501920008399586892e-02 3.964639551585841915e+00 5.396956685640194706e+00 2.023762281840752575e+00 2.926254526693957136e-01
1.373658084960927450e+00 2.633725830078122998e-01 1.838135449218755366e-02 1.683662906250008362e+00 1.647213476562491008e-01 2.362349482421901015e-01 3.560861319849974560e+00 9.158373204499903331e-02 3.959119479298564670e+00 5.094551907706345695e+00 2.034016491973408947e+00 2.547713473628348546e-01
1.433208733398431134e+00 2.890182871093748829e-01 2.617162011718769318e-02 1.611433050781252874e+00 2.144006621093747789e-01 1.991830351562513535e-01 2.711441320367177887e+00 1.861110347654455210e-01 3.981487420123771326e+00 5.284283303545287858e+00 2.026647226435882132e+00 2.754088749717723550e-01
1.396297093749987006e+00 3.055650185546861519e-01 2.397956054687514285e-02 1.679284038085951947e+00 1.138813007812500278e-01 1.773066044921884354e-01 2.664353568511915960e+00 1.176699772541514866e-01 3.962916126630447788e+00 5.607656885512472655e+00 2.041962976290061071e+00 2.990410683906697398e-01
1.449170328124997909e+00 2.890132744140632703e-01 2.871004980468748469e-02 1.674101541015635908e+00 9.604296289062534686e-02 1.806351943359374712e-01 2.888290920322250432e+00 1.204969951021880592e-01 3.964698058674655634e+00 5.345500234208914847e+00 2.077611132411362860e+00 2.834805036562999536e-01
1.392460138671867353e+00 2.964096972656249385e-01 2.468863476562507125e-02 1.691118765625009512e+00 1.224290800781252381e-01 1.563761376953126669e-01 2.909461616432967634e+00 8.850308579592035263e-02 3.972068774987979278e+00 5.329135919292930623e+00 2.018604463885663947e+00 2.900257769933305418e-01
1.424015232421869781e+00 2.831051484374985661e-01 2.413103613281258192e-02 1.727210035156261148e+00 3.030618769531235324e-01 1.860299101562517821e-01 3.062400511102871370e+00 7.678198930098922848e-02 3.945371680948246418e+00 5.547383103067925703e+00 2.103514864707473286e+00 2.742284422757003681e-01
1.430311787109363797e+00 3.023726552734369299e-01 2.629909472656264541e-02 1.657893099609389020e+00 6.944484765625029421e-02 1.816925966796881509e-01 2.542832082552497930e+00 1.471362196562375768e-01 3.967501559575866477e+00 5.701863097369260558e+00 2.055418816934689641e+00 2.977544618635570295e-01
