num_points variable r2 ev sigma diff
4 M 0.925698324682 0.926430977041 0.560329481635 0.04648665625
4 Y 0.0516093875874 0.0607682424505 0.79663660771 0.0258049179687
4 Z 0.928353259534 0.929306951384 0.360603450806 0.0010310546875
4 alpha 0.101684480774 0.101705370506 0.805830866112 0.216003902344
4 overshoot 0.288198804314 0.289958428563 0.486266696897 0.0611636132812
4 diffusion 0.325810207487 0.344424980639 0.29049757081 0.45519678125
4 age 0.919742199272 0.919878216526 0.343494483569 0.217071060767
4 X_c 0.906713597487 0.908223950949 0.510636425079 0.0420635294976
4 mass_cc 0.643557705453 0.645554335088 0.424747090244 0.00948579797242
4 Y_surf 0.44167120583 0.442700823162 0.587643635475 0.0359988309896
4 L 0.985415347564 0.98542011301 0.263058674614 0.0989732026848
4 radius 0.957472949498 0.957501240095 0.363659345286 0.0217767599138
4 M 0.92460004976 0.92527631648 0.572266593534 0.0476430898437
4 Y 0.0499567226425 0.0544128125337 0.851686642168 0.0266328945312
4 Z 0.932655143873 0.934409859565 0.363576889033 0.00109375
4 alpha 0.113885834069 0.1150328182 0.801101323491 0.21500125
4 overshoot 0.313582650545 0.314403841658 0.48660935449 0.06031525
4 diffusion 0.428487416306 0.439093077267 0.28853775682 0.487405113281
4 age 0.916314014304 0.916490353073 0.3448847501 0.221453612361
4 X_c 0.912130436855 0.913239493249 0.508618442165 0.0418723099483
4 mass_cc 0.652832928358 0.653998979116 0.418284973835 0.0094205284633
4 Y_surf 0.446635847619 0.447918954028 0.559350561689 0.0341258008092
4 L 0.991782220098 0.99178264267 0.267730419904 0.0979231843534
4 radius 0.979476471022 0.979612746638 0.36476559308 0.0220558821673
4 M 0.924740815521 0.925670646683 0.563564309085 0.04668471875
4 Y 0.0761510813874 0.0792512488905 0.850745136145 0.0269081054688
4 Z 0.91646155547 0.918572331428 0.3691510395 0.00099630859375
4 alpha 0.096577115492 0.0969590990059 0.817381504547 0.221517890625
4 overshoot 0.325479570506 0.325799697288 0.474900103278 0.0596843984375
4 diffusion 0.390471314914 0.394583498391 0.288195053921 0.458129554687
4 age 0.92883044238 0.928862173326 0.329488267388 0.208418546346
4 X_c 0.912724386529 0.91390591322 0.499909399475 0.0409118008088
4 mass_cc 0.638875476507 0.642221910433 0.422092931395 0.00961359811952
4 Y_surf 0.435084253767 0.435124703109 0.611861248657 0.0364442973905
4 L 0.987369147958 0.987369757971 0.26193799499 0.0999618771544
4 radius 0.958613243392 0.958695105245 0.369051357107 0.0218123986194
4 M 0.922854374502 0.923653723402 0.562384201732 0.0461317617187
4 Y 0.0759711370761 0.0780102518021 0.870576812487 0.0273845117187
4 Z 0.916188204016 0.917435774969 0.380978485722 0.00112339453125
4 alpha 0.0778013658627 0.0889366244414 0.761580295988 0.207258917969
4 overshoot 0.310895039737 0.310917491796 0.479960001653 0.0593992382813
4 diffusion 0.377622481334 0.378639935824 0.303506705985 0.53857203125
4 age 0.909955514068 0.909983995344 0.342618195591 0.223704704672
4 X_c 0.910472243784 0.911690045968 0.515882703445 0.0419318942047
4 mass_cc 0.647240994819 0.649357620523 0.411361721084 0.00927764806972
4 Y_surf 0.431703339644 0.432291649039 0.593844983915 0.0364575184087
4 L 0.989044438146 0.989044491091 0.266914571641 0.0976079460839
4 radius 0.960968294169 0.961102785543 0.36415419313 0.0214864205101
4 M 0.920286518902 0.920780652366 0.582349643919 0.0483117070313
4 Y 0.0690810118974 0.0752491586074 0.865738321336 0.027361140625
4 Z 0.917740147976 0.918560781374 0.367489292611 0.0011127734375
4 alpha 0.079860445013 0.0809515080304 0.802566812091 0.217187140625
4 overshoot 0.323476932845 0.324544594429 0.48253083656 0.0606766210938
4 diffusion 0.398879315491 0.406830521887 0.290140944722 0.548223734375
4 age 0.930166894123 0.930203366394 0.339632328883 0.220359838133
4 X_c 0.912310183742 0.913291093532 0.499838480312 0.041063151182
4 mass_cc 0.649401155416 0.649824054168 0.413830233472 0.00921169454479
4 Y_surf 0.453236178071 0.458405469047 0.589064984817 0.036401652415
4 L 0.990344574586 0.99035107959 0.261808086047 0.0998675278901
4 radius 0.972302956445 0.97233102214 0.372358164915 0.0226171735104
4 M 0.925364341139 0.926339123188 0.550824579399 0.0468191914062
4 Y 0.0601457801032 0.0705388245319 0.838617807789 0.0267229335937
4 Z 0.919657858131 0.920948761808 0.367926660578 0.001104015625
4 alpha 0.0873868852365 0.08740951442 0.804397380653 0.216393714844
4 overshoot 0.308373468275 0.309695377863 0.481552361166 0.0601408164063
