l n nu dnu n_g
0 3 172.459 0.154 0 
0 4 204.226 0.146 0 
0 5 235.753 0.140 0 
0 6 267.355 0.133 0 
0 7 299.697 0.127 0 
0 8 332.454 0.060 0 
0 9 365.280 0.034 0 
0 10 397.455 0.037 0 
0 11 428.857 0.024 0 
0 12 460.981 0.023 0 
0 13 494.091 0.018 0 
0 14 527.931 0.017 0 
0 15 562.115 0.020 0 
0 16 596.104 0.033 0 
0 17 629.680 0.059 0 
0 18 663.181 0.166 0 
0 19 696.792 0.207 0 
0 20 730.360 0.217 0 
0 21 764.512 0.228 0 
0 22 798.478 0.240 0 
0 23 833.253 0.252 0 
0 24 866.863 0.264 0 
1 -10 164.907 0.210 13 
1 -5 171.408 0.200 8 
1 -9 184.288 0.190 13 
1 -8 196.575 0.181 12 
1 -7 210.742 0.173 11 
1 -6 214.058 0.164 11 
1 -5 234.597 0.157 10 
1 0 242.574 0.149 5 
1 -3 259.563 0.142 9 
1 2 274.815 0.135 4 
1 -1 290.414 0.129 8 
1 4 306.737 0.123 3 
1 1 327.430 0.117 7 
1 4 340.174 0.111 4 
1 7 364.110 0.108 2 
1 4 379.819 0.053 6 
1 7 401.146 0.040 3 
1 8 420.131 0.030 3 
1 7 442.834 0.024 5 
1 8 466.221 0.018 4 
1 11 485.710 0.018 2 
1 10 512.170 0.015 4 
1 11 541.546 0.019 3 
1 12 563.487 0.027 3 
1 13 584.326 0.054 3 
1 14 614.293 0.111 3 
1 15 646.340 0.240 3 
1 16 678.093 0.252 3 
1 17 706.583 0.265 2 
1 18 723.200 0.278 2 
1 19 749.541 0.292 2 
1 20 782.108 0.306 2 
1 21 815.631 0.322 2 
1 22 848.880 0.338 2 
1 23 882.991 0.355 2 
2 -24 159.516 0.240 27 
2 -23 165.424 0.228 26 
2 -22 169.508 0.217 25 
2 -21 172.966 0.207 24 
2 -20 180.202 0.197 23 
2 -19 188.384 0.188 22 
2 -18 193.196 0.179 22 
2 -17 197.750 0.170 21 
2 -16 206.523 0.162 20 
2 -15 211.358 0.154 19 
2 -13 229.928 0.147 18 
2 -12 233.164 0.140 17 
2 -11 245.885 0.133 16 
2 -10 259.463 0.127 16 
2 -9 262.813 0.121 15 
2 -8 277.405 0.115 14 
2 -7 287.790 0.110 13 
2 -6 296.669 0.105 13 
2 -5 305.307 0.100 12 
2 -4 325.843 0.095 12 
2 -3 329.145 0.090 11 
2 -2 353.312 0.086 10 
2 -1 361.126 0.082 10 
2 0 385.718 0.078 9 
2 1 393.577 0.074 9 
2 2 424.562 0.071 9 
2 3 425.881 0.067 8 
2 4 457.446 0.045 8 
2 5 473.248 0.036 7 
2 6 490.665 0.029 7 
2 7 524.461 0.029 7 
2 8 533.119 0.043 6 
2 9 558.910 0.073 6 
2 10 592.905 0.200 6 
2 11 607.780 0.330 5 
2 12 626.630 0.347 5 
2 13 660.411 0.364 5 
2 14 693.714 0.382 5 
2 15 699.854 0.401 4 
2 16 727.758 0.421 4 
2 17 760.905 0.443 4 
2 18 796.226 0.465 4 
2 19 822.706 0.488 3 
2 20 830.393 0.512 3 
2 21 864.154 0.538 3 
