l n nu dnu n_g
0 3 147.462 0.115 0 
0 4 176.430 0.109 0 
0 5 205.487 0.104 0 
0 6 234.731 0.099 0 
0 7 262.159 0.047 0 
0 8 288.797 0.027 0 
0 9 316.306 0.029 0 
0 10 344.534 0.019 0 
0 11 372.619 0.019 0 
0 12 400.171 0.014 0 
0 13 428.291 0.014 0 
0 14 457.139 0.017 0 
0 15 486.118 0.027 0 
0 16 515.095 0.048 0 
0 17 544.074 0.136 0 
0 18 572.761 0.170 0 
0 19 602.094 0.179 0 
0 20 631.108 0.188 0 
0 21 660.428 0.197 0 
0 22 689.656 0.207 0 
0 23 718.882 0.217 0 
1 -14 132.714 0.413 17 
1 -31 134.937 0.394 34 
1 -30 139.522 0.375 33 
1 -29 143.986 0.357 32 
1 -28 148.570 0.340 31 
1 -15 152.930 0.324 18 
1 -26 154.703 0.308 29 
1 -25 159.088 0.294 29 
1 -24 165.127 0.280 28 
1 -21 170.573 0.266 25 
1 -4 176.170 0.254 8 
1 -3 179.585 0.242 7 
1 -20 185.902 0.230 24 
1 -5 191.951 0.219 10 
1 -2 196.556 0.209 7 
1 -9 204.272 0.199 14 
1 -16 211.953 0.189 21 
1 -15 216.932 0.180 21 
1 -14 223.949 0.172 20 
1 -13 235.076 0.164 19 
1 -4 242.774 0.156 10 
1 -11 248.649 0.148 18 
1 -10 261.675 0.141 17 
1 1 269.157 0.135 6 
1 -8 278.627 0.128 16 
1 3 292.344 0.122 5 
1 -6 298.363 0.116 14 
1 5 314.222 0.111 4 
1 2 322.066 0.105 7 
1 5 337.990 0.100 5 
1 6 347.729 0.049 4 
1 7 364.138 0.036 4 
1 6 375.098 0.027 5 
1 9 391.300 0.021 3 
1 2 405.994 0.015 10 
1 9 419.436 0.016 4 
1 4 440.893 0.013 10 
1 9 450.848 0.016 5 
1 12 473.160 0.023 3 
1 7 492.670 0.046 8 
1 12 504.663 0.091 4 
1 11 529.807 0.197 6 
1 10 550.552 0.207 7 
1 15 562.815 0.217 3 
1 12 588.158 0.228 7 
1 13 613.405 0.239 6 
1 14 627.826 0.251 6 
1 17 647.535 0.264 4 
1 16 675.197 0.277 6 
1 17 700.978 0.291 5 
1 18 716.536 0.305 5 
2 -58 133.397 0.756 60 
2 -57 134.565 0.720 59 
2 -56 135.537 0.686 59 
2 -55 138.225 0.653 58 
2 -54 141.050 0.622 57 
2 -53 141.887 0.592 56 
2 -52 143.785 0.564 55 
2 -51 147.321 0.537 54 
2 -50 149.650 0.512 53 
2 -49 153.140 0.487 52 
2 -48 155.675 0.464 51 
2 -47 158.351 0.442 50 
2 -46 161.292 0.421 49 
2 -45 164.563 0.401 48 
2 -44 166.330 0.382 48 
2 -43 168.902 0.364 47 
2 -42 172.451 0.346 46 
2 -41 174.229 0.330 45 
2 -40 177.048 0.314 44 
2 -39 181.835 0.299 43 
2 -38 185.978 0.285 42 
2 -37 190.461 0.271 41 
2 -36 195.034 0.258 40 
2 -35 199.695 0.246 40 
2 -34 201.101 0.234 39 
2 -33 205.714 0.223 38 
2 -32 210.477 0.213 37 
2 -31 215.062 0.202 36 
2 -30 219.975 0.193 35 
2 -29 224.816 0.184 34 
2 -28 230.087 0.175 34 
2 -27 231.901 0.167 33 
2 -26 237.686 0.159 32 
2 -25 245.210 0.151 31 
2 -24 252.918 0.144 30 
2 -23 258.810 0.137 30 
2 -22 261.685 0.131 29 
2 -21 270.716 0.124 28 
2 -20 280.400 0.118 27 
2 -19 285.230 0.113 27 
2 -18 290.593 0.107 26 
2 -17 301.360 0.102 25 
2 -16 311.569 0.097 25 
2 -15 313.851 0.093 24 
2 -14 324.171 0.088 23 
2 -13 334.193 0.084 22 
2 -12 341.800 0.080 22 
2 -11 347.164 0.076 21 
2 -10 361.531 0.073 20 
2 -9 369.988 0.069 20 
2 -8 378.588 0.066 19 
2 -7 396.884 0.063 19 
2 -6 397.977 0.039 18 
2 -5 418.029 0.032 17 
2 -4 425.612 0.025 17 
2 -3 441.395 0.024 16 
2 -2 454.411 0.037 16 
2 -1 467.691 0.061 15 
2 0 483.582 0.163 15 
2 1 497.585 0.270 14 
2 2 512.177 0.284 14 
2 3 531.322 0.298 13 
2 4 541.082 0.313 13 
2 5 568.538 0.328 13 
2 6 570.778 0.345 12 
2 7 598.494 0.362 12 
2 8 613.879 0.380 11 
2 9 628.496 0.399 11 
2 10 657.608 0.419 11 
2 11 663.918 0.440 10 
2 12 687.853 0.462 10 
2 13 715.886 0.485 10 
