l n nu dnu n_g
0 3 165.950 0.149 0 
0 4 196.503 0.142 0 
0 5 227.487 0.135 0 
0 6 258.582 0.128 0 
0 7 289.722 0.122 0 
0 8 321.484 0.058 0 
0 9 352.275 0.033 0 
0 10 382.394 0.035 0 
0 11 412.917 0.023 0 
0 12 444.547 0.022 0 
0 13 477.064 0.017 0 
0 14 509.721 0.016 0 
0 15 542.057 0.020 0 
0 16 574.153 0.031 0 
0 17 606.199 0.057 0 
0 18 638.346 0.160 0 
0 19 670.981 0.199 0 
0 20 703.855 0.209 0 
0 21 736.918 0.220 0 
0 22 770.112 0.231 0 
0 23 803.026 0.242 0 
0 24 835.944 0.254 0 
1 -15 155.580 0.237 18 
1 -12 164.070 0.225 15 
1 -5 168.614 0.215 8 
1 -12 175.110 0.204 16 
1 -5 181.303 0.195 9 
1 -10 191.637 0.185 14 
1 -9 202.751 0.177 13 
1 -8 206.355 0.168 13 
1 -7 221.599 0.160 12 
1 0 234.456 0.153 5 
1 -5 241.284 0.145 11 
1 -4 263.147 0.138 10 
1 -3 267.192 0.132 9 
1 -2 291.489 0.126 9 
1 -1 297.870 0.120 8 
1 4 323.318 0.114 4 
1 1 331.326 0.108 7 
1 6 354.144 0.105 3 
1 3 369.106 0.052 7 
1 6 386.990 0.038 4 
1 9 405.780 0.029 2 
1 6 426.510 0.023 6 
1 9 447.128 0.017 3 
1 10 466.521 0.017 3 
1 9 492.477 0.015 5 
1 10 516.215 0.018 4 
1 13 534.233 0.025 2 
1 14 560.256 0.052 2 
1 13 589.651 0.107 4 
1 14 616.527 0.229 3 
1 15 633.981 0.241 3 
1 16 657.524 0.253 3 
1 17 688.572 0.265 3 
1 18 720.013 0.278 3 
1 19 751.877 0.292 3 
1 20 783.181 0.307 2 
1 21 803.406 0.322 2 
1 22 822.381 0.338 2 
2 -29 153.405 0.313 32 
2 -28 155.912 0.298 31 
2 -27 160.700 0.284 30 
2 -26 165.712 0.270 29 
2 -25 168.019 0.257 28 
2 -24 173.773 0.245 27 
2 -23 180.260 0.233 26 
2 -22 186.232 0.222 26 
2 -21 189.375 0.212 25 
2 -20 195.145 0.202 24 
2 -19 203.040 0.192 23 
2 -18 208.466 0.183 22 
2 -17 214.519 0.174 22 
2 -16 222.901 0.166 21 
2 -15 225.914 0.158 20 
2 -14 235.797 0.150 19 
2 -13 247.847 0.143 19 
2 -12 253.004 0.136 18 
2 -11 261.959 0.130 17 
2 -10 276.379 0.124 16 
2 -9 283.254 0.118 16 
2 -8 291.560 0.112 15 
2 -7 302.064 0.107 14 
2 -6 316.858 0.102 14 
2 -5 320.601 0.097 13 
2 -4 342.046 0.092 12 
2 -3 348.648 0.088 12 
2 -2 368.067 0.084 11 
2 -1 378.915 0.080 11 
2 0 398.871 0.076 10 
2 1 409.427 0.072 10 
2 2 435.432 0.069 9 
2 3 441.019 0.043 9 
2 4 473.566 0.036 9 
2 5 479.928 0.029 8 
2 6 506.495 0.028 8 
2 7 534.023 0.043 7 
2 8 538.958 0.071 7 
2 9 571.044 0.192 7 
2 10 600.205 0.326 7 
2 11 603.406 0.342 6 
2 12 635.285 0.360 6 
2 13 667.955 0.378 6 
2 14 681.609 0.396 5 
2 15 701.266 0.416 5 
2 16 734.029 0.437 5 
2 17 767.798 0.459 5 
2 18 781.912 0.482 4 
2 19 801.577 0.506 4 
2 20 833.167 0.531 4 
