l n nu dnu n_g
0 2 124.930 0.125 0 
0 3 154.439 0.119 0 
0 4 184.327 0.113 0 
0 5 213.512 0.108 0 
0 6 243.245 0.103 0 
0 7 272.803 0.049 0 
0 8 301.368 0.028 0 
0 9 328.938 0.030 0 
0 10 357.647 0.020 0 
0 11 387.377 0.019 0 
0 12 417.523 0.015 0 
0 13 447.087 0.014 0 
0 14 476.506 0.017 0 
0 15 506.112 0.028 0 
0 16 536.419 0.050 0 
0 17 567.055 0.142 0 
0 18 598.134 0.178 0 
0 19 628.723 0.186 0 
0 20 659.305 0.196 0 
0 21 689.497 0.206 0 
0 22 719.970 0.216 0 
0 23 750.115 0.227 0 
1 -24 131.130 0.331 27 
1 -23 135.909 0.316 26 
1 -22 140.893 0.301 25 
1 -21 146.747 0.286 24 
1 -20 153.018 0.273 23 
1 -5 158.941 0.260 8 
1 -18 161.396 0.247 21 
1 -17 168.795 0.236 21 
1 -8 175.598 0.224 12 
1 -3 181.809 0.214 7 
1 -14 188.390 0.204 18 
1 -13 194.162 0.194 18 
1 -12 200.908 0.185 17 
1 -11 212.652 0.176 16 
1 -10 221.045 0.167 15 
1 -9 226.924 0.159 15 
1 -8 242.001 0.152 14 
1 1 250.860 0.145 5 
1 -6 260.486 0.138 13 
1 1 278.045 0.131 6 
1 -4 282.763 0.125 11 
1 3 303.235 0.119 5 
1 -2 308.982 0.113 10 
1 5 329.828 0.108 4 
1 0 338.176 0.100 9 
1 7 357.425 0.050 3 
1 2 371.640 0.037 9 
1 7 387.050 0.027 4 
1 8 406.236 0.022 4 
1 5 423.737 0.016 7 
1 10 439.294 0.016 3 
1 7 461.886 0.014 7 
1 8 481.223 0.017 6 
1 11 496.926 0.024 4 
1 10 521.638 0.049 6 
1 11 545.665 0.099 5 
1 14 560.705 0.208 3 
1 15 584.828 0.219 3 
1 14 613.106 0.230 5 
1 15 638.189 0.241 4 
1 16 653.208 0.253 4 
1 19 676.797 0.266 2 
1 20 705.438 0.279 2 
1 19 735.021 0.293 4 
1 20 763.519 0.308 4 
2 -44 133.137 0.428 46 
2 -43 135.074 0.408 45 
2 -41 140.986 0.388 44 
2 -40 143.895 0.370 43 
2 -39 147.128 0.352 42 
2 -38 148.316 0.335 41 
2 -37 152.058 0.319 40 
2 -36 155.760 0.304 39 
2 -35 160.149 0.290 38 
2 -34 163.447 0.276 37 
2 -33 165.706 0.263 36 
2 -32 169.869 0.250 35 
2 -31 174.892 0.238 35 
2 -30 178.775 0.227 34 
2 -29 180.619 0.216 33 
2 -28 185.888 0.206 32 
2 -27 191.674 0.196 31 
2 -26 198.025 0.187 30 
2 -25 203.654 0.178 30 
2 -24 206.239 0.169 29 
2 -23 212.214 0.161 28 
2 -22 216.547 0.154 27 
2 -21 221.987 0.146 26 
2 -20 230.034 0.139 25 
2 -19 238.440 0.133 25 
2 -18 240.204 0.126 24 
2 -17 249.257 0.120 23 
2 -16 259.951 0.115 22 
2 -15 267.876 0.109 22 
2 -14 271.933 0.104 21 
2 -13 284.210 0.099 20 
2 -12 295.188 0.094 20 
2 -11 298.659 0.090 19 
2 -10 308.665 0.086 18 
2 -9 320.233 0.081 17 
2 -8 326.302 0.078 17 
2 -7 336.969 0.074 16 
2 -6 354.207 0.070 16 
2 -5 356.768 0.067 15 
2 -4 378.871 0.064 14 
2 -3 384.127 0.061 14 
2 -2 404.573 0.039 13 
2 -1 414.381 0.032 13 
2 0 433.910 0.026 12 
2 1 444.114 0.024 12 
2 2 467.522 0.038 11 
2 3 473.713 0.062 11 
2 4 503.058 0.170 11 
2 5 506.275 0.275 10 
2 6 533.635 0.289 10 
2 7 553.140 0.303 9 
2 8 564.234 0.319 9 
2 9 595.586 0.334 9 
2 10 608.893 0.351 8 
2 11 625.307 0.369 8 
2 12 656.557 0.387 8 
2 13 676.385 0.407 7 
2 14 686.449 0.427 7 
2 15 717.386 0.448 7 
2 16 747.877 0.471 7 
2 17 755.659 0.494 6 
