l n nu dnu n_g
0 2 122.035 0.123 0 
0 3 151.531 0.117 0 
0 4 180.993 0.111 0 
0 5 209.866 0.106 0 
0 6 239.378 0.101 0 
0 7 268.101 0.048 0 
0 8 295.590 0.027 0 
0 9 323.030 0.030 0 
0 10 351.453 0.020 0 
0 11 380.894 0.019 0 
0 12 409.910 0.015 0 
0 13 438.644 0.014 0 
0 14 467.480 0.017 0 
0 15 497.033 0.027 0 
0 16 526.990 0.050 0 
0 17 557.003 0.139 0 
0 18 586.969 0.174 0 
0 19 616.757 0.183 0 
0 20 646.765 0.192 0 
0 21 676.132 0.202 0 
0 22 706.461 0.212 0 
0 23 736.271 0.222 0 
1 -26 131.784 0.343 29 
1 -25 136.165 0.327 28 
1 -24 141.542 0.311 27 
1 -23 146.984 0.296 26 
1 -22 153.067 0.282 25 
1 -5 157.157 0.269 8 
1 -20 159.955 0.256 23 
1 -19 166.764 0.244 23 
1 -16 173.725 0.232 20 
1 -3 179.521 0.221 7 
1 -16 184.761 0.210 20 
1 -15 191.006 0.200 20 
1 -6 196.515 0.191 11 
1 -13 205.586 0.182 18 
1 -12 216.221 0.173 17 
1 -11 219.463 0.165 16 
1 -10 230.375 0.157 16 
1 -9 244.817 0.150 15 
1 -8 248.101 0.142 14 
1 -7 262.555 0.136 14 
1 2 274.605 0.129 5 
1 -5 282.841 0.123 13 
1 4 299.596 0.117 4 
1 -3 306.435 0.112 12 
1 6 324.856 0.106 3 
1 -1 333.480 0.099 10 
1 6 351.318 0.049 4 
1 1 364.738 0.036 10 
1 8 379.569 0.027 3 
1 7 398.167 0.022 5 
1 8 412.205 0.016 4 
1 11 429.243 0.016 2 
1 6 451.014 0.014 8 
1 9 464.588 0.016 5 
1 12 484.620 0.023 3 
1 9 509.239 0.047 6 
1 12 524.684 0.095 4 
1 13 544.847 0.202 4 
1 12 571.012 0.212 6 
1 13 592.911 0.223 5 
1 16 608.013 0.234 3 
1 17 633.496 0.246 3 
1 16 661.165 0.258 5 
1 17 687.132 0.271 4 
1 18 702.893 0.285 4 
1 21 724.776 0.299 2 
1 22 751.910 0.314 2 
2 -49 130.050 0.550 51 
2 -48 133.466 0.524 50 
2 -48 131.852 0.499 50 
2 -47 134.174 0.475 49 
2 -45 139.734 0.452 48 
2 -44 142.348 0.431 47 
2 -43 145.835 0.410 46 
2 -42 145.413 0.391 45 
2 -41 149.537 0.372 44 
2 -40 152.938 0.354 43 
2 -39 156.219 0.338 42 
2 -38 160.626 0.321 41 
2 -37 163.744 0.306 40 
2 -36 165.663 0.292 39 
2 -35 169.112 0.278 39 
2 -34 174.065 0.264 38 
2 -33 177.047 0.252 37 
2 -32 179.111 0.240 36 
2 -31 184.177 0.228 35 
2 -30 189.854 0.218 34 
2 -29 195.448 0.207 33 
2 -28 201.050 0.197 33 
2 -27 203.403 0.188 32 
2 -26 208.112 0.179 31 
2 -25 213.256 0.170 30 
2 -24 217.682 0.162 29 
2 -23 223.833 0.155 28 
2 -22 231.810 0.147 28 
2 -21 235.554 0.140 27 
2 -20 240.501 0.134 26 
2 -19 249.705 0.127 25 
2 -18 259.492 0.121 25 
2 -17 263.851 0.115 24 
2 -16 270.655 0.110 23 
2 -15 281.860 0.105 22 
2 -14 291.116 0.100 22 
2 -13 294.417 0.095 21 
2 -12 306.273 0.090 20 
2 -11 316.126 0.086 20 
2 -10 320.795 0.082 19 
2 -9 330.124 0.078 18 
2 -8 345.593 0.074 18 
2 -7 348.850 0.071 17 
2 -6 365.056 0.067 16 
2 -5 377.780 0.064 16 
2 -4 386.860 0.061 15 
2 -3 406.903 0.040 15 
2 -2 411.353 0.031 14 
2 -1 435.674 0.026 14 
2 0 439.354 0.024 13 
2 1 464.610 0.037 13 
2 2 471.259 0.062 12 
2 3 494.081 0.166 12 
2 4 507.066 0.276 11 
2 5 523.999 0.289 11 
2 6 549.248 0.304 10 
2 7 554.917 0.319 10 
2 8 584.256 0.335 10 
2 9 599.907 0.352 9 
2 10 615.157 0.369 9 
2 11 644.610 0.388 9 
2 12 658.703 0.407 8 
2 13 674.495 0.428 8 
2 14 704.095 0.449 8 
2 15 730.983 0.471 8 
2 16 734.639 0.495 7 
