M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
7.890666523437486202e-01 2.593105771484367494e-01 5.060941406250026031e-03 1.879663468750024879e+00 4.626639619140642257e-01 2.017985019531241264e-01 9.102026367187528777e+00 2.519397618580936360e-01 4.509548377786783746e+00 8.188059264700322526e-01 2.440416815081934143e-01
7.871461982421891213e-01 2.576263427734370448e-01 4.472071289062520653e-03 1.980068645507838898e+00 2.943735263671875546e-01 1.891458720703125540e-01 9.489003906250005116e+00 2.272285868200985826e-01 4.507611054523978922e+00 8.196290051701347057e-01 2.461204607196854355e-01
7.932656171874986617e-01 2.605586757812495269e-01 5.067658203125028141e-03 1.902097863281277279e+00 4.615932099609387773e-01 2.149701035156237339e-01 9.001401367187522595e+00 2.478965147208870012e-01 4.505066200466963267e+00 8.251577240583928274e-01 2.446249165330830755e-01
7.904376874999987646e-01 2.658290458984376992e-01 5.337554687500033895e-03 1.880423964843775941e+00 8.376947207031244513e-01 2.214401728515610346e-01 8.609287109374998082e+00 2.625698619089697483e-01 4.503643271822058480e+00 8.254239101737167461e-01 2.389851890432499737e-01
7.848783378906264430e-01 2.518710937499993863e-01 4.046006835937548778e-03 1.978716068359400282e+00 3.773607822265626632e-01 1.801147167968753238e-01 9.610034179687504619e+00 2.347830953074763471e-01 4.510863349295356706e+00 8.154196234156317891e-01 2.377714688326958703e-01
7.899489052734381955e-01 2.638912031250005286e-01 5.129041015625009081e-03 2.041257786132838259e+00 7.104042080078135646e-01 1.974083203124998021e-01 8.242324218749988773e+00 2.752585007805872230e-01 4.524751419579388312e+00 8.050346874215315029e-01 2.410592330801468453e-01
7.852125410156258756e-01 2.653290273437495794e-01 6.078513671875035440e-03 1.874587730468764146e+00 7.707792880859356544e-01 2.151023603515622995e-01 9.742496093750009578e+00 2.315261130026493863e-01 4.496446542204496133e+00 8.296167917316102924e-01 2.419383283848057786e-01
7.863983779296902510e-01 2.510680878906254576e-01 4.268791992187520590e-03 2.122502449218765630e+00 3.969376435546851378e-01 1.687588505859379806e-01 9.886635742187515064e+00 2.180508082360803623e-01 4.515318338395158726e+00 8.117598345758176848e-01 2.353152437116068363e-01
7.772618017578123428e-01 2.621222548828132104e-01 3.975873046875042470e-03 1.963585256835961079e+00 6.551512460937506388e-01 1.900695527343751190e-01 8.772138671875001847e+00 2.607289916686947318e-01 4.516261010887260063e+00 8.066101232520925812e-01 2.382334391499707216e-01
8.045220761718737679e-01 2.584555527343745385e-01 5.642457031250033839e-03 1.883400859375025549e+00 6.861847841796879788e-01 2.322827353515612425e-01 8.288833007812492326e+00 2.933720031153230212e-01 4.511523551392732756e+00 8.248856492795040296e-01 2.379060640725129128e-01
7.940288359374997329e-01 2.668132568359379286e-01 5.711850585937524281e-03 1.913779648437524017e+00 9.136261054687503380e-01 2.077320537109366705e-01 8.693281250000005400e+00 2.424504539647342194e-01 4.497777466715485062e+00 8.335642692390565767e-01 2.390623098344307473e-01
7.936539960937469829e-01 2.589423623046867573e-01 5.056945312500020842e-03 1.837877934570337102e+00 8.319251748046883055e-01 2.273409287109360299e-01 8.428476562500000213e+00 2.914448917783654114e-01 4.509939631384122016e+00 8.210251089664546420e-01 2.339323332828689705e-01
8.015437626953124672e-01 2.674281845703133653e-01 6.397460937500030510e-03 1.872351674804711541e+00 1.467984076171872765e+00 2.454004882812490518e-01 8.026679687499997939e+00 2.922762084881362354e-01 4.498447788400800285e+00 8.363180511201083744e-01 2.255120607630119456e-01
7.854066416015624830e-01 2.606003457031241255e-01 5.567087890625028665e-03 1.840661839843765524e+00 7.450696406249992521e-01 2.218338134765620862e-01 9.751663085937517295e+00 2.431815398370869019e-01 4.497265942773368330e+00 8.289600107821900599e-01 2.377314866668387150e-01
7.882364238281228674e-01 2.554137294921862700e-01 4.941182617187526473e-03 1.810999602539081321e+00 6.245805839843758811e-01 2.231366044921865022e-01 9.493071289062537943e+00 2.581051839068848053e-01 4.501315537837993652e+00 8.264109387284735986e-01 2.356477455622697226e-01
7.782785791015642829e-01 2.680643388671884453e-01 4.156912109375033790e-03 2.003624959960964347e+00 6.377630507812502847e-01 2.071052031250003589e-01 8.776970703125021700e+00 2.388798080137129465e-01 4.508190809003147059e+00 8.145921928833325110e-01 2.438273189777573902e-01
7.894019853515600316e-01 2.647633691406253154e-01 5.017555664062525386e-03 1.890045913085956375e+00 1.332171882812500874e+00 2.216975175781241980e-01 7.925994140624994522e+00 3.050171282374952164e-01 4.510806234408718751e+00 8.189515652953284208e-01 2.279933779589499165e-01
7.921410029296895861e-01 2.590114160156239964e-01 5.813235351562528151e-03 1.867942710937516182e+00 4.437493935546882873e-01 2.132245107421870678e-01 9.663625976562512321e+00 2.416353477283725570e-01 4.504047232849803351e+00 8.256778388371350808e-01 2.451729899157396031e-01
7.717649296874983245e-01 2.442273066406253357e-01 3.377294921875043619e-03 2.058688969726573781e+00 3.319302031249967144e-01 1.105362158203118256e-01 1.119535156249998842e+01 1.813283156195429902e-01 4.510328781421080180e+00 8.085883610092153839e-01 2.267546265156066831e-01
7.937931630859368370e-01 2.609247626953115629e-01 6.223010742187525153e-03 1.838482687500015089e+00 5.294182861328139422e-01 2.379437695312494327e-01 9.548793945312542775e+00 2.575783783869567967e-01 4.502867768651083402e+00 8.275832617285728832e-01 2.451324521816066193e-01
8.121096562499979798e-01 2.712464824218755455e-01 7.151229492187525377e-03 1.949135972656266258e+00 1.277013435546877185e+00 2.045468955078118822e-01 7.363513680609336198e+00 2.984867632725373698e-01 4.507969053809981475e+00 8.329715244376022509e-01 2.388266010276300089e-01
7.998543671874984717e-01 2.677822353515631471e-01 5.857885742187541635e-03 1.956125922851589261e+00 7.485243437499999875e-01 2.248289218749986995e-01 8.377065429687499787e+00 2.622730140844116153e-01 4.505070119822187635e+00 8.288133103456518658e-01 2.431197099540959583e-01
8.027704345703132738e-01 2.710321083984383317e-01 7.643070312500033735e-03 1.934555278320330807e+00 1.581452705078129517e+00 2.177633925781246316e-01 8.080365507812489412e+00 2.782574404974811344e-01 4.501732308187657239e+00 8.341721546146960709e-01 2.298934428240270444e-01
7.963507695312441736e-01 2.476534531249982296e-01 4.070806640625055338e-03 1.828339160156277066e+00 2.456000673828142578e-01 2.106569365234360891e-01 8.926835937499991047e+00 2.812187274301225504e-01 4.512967261194013702e+00 8.191231072133996483e-01 2.391140441864577082e-01
7.859743818359399281e-01 2.618895527343743090e-01 6.099732421875034109e-03 1.889167091796890352e+00 6.329617871093733417e-01 2.050618222656248602e-01 9.977422851562531392e+00 2.259104877303079184e-01 4.499844612683375544e+00 8.267916905856004250e-01 2.411214707171795146e-01
8.069558896484361199e-01 2.721657890625008847e-01 7.378977539062537769e-03 1.896496437500019505e+00 1.600485866210940467e+00 2.228276708984367194e-01 7.914892836398411902e+00 2.756222294141048024e-01 4.493389894697319420e+00 8.445018627876279549e-01 2.296170668538994042e-01
7.979708212890612717e-01 2.575074414062490935e-01 5.529208984375026670e-03 1.844307069335959559e+00 5.580817890625018318e-01 2.235999140624986281e-01 9.099223632812522666e+00 2.599729091910897849e-01 4.502906435999013190e+00 8.298208151187645987e-01 2.398900553460320551e-01
7.911277294921905678e-01 2.722167724609385608e-01 5.670224609375025884e-03 2.072047613281268852e+00 5.744781289062489416e-01 2.123191962890625673e-01 8.692500000000030980e+00 2.345541761644135692e-01 4.509340120256324802e+00 8.204188470790854115e-01 2.515855830164487883e-01
7.931086328124968832e-01 2.641374375000001273e-01 4.874760742187511653e-03 1.947005537109397277e+00 8.344391875000020109e-01 1.995214677734370168e-01 7.935823242187493243e+00 2.859232822258013229e-01 4.515544266069195345e+00 8.157212539466104362e-01 2.396477488655913979e-01
7.706897548828126610e-01 2.596481601562494745e-01 4.430567382812544523e-03 1.826743478515640007e+00 7.845382753906255946e-01 2.104418906250001553e-01 1.008225585937502267e+01 2.425340640272024562e-01 4.499038315018212941e+00 8.200117537437203730e-01 2.336416513780772419e-01
7.691575361328166771e-01 2.762231875000011327e-01 3.927996093750040288e-03 2.026312229492215788e+00 5.064090078124968697e-01 2.217711533203126917e-01 8.657333984375020108e+00 2.365279229106904135e-01 4.511235347996797707e+00 8.065233904158930489e-01 2.541246066757424926e-01
7.768269140625020386e-01 2.604502529296864322e-01 5.970738281250022143e-03 1.879575451171880962e+00 1.018188773437496142e+00 2.077576083984380706e-01 1.053835253906250635e+01 2.387947616046181276e-01 4.500549386932938489e+00 8.207408026077784857e-01 2.299847284238488165e-01
7.926568710937522688e-01 2.703023085937502623e-01 6.931434570312541323e-03 1.903985041992202421e+00 1.055043708984371387e+00 2.187133203124998482e-01 9.345681640625006281e+00 2.303802881699739957e-01 4.490587227115278246e+00 8.396082303130001367e-01 2.387910889756242327e-01
8.041507783203066806e-01 2.507140205078106088e-01 4.934953125000029160e-03 1.833854987304714301e+00 2.761473906250018762e-01 2.374428906249979876e-01 8.853886718749988560e+00 2.862450561332401389e-01 4.509550973258961371e+00 8.262508297616090180e-01 2.416753296234046555e-01
7.913270742187434870e-01 2.500430917968730071e-01 3.949110351562557311e-03 1.797919833984400473e+00 5.141086455078155426e-01 2.192996113281233950e-01 8.487649414062504505e+00 3.086723440730633761e-01 4.517593880480019308e+00 8.122563755053771040e-01 2.338561516092744208e-01
8.182000029296846444e-01 2.687301279296877565e-01 6.917038085937538688e-03 2.007653149414077465e+00 9.254955166015637058e-01 2.027130693359368019e-01 7.376547875460918391e+00 3.006591726746258297e-01 4.513688393160365742e+00 8.303046657685655418e-01 2.450286209208365484e-01
7.867236523437527440e-01 2.542879814453106735e-01 5.327682617187553052e-03 1.874496625976581399e+00 2.596574453124980142e-01 1.928982441406243420e-01 1.037555957031250387e+01 2.134182269200451121e-01 4.503288138689604203e+00 8.231920089508202310e-01 2.447867246770696337e-01
7.806327978515620325e-01 2.613998261718751825e-01 4.543485351562529841e-03 1.952247453125021570e+00 7.215988603515640643e-01 1.887384628906248196e-01 9.159365000000025958e+00 2.429096139395113541e-01 4.509494434106023242e+00 8.147021997094897605e-01 2.365566118986165423e-01
7.860195751953149568e-01 2.695992773437511092e-01 4.985483398437523181e-03 2.033046679687529501e+00 6.739319433593751185e-01 2.106386201171869532e-01 8.209321289062497584e+00 2.659156828681746854e-01 4.520589071083649380e+00 8.068654064310331053e-01 2.455730479430599800e-01
8.131700585937471359e-01 2.619164931640625693e-01 5.717693359375023918e-03 1.957592521484396553e+00 9.140991230468769047e-01 2.283685585937488549e-01 7.289001096980669558e+00 3.259411121165850522e-01 4.518509861246375436e+00 8.229934304710257997e-01 2.379852517120775168e-01
7.945201933593772914e-01 2.557121484374996756e-01 5.167128906250018604e-03 2.045238300781270002e+00 2.645770136718741394e-01 1.929613427734380993e-01 9.491025390624999503e+00 2.377896547536657579e-01 4.514834375541068034e+00 8.167346570448770215e-01 2.455005869524236883e-01
7.829201542968740046e-01 2.508745429687483375e-01 4.392766601562539570e-03 1.866387099609395195e+00 2.442519150390617400e-01 1.859113681640623128e-01 9.963041992187516627e+00 2.434249352046568837e-01 4.513397368090210193e+00 8.117819558259452561e-01 2.416485498233709173e-01
7.910113408203119922e-01 2.676814492187504224e-01 6.165636718750019084e-03 1.879993274414082816e+00 1.141652457031246293e+00 2.312442255859367690e-01 8.602187499999983444e+00 2.723332549072931541e-01 4.503263884329705924e+00 8.262693775823077846e-01 2.336724250387432478e-01
7.872204062499974508e-01 2.653550234375006145e-01 5.025075195312525209e-03 1.901270875976584396e+00 9.679338173828139213e-01 2.006669443359366811e-01 8.657314453125000142e+00 2.506314838662072608e-01 4.500719966134963279e+00 8.272402295370839820e-01 2.355863399872636932e-01
7.904312744140643554e-01 2.693930585937503452e-01 6.572259765625037761e-03 1.918800333007832259e+00 8.306549912109332245e-01 2.151222822265619894e-01 9.026904296875031264e+00 2.472902356045600381e-01 4.504631210645297479e+00 8.247406364669100931e-01 2.436964576491941203e-01
7.876621738281210927e-01 2.527199033203116341e-01 3.915776367187559157e-03 1.881887112304713616e+00 5.392740830078145420e-01 2.019298291015616809e-01 8.825434570312486571e+00 2.751596019813355998e-01 4.513986753770132587e+00 8.139026240937463630e-01 2.342054725465547438e-01
7.825180761718787403e-01 2.786090546875016338e-01 4.968446289062529615e-03 2.050259110351588809e+00 7.233811503906232288e-01 2.236922519531243936e-01 7.999916992187514175e+00 2.546037522989785251e-01 4.514503664181409803e+00 8.107317978608521436e-01 2.516332745225167700e-01
8.082199121093748273e-01 2.649373359374999626e-01 7.306514648437535502e-03 1.920094761718769139e+00 8.727561611328104041e-01 2.321114023437493290e-01 8.736305664062509635e+00 2.672141811361015140e-01 4.502212276753650322e+00 8.360775773890117835e-01 2.413786251570072539e-01
7.862285273437501498e-01 2.484170908203110206e-01 4.178601562500050548e-03 1.884368196289085695e+00 2.408377939453121286e-01 1.833161640624998701e-01 1.000833007812501663e+01 2.314072248700461965e-01 4.508293706625256192e+00 8.183079981554917115e-01 2.385507378469186313e-01
7.807572587890623250e-01 2.612621552734375463e-01 4.428589843750036989e-03 1.958321432617209812e+00 6.966142812500020209e-01 1.897355292968749274e-01 9.002211914062517195e+00 2.490767524077019957e-01 4.512303095963652311e+00 8.121131144382198741e-01 2.370482787775710642e-01
7.928335996093692772e-01 2.485687763671857176e-01 3.989687500000058291e-03 1.794859694335962930e+00 3.733702109375026112e-01 2.142140380859359206e-01 9.138826171875004789e+00 2.713482693693857195e-01 4.506109661554536849e+00 8.241145220291455908e-01 2.358880616433312594e-01
7.843533330078152899e-01 2.578142109374984559e-01 5.760316406250052396e-03 1.878225888671890553e+00 4.246860664062516721e-01 1.965348769531246875e-01 1.048050097656250834e+01 2.132435636313123606e-01 4.500668746578409873e+00 8.246657060424660290e-01 2.439302566527070948e-01
7.821297666015613048e-01 2.619557695312494938e-01 4.681432617187535582e-03 1.891517588867208444e+00 6.913487373046895978e-01 1.999111689453120233e-01 9.311331054687524755e+00 2.368085669757711842e-01 4.501792235068699632e+00 8.231039961014320339e-01 2.389698923645316719e-01
8.025192480468734679e-01 2.727552958984383324e-01 6.873743164062519513e-03 1.912280669921892606e+00 1.521703042968750808e+00 2.067454130859368022e-01 7.727232892489715788e+00 2.801319942389192130e-01 4.497913797704315542e+00 8.384214083871560641e-01 2.351842413785664998e-01
8.127527597656223346e-01 2.664197480468752377e-01 6.695355468750011085e-03 1.959833557617203903e+00 1.230477590820312939e+00 2.037137509765619692e-01 7.286029047335909503e+00 3.101087634193064879e-01 4.513025840817897816e+00 8.285739492910167980e-01 2.365848559655929495e-01
7.945523544921863079e-01 2.668643281250004384e-01 6.412508789062514036e-03 1.904046445312516544e+00 1.255205942382811690e+00 2.210005292968745261e-01 8.473764648437493108e+00 2.727283124871731634e-01 4.502665907606761664e+00 8.289183652556064708e-01 2.322460643079230225e-01
8.004981826171900794e-01 2.612930703125008192e-01 4.887415039062513629e-03 2.083153575195337393e+00 4.491946025390613495e-01 2.443891640625001915e-01 8.194018554687493960e+00 2.827495551942160734e-01 4.521881074113559329e+00 8.126368633564158284e-01 2.443551743684893029e-01
7.928372529296892068e-01 2.700660966796880613e-01 6.406761718750027777e-03 1.916583205078146168e+00 1.049812580078122837e+00 2.133483662109367796e-01 8.776235351562517550e+00 2.436633493883970658e-01 4.497381691292029693e+00 8.333570111551931170e-01 2.389033324644125600e-01
7.807570517578162894e-01 2.628259013671882527e-01 4.368949218750026349e-03 2.040268511718772881e+00 4.481979179687485271e-01 1.928436835937506477e-01 9.223491210937506679e+00 2.307657443874347458e-01 4.512515331844262789e+00 8.116519573909095620e-01 2.454182794609199580e-01
7.610300800781261144e-01 2.639181943359379390e-01 2.922246093750038420e-03 1.857216851562521365e+00 2.703195507812525267e-01 2.281159960937519382e-01 9.388383789062530127e+00 2.727863543066209040e-01 4.513153770350364802e+00 8.004282483342357590e-01 2.524667027377476280e-01
8.033603378906241099e-01 2.613457333984374187e-01 5.271061523437518652e-03 1.925490814453146848e+00 9.493504716796885567e-01 2.415855947265612702e-01 7.719093515624992463e+00 3.186614786802590693e-01 4.514653711504845290e+00 8.216969150591314497e-01 2.338415856828987283e-01
8.061313720703117136e-01 2.644445781250000516e-01 6.403488281250042068e-03 1.906555111328149144e+00 8.639419326171864366e-01 2.287374511718738568e-01 8.091943359375001421e+00 2.923108796781165308e-01 4.510603934370538859e+00 8.267043302378190850e-01 2.403080107168200086e-01
7.964810625000005029e-01 2.604154326171871370e-01 6.358739257812524338e-03 1.913933242187519257e+00 7.105617050781228849e-01 2.075022177734367756e-01 9.036684570312511156e+00 2.628691950608410544e-01 4.511196153411796139e+00 8.211581718218129433e-01 2.391432105612434356e-01
7.708706640624989337e-01 2.532438515624991227e-01 3.794925781250058777e-03 1.849702911132831806e+00 6.032492968750015061e-01 1.731719873046870251e-01 9.994204101562504050e+00 2.397413101798086810e-01 4.509688030275494697e+00 8.092395700762605726e-01 2.311474864000268858e-01
7.980684599609357832e-01 2.687965712890627579e-01 5.971689453125033666e-03 1.912881804687522891e+00 1.081487231445311004e+00 2.124534404296863632e-01 8.066289062500006324e+00 2.732043648523868051e-01 4.504477357238648061e+00 8.290519953404996700e-01 2.375774202303320148e-01
7.938169462890614092e-01 2.672521445312503463e-01 5.818528320312528132e-03 1.921211766601585769e+00 9.077499042968740772e-01 2.083814404296864542e-01 8.381899414062496945e+00 2.648546136662712769e-01 4.507856459004457861e+00 8.234784293715836645e-01 2.404301869556829396e-01
7.934609736328099849e-01 2.563602460937490779e-01 5.137751953125027984e-03 1.853120577148461789e+00 6.071467958984392288e-01 2.146436650390611822e-01 8.846171874999985363e+00 2.745678263838257638e-01 4.510652335030275850e+00 8.202647391555127898e-01 2.376515665837336533e-01
7.860297734374989131e-01 2.520067558593748758e-01 3.495129882812543585e-03 1.939742830078152069e+00 4.264268740234373745e-01 2.045528603515630317e-01 9.115857421875027455e+00 2.561933563835849803e-01 4.509994550093466614e+00 8.166359311296865764e-01 2.357879478177511978e-01
7.827531533203136993e-01 2.541037548828110060e-01 5.001617187500040536e-03 1.895826502929706558e+00 3.283346972656246976e-01 1.767191562499994539e-01 1.022875781250002092e+01 2.173063145257365936e-01 4.508308243365892309e+00 8.166276781837394916e-01 2.421375201637105679e-01
7.957870166015609259e-01 2.629962158203126288e-01 5.252185546875026527e-03 1.945136857421902343e+00 7.652060410156273917e-01 2.134124482421863311e-01 7.904160156249989910e+00 2.998230730934715038e-01 4.522553721363034462e+00 8.099902406182291070e-01 2.404050560910062639e-01
8.006643994140626441e-01 2.712131660156260060e-01 7.102431640625037589e-03 1.902208808593771172e+00 1.558494038085939781e+00 2.272580400390619426e-01 8.117451171874991545e+00 2.789832775288855204e-01 4.498287445249264493e+00 8.360543089044799592e-01 2.283342419667621914e-01
8.040244072265587683e-01 2.653136542968750344e-01 5.830963867187503868e-03 1.981225173828143893e+00 1.040164193359376377e+00 1.914873134765621154e-01 7.428826898898410747e+00 3.052548569592370420e-01 4.518183199318456467e+00 8.191461712501200143e-01 2.390341868827890182e-01
7.867782031249997976e-01 2.568434873046875899e-01 3.774740234375041029e-03 1.967918207031278177e+00 3.555944218749996222e-01 2.187873828124999864e-01 8.893759765624999147e+00 2.605907198427322990e-01 4.512859020294408552e+00 8.141881532971392277e-01 2.421975096371984382e-01
7.965182978515579215e-01 2.543055996093736004e-01 4.991195312500017536e-03 1.769443354492208353e+00 8.189314453125020599e-01 2.459079374999982859e-01 8.549682617187507105e+00 3.109377123157896494e-01 4.507270261746332274e+00 8.249043039639828434e-01 2.304853997961777146e-01
8.092576064453111950e-01 2.717764501953133793e-01 7.590481445312536463e-03 1.934194902343767675e+00 1.511500333984377331e+00 2.055357939453120175e-01 7.603146000460911047e+00 2.874523320331860421e-01 4.502983410457896518e+00 8.367398940499420901e-01 2.348756816347469800e-01
7.993767128906210662e-01 2.661006396484376646e-01 5.780938476562513632e-03 1.891374784179707280e+00 1.112587184570311472e+00 2.009415400390618112e-01 8.006577084911480569e+00 2.755649309703148142e-01 4.501511493805363529e+00 8.326953282745179763e-01 2.374262451347509684e-01
7.885999404296887283e-01 2.552600781249985129e-01 5.390263671875035814e-03 1.865183090820333067e+00 3.216590585937500468e-01 2.043032050781244946e-01 1.017836425781250576e+01 2.242602574057286080e-01 4.501975117832993867e+00 8.255995378386155048e-01 2.442282230429694279e-01
7.766786865234420745e-01 2.716816083984387453e-01 4.547655273437517694e-03 2.051827450195335967e+00 4.581395019531226964e-01 2.089190849609379452e-01 8.881088867187518332e+00 2.349662819988799500e-01 4.513928360771170212e+00 8.080474625683244927e-01 2.527233202124283262e-01
7.895191279296875919e-01 2.604137167968745836e-01 5.696029296875021984e-03 1.955002945312521501e+00 4.648169716796878848e-01 1.893524980468747620e-01 9.362241210937515490e+00 2.443562320739510185e-01 4.514188439486591875e+00 8.145797491401653989e-01 2.442823445788473158e-01
8.013075332031249776e-01 2.708450332031254737e-01 6.625486328125047841e-03 1.945602209960959561e+00 8.143330449218726397e-01 2.278110234374988718e-01 8.467016601562512790e+00 2.593848202595118169e-01 4.502869321734641161e+00 8.318516422013505496e-01 2.460191079132886538e-01
7.851337675781255854e-01 2.510726621093741784e-01 4.408708007812535239e-03 1.943050175781273925e+00 4.503076962890630863e-01 1.770941464843748814e-01 9.897207031250017550e+00 2.232608510942876989e-01 4.506614958235453550e+00 8.196875369309603032e-01 2.345217528180746913e-01
7.874257539062491373e-01 2.619821162109370327e-01 5.272157226562520886e-03 1.886797160156272524e+00 4.876465644531264299e-01 2.045916992187492567e-01 9.209003906250025295e+00 2.444792258648756378e-01 4.507455332290720484e+00 8.199353322339052452e-01 2.458615637788158503e-01
8.146338271484357962e-01 2.713983330078129086e-01 6.720013671875040354e-03 2.043905293945329493e+00 8.290512587890624951e-01 2.065820585937494513e-01 7.464484833114918061e+00 2.884496344574253857e-01 4.513001957335387004e+00 8.293075077585415622e-01 2.484498331256570491e-01
7.880313193359387292e-01 2.690579794921888479e-01 5.342033203125011107e-03 2.066867641601585870e+00 7.225424951171875998e-01 2.004577412109374290e-01 8.331118164062496945e+00 2.587328585796506153e-01 4.519590105644700984e+00 8.088771443813084217e-01 2.441669708008625816e-01
7.804550683593748373e-01 2.657161933593754077e-01 5.274026367187530616e-03 1.888527694335956797e+00 9.935361630859369519e-01 2.076474316406246856e-01 9.268613046875021411e+00 2.439582070155755789e-01 4.499106465962043444e+00 8.254369410212331060e-01 2.342016264468245179e-01
7.884269414062489156e-01 2.698132050781257285e-01 6.162846679687514206e-03 1.887883031250015220e+00 1.741415602539065466e+00 2.319380009765623363e-01 8.459653320312497726e+00 2.751502476165102462e-01 4.494644311042725882e+00 8.335551744395514051e-01 2.214006438050587777e-01
7.830341640624995936e-01 2.497153310546860183e-01 4.690393554687544327e-03 1.891912040039082532e+00 3.211593945312499754e-01 1.663992822265618898e-01 1.053950000000000919e+01 2.060598166529569175e-01 4.503903555343307552e+00 8.208408890257153923e-01 2.372905805533746249e-01
7.916877167968736639e-01 2.650287041015625400e-01 5.269987304687528094e-03 1.896598624023464463e+00 7.226329130859389105e-01 2.096683105468738761e-01 8.720097656250013429e+00 2.481125977439171959e-01 4.502039904468021270e+00 8.277544213307495014e-01 2.418046536797335000e-01
7.886515537109418661e-01 2.685678476562510797e-01 4.964243164062519774e-03 2.128962073242206987e+00 4.285413388671857615e-01 2.362201113281263698e-01 8.821816406250000853e+00 2.420186489755446202e-01 4.513726878053487823e+00 8.143056332595088875e-01 2.511454628284220947e-01
7.925265722656241740e-01 2.639483095703123450e-01 5.758155273437528740e-03 1.894372141601583515e+00 9.246659394531242526e-01 2.104120126953117065e-01 8.456235351562495950e+00 2.775766693039769528e-01 4.511184447119312324e+00 8.193302988760975403e-01 2.373810195190842187e-01
7.725710869140619552e-01 2.563373398437492900e-01 3.958344726562560909e-03 1.822379335937518885e+00 7.059865146484392007e-01 1.947220781249996147e-01 9.888206054687501023e+00 2.398528249733665463e-01 4.500912666038860088e+00 8.188394101910450029e-01 2.324701149340837325e-01
8.012345429687464105e-01 2.577627832031250121e-01 4.770391601562519110e-03 1.868143748046892760e+00 1.236630103515623302e+00 2.604124306640617781e-01 7.591235351562491296e+00 3.468257336728212681e-01 4.514218610722521952e+00 8.213059638875145341e-01 2.245426909000825255e-01
7.964829970703138917e-01 2.706847587890626183e-01 6.605911132812529105e-03 1.998667455078142474e+00 6.596522451171864532e-01 2.112461601562496960e-01 8.939330820312520132e+00 2.357483833622713021e-01 4.503943608958858036e+00 8.286363078874615651e-01 2.504758358787635975e-01
7.956390214843747088e-01 2.688512265625004338e-01 5.852917968750025526e-03 1.942218237304712991e+00 7.956306738281251345e-01 2.129638837890614200e-01 8.693870859375014248e+00 2.380960086409131538e-01 4.498378350844167706e+00 8.334114857179054647e-01 2.438061213178560060e-01
8.323350732421858078e-01 2.723319365234377343e-01 8.243225585937529257e-03 2.002870166015632947e+00 1.582415722656251189e+00 2.114364775390623064e-01 6.441925509677231432e+00 3.426324824711249883e-01 4.512012748898444059e+00 8.393948798631910568e-01 2.383485746561931906e-01
