M Y Z alpha diffusion overshoot age log_g radius Y_surf X_c mass_cc
1.094003456542971708e+00 2.675258461914067354e-01 2.300688427734386490e-02 1.890178082031273243e+00 1.076331848144523207e+00 1.542114741210949269e-01 5.994515281068118817e+00 4.308188988994153590e+00 1.216497683000578256e+00 2.318207228571171341e-01 1.135342885058341217e-01 1.566779285501307059e-02
1.075915980957042217e+00 2.706631650390649568e-01 2.400304492187517805e-02 1.864833692871111781e+00 9.337927954101392647e-01 2.057832192382832992e-01 6.516061129466723223e+00 4.310533322777055254e+00 1.203110401023610887e+00 2.352351193334369928e-01 7.014813527268540239e-02 8.204392328965413525e-03
1.089248795410163062e+00 2.617159301757841505e-01 2.315223046875010057e-02 1.859666623046885459e+00 1.098530458496069562e+00 1.842777802734388293e-01 6.748329346994774269e+00 4.297371031448453671e+00 1.229040698300818857e+00 2.258837376844569644e-01 8.421209423533106142e-02 1.458580930118266034e-02
1.105210951660154706e+00 2.690419916992197735e-01 2.275680810546895985e-02 1.891026584472674577e+00 1.086074968261708573e+00 1.361299384765633502e-01 6.085439942141213976e+00 4.278160949878597741e+00 1.264782743604859760e+00 2.318818846335636008e-01 1.120389954554347062e-01 2.846923019661865353e-02
1.104159488281250656e+00 2.615695610351576050e-01 2.377894921875020953e-02 1.877920186035180627e+00 1.156770979003888034e+00 1.568902714843758983e-01 6.448629045318351238e+00 4.295142893308608656e+00 1.240044281807969773e+00 2.260352374127139186e-01 9.420445434939742069e-02 1.718655428253050912e-02
1.031597445800777946e+00 2.698307187500014748e-01 1.797072314453131495e-02 1.945758008300783271e+00 1.072654576660144965e+00 1.971293481445326734e-01 7.360855789858956832e+00 4.280398547140058518e+00 1.219176552234621846e+00 2.263970398346564772e-01 1.095495425065509815e-01 3.458394769711561900e-02
1.060915685058603675e+00 2.880981655273431308e-01 1.970563574218760911e-02 1.744048330566399185e+00 7.571311621093689270e-01 1.449199594726582885e-01 5.346540291228806474e+00 4.276192380091249134e+00 1.243198484549348448e+00 2.436234368869268085e-01 1.629288175152951712e-01 3.079719317615721083e-02
1.058078068847657871e+00 2.687060517578133689e-01 2.040301025390646103e-02 1.967433269042979438e+00 1.139510689453109737e+00 1.651091723632823749e-01 7.050187938485503736e+00 4.292193081964581935e+00 1.218095847757546979e+00 2.296798940143954526e-01 8.669997015785087247e-02 2.288117034138603678e-02
1.051466338867193206e+00 2.698909155273465643e-01 2.277759033203153108e-02 2.020248521972657585e+00 9.187965869140490849e-01 2.500752163085953050e-01 6.913258029727024301e+00 4.339473869492516123e+00 1.151057969266074732e+00 2.356463183482432888e-01 1.019342712420135272e-01 1.165465621214588181e-02
1.098974687011713192e+00 2.683680991210942168e-01 2.598396777343753641e-02 1.892686073730461382e+00 9.991356040038913422e-01 1.952290966796903504e-01 6.761295096968684248e+00 4.292902378103224059e+00 1.241977656517937234e+00 2.335735877756871803e-01 1.440275677230451745e-01 3.311813952725568139e-02
1.072889800292970985e+00 2.693182973632809452e-01 2.281381933593783218e-02 1.944086295410175858e+00 1.146682516601543300e+00 1.689763886718757269e-01 6.933036421450599285e+00 4.297573347809259481e+00 1.219306526796703816e+00 2.324619523324011894e-01 9.782306194293648172e-02 2.292557236233185025e-02
1.076087969238284980e+00 2.663815092773451076e-01 2.286055957031268848e-02 1.911716779296890545e+00 1.057109490722637268e+00 1.859236000976575431e-01 6.943518355692664734e+00 4.297879061629489073e+00 1.220950870457400805e+00 2.299697477444598848e-01 7.491211333334184264e-02 1.482414172299739187e-02
1.080299890625006753e+00 2.681014804687519293e-01 2.233656494140636925e-02 1.864795273925796915e+00 1.069718528808581537e+00 1.457771303710943545e-01 6.785959785446618930e+00 4.277475477318685826e+00 1.251763410626515860e+00 2.295010955412770948e-01 7.201264862511380649e-02 1.789978385230131183e-02
1.102520963867188231e+00 2.682992377929706018e-01 2.233022949218765527e-02 1.891320254394549760e+00 1.061149906738272586e+00 1.431997822265636267e-01 6.027378765854134457e+00 4.283929015359406733e+00 1.254831132664154358e+00 2.311248781727741064e-01 1.098588954755320979e-01 2.568361302236005228e-02
1.108811128417968028e+00 2.600677016601586899e-01 2.251980810546895181e-02 1.912814750976580269e+00 1.147000356933575604e+00 1.421499409179699525e-01 6.290020993193190080e+00 4.288258355016626666e+00 1.252372595428381752e+00 2.239269212021757771e-01 9.978751523349625729e-02 2.183613087760516783e-02
1.115490343261718476e+00 2.624378535156253189e-01 2.309287841796905244e-02 1.963208661621115070e+00 1.226912873046863472e+00 1.323870434570323384e-01 6.141066051596432374e+00 4.290823457321615741e+00 1.252575649462782659e+00 2.273795557059062611e-01 9.432945227226964546e-02 2.053443453572924293e-02
1.092110573242194071e+00 2.693735717773452221e-01 2.379870654296867283e-02 1.861856474609419276e+00 8.650998881835963994e-01 1.520177211914071069e-01 5.919845457348827722e+00 4.314326213206997274e+00 1.206224298879229773e+00 2.345839305663859065e-01 6.337119634019355852e-02 2.846151900752141601e-03
1.083196343750007618e+00 2.658313989257837795e-01 2.312659619140636919e-02 1.834106630371109770e+00 1.070363929199201758e+00 1.580110654296882355e-01 6.704491803865142430e+00 4.291331852633041066e+00 1.233804789483416542e+00 2.284543020001723601e-01 7.882594767036363304e-02 1.408626334118060625e-02
1.057272329589847626e+00 2.612154018554714852e-01 2.210934765625008694e-02 2.022026636230471741e+00 9.325133579101427816e-01 2.447238691406280198e-01 7.358690726922158198e+00 4.328699994301627108e+00 1.169816448613432591e+00 2.269026499510371497e-01 9.077716825265123857e-02 1.265456387822346332e-02
1.123969664550783953e+00 2.555519560546914981e-01 2.283921191406255297e-02 1.861275311523454823e+00 1.093379153808573978e+00 1.484703701171888324e-01 5.998233094178557323e+00 4.289815971855000853e+00 1.258375822001384980e+00 2.203615431616231801e-01 1.116802180290571572e-01 2.049138169745280333e-02
1.064080539550777971e+00 2.788941020507833546e-01 2.127516503906264067e-02 1.842266743652342997e+00 9.075686333007687567e-01 1.939993842773463650e-01 6.613305936942176722e+00 4.260892785432877083e+00 1.267336236666081417e+00 2.374107898141415984e-01 1.411305329443769130e-01 4.339424637459038392e-02
1.122306097656247115e+00 2.617040996093768501e-01 2.322289550781271236e-02 1.893257554199233805e+00 1.139804236816386540e+00 1.377004257812512455e-01 6.150856453962242121e+00 4.275222309709056923e+00 1.278914477246046122e+00 2.258876483927265144e-01 1.124994081204213348e-01 2.927008206205747656e-02
1.077313312011721980e+00 2.678125483398448581e-01 2.236200000000026014e-02 1.920103041015642775e+00 1.136465421386700703e+00 1.870543686523444826e-01 6.558343956341439629e+00 4.305197334711508006e+00 1.211614743826315399e+00 2.316680539356389679e-01 9.534945123189596250e-02 1.533772858815616626e-02
1.098742145996097985e+00 2.600751108398465239e-01 2.294156738281262486e-02 1.870178594726583210e+00 1.105563729003885332e+00 1.668478735351573983e-01 6.430647591122174767e+00 4.299345222654392451e+00 1.231259070469471251e+00 2.244350856871033806e-01 9.308104930313289282e-02 1.419912994673443521e-02
1.107706682128904774e+00 2.701897807617202329e-01 2.295317333984388600e-02 1.894512994628925862e+00 1.095005657226552742e+00 1.497074980468762750e-01 5.720124556279526651e+00 4.294253674889045413e+00 1.243235289858941828e+00 2.338806187810360815e-01 1.466183529973295041e-01 2.946752681670318855e-02
1.103779732910146638e+00 2.639140966796867382e-01 2.361055859375033733e-02 1.941133151855483741e+00 1.168442616699200798e+00 1.373873383789081526e-01 6.783717404741438806e+00 4.276046230549436444e+00 1.267827850425833791e+00 2.276598006273179153e-01 1.090252288138292835e-01 3.366650266203632252e-02
1.039837859863290026e+00 2.847682514648434138e-01 1.734889794921889994e-02 1.819562840332033637e+00 8.966525605468661508e-01 1.732232705078138035e-01 5.761459470308622599e+00 4.268375332670893307e+00 1.242703464390498391e+00 2.315393070895946093e-01 1.747859024945880579e-01 4.153804895087812726e-02
1.100748485351562556e+00 2.669566738281239915e-01 2.202827685546895897e-02 1.927768620605486483e+00 1.074286029785148866e+00 1.331147163085948937e-01 5.849560335676837752e+00 4.298470393143238866e+00 1.234176261751504855e+00 2.301276598245316496e-01 1.120974054133958286e-01 1.801618132051524199e-02
1.094058262207037169e+00 2.606670087890660681e-01 2.405036474609378166e-02 1.842683068847667860e+00 9.933851958007622329e-01 1.963069946289086321e-01 6.451726477838270135e+00 4.311094569625071315e+00 1.214305389683736136e+00 2.260449929497771737e-01 1.017969324929931807e-01 1.025513771749231653e-02
1.073243000488286913e+00 2.709102919921879127e-01 2.288086865234374018e-02 1.886668862792998835e+00 8.864549570312503235e-01 1.848347695312537453e-01 5.969378246216018091e+00 4.328729144904785997e+00 1.180822521482740362e+00 2.356939103950932146e-01 1.137257507942403129e-01 7.913362332531991700e-03
1.093833208984376304e+00 2.658188100585946456e-01 2.237506640625015406e-02 1.914290465820332354e+00 1.034794215820304286e+00 1.630924648437514501e-01 5.989481543593094592e+00 4.308752898702208789e+00 1.217366497416016768e+00 2.298539939984129143e-01 1.197610072858784208e-01 1.670472814393595545e-02
1.070665953613286314e+00 2.638198457031266098e-01 2.263198242187509576e-02 1.931094386718758216e+00 1.017291848632792872e+00 2.075460253906264430e-01 7.124900748574646059e+00 4.306585969964671357e+00 1.206263645108037075e+00 2.281410971507129848e-01 8.238936639267981088e-02 1.534276677125898797e-02
1.083051193847656801e+00 2.646381855468766808e-01 2.412051660156262767e-02 1.927153675781255737e+00 1.022539170410137421e+00 2.083810229492208399e-01 6.902174691655716288e+00 4.308905981631443005e+00 1.210410254599161961e+00 2.300321074345063332e-01 1.056054115821676853e-01 1.895662413952415096e-02
1.061976852050786402e+00 2.712607651367207051e-01 2.341198437500017701e-02 1.895892791992196846e+00 9.610032045898256881e-01 2.061899975585947120e-01 7.036189532590077178e+00 4.306595701632466522e+00 1.201118669349654056e+00 2.347435493119399696e-01 8.641279158530282278e-02 1.511043665660146383e-02
1.095028919433587378e+00 2.745453291015644837e-01 2.302677246093755292e-02 1.956052981933609658e+00 1.044622283203113122e+00 1.789012558593774394e-01 5.756015886714089369e+00 4.307979424816598346e+00 1.217263295751484842e+00 2.394431680663091089e-01 1.753233181665372897e-01 3.358267755013853023e-02
1.111811165039065852e+00 2.637329062500017862e-01 2.439667724609380708e-02 1.841736629394548519e+00 1.013102321289053087e+00 1.477229106445321904e-01 6.099800632934439193e+00 4.292928121712013656e+00 1.247361604835577786e+00 2.281373724138407999e-01 1.014339130743234230e-01 1.682310163241299353e-02
1.085662340332032905e+00 2.756713535156233297e-01 2.286856835937511184e-02 1.936307194824248956e+00 1.015020527343748702e+00 1.343520170898439003e-01 5.895390222268109603e+00 4.303702291805340252e+00 1.217855568235073571e+00 2.388559071636990327e-01 8.243734770703588233e-02 1.423357102337266186e-02
