M Y Z alpha diffusion overshoot age log_g radius Y_surf X_c mass_cc
9.844874477539238278e-01 2.934949150390672723e-01 2.206392724609370151e-02 1.790687518554687552e+00 8.632357504882613997e-01 2.440077666015585678e-01 7.030275953795797506e+00 4.350376835057280012e+00 1.098978981388735621e+00 2.558266419614390053e-01 1.052533657692694552e-01 4.009300898822358052e-03
9.894005463867333594e-01 2.872346430664103334e-01 2.038550195312493346e-02 1.816728741210950293e+00 1.032121650878881081e+00 2.254849409179651709e-01 7.005880912282278494e+00 4.346254136384574807e+00 1.107662512350611195e+00 2.491384222988471120e-01 9.422195671465628808e-02 3.384837037389807745e-03
9.830161611328289695e-01 2.887502553710972752e-01 2.001204248046861353e-02 1.833444436035165825e+00 1.045118908691384796e+00 2.169890249023409545e-01 7.299502831949763682e+00 4.334291399619591978e+00 1.119670419672344819e+00 2.485248802845169969e-01 8.411119132396707720e-02 7.093405263100659858e-03
9.910253227539232990e-01 2.864032656250012354e-01 1.954151708984380731e-02 1.942559334472687693e+00 1.273534929199201304e+00 2.635660571289041298e-01 6.468502608112840058e+00 4.371607182316567197e+00 1.075964076463594710e+00 2.513752332069029150e-01 1.349398600642703061e-01 3.923801974320025032e-03
9.966562153320464024e-01 2.836992158203143211e-01 1.956371044921879562e-02 1.924895832031274123e+00 1.160456864746071570e+00 2.444646787109356068e-01 6.770756407454482151e+00 4.354892029047009672e+00 1.100540335769302436e+00 2.469114733094149305e-01 1.103726281365709078e-01 6.305743683420282110e-03
1.028813548339854389e+00 2.798338598632841290e-01 2.071361914062502113e-02 1.910031927734390456e+00 9.824171850585760035e-01 2.056896000976574657e-01 6.128021834879487706e+00 4.343552871566610740e+00 1.133574831915123760e+00 2.414988820039783990e-01 1.461342637160001900e-01 1.308593881285649227e-02
1.022400195800793332e+00 2.798585732421907668e-01 2.107777783203136288e-02 1.902900207519549802e+00 1.047278763183570049e+00 2.400837602539058202e-01 6.646941351330052150e+00 4.342189301190835238e+00 1.131334755348945897e+00 2.437469683717380653e-01 9.476728469036152513e-02 5.615290726996294106e-03
1.020289572753922513e+00 2.789996274414102140e-01 2.099772558593753988e-02 1.821478325683613120e+00 1.089866045898410185e+00 2.255970541992172729e-01 6.713065118410320053e+00 4.336943167904800944e+00 1.136829168424257075e+00 2.421111330570349662e-01 8.919905300131715509e-02 3.374464950275774932e-03
1.008887569335953804e+00 2.824889072265668322e-01 2.096612402343745601e-02 1.819025237304703113e+00 1.030040647949196364e+00 2.102239628906232283e-01 6.372268104649992715e+00 4.357467282767434114e+00 1.104220959880556796e+00 2.465878507950283460e-01 1.392008347259095780e-01 3.503259343017205239e-03
9.912367817383004320e-01 2.860468198242239191e-01 2.035009082031235053e-02 1.747823336914080539e+00 1.159615597167946044e+00 1.981303461914029895e-01 7.182258202470611863e+00 4.331483261265919538e+00 1.127450367813375598e+00 2.465255042763482285e-01 7.379246790900620412e-02 2.064940028298901768e-03
9.812193901367372018e-01 2.948563374023487338e-01 2.116145654296867559e-02 1.788124459472665739e+00 9.546656425781008259e-01 2.321367416992144994e-01 7.092324164409242293e+00 4.341088759026796140e+00 1.109207945373827053e+00 2.558432954403346837e-01 7.947569677176621883e-02 3.182834785669627718e-03
1.032407108398455620e+00 2.783113515625054157e-01 2.297708935546875775e-02 1.728563670410159459e+00 8.726362553710746983e-01 2.084482041015616738e-01 6.297561006591177346e+00 4.345576845195361138e+00 1.131802712040785863e+00 2.432999719773438208e-01 1.344374726813223619e-01 1.516685153341372624e-03
1.002915127441421195e+00 2.876420332031298654e-01 2.140266064453125519e-02 1.816432705566412675e+00 9.147822944335712858e-01 2.306812221679663266e-01 6.733568706739031740e+00 4.343446849575353319e+00 1.119077815024608569e+00 2.501004944627209237e-01 1.038825103239733316e-01 5.326491149669071445e-03
9.901856083984531542e-01 2.857275942382843104e-01 1.992011621093744272e-02 1.865515544921898750e+00 1.137610188964817803e+00 2.348072119140597880e-01 6.674419355286513422e+00 4.363507307401011559e+00 1.086049340029631383e+00 2.495929972564574495e-01 1.245953834916120606e-01 2.931623086663372613e-03
9.993891801757983639e-01 2.848131137695346649e-01 2.016729003906249373e-02 1.831191780761745047e+00 1.208565550292944213e+00 2.328110029296845962e-01 6.810992505271014075e+00 4.344387519812950238e+00 1.115499221998040191e+00 2.473692686199278346e-01 9.286702377814894105e-02 3.181674766227255043e-03
1.009682987304698631e+00 2.839285019531281318e-01 2.097445703124996980e-02 1.904875685058599499e+00 1.000397125976540513e+00 2.367747729492176156e-01 6.686660921115135991e+00 4.345918712427780939e+00 1.119939144130616127e+00 2.469071253848687530e-01 1.373940896912626553e-01 1.422160601778388149e-02
9.829397734375153739e-01 2.831886010742203919e-01 1.894614160156246965e-02 1.984396687988299934e+00 1.175207950195291229e+00 2.617163061523420375e-01 6.971037450709759220e+00 4.368951419189269103e+00 1.074534693412219299e+00 2.471015188508023652e-01 1.142286973392443589e-01 4.371226394755851029e-03
9.660415366211095867e-01 2.943618540039097953e-01 1.973791992187487812e-02 1.828387203613297984e+00 1.059498282714816497e+00 2.391831523437450147e-01 7.350874861168681385e+00 4.346957171059718128e+00 1.092711514856676391e+00 2.549606934288741189e-01 7.507841064809245291e-02 2.251406081865759030e-03
9.768260034179795381e-01 2.845557260742214156e-01 1.922890722656238338e-02 1.907687917480476170e+00 1.021342053710913911e+00 2.430283559570285412e-01 7.397415652228512606e+00 4.350521480098274552e+00 1.094976290804458685e+00 2.455756008272045321e-01 9.917344371470973585e-02 6.924341335164517323e-03
9.871938920898581937e-01 2.852462958984410268e-01 2.012554052734363136e-02 1.869609116699236573e+00 1.032369521484350239e+00 2.392675805664033761e-01 6.740244772408353846e+00 4.369132985275316017e+00 1.077138866854625121e+00 2.495486360837355089e-01 1.345803051270098860e-01 2.909319759149516307e-03
9.873912446289138112e-01 2.815369560546910344e-01 2.078606591796868658e-02 1.874871449707031346e+00 8.808973608398245059e-01 2.485255874023409028e-01 7.424828349582798026e+00 4.356095546293359710e+00 1.093178885980079063e+00 2.445262171699224274e-01 1.014327935264105474e-01 3.231128858362669783e-03
1.029955586914078181e+00 2.754039628906290726e-01 2.045327734375001691e-02 1.859720396484386917e+00 1.000070527832010114e+00 2.073743149414069842e-01 6.046327364739107146e+00 4.349749958706158992e+00 1.125811692270199060e+00 2.378163992809232130e-01 1.505888365426922282e-01 6.816948971494615414e-03
1.001817814453141331e+00 2.834551000976594515e-01 2.005508740234375128e-02 1.852446857421901738e+00 1.201310840820288606e+00 2.323169384765600975e-01 6.767711798352297414e+00 4.346445619202944144e+00 1.114278956963098866e+00 2.462331122353539070e-01 9.760451817540148622e-02 3.897318173704996010e-03
9.845755502929769420e-01 2.775037387695337698e-01 1.943787255859366972e-02 1.952143351074218103e+00 9.501351811523258695e-01 2.491697778320300372e-01 7.562817091934031843e+00 4.356968926214314308e+00 1.090805645264580459e+00 2.398902880645902846e-01 1.069519089782459270e-01 6.774793105698529230e-03
1.061416433105481172e+00 2.718633256835978895e-01 2.283227978515631890e-02 1.839995092285171996e+00 9.147672583007631086e-01 2.011417871093767740e-01 5.848306303242893911e+00 4.344844930219572632e+00 1.148819071448988538e+00 2.381198703926842020e-01 1.444624164378882636e-01 5.201863681679513331e-03
9.637201225586070619e-01 2.892342539062534579e-01 1.915792822265615161e-02 1.917328134277348939e+00 1.067432170410132608e+00 2.560009428710905421e-01 7.656701456418265828e+00 4.349746336679873870e+00 1.088014169095494754e+00 2.495053003746288134e-01 8.006983252294265496e-02 5.143543904878649861e-03
1.010592498535170858e+00 2.838168623046906647e-01 2.080584716796881131e-02 1.888296653808615666e+00 1.084395654785130558e+00 2.381594697265615457e-01 6.484918896636616026e+00 4.353343548398331819e+00 1.110338457304307802e+00 2.477572121715354847e-01 1.212041711289947449e-01 6.242642198294993776e-03
9.960008735351715270e-01 2.832113090820332912e-01 1.930601562500002324e-02 1.876455322753935340e+00 1.225675866210916176e+00 2.539347529296849815e-01 6.610423133961153219e+00 4.358679549707236589e+00 1.095203439873988716e+00 2.472670007632422617e-01 1.190410996963843643e-01 3.545429286784113933e-03
1.002801819824232998e+00 2.859647919921910475e-01 2.158908056640619286e-02 1.843885184570310587e+00 9.181124433593556011e-01 2.339672885742166974e-01 6.772815956447443497e+00 4.348030210179537391e+00 1.113055523378241318e+00 2.486741608423405914e-01 1.324599425788058893e-01 1.018558190473514355e-02
1.013413895019551481e+00 2.777576474609417811e-01 2.115498730468745592e-02 1.752383965820310197e+00 9.431329169921782718e-01 1.684516171874993751e-01 6.808385726130851801e+00 4.330147400770281152e+00 1.142286297643713811e+00 2.371035031608933474e-01 1.151851312307455577e-01 6.693110204348463009e-03
1.008369085449236646e+00 2.819678798828170740e-01 2.102010595703123277e-02 1.803182703613287474e+00 9.782848471679486124e-01 2.066889912109361738e-01 6.847417386251570370e+00 4.336447601680944786e+00 1.131178643606963297e+00 2.433192179862481985e-01 9.251516703123119356e-02 3.882495563242896897e-03
1.021385096191422148e+00 2.808895429687534584e-01 2.132495556640623749e-02 1.833031541992201863e+00 1.067595045410133947e+00 2.059637685546866492e-01 6.434649857360793312e+00 4.343007992642576198e+00 1.129963193263084698e+00 2.439720593767529810e-01 1.267149264457495539e-01 7.872042892961216357e-03
9.831815195312595401e-01 2.810150170898462196e-01 2.049381835937496774e-02 1.912592416503901660e+00 9.298298027343562255e-01 2.509298588867170943e-01 7.604496125675915152e+00 4.353795990253579440e+00 1.094049761006282706e+00 2.430002224964347146e-01 1.044729634129365481e-01 6.461277790092891798e-03
1.009944330078140995e+00 2.815315498046895293e-01 2.009139501953129819e-02 1.861014697753942349e+00 1.307046594238262083e+00 2.448196030273419865e-01 6.637409158393857034e+00 4.345697965991463185e+00 1.119337436773304661e+00 2.450600927673455554e-01 9.051053101869215023e-02 2.018576539719122050e-03
9.791792260742381293e-01 2.899497377929729502e-01 2.069345458984365310e-02 1.790320833984377025e+00 9.925892329101370093e-01 2.161902851562471362e-01 7.446598534696924787e+00 4.331528199453433814e+00 1.120992848175802248e+00 2.488099734961672915e-01 7.218016016829337245e-02 4.500023511217923593e-03
9.793068071289189325e-01 2.898178750000036663e-01 2.024143164062491840e-02 1.869794927246102301e+00 9.864732075195057348e-01 2.478898305664027080e-01 7.412410657745577502e+00 4.342401581415897382e+00 1.106125915584956987e+00 2.510020724333151265e-01 7.935556702858943823e-02 5.301795023090181448e-03
1.005241673339856145e+00 2.812313251953161286e-01 2.167328417968738749e-02 1.867010547363280093e+00 9.517949399413877520e-01 2.431491669921857501e-01 6.626431873362809810e+00 4.366741453722415400e+00 1.090401451324314985e+00 2.464492283387301197e-01 1.685979296406325267e-01 9.245420369250894471e-03
9.843269140625150460e-01 2.862982285156280837e-01 1.965312939453118038e-02 1.856167731445331315e+00 1.095880962890598997e+00 2.403618574218714665e-01 6.999888926488239349e+00 4.354702604837590307e+00 1.093770489353895758e+00 2.489191520174141581e-01 1.013924903759954171e-01 3.117173304810629854e-03
1.011221376464858990e+00 2.849701840820341725e-01 2.105657324218750126e-02 1.862588197265643730e+00 1.111861944335913233e+00 2.173118120117176755e-01 6.553155823392720514e+00 4.343990067259110077e+00 1.123103662644440393e+00 2.475593438103128596e-01 1.209017489950513641e-01 9.047289403382586040e-03
9.484388500976688174e-01 3.003873442382854475e-01 2.034136962890603292e-02 1.814319907714848190e+00 9.373795117187249115e-01 2.499954780273384303e-01 7.678487758081968373e+00 4.348023019815794754e+00 1.081196281698527661e+00 2.598052808478075737e-01 7.715173410196712878e-02 2.957184530995707761e-03
1.012704195800795182e+00 2.759228583984400518e-01 1.830684033203132388e-02 1.855454308105477512e+00 9.961934707031091518e-01 1.856218081054704649e-01 6.123664314735914438e+00 4.340550305645807683e+00 1.128207608077119062e+00 2.297826026065922511e-01 1.578657564658295931e-01 1.260258581141932357e-02
9.845338466796959009e-01 2.805076274414094462e-01 1.973435302734363045e-02 1.887107936523447105e+00 9.865457216796628126e-01 2.462895478515595149e-01 7.118346957609627879e+00 4.368286859504076247e+00 1.076422941790706966e+00 2.444489951684725160e-01 1.240527143855767178e-01 2.560947629563651694e-03
1.002685561035171702e+00 2.806557500000027017e-01 1.980857519531247987e-02 1.886675179687522963e+00 1.119670641601537620e+00 2.387699462890605917e-01 6.539530515001869659e+00 4.363141042909457035e+00 1.093490991187442196e+00 2.453317240019571299e-01 1.376623509690636238e-01 5.017994347504960151e-03
9.981179179687649228e-01 2.876918623046912926e-01 2.107941992187494645e-02 1.855827946289075214e+00 1.021071457031225815e+00 2.416761386718725146e-01 6.748280703533638736e+00 4.352259152797341990e+00 1.104748354130631105e+00 2.509792010586855970e-01 1.223999884238475971e-01 7.536143110386703606e-03
9.901049614257961817e-01 2.867887309570341658e-01 1.960596777343739938e-02 1.881501088867198135e+00 1.052671900390603543e+00 2.223974550781235293e-01 6.950521287277864779e+00 4.340317375784623621e+00 1.116241613881828743e+00 2.465000848531500033e-01 1.133511790669198410e-01 1.154529525298670506e-02
1.007426951171887852e+00 2.871753159179698534e-01 1.985417285156251474e-02 1.947498730957056390e+00 1.217626074707013339e+00 2.260835781249994625e-01 6.167543151364113463e+00 4.353278901931346034e+00 1.109018816978764699e+00 2.490181798548799508e-01 1.492882857223233328e-01 1.340269158936381426e-02
9.868890781250162503e-01 2.912417861328168711e-01 2.090069384765613422e-02 1.800407490234386065e+00 9.907799912109128693e-01 2.285923007812463992e-01 7.006289404748278216e+00 4.343775133385725518e+00 1.109191820578077081e+00 2.528214020053858313e-01 9.240128644232614707e-02 4.234080277116265140e-03
9.778826123047058561e-01 2.927672685546925946e-01 2.087166943359363910e-02 1.784153770019539786e+00 9.879194492187293175e-01 2.178335561523400132e-01 7.060927831908072605e+00 4.348170183514018738e+00 1.098654420107573193e+00 2.538926086469840970e-01 9.776608939694150791e-02 2.725701043831681419e-03
9.891619609375164046e-01 2.832300683593783619e-01 2.023028173828119239e-02 1.804056374511723737e+00 9.774930590820144483e-01 2.039838315429663429e-01 7.309598328251095012e+00 4.337100982626544976e+00 1.119709837474385461e+00 2.435004645547187430e-01 9.157338855344691886e-02 5.313796230378304945e-03
9.818834707031419695e-01 2.931894741210988586e-01 2.065761279296868258e-02 1.822212338867193804e+00 9.364376020507600984e-01 2.243281313476532812e-01 6.861669328276814639e+00 4.346775750312835029e+00 1.103181960504379333e+00 2.533809558820388497e-01 1.073424028318968187e-01 6.416451472361597852e-03
1.012799264648452047e+00 2.812016977539098517e-01 2.072520849609374438e-02 1.854938176269550043e+00 1.068400405273413734e+00 2.261450517578109665e-01 6.598790937815881108e+00 4.348082111256122317e+00 1.118479685986950800e+00 2.447988523324401144e-01 1.207123336297710875e-01 6.983751957449423411e-03
1.024674679687513246e+00 2.844033417968763189e-01 2.137647851562504003e-02 1.900382507324242631e+00 1.170747176757792607e+00 2.159824770507810521e-01 6.169206704661221785e+00 4.346315992234120351e+00 1.127416137777862426e+00 2.479844467764150406e-01 1.412969134048528141e-01 1.204328523631944224e-02
9.987412724609499026e-01 2.814703051757839192e-01 2.001009179687495906e-02 1.896599671386731467e+00 1.020451090332007649e+00 2.424713486328099743e-01 6.957493584644196538e+00 4.351111401684531366e+00 1.106682909217267197e+00 2.445651664745706610e-01 1.157139933189505893e-01 7.895178048132688031e-03
9.790501484375148111e-01 2.865122495117217727e-01 1.944078320312488117e-02 1.840355941894552316e+00 1.137258740722630446e+00 2.328521074218714015e-01 6.977518243933761966e+00 4.359910157593654745e+00 1.084279382495947130e+00 2.493135309836346514e-01 1.105135939448261273e-01 1.738526169567884911e-03
9.826136557617368705e-01 2.883745942382858751e-01 2.005000878906238945e-02 1.785906691406263569e+00 1.073219745117167445e+00 2.030790156249964729e-01 7.239762559749901349e+00 4.335295672543677981e+00 1.117936474749497755e+00 2.482381296034656959e-01 7.565130660760825687e-02 3.019046378270792783e-03
9.763501445312589011e-01 2.844688110351594190e-01 2.026231640624981747e-02 1.856700305175785548e+00 9.279533144531010302e-01 2.511762890624963940e-01 7.427955996057798771e+00 4.360775308386575233e+00 1.080759193042163169e+00 2.470549710350927186e-01 1.077922939782059303e-01 2.719346453030347267e-03
1.044165614257826613e+00 2.773961752929723912e-01 2.258101220703127854e-02 1.808431648925787005e+00 8.884908774413919907e-01 1.857274643554694682e-01 6.006733368252375804e+00 4.340206435521086092e+00 1.146131961807812960e+00 2.410041215047651064e-01 1.391469403589610521e-01 6.433083048549893303e-03
9.815169135742358719e-01 2.920605717773480103e-01 2.054267626953117792e-02 1.823859270019549728e+00 1.072092278320284642e+00 2.427445820312460478e-01 6.812054156763790225e+00 4.358002893395754640e+00 1.087802914957799905e+00 2.549279155212811343e-01 1.115314843418192120e-01 2.618058427759658354e-03
1.004072624511730849e+00 2.797979936523452005e-01 1.990389648437502004e-02 1.982096042480484099e+00 1.054116890136697071e+00 2.607050898437496267e-01 6.945375873772046127e+00 4.354840061185315747e+00 1.104250914264322647e+00 2.438332058996818263e-01 1.236408955729127457e-01 1.140878030425913209e-02
1.012987888183610297e+00 2.851942534179735533e-01 2.193892236328126924e-02 1.797427553222659791e+00 9.148153417968564183e-01 2.049295620117173311e-01 6.510299057844952664e+00 4.343048684513629354e+00 1.125112340857665316e+00 2.476283604450897624e-01 1.227307905050314674e-01 6.440078152320916419e-03
1.011267751464865361e+00 2.758123422851607165e-01 2.156507958984360193e-02 1.681174677734378342e+00 1.041365916503893541e+00 1.601620478515606849e-01 7.060909582525752626e+00 4.332776686286882395e+00 1.137219909048333699e+00 2.373192605608537287e-01 1.128819701695045058e-01 2.620738827978437609e-03
9.706783139648599290e-01 2.855842089843784737e-01 1.855450146484356397e-02 1.819728119140631151e+00 1.035661454589828390e+00 2.038269306640604628e-01 7.508777586543355476e+00 4.332067562888565426e+00 1.115850382321744716e+00 2.425339360550561874e-01 8.735094661496264901e-02 7.796776394382962973e-03
9.774494477539251713e-01 2.944324082031302137e-01 2.079432763671863749e-02 1.791153099609387622e+00 1.024139398437475812e+00 2.213403046874961033e-01 6.746143936481075798e+00 4.357929243726101021e+00 1.085981526903794014e+00 2.566423236038049560e-01 1.202165400754399982e-01 2.763583359051744945e-03
9.885168452148571649e-01 2.881440102539094550e-01 2.052069140624993016e-02 1.890295578613292893e+00 1.073113568847632315e+00 2.402258369140600480e-01 6.898312905516734261e+00 4.353932291533531895e+00 1.097660280152630730e+00 2.503116143529708904e-01 1.210034234921189972e-01 8.459375318504493493e-03
1.001512226074236178e+00 2.864667622070353747e-01 2.107523437499998764e-02 1.807868265136734154e+00 1.049348586425754792e+00 2.265177163085913825e-01 6.681677259448168371e+00 4.347714161694896440e+00 1.112524811459289609e+00 2.493478780279559659e-01 1.080180947744954073e-01 3.412438252861966451e-03
9.799006552734529363e-01 2.876318168945345422e-01 1.932534326171867975e-02 1.874094001953143795e+00 1.119221073730443106e+00 2.298086816406218758e-01 6.968435482523974045e+00 4.354417482397527905e+00 1.092271808207122774e+00 2.490151454211236848e-01 1.064175282805932821e-01 4.832631397982707980e-03
9.919383530273634397e-01 2.916045751953177390e-01 2.138134716796868257e-02 1.776410045410166338e+00 9.768260742187281354e-01 2.134518535156219587e-01 6.841335327840432079e+00 4.341994634439189760e+00 1.114541738631813717e+00 2.530190829642495198e-01 1.012618496822155212e-01 4.615677777365385925e-03
9.758051074218917487e-01 2.873671894531292237e-01 1.894499609374985030e-02 1.828916923339853673e+00 1.040700430664042386e+00 2.107819985351538083e-01 7.190167382220669090e+00 4.340406898968199201e+00 1.108035779570710311e+00 2.458080239742438944e-01 9.778405077241858478e-02 7.004966789965585625e-03
9.934431289062611858e-01 2.811540039062530583e-01 1.996868749999991879e-02 1.902620451660166578e+00 1.018058822265602625e+00 2.382211684570290089e-01 6.835694345518614767e+00 4.363875737156106105e+00 1.087832285512303487e+00 2.447584181239133572e-01 1.396448481539946940e-01 7.134573153723716005e-03
1.000681781738297804e+00 2.810755263671916859e-01 1.975538476562490459e-02 1.812246151855482879e+00 1.080109257812477352e+00 1.927495083007798315e-01 6.675976638527187923e+00 4.345195546693588540e+00 1.115573217688800023e+00 2.417630214214716577e-01 1.179871238217834739e-01 4.778876733809093828e-03
