M Y Z alpha diffusion overshoot age log_g radius Y_surf X_c mass_cc
9.892205708007966170e-01 2.886301552734413800e-01 2.032385693359368972e-02 1.842417222167984203e+00 1.064599385742161175e+00 2.270638061523404250e-01 6.911841136690409115e+00 4.348247490902071632e+00 1.105140915076137098e+00 2.505781611108752194e-01 9.999138266669967134e-02 4.752046466423513749e-03
9.880824414062671091e-01 2.868433715820348229e-01 1.964301171874994340e-02 1.871893391601582080e+00 1.112441420410129611e+00 2.241645878906229628e-01 6.659872616811741253e+00 4.357824089485719199e+00 1.092535005180767627e+00 2.486012169692281837e-01 1.246466197773739987e-01 5.647719132541671044e-03
9.986858959961034676e-01 2.831620507812537824e-01 2.038852587890617463e-02 1.852255233398444778e+00 9.398837309570082788e-01 2.343844873046844746e-01 6.855818981646292443e+00 4.351549904232316024e+00 1.106138808074235813e+00 2.463546289485939733e-01 1.180291394310932773e-01 6.226357115470081485e-03
1.035109716796886126e+00 2.770925039062533402e-01 2.116676611328131147e-02 1.893820966308612075e+00 9.935340317382612696e-01 2.150928125000010072e-01 6.346796378229192293e+00 4.339079229868046284e+00 1.142770469776644093e+00 2.405459479264359657e-01 1.211753504644496465e-01 1.004253680955146701e-02
9.658434760742329317e-01 2.843662700195340731e-01 1.755501074218734220e-02 1.880071841796889576e+00 1.095540881835915137e+00 2.293297861328105203e-01 7.293919751383909578e+00 4.348852799753482046e+00 1.091506696724185765e+00 2.421350365902933954e-01 1.080206313108009741e-01 8.169271402844591537e-03
1.003941354980484979e+00 2.816288823242223405e-01 1.983452929687495869e-02 1.864421344726582053e+00 1.136514076660130712e+00 2.125121215820295895e-01 6.614845747889702920e+00 4.349942558487241762e+00 1.111499611338122584e+00 2.440160925171657169e-01 1.199145191717757436e-01 6.220071163535903329e-03
1.010628581542985405e+00 2.852873671875036377e-01 2.124250830078123695e-02 1.830317147949231948e+00 1.046074889160134358e+00 2.046716752929675365e-01 6.588714160943738740e+00 4.339996963276661290e+00 1.128008589157718733e+00 2.470520672815163798e-01 1.164705955148578609e-01 8.394494890291337788e-03
1.022638130371106291e+00 2.808565117187521998e-01 2.059948242187506842e-02 1.925051434570334896e+00 1.070551781249979850e+00 2.304205097656252810e-01 6.371005230897111460e+00 4.346561539316047273e+00 1.125851490710310543e+00 2.445939084822465748e-01 1.291469138628171531e-01 1.124403955788713140e-02
1.002947687011737976e+00 2.875188442382855536e-01 2.240070410156252273e-02 1.770064991699217050e+00 9.082191181640448807e-01 2.174366518554662064e-01 6.917663751280833218e+00 4.338463568155734862e+00 1.125483006801420327e+00 2.493441999117495256e-01 1.017790999288420567e-01 4.938631759188904201e-03
1.018191472656269525e+00 2.766673671875038987e-01 2.093642138671873709e-02 1.781986268554685893e+00 9.450493310546751458e-01 1.736022592773437401e-01 6.647191756520809847e+00 4.331987825923577340e+00 1.142530655626335934e+00 2.360185984531812386e-01 1.210581349565767739e-01 7.598449271813060082e-03
9.942937529296909105e-01 2.709895795898464854e-01 2.010047851562487067e-02 1.971144868652340287e+00 9.051588823241992765e-01 2.634505239257801668e-01 7.762608732708923043e+00 4.362813170596163914e+00 1.088116779744870533e+00 2.352813670425484283e-01 1.018956719885355661e-01 4.075943759134903650e-03
1.002787115722675759e+00 2.869280517578166045e-01 2.147656103515619558e-02 1.783493671386724211e+00 9.607590532226401026e-01 1.985527036132797851e-01 6.790118188795274179e+00 4.335673930726636982e+00 1.129167006527063810e+00 2.475122376446417527e-01 1.057125266118365547e-01 6.682955894746732406e-03
9.782105268554852628e-01 2.851609633789105036e-01 1.862453173828119632e-02 1.831511359375004755e+00 9.354157460937327917e-01 2.194353994140610387e-01 7.094140606488754663e+00 4.339679089397666445e+00 1.110042388598188934e+00 2.425341759252067908e-01 1.080642618412321065e-01 8.601190593184209962e-03
9.980798173828270281e-01 2.854741235351581641e-01 1.899281347656246385e-02 1.927259676269554856e+00 1.143005266113263030e+00 2.208773178710941032e-01 6.406882895376198483e+00 4.349735175186926206e+00 1.108270967077814584e+00 2.449879857815758233e-01 1.360182991769939287e-01 1.227596110314612028e-02
1.009375002929699949e+00 2.801244877929718879e-01 2.016462011718756983e-02 1.902938888671892537e+00 1.048317197753880992e+00 2.461438686523420571e-01 6.761035778892485304e+00 4.349927120264235114e+00 1.113938426925819014e+00 2.439636797520280675e-01 1.051706617869361676e-01 5.705755268839902451e-03
1.024272855957048645e+00 2.816145361328175056e-01 2.236472558593751922e-02 1.768239344726570961e+00 9.521346547851369246e-01 1.968350610351551899e-01 6.388534797410626354e+00 4.341994234392672958e+00 1.132570711859632873e+00 2.451435300792599581e-01 1.259630079328544761e-01 4.497231042906501240e-03
1.003501091308603765e+00 2.732988906250026773e-01 2.008491650390622704e-02 1.980741996093759338e+00 9.667981640624779827e-01 2.639639389648431034e-01 7.047316505285508903e+00 4.371806573343246072e+00 1.082166986800806363e+00 2.390020546307813909e-01 1.282035270345916189e-01 4.037817426329017197e-03
1.001865388183612149e+00 2.846844565429731411e-01 2.098895751953115674e-02 1.778633868652352623e+00 1.004053734863263658e+00 1.922178793945297781e-01 6.747141623140929134e+00 4.339346466627773680e+00 1.123782874529029918e+00 2.452011751657317551e-01 1.081253496041278683e-01 4.512594927039120796e-03
9.825949794922048675e-01 2.909669042968794361e-01 2.030496582031242336e-02 1.812712763183605524e+00 1.062305529785130487e+00 2.216061469726527400e-01 7.276645772476928897e+00 4.332309702157300713e+00 1.121844704791134406e+00 2.507205473560296105e-01 6.705570602256398505e-02 4.057612764475656761e-03
9.770067734375150748e-01 2.918401166992222184e-01 2.066263183593735828e-02 1.855047604003906114e+00 9.770616679687290640e-01 2.323499975585910926e-01 6.996507689634145599e+00 4.352373771024248050e+00 1.093215314965163110e+00 2.518717618767705724e-01 1.334803279523240904e-01 1.123519128102244170e-02
9.968206059570463573e-01 2.842995693359423037e-01 2.136560400390617731e-02 1.825989909179692727e+00 9.491309296874796964e-01 2.391093500976532726e-01 6.569760333609561798e+00 4.368949329714759244e+00 1.082918722221849261e+00 2.492297201885061986e-01 1.569947459639176590e-01 4.191856051370007087e-03
9.724025244140741542e-01 2.858854375000031700e-01 1.964625097656241826e-02 1.921211261230475920e+00 9.908221088866946413e-01 2.583547407226529091e-01 7.480803970721272123e+00 4.360613613853592696e+00 1.078628625419986609e+00 2.482780713354379720e-01 9.364605790061962531e-02 2.769395733651598256e-03
9.952943911132899890e-01 2.753255986328148608e-01 1.957995312499995894e-02 1.951441784179696715e+00 9.888556625976316905e-01 2.568531274414049825e-01 7.117799301076240148e+00 4.368733757884491808e+00 1.081744047342648507e+00 2.401605714018552606e-01 1.233923006030999414e-01 3.866413096110619865e-03
1.021161900390639143e+00 2.827510302734413949e-01 2.176854052734377570e-02 1.849505242187511111e+00 9.672991489257610764e-01 2.243604165039054799e-01 6.458941299251549140e+00 4.345319563375640293e+00 1.126738318331498956e+00 2.465445431175402879e-01 1.285723007631472126e-01 9.015855723270505689e-03
9.951142900390776980e-01 2.880462001953146278e-01 2.021893554687501440e-02 1.910971761230493504e+00 1.211458284667948027e+00 2.420804658203103144e-01 6.774521923793521694e+00 4.349737881478214163e+00 1.106347226659341043e+00 2.506355728479504053e-01 1.103285602221607958e-01 8.556628645008973466e-03
9.941328125000146176e-01 2.830250595703152627e-01 1.938188916015624180e-02 1.901614787109397575e+00 1.148018932617162369e+00 2.398887001953101950e-01 6.740973176579902137e+00 4.358562546617803513e+00 1.094788122276668219e+00 2.464055267261449911e-01 1.168731470857131000e-01 4.873427770977781237e-03
