M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.368173403320308790e+00 2.650023007812498110e-01 2.040047851562506315e-02 1.872107346679671824e+00 1.095071577148447606e+00 3.089068984374993554e-01 2.963438092111898126e+00 3.146579880443051147e-01 4.091231826826148499e+00 1.744169635402022189e+00 2.172999414949506602e-01
1.372814276367188890e+00 2.733876240234364707e-01 2.269875976562492001e-02 1.903577567382813029e+00 2.279510270507818070e+00 2.737454667968748367e-01 2.817276415563094716e+00 3.094478765022476430e-01 4.091190787678938179e+00 1.748411792674475329e+00 1.926463486601334429e-01
1.394914553710940863e+00 2.660186992187498767e-01 2.242468847656265904e-02 1.786051163085931259e+00 1.321845001953135368e+00 2.614078720703134073e-01 2.792654515160279072e+00 3.161944951132544812e-01 4.077740511961167158e+00 1.788071515429987546e+00 2.030790745885501791e-01
1.332873273437506612e+00 2.720924931640609223e-01 1.780921679687506518e-02 2.048216901367181819e+00 1.095621368164064746e+00 3.493907460937508702e-01 2.931850096055845345e+00 3.042232284803101372e-01 4.103081726607876512e+00 1.698589293718576254e+00 2.217288178925863884e-01
1.341401932617187098e+00 2.694401455078100915e-01 2.010533984374995864e-02 2.030517354492181958e+00 1.103994741210937658e+00 3.477401992187475477e-01 3.296203193372733153e+00 2.686251694187678507e-01 4.093130979380904755e+00 1.723563938543778873e+00 2.256429899433871344e-01
1.375049907226562729e+00 2.651539687499998577e-01 2.095102343750007007e-02 1.769510589843742210e+00 1.499930603515629013e+00 2.962646474609374470e-01 2.680727638801647661e+00 3.634444816885581409e-01 4.104128498018193127e+00 1.723019793226211016e+00 1.985731068770733021e-01
1.508767852539071974e+00 2.463964296874983362e-01 2.831150292968762083e-02 1.991672124999972926e+00 1.419039225585960962e+00 1.382252441406267851e-01 2.500930168550185240e+00 3.019217819701405237e-01 4.106210406219561904e+00 1.799189086939388726e+00 1.917475802020738584e-01
1.345596782226570420e+00 2.803786845703113983e-01 2.068997949218752061e-02 1.907660392578132358e+00 2.410237742187496313e+00 2.733719501953126851e-01 2.772063494373643078e+00 2.974741774543799844e-01 4.080353323370430552e+00 1.751467814431858283e+00 1.866028825067365393e-01
1.371385825195316155e+00 2.693991513671877280e-01 2.142437988281257338e-02 1.739499383789060660e+00 1.658064024414062532e+00 2.801766416015628036e-01 2.652976646221521406e+00 3.573902382978160763e-01 4.098565745240012603e+00 1.731791133670174121e+00 1.966513664645531123e-01
1.375447152343744817e+00 2.732085771484356052e-01 2.263879003906247439e-02 1.873944569335923571e+00 6.515546132812497504e-01 1.806783916015642366e-01 2.770688795358712486e+00 2.654389551359909727e-01 4.109413263639643432e+00 1.711341301244957425e+00 2.446117973819878499e-01
1.372765264648433847e+00 2.631643906249991338e-01 2.087241992187504128e-02 1.875073112304674661e+00 1.168333387695322356e+00 3.102931044921873327e-01 3.013366365994211371e+00 3.093954270221937475e-01 4.090932245750262375e+00 1.748103803130408807e+00 2.176971888094251240e-01
1.347791693359372323e+00 2.620330185546881352e-01 1.823026464843761213e-02 1.736530398437489797e+00 3.372115644531219480e-01 2.969112451171896927e-01 3.039500602051236289e+00 3.092403695144450571e-01 4.090769536106424908e+00 1.731709899123409224e+00 2.451194163880698329e-01
1.349382712890623726e+00 2.719813222656243257e-01 1.990538476562505113e-02 1.913507498046867816e+00 1.262694419921879252e+00 2.980783193359376471e-01 3.013216093593547029e+00 2.830768037205788068e-01 4.081201910602662686e+00 1.752015800985655458e+00 2.156118912783058228e-01
1.416406407226559416e+00 2.541212919921880808e-01 2.255275683593772548e-02 1.715913908203116067e+00 8.257941582031318450e-01 2.581415458984392952e-01 2.897123143203916840e+00 3.200295919272024281e-01 4.075435287705682974e+00 1.806918517631131094e+00 2.144542866516245816e-01
1.365161472656252206e+00 2.661625332031253843e-01 2.051833886718763128e-02 1.753785596679679371e+00 1.172037645507820969e+00 2.890490937500005408e-01 2.860343350437911436e+00 3.322247643012166129e-01 4.089426415687560379e+00 1.745551057176207399e+00 2.101682724077155451e-01
1.409702090820316833e+00 2.820342880859369461e-01 2.718467382812483554e-02 1.999068510742181504e+00 6.369233623046893777e-01 1.360109453125008250e-01 2.642100544762961079e+00 2.277589802963272403e-01 4.108656188482751048e+00 1.735361556914199799e+00 2.564268205354467423e-01
1.409510461914061707e+00 2.626529775390621935e-01 2.257544238281258137e-02 1.913642812499993573e+00 1.029323354492196918e+00 2.932312783203129825e-01 2.809715447586962789e+00 3.131901211489694914e-01 4.086931014746897795e+00 1.779190793605169629e+00 2.142810448254812150e-01
1.353537393554689716e+00 2.744264374999983436e-01 2.143092285156248528e-02 1.985338630859376785e+00 2.039321488281249817e+00 3.076930966796863620e-01 2.975533945160116378e+00 2.935125257956883171e-01 4.094359825408913522e+00 1.729344784539812441e+00 2.010039265805839415e-01
1.402510317382802185e+00 2.653207529296867095e-01 2.132529687500015966e-02 1.739093709960951362e+00 4.110212128906242102e-01 1.747791650390634888e-01 2.453385466335558096e+00 3.211585649995090108e-01 4.106770852244698844e+00 1.735215621516183582e+00 2.310564771879510537e-01
1.352730428710936961e+00 2.728744628906240033e-01 2.002731249999997742e-02 1.972662596679672697e+00 1.076609254882819444e+00 3.142314736328119529e-01 2.997121957628459121e+00 2.881881802780409951e-01 4.087855422909903780e+00 1.740947031093039277e+00 2.227566004949734502e-01
1.431157714843753315e+00 2.611763095703119042e-01 2.568621972656260494e-02 1.797409803710930731e+00 1.494350264648448778e+00 2.025216406250012757e-01 2.646188304312827810e+00 3.239005889083870771e-01 4.098384849581916178e+00 1.770308511347364888e+00 1.999674734762804107e-01
1.384642765624999994e+00 2.660581533203120741e-01 2.185594433593759933e-02 1.809374680664055823e+00 1.530245510742192838e+00 2.816083789062504561e-01 2.728612348571768376e+00 3.413409526866395538e-01 4.094975485055650566e+00 1.747524516665659000e+00 1.979484060018348868e-01
1.353362213867188579e+00 2.690129082031227914e-01 2.017219042968743103e-02 2.075346575195305743e+00 7.641893886718733597e-01 3.364807636718744055e-01 3.171781172530685033e+00 2.706762333743942261e-01 4.099633872073618512e+00 1.717158099917278635e+00 2.343577523444262956e-01
1.362920707031258338e+00 2.824294277343745718e-01 2.354025878906249036e-02 1.750815036132834956e+00 2.929026755859362119e+00 2.050193457031242450e-01 2.711104374653103388e+00 2.977693668155882989e-01 4.071330708494510731e+00 1.782983686770701182e+00 1.621368306431678896e-01
1.367884877929686605e+00 2.645735136718755931e-01 2.124962792968761519e-02 1.748892111328124610e+00 1.309571326171884431e+00 2.844256542968756629e-01 2.961779701200273340e+00 3.202149608930727753e-01 4.089774646364772615e+00 1.747707299451485063e+00 2.161567628092573023e-01
1.382218665039064653e+00 2.705044277343734982e-01 2.191137304687498441e-02 2.072901465820316425e+00 8.060009277343757050e-01 2.518472460937512536e-01 2.949114544232773749e+00 2.473523062009772011e-01 4.096745083582687741e+00 1.740656629478521511e+00 2.358246074058006070e-01
1.329575378906259875e+00 2.714752802734368142e-01 1.793359667968754539e-02 1.866161996093750330e+00 1.125573329101564823e+00 3.160680458984391206e-01 2.924332442173490421e+00 3.099601393602445243e-01 4.090517081615295147e+00 1.720585587157668073e+00 2.157022501189575225e-01
1.429484834960936146e+00 2.606082529296871453e-01 2.445431250000011658e-02 1.752834055664066248e+00 9.014847128906267049e-01 1.979698115234386213e-01 2.611399158101790796e+00 3.209442095923951688e-01 4.092869491072244514e+00 1.780083629098840659e+00 2.083107204086571684e-01
1.410490988281251079e+00 2.601292216796859402e-01 2.340631445312500031e-02 1.998022546874985261e+00 9.942279716796896816e-01 2.604352138671888750e-01 2.907155968182457695e+00 2.907798776326981360e-01 4.104289182336613884e+00 1.743997742555721597e+00 2.191943258795116256e-01
1.327481747070312856e+00 2.731233701171868478e-01 1.796932128906255852e-02 1.933774477539054182e+00 7.754198955078154265e-01 3.232746191406248859e-01 3.054496477848797298e+00 2.846599015864916260e-01 4.088869069129010825e+00 1.722247141410602866e+00 2.338705191712865672e-01
1.361022064453126124e+00 2.689701289062480516e-01 2.067886914062498985e-02 2.014437651367177118e+00 8.146209707031235592e-01 3.267077695312493590e-01 3.072544259499807584e+00 2.863404054257664977e-01 4.099250702116695066e+00 1.722642114255905188e+00 2.314689106674595043e-01
1.358098266601571513e+00 2.541960976562502306e-01 1.711908984375028198e-02 2.299602433593728623e+00 5.910280156250000694e-01 4.042399443359416811e-01 3.292988893339130474e+00 2.606476598408732914e-01 4.102891881123244211e+00 1.714882099836066098e+00 2.283978206751818285e-01
1.373464665039065613e+00 2.730880400390613971e-01 2.263796874999991424e-02 1.960292282226566041e+00 2.714336970703134622e+00 2.918444199218738766e-01 2.855596683099260513e+00 3.015794671181120101e-01 4.087784467883372130e+00 1.756539611207954765e+00 1.881187548875843385e-01
1.349228005859374191e+00 2.678703759765613812e-01 1.921693749999996148e-02 1.965169929687478279e+00 8.509089091796905313e-01 3.344558681640609210e-01 2.929446792305625102e+00 3.249092295886989445e-01 4.112245723022443400e+00 1.690429820502344693e+00 2.242152855744934947e-01
1.288059710937504931e+00 2.792473476562499779e-01 1.695531347656253213e-02 1.944712942382817999e+00 8.941900751953152371e-01 3.422466025390634159e-01 3.267910641092670154e+00 2.666692412332958284e-01 4.092430905246202677e+00 1.690360637063413662e+00 2.372115244421189040e-01
1.372958949218748836e+00 2.661378281249987543e-01 2.152677539062497827e-02 1.948889212890610789e+00 1.326418785156255220e+00 3.110791386718742002e-01 3.061650167986015081e+00 2.903415152521522380e-01 4.088695915731177521e+00 1.753229911948900765e+00 2.169567681482246768e-01
1.370219231445312325e+00 2.686802919921859600e-01 2.102162499999998130e-02 1.976011677734360816e+00 1.733840900390625439e+00 3.033258037109364813e-01 2.856493155702223063e+00 3.126842666810021321e-01 4.096957782212236943e+00 1.734430974008361659e+00 1.966756860368028825e-01
1.359845143554691216e+00 2.750107949218746906e-01 2.172841015625000954e-02 1.847285688476568488e+00 2.163059427734370654e+00 2.608289931640622727e-01 2.885500071620719531e+00 2.922146745925293110e-01 4.077374285342929561e+00 1.767184056720154661e+00 1.947785588622130970e-01
1.361012573242183166e+00 2.645559482421863673e-01 2.013174902343747505e-02 1.935623179687479212e+00 1.020296964843754317e+00 3.252214218749985286e-01 3.063721175866199520e+00 3.055180046467820820e-01 4.096945444196967934e+00 1.728504074212264818e+00 2.192278117570118645e-01
1.377777971679684743e+00 2.617402607421872029e-01 2.120175976562509862e-02 1.806046216796866943e+00 1.280997504882823046e+00 2.999985439453127234e-01 2.976935679384382638e+00 3.195746892520996973e-01 4.088369814545284697e+00 1.756821326819245188e+00 2.139393689369741280e-01
1.374487396484378676e+00 2.653904238281241112e-01 2.082838183593752751e-02 2.038478039062488811e+00 1.531208825195317091e+00 3.313853759765619245e-01 2.937820527801262127e+00 3.071462725716801456e-01 4.100579398982352686e+00 1.730788245645863199e+00 2.084257785249695460e-01
