M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.313033824218735823e+00 2.853217207031223390e-01 1.918692968749990957e-02 1.818969982421870579e+00 1.285417910156254895e-01 1.734824394531267189e-01 3.160175166693280246e+00 1.545887458234519729e-01 4.072641952740890581e+00 1.745817989648925872e+00 2.798624911693298745e-01
1.264994694335934478e+00 2.807291777343743355e-01 1.626427246093751014e-02 1.818258842773444961e+00 1.673794941406248349e-01 2.330806875000018263e-01 3.604718380680426382e+00 1.512184820566055410e-01 4.066993980811988152e+00 1.724763592684203317e+00 2.715098035169331570e-01
1.398459901367183233e+00 3.027624589843760927e-01 2.852301074218727139e-02 1.855809056640640886e+00 7.479609667968764586e-02 8.765042578125002704e-02 2.320561189531981316e+00 2.114736932765483579e-01 4.097739111770370535e+00 1.750172960263302269e+00 2.986718519714906539e-01
1.344122238281242110e+00 2.703593798828119454e-01 1.999692578125002174e-02 1.818329724609375919e+00 3.353111640624978906e-01 2.269274472656276076e-01 3.229761444238747004e+00 2.135012772212288301e-01 4.076760848576241436e+00 1.757637766683903591e+00 2.549728808823796822e-01
1.384410958984373385e+00 2.901514619140628803e-01 2.725028710937472953e-02 1.908821958984378453e+00 3.111541542968740970e-01 1.008286953124998692e-01 2.997364100957681465e+00 1.122403965688534844e-01 4.067356920748773419e+00 1.804085860506414729e+00 2.797701322470856344e-01
1.322088855468739998e+00 2.740999843749995502e-01 1.967300976562503384e-02 1.997545406250006872e+00 3.175987949218742057e-01 2.474623046875026044e-01 3.503490918829069489e+00 1.619388754287252596e-01 4.082949955224663086e+00 1.730770640176283681e+00 2.601831399049419624e-01
1.353597800781238814e+00 2.877167802734345026e-01 2.146435644531227704e-02 1.805966132812493186e+00 1.714170839843760230e-01 1.291306523437496245e-01 2.711564155899411688e+00 1.910236168048708161e-01 4.081988337300030523e+00 1.752427625503687247e+00 2.803049694330413399e-01
1.390065644531247813e+00 2.873519951171873976e-01 2.720865332031220316e-02 1.879716071289057044e+00 4.970025566406209849e-01 9.749164160156222059e-02 2.845446703275765987e+00 1.616138747782314700e-01 4.082197491515435317e+00 1.777237349553546508e+00 2.696895643145734711e-01
1.342063674804677031e+00 2.900442499999978385e-01 2.344033593749983782e-02 1.834330223632804513e+00 5.252413056640580225e-01 1.402423554687505514e-01 3.077509808638420274e+00 1.510086285351284197e-01 4.069887387886075736e+00 1.771327349031082354e+00 2.726029460181182418e-01
1.336743337890616612e+00 2.913218847656239285e-01 2.414378710937480424e-02 1.832057920898434222e+00 3.234262285156238037e-01 1.361260732421874509e-01 3.124069724302467765e+00 1.545174436200218160e-01 4.081058155378840979e+00 1.746591801948362610e+00 2.781201771024281455e-01
