M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.103958185546876081e+00 2.606632275390598497e-01 9.148094726562465417e-03 1.770459716796866978e+00 6.194122675781249532e-01 9.511245605468682252e-02 2.096530674303151098e+00 4.576533390536821622e-01 4.362172410699056257e+00 1.146921428798794107e+00 2.405280777768076250e-01
1.055042251953127286e+00 2.787797597656247461e-01 8.350436523437483605e-03 1.880819526367196737e+00 2.723037265624977388e-01 1.002094199218748066e-01 2.633779462575226216e+00 3.683015844193342492e-01 4.361466221085051664e+00 1.122351892757349479e+00 2.658232192263972338e-01
1.041615056640628589e+00 2.745107832031253858e-01 8.812412109374993807e-03 1.830950215820315918e+00 7.552120146484380125e-01 1.141136191406248307e-01 3.209835495589651089e+00 3.281014078408914236e-01 4.348010232848021239e+00 1.133226694283120173e+00 2.422442272081689330e-01
1.065245092773444924e+00 2.791560195312465797e-01 8.373698242187468596e-03 1.739911656249996996e+00 1.773059261718750834e+00 9.634279687499931744e-02 1.840617037186073945e+00 4.755744723568131049e-01 4.361586812934942436e+00 1.127198468894885952e+00 2.196862863488554807e-01
1.104573509765623962e+00 2.656979472656234020e-01 1.032888671874997340e-02 1.793322069335932412e+00 7.583584345703150431e-01 1.015804042968747739e-01 2.159064579090042457e+00 4.494167636508991093e-01 4.360874436858060754e+00 1.149230775009547401e+00 2.414089671912768575e-01
1.105582608398441025e+00 2.569095429687473509e-01 7.540938476562511310e-03 1.679651333007806002e+00 7.887209130859299533e-01 7.729128222656138358e-02 1.469476675023249745e+00 5.493402193131069478e-01 4.380115959272870896e+00 1.125012871215029131e+00 2.373615487283660397e-01
1.100743110351566356e+00 2.658605927734338237e-01 9.098011718749953250e-03 1.704120458984366815e+00 9.720873564453113014e-01 8.729422167968664548e-02 1.504242642995562873e+00 5.367022005954517061e-01 4.377627212028868620e+00 1.125048746359442076e+00 2.357389078383254344e-01
1.083457655273441400e+00 2.698419931640607672e-01 8.617702148437477241e-03 1.836586601562499865e+00 6.420490205078126511e-01 1.065755380859369911e-01 1.984542044968629737e+00 4.701100478198978472e-01 4.374523440707705824e+00 1.120331564382768041e+00 2.472129775274534702e-01
1.143114177734372960e+00 2.583182646484371014e-01 1.273100390624999807e-02 1.832543899414058153e+00 9.047149707031261201e-01 2.113257656249991068e-01 1.926498268643648037e+00 5.311820778439503288e-01 4.369618406195395544e+00 1.157416854369909709e+00 2.352231788078836261e-01
1.063723560546880220e+00 2.793295302734384866e-01 8.734729492187490521e-03 1.981186475585956952e+00 2.884601376953109808e-01 1.200604228515627508e-01 2.526803834170891161e+00 3.869518598268907872e-01 4.368073612737889633e+00 1.118519455234618709e+00 2.663610985719807034e-01
