M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.145907108398442009e+00 2.734040400390627679e-01 2.111243847656235975e-02 1.858241505859389520e+00 1.007688101562506322e+00 2.050674638671879380e-01 4.760037600090856635e+00 2.328689637192631334e-01 4.259486520740431992e+00 1.316366457656570566e+00 2.498565328675957098e-01
1.161261324218752833e+00 2.787469873046878321e-01 2.319983496093734610e-02 1.830555554687493425e+00 3.922007333984341981e-01 2.190110976562513190e-01 4.297112482460873295e+00 2.675293185933219631e-01 4.277846781389243347e+00 1.297225122742363679e+00 2.679659451078063026e-01
1.190324998046880856e+00 2.835944316406257548e-01 2.637153320312496732e-02 1.874143857421868731e+00 3.177137480468732456e-01 2.288003105468762732e-01 4.313506592250770488e+00 2.663722545772874151e-01 4.255615197745242995e+00 1.347225526477272783e+00 2.739955880695322255e-01
1.145319148437504930e+00 2.734060234375005893e-01 2.190364843749988480e-02 1.849962609375015443e+00 8.554827519531307267e-01 2.053578496093753369e-01 4.986705686055457498e+00 2.075971987713239320e-01 4.255820936085892292e+00 1.322271000523358886e+00 2.530382782726221524e-01
1.143801856445312959e+00 2.827127978515621698e-01 2.159256054687496568e-02 1.906298333007817147e+00 8.494590859375042990e-01 1.946909169921881566e-01 4.368919191328989982e+00 2.533047259308933152e-01 4.272268950176477453e+00 1.295695520804571288e+00 2.615290284629214757e-01
1.146746521484380166e+00 2.738552382812499131e-01 2.169838964843731274e-02 1.877370250000017560e+00 1.073034272460944516e+00 2.004926982421882387e-01 4.846831050499747384e+00 2.106882891687737458e-01 4.260158737400619344e+00 1.315631840529159380e+00 2.479822369233167789e-01
1.130556876953127121e+00 2.674351865234365633e-01 2.096024999999994073e-02 1.844557984375016613e+00 1.248778629882819846e+00 1.967753105468760533e-01 5.344789672536387926e+00 2.084911024232966315e-01 4.258417170199193080e+00 1.310008472134621904e+00 2.392185182292390910e-01
1.187601576171885442e+00 2.889671074218750912e-01 2.853310058593756110e-02 1.882069700195305728e+00 4.207051064453102285e-01 1.849647314453139735e-01 4.411269243711481991e+00 2.382014082677160749e-01 4.255085463266854440e+00 1.346584635155812393e+00 2.766531950086036362e-01
1.128067477539070662e+00 2.688896259765631291e-01 2.038941503906232730e-02 1.822508575195334046e+00 9.463016923828185822e-01 2.382566611328114925e-01 5.752557013381719209e+00 2.031225518190683532e-01 4.235861932604150226e+00 1.342208435068733330e+00 2.465432590696627901e-01
1.138088960937500227e+00 2.756703154296877289e-01 2.120003906249998127e-02 1.823263806640629481e+00 7.997891230468797685e-01 2.155763447265631738e-01 4.885863878111824654e+00 2.392984995809020188e-01 4.254652607364604933e+00 1.320919676147263022e+00 2.571270760297047486e-01
1.156514319335940844e+00 2.723783212890624195e-01 2.250889941406242559e-02 1.879487737304696537e+00 7.296649843750045994e-01 1.951276191406257909e-01 4.637774450751072308e+00 2.354572773025674637e-01 4.273573591928043314e+00 1.301885750090996385e+00 2.541421549298423788e-01
1.107625828124998213e+00 2.656166152343742981e-01 1.718075195312495154e-02 1.946139058593778115e+00 1.406114587890634704e+00 2.189967822265623809e-01 5.405987018603115146e+00 2.190338270620928729e-01 4.258807680710599008e+00 1.295629596233166092e+00 2.304301436257805147e-01
1.167786012695313680e+00 2.735390478515630219e-01 2.324423828124989530e-02 1.829332588867192522e+00 4.167404208984353264e-01 2.180365117187509638e-01 4.612033019242073095e+00 2.304628834804187676e-01 4.260020002879184808e+00 1.328988555529000637e+00 2.627307231198625082e-01
1.127048032226565244e+00 2.736145195312495448e-01 2.094622167968743578e-02 1.826808050781263182e+00 1.079496551757819667e+00 2.084336103515633254e-01 5.320102015562281572e+00 2.017712250443762789e-01 4.248519767054895979e+00 1.323042850691212191e+00 2.488324645007760905e-01
1.115775708007811229e+00 2.793508623046869754e-01 1.815544921874996318e-02 1.926343931640639218e+00 9.904758544921947738e-01 2.133041093750012440e-01 4.656429377864161445e+00 2.424692229942847499e-01 4.268397835152201836e+00 1.285137806071515509e+00 2.553727233401968943e-01
1.156760499023441247e+00 2.767163945312502427e-01 2.285666210937484233e-02 1.854908632812501734e+00 5.359060371093723463e-01 2.047435712890639803e-01 4.561967425616341387e+00 2.249457382026613661e-01 4.270680265568333134e+00 1.305092976906295776e+00 2.625685774137800910e-01
1.155566531250003415e+00 2.819365927734374111e-01 2.272967187499984332e-02 1.894219780273459497e+00 1.478425883789065809e+00 2.007272939453127181e-01 4.585998664224139709e+00 2.320131732587446538e-01 4.244669574896876796e+00 1.345548868124670561e+00 2.472328506579153373e-01
1.167665556640625102e+00 2.862714179687499416e-01 2.368729199218731069e-02 1.877744632812504921e+00 1.052456686523443041e+00 2.374263935546885584e-01 4.076147813081947291e+00 2.883780723780031141e-01 4.261771727559072076e+00 1.325184274883411506e+00 2.611466154235786985e-01
