M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.160330895507818205e+00 2.641046826171882800e-01 2.141497558593737777e-02 1.765560413085954572e+00 5.608927998046893126e-01 2.184628486328118180e-01 4.441190389288049545e+00 3.097137126538830887e-01 4.280050020735394867e+00 1.296046056392656132e+00 2.523094418640365877e-01
1.170452515625006296e+00 2.627936777343762298e-01 2.052812597656234264e-02 1.752880865234391905e+00 3.998860156249998687e-01 2.157217636718741227e-01 4.220993215948738886e+00 3.255794566201050677e-01 4.277321118542410261e+00 1.304795268549901799e+00 2.528034413820658410e-01
1.188562464843750721e+00 2.699193466796875329e-01 2.645312109375000387e-02 1.749016232421884975e+00 2.577056396484362910e-01 2.259557783203128278e-01 4.224874711413978190e+00 3.379551300190784535e-01 4.284269189851868553e+00 1.306458165506892311e+00 2.631962983792820454e-01
1.140336496093751206e+00 2.655027763671871655e-01 2.019004199218744564e-02 1.758469755859392247e+00 9.890936992187540078e-01 2.039040957031252876e-01 4.658802228484677066e+00 2.926209832126497323e-01 4.273715440860430981e+00 1.296720236349158117e+00 2.446770783520474390e-01
1.185701720703124185e+00 2.725913740234376381e-01 2.473902929687498906e-02 1.766295895507819180e+00 2.567921835937489461e-01 2.349226425781256733e-01 4.230840515000397595e+00 3.284046146330369953e-01 4.272421733074010852e+00 1.321772531780824433e+00 2.647593667136555196e-01
1.185831562500003766e+00 2.643849550781250390e-01 2.342447851562489899e-02 1.776747446289077326e+00 3.096065566406239200e-01 2.179333095703126777e-01 4.137749439421279263e+00 3.217094333236436565e-01 4.285294291339623918e+00 1.300987778108444459e+00 2.551188198192163581e-01
1.140423850585944532e+00 2.699865068359381670e-01 2.086511035156238952e-02 1.740122717773451511e+00 5.360914794921888271e-01 2.361307988281247661e-01 4.607266705687302455e+00 3.099320251702812890e-01 4.276462350543527080e+00 1.289640387962724288e+00 2.575294520369680318e-01
1.157081257812507591e+00 2.657960791015633872e-01 2.060179296874981719e-02 1.787248775390642086e+00 4.113700361328124222e-01 2.170147529296868882e-01 4.528350989467357479e+00 2.970503420051743282e-01 4.275690947812136322e+00 1.299373891923631508e+00 2.555452860537388848e-01
1.176738808593750685e+00 2.723576640625001710e-01 2.601968554687502863e-02 1.780316312500005216e+00 3.168506220703121712e-01 2.345977158203132462e-01 4.415010734322628139e+00 3.176764070160867370e-01 4.282503995438433186e+00 1.301612425242124838e+00 2.648839573955304449e-01
1.189877483398440461e+00 2.672171269531252169e-01 2.443846191406246621e-02 1.790772050781259450e+00 2.305543935546862377e-01 2.362606269531252190e-01 4.232234108156590402e+00 3.231705513677332609e-01 4.278306856484165088e+00 1.313910649333347891e+00 2.611444294962679824e-01
1.146350861328130799e+00 2.688792958984381198e-01 2.004587402343744121e-02 1.766605816406262353e+00 5.761078154296883636e-01 2.038825458984378780e-01 4.273739513972866000e+00 3.140988513557512185e-01 4.285330418898301907e+00 1.278599041269662173e+00 2.550454467938900738e-01
1.167005185546879487e+00 2.670588798828128496e-01 2.194267968749992123e-02 1.775989908203138956e+00 6.122445791015641570e-01 2.164157275390623525e-01 4.259025188686722529e+00 3.169544031542111395e-01 4.278449522097676372e+00 1.302576141125953546e+00 2.542089654301131207e-01
1.125950743164063406e+00 2.668202109374991915e-01 1.779001367187499349e-02 1.744640863281268217e+00 1.075490714843752471e+00 2.279984980468746925e-01 4.646965262970231159e+00 2.962840587432209460e-01 4.270025772698983424e+00 1.292284279679213777e+00 2.456322069814169118e-01
1.180703549804689612e+00 2.700973476562500419e-01 2.505490722656252001e-02 1.790020191406256123e+00 4.001220664062494770e-01 2.301644189453133094e-01 4.267792171356908248e+00 3.189514621710258235e-01 4.283370538048501430e+00 1.301780901237340915e+00 2.603137210399031898e-01
1.131079775390627429e+00 2.660092011718744320e-01 2.001979101562492008e-02 1.775101020507832139e+00 1.132592843750004352e+00 2.056015332031253529e-01 4.792976998822548573e+00 2.875653638366896803e-01 4.277307481482804263e+00 1.284980019075180335e+00 2.421799153056729270e-01
1.139893936523441287e+00 2.680925888671876756e-01 2.032862988281240735e-02 1.750012927734390100e+00 7.263698457031273481e-01 2.195217675781250544e-01 4.680079310245427671e+00 2.954980874983281769e-01 4.270371397708022876e+00 1.299868961857187699e+00 2.520387872256437678e-01
1.179111302734377587e+00 2.717762861328125168e-01 2.450785058593746638e-02 1.775532817382820427e+00 2.705112324218734154e-01 2.314118867187505979e-01 4.195157730442930166e+00 3.253639856305815536e-01 4.282748310398464930e+00 1.301162612093007764e+00 2.645041652526013976e-01
1.164746459960941838e+00 2.711193486328128399e-01 2.387299414062496461e-02 1.764416561523444393e+00 3.165348037109361745e-01 2.249203222656255552e-01 4.283586884206432188e+00 3.220881445580685565e-01 4.290614748719717930e+00 1.281238566989204131e+00 2.629846967988198614e-01
1.186945744140629255e+00 2.693091328124999628e-01 2.408631640624990522e-02 1.790757044921884589e+00 2.435761445312488449e-01 2.353325791015627722e-01 4.120585787790085774e+00 3.323585049100724609e-01 4.282421509236939094e+00 1.305758410002418213e+00 2.629804807608011608e-01
1.172942818359379080e+00 2.639957900390626500e-01 2.245624609374987507e-02 1.791349630859391695e+00 5.341124052734388394e-01 2.090758408203124974e-01 4.180615198262214172e+00 3.153122134306577395e-01 4.289794679170404024e+00 1.287358101297284119e+00 2.517012006868208362e-01
1.180948217773441167e+00 2.736899443359376849e-01 2.417909570312491707e-02 1.801957403320320728e+00 2.381699951171866447e-01 2.263187431640630021e-01 4.085185932604212589e+00 3.312285268713992537e-01 4.285966528933712993e+00 1.296465900614903299e+00 2.664009345128406925e-01
1.173765259765628732e+00 2.660266992187505508e-01 2.361767285156245177e-02 1.755146484375011751e+00 3.429403144531248948e-01 2.189176318359374041e-01 4.410847650460212321e+00 3.132530342259169376e-01 4.278857186052376527e+00 1.306330731454307115e+00 2.574347676568185528e-01
1.205290764648440538e+00 2.718702636718747234e-01 2.599604394531255733e-02 1.821405757812505355e+00 2.238798701171865468e-01 2.214196962890633558e-01 4.048374958909553456e+00 3.264081738216961792e-01 4.275589636429760532e+00 1.325443393515287394e+00 2.650148335519181275e-01
1.146064953125002228e+00 2.635781464843742761e-01 2.012052148437495566e-02 1.774443923828143976e+00 1.176914186523444705e+00 1.928819130859378839e-01 4.362848586586720145e+00 3.108493093600187551e-01 4.287023222775653508e+00 1.277524797212339802e+00 2.394389452039809019e-01
1.127703523437500799e+00 2.636527089843744287e-01 1.668152539062501410e-02 1.737711593750020267e+00 7.177614326171908310e-01 2.030184316406244693e-01 4.350758505432382961e+00 3.060324758608782281e-01 4.280673270604849812e+00 1.276214308168827083e+00 2.459992832119913819e-01
1.180741136718751916e+00 2.692423134765634662e-01 2.022482031249986031e-02 1.759757918945324739e+00 3.649470322265614963e-01 2.056356679687497135e-01 3.606486563902294940e+00 3.552398116451909171e-01 4.281019028711758878e+00 1.304215352426831176e+00 2.577574506461500770e-01
1.185274292968754084e+00 2.654072265625000981e-01 2.355506640624993944e-02 1.769418220703136591e+00 3.026038007812495434e-01 2.190811767578127456e-01 4.252563113211248691e+00 3.159943559533788804e-01 4.277685293310919512e+00 1.312688447567619043e+00 2.568736505076564813e-01
1.145363071289065893e+00 2.666341640625002340e-01 2.059264453124991234e-02 1.745545913085952749e+00 7.055901142578150376e-01 2.171147031250000303e-01 4.545631925907628101e+00 3.033833869832404662e-01 4.276232372761084477e+00 1.293598615813253305e+00 2.516335332482981246e-01
1.133541742187503143e+00 2.648177197265618732e-01 1.875046191406245025e-02 1.758156464843769085e+00 1.182500537109379524e+00 2.170268583984372168e-01 4.512711316384177884e+00 3.103627703405120175e-01 4.281675236235608750e+00 1.278801426358971760e+00 2.410512029666402045e-01
1.179239547851566705e+00 2.656739833984373411e-01 2.295969726562485658e-02 1.798239209960949214e+00 3.756971386718736539e-01 2.129695654296878959e-01 4.152766967578570778e+00 3.160873439865499734e-01 4.287860221422176821e+00 1.293434376205700786e+00 2.559140261017118223e-01
1.181449248046877010e+00 2.674263867187504640e-01 2.560078124999997165e-02 1.733933391601571783e+00 2.676413603515617190e-01 2.295031923828126097e-01 4.475754889954034255e+00 3.222877922848825238e-01 4.276392879667442415e+00 1.315626731324575527e+00 2.601786246127133495e-01
1.156157765625003497e+00 2.665386406250001006e-01 2.236634374999993055e-02 1.784464125976577442e+00 6.531933349609400086e-01 2.172316679687498475e-01 4.632666557324224499e+00 2.950339708030896846e-01 4.277018074840329476e+00 1.299579698094889713e+00 2.518569201275013270e-01
1.143491044921877142e+00 2.634029775390618333e-01 1.787517578124997106e-02 1.726856626953146456e+00 7.659154541015660289e-01 2.140506181640617900e-01 4.154827270177931631e+00 3.371341321671589841e-01 4.284778185205896150e+00 1.278681977094863642e+00 2.460886104717391887e-01
1.173014117187505256e+00 2.651981494140631668e-01 2.115244140624987848e-02 1.767426763671889667e+00 5.026641992187503849e-01 2.084297402343748828e-01 4.062314426927905231e+00 3.284287284459080913e-01 4.279498822621794929e+00 1.303093600996895196e+00 2.539751881001639511e-01
1.140866193359377334e+00 2.608557451171867325e-01 1.867714648437496933e-02 1.760122571289081561e+00 1.105960301757818343e+00 2.033918984374998851e-01 4.558566380014896779e+00 2.971561147471346032e-01 4.276926835946199823e+00 1.289882206585035052e+00 2.391197307578116493e-01
