M Y Z alpha diffusion overshoot age X_c log_g radius Y_surf
1.006994668945315086e+00 2.690020595703119244e-01 1.933684863281232708e-02 1.868082942382831124e+00 7.244455771484324957e-01 1.698528105468753158e-01 4.387322819174377386e+00 3.943606451221948750e-01 4.448362341548996568e+00 9.935478813748892524e-01 2.554100081313531723e-01
1.010630348632813424e+00 2.691164785156242578e-01 1.983792968749983551e-02 1.873530198242203682e+00 7.644092988281200318e-01 1.713239179687504055e-01 4.323932071476066064e+00 3.984656473221499517e-01 4.448641338986567995e+00 9.950036769062989839e-01 2.554738594791330919e-01
1.007165603515620234e+00 2.694746679687484714e-01 2.000934960937482063e-02 1.787992607421886149e+00 7.081361210937434647e-01 1.437731728515626028e-01 4.467290762431986195e+00 3.878211625039936217e-01 4.440663776014725173e+00 1.002662330914270594e+00 2.573453774040431741e-01
1.008308125000002997e+00 2.700787148437501783e-01 1.953483789062482670e-02 1.913109961914083668e+00 7.400549882812466063e-01 1.777834082031252705e-01 4.439364664504545033e+00 3.865847539053968163e-01 4.448857600320806682e+00 9.934698758664438634e-01 2.561384884850384513e-01
1.005193537109374979e+00 2.703409648437493651e-01 1.868730664062480742e-02 1.834721031250018619e+00 6.572290468749967252e-01 1.605671445312501222e-01 4.416443420531956043e+00 3.870945734161266305e-01 4.442996528844694204e+00 9.985647740311583975e-01 2.576022501909467910e-01
1.013876462890626273e+00 2.716037441406244368e-01 2.036438867187482377e-02 1.886360919921891366e+00 8.203825927734326173e-01 1.600429199218752763e-01 4.421462309685765923e+00 3.775133779442097492e-01 4.441381948560779946e+00 1.005163744743339249e+00 2.573437804165908949e-01
1.019551916015629223e+00 2.713201875000000318e-01 2.019510546874984588e-02 1.973988691406272977e+00 9.057321074218719348e-01 1.621755117187503870e-01 4.208572153549085648e+00 3.850446435309317073e-01 4.448680627237721730e+00 9.990734874625023521e-01 2.552188150277792111e-01
1.022840715820315660e+00 2.688234960937503915e-01 2.044412988281235286e-02 1.931912341796895527e+00 6.796105585937478599e-01 1.648278447265625890e-01 4.399302782512338084e+00 3.765793451677231229e-01 4.444104226862005014e+00 1.006100925491069997e+00 2.566369621281444080e-01
1.002743826171878849e+00 2.684462539062500985e-01 1.780222265624982134e-02 1.903120331054709569e+00 6.910519785156220562e-01 1.618063925781250967e-01 4.415074259398856782e+00 3.824601150319218434e-01 4.447871435135873242e+00 9.914510073839200022e-01 2.551247609121277682e-01
1.002154562500000790e+00 2.675261035156242251e-01 1.934397949218732635e-02 1.838695340820329704e+00 6.074809492187474014e-01 1.702038671875004405e-01 4.517866173983174249e+00 3.967994329443324530e-01 4.451426951914481123e+00 9.876320669025335786e-01 2.559115616754510381e-01
1.006232188476564149e+00 2.696879560546873167e-01 1.991025097656235268e-02 1.886461788085956437e+00 7.698498876953072667e-01 1.764328730468752993e-01 4.526876414545277783e+00 3.875081857563326126e-01 4.448502152446495828e+00 9.930516612323292414e-01 2.556713051242076040e-01
1.004578780273440941e+00 2.697282197265621351e-01 1.877547070312483510e-02 1.893993547851582360e+00 7.895673271484334732e-01 1.707972558593749690e-01 4.302040311659357741e+00 3.966458187818629466e-01 4.450206205105449619e+00 9.900705763850887742e-01 2.551354676872802929e-01
1.003975603515629533e+00 2.694637666015624045e-01 1.888207226562482743e-02 1.900212699218770673e+00 8.195294599609331820e-01 1.791250966796876787e-01 4.430536449457795456e+00 3.922768535478735052e-01 4.449391741867041894e+00 9.908138433946187540e-01 2.539400753979430547e-01
9.976211914062494968e-01 2.711102421874989066e-01 1.846777636718728577e-02 1.807817492187514974e+00 6.575183339843713171e-01 1.546874824218750499e-01 4.497645559928496795e+00 3.871364818666062635e-01 4.443248785729339900e+00 9.947271669066158895e-01 2.583536855555599310e-01
1.002808733398441454e+00 2.657840625000003620e-01 1.772506445312484538e-02 1.919046337890649934e+00 5.878643085937481638e-01 1.670760712890629884e-01 4.617330514002217612e+00 3.763042337491578904e-01 4.448905856730933195e+00 9.905489476038431551e-01 2.535067978895549357e-01
1.001735101562504004e+00 2.684355878906248827e-01 1.832098144531231487e-02 1.889201226562521319e+00 7.000389873046838352e-01 1.721543994140629363e-01 4.532526984211685317e+00 3.850358279410601159e-01 4.447466384191730349e+00 9.919019783220672792e-01 2.541742806471966043e-01
