l n nu dnu n_g
0 2 123.815 0.124 0 
0 3 153.298 0.118 0 
0 4 182.946 0.112 0 
0 5 211.963 0.107 0 
0 6 241.706 0.102 0 
0 7 270.686 0.049 0 
0 8 298.905 0.028 0 
0 9 326.286 0.030 0 
0 10 355.014 0.020 0 
0 11 384.529 0.019 0 
0 12 414.313 0.015 0 
0 13 443.442 0.014 0 
0 14 472.588 0.017 0 
0 15 502.110 0.027 0 
0 16 532.407 0.050 0 
0 17 562.975 0.141 0 
0 18 593.080 0.176 0 
0 19 623.351 0.185 0 
0 20 653.594 0.194 0 
0 21 684.077 0.204 0 
0 22 713.907 0.214 0 
0 23 744.789 0.225 0 
1 -25 131.302 0.318 28 
1 -24 135.076 0.303 27 
1 -23 140.538 0.288 26 
1 -22 145.725 0.274 25 
1 -21 152.134 0.261 24 
1 -8 157.256 0.249 11 
1 -19 159.749 0.237 22 
1 -18 165.848 0.226 22 
1 -17 173.593 0.215 21 
1 -2 180.117 0.205 6 
1 -9 185.277 0.195 14 
1 -14 192.250 0.186 19 
1 -7 197.197 0.177 12 
1 -12 207.146 0.168 17 
1 -11 218.489 0.160 16 
1 -10 221.336 0.153 15 
1 -9 234.000 0.146 15 
1 -4 248.111 0.139 10 
1 -7 251.554 0.132 13 
1 -6 269.018 0.126 13 
1 3 277.619 0.120 4 
1 -4 290.775 0.114 12 
1 5 304.376 0.109 3 
1 -2 315.924 0.103 11 
1 5 330.356 0.098 4 
1 0 345.130 0.049 10 
1 7 358.273 0.036 3 
1 8 376.628 0.027 3 
1 3 390.744 0.021 8 
1 10 407.546 0.016 2 
1 5 428.082 0.016 8 
1 8 442.761 0.013 5 
1 11 461.394 0.016 3 
1 8 485.024 0.023 7 
1 11 501.031 0.047 4 
1 12 520.376 0.094 4 
1 11 546.808 0.203 6 
1 12 568.171 0.213 5 
1 15 583.768 0.224 3 
1 16 609.751 0.235 3 
1 15 637.400 0.247 5 
1 16 661.523 0.259 4 
1 17 676.431 0.272 4 
1 20 701.125 0.286 2 
1 21 729.681 0.300 2 
1 20 758.645 0.315 4 
2 -46 132.686 0.481 48 
2 -45 133.563 0.458 47 
2 -43 139.415 0.436 46 
2 -42 141.806 0.416 45 
2 -41 145.418 0.396 44 
2 -40 146.531 0.377 43 
2 -39 149.027 0.359 42 
2 -38 152.843 0.342 41 
2 -37 157.040 0.326 40 
2 -36 160.914 0.310 39 
2 -35 163.800 0.295 38 
2 -34 166.288 0.281 37 
2 -33 170.295 0.268 37 
2 -32 175.468 0.255 36 
2 -31 178.600 0.243 35 
2 -30 181.007 0.231 34 
2 -29 186.377 0.220 33 
2 -28 191.917 0.210 32 
2 -27 197.783 0.200 31 
2 -26 203.116 0.190 31 
2 -25 205.609 0.181 30 
2 -24 211.362 0.173 29 
2 -23 216.030 0.164 28 
2 -22 221.096 0.157 27 
2 -21 228.949 0.149 26 
2 -20 236.911 0.142 26 
2 -19 238.742 0.135 25 
2 -18 247.507 0.129 24 
2 -17 257.525 0.123 23 
2 -16 265.931 0.117 23 
2 -15 268.923 0.111 22 
2 -14 280.597 0.106 21 
2 -13 292.412 0.101 21 
2 -12 295.192 0.096 20 
2 -11 305.740 0.092 19 
2 -10 315.929 0.087 18 
2 -9 323.502 0.083 18 
2 -8 330.608 0.079 17 
2 -7 347.765 0.075 17 
2 -6 351.994 0.072 16 
2 -5 368.498 0.068 15 
2 -4 381.273 0.065 15 
2 -3 391.888 0.062 14 
2 -2 411.241 0.040 14 
2 -1 418.420 0.032 13 
2 0 440.464 0.026 13 
2 1 448.787 0.025 12 
2 2 469.657 0.038 12 
2 3 483.484 0.064 11 
2 4 499.139 0.168 11 
2 5 523.929 0.284 10 
2 6 529.759 0.299 10 
2 7 559.954 0.314 10 
2 8 572.236 0.329 9 
2 9 590.359 0.346 9 
2 10 620.561 0.363 9 
2 11 629.562 0.381 8 
2 12 650.910 0.400 8 
2 13 681.587 0.420 8 
2 14 696.564 0.441 7 
2 15 710.708 0.463 7 
2 16 741.383 0.486 7 
