l n nu dnu n_g
0 3 167.655 0.150 0 
0 4 198.937 0.143 0 
0 5 230.149 0.136 0 
0 6 261.556 0.130 0 
0 7 293.022 0.124 0 
0 8 325.107 0.059 0 
0 9 356.673 0.033 0 
0 10 387.293 0.036 0 
0 11 418.089 0.023 0 
0 12 449.801 0.022 0 
0 13 482.524 0.017 0 
0 14 515.770 0.016 0 
0 15 548.696 0.020 0 
0 16 581.469 0.032 0 
0 17 613.881 0.058 0 
0 18 646.391 0.162 0 
0 19 679.488 0.202 0 
0 20 712.409 0.212 0 
0 21 745.901 0.222 0 
0 22 779.629 0.234 0 
0 23 812.971 0.245 0 
0 24 845.787 0.258 0 
1 -14 158.755 0.251 17 
1 -5 166.209 0.239 8 
1 -12 171.473 0.228 15 
1 -11 178.513 0.217 15 
1 -10 184.851 0.207 14 
1 -9 197.451 0.197 13 
1 -8 206.333 0.187 12 
1 -7 213.492 0.178 12 
1 -6 231.127 0.170 11 
1 -5 237.739 0.162 10 
1 -4 254.227 0.154 10 
1 3 268.464 0.147 3 
1 -2 281.402 0.140 9 
1 5 299.683 0.133 2 
1 0 314.512 0.127 8 
1 5 331.258 0.121 3 
1 4 351.389 0.115 5 
1 3 364.963 0.108 6 
1 8 385.745 0.054 2 
1 5 403.876 0.040 6 
1 6 424.963 0.030 5 
1 9 443.630 0.024 3 
1 8 466.813 0.018 5 
1 9 492.408 0.018 4 
1 12 511.324 0.015 2 
1 13 535.468 0.019 2 
1 12 564.782 0.027 4 
1 13 592.539 0.055 3 
1 14 610.070 0.110 3 
1 15 633.380 0.235 3 
1 16 663.839 0.247 3 
1 17 695.261 0.259 3 
1 18 727.597 0.272 3 
1 19 757.591 0.286 2 
1 20 776.150 0.300 2 
1 21 799.351 0.315 2 
1 22 829.893 0.331 2 
2 -28 153.524 0.286 31 
2 -27 155.358 0.272 30 
2 -26 160.434 0.260 29 
2 -25 165.609 0.247 28 
2 -24 168.649 0.235 27 
2 -23 172.970 0.224 26 
2 -22 179.761 0.214 25 
2 -21 186.663 0.203 25 
2 -20 190.731 0.194 24 
2 -19 195.370 0.184 23 
2 -18 203.823 0.176 22 
2 -17 209.177 0.167 21 
2 -16 215.718 0.159 20 
2 -15 224.911 0.152 20 
2 -14 227.849 0.145 19 
2 -13 238.563 0.138 18 
2 -12 251.151 0.131 18 
2 -11 255.695 0.125 17 
2 -10 266.627 0.119 16 
2 -9 280.432 0.113 15 
2 -8 286.743 0.108 15 
2 -7 295.122 0.103 14 
2 -6 308.048 0.098 13 
2 -5 321.132 0.093 13 
2 -4 329.048 0.089 12 
2 -3 352.075 0.084 12 
2 -2 354.293 0.080 11 
2 -1 382.596 0.077 11 
2 0 384.137 0.073 10 
2 1 414.473 0.070 10 
2 2 418.361 0.066 9 
2 3 446.199 0.043 9 
2 4 460.833 0.035 8 
2 5 479.068 0.028 8 
2 6 511.845 0.028 8 
2 7 513.576 0.041 7 
2 8 545.561 0.072 7 
2 9 576.945 0.194 7 
2 10 579.607 0.314 6 
2 11 610.597 0.330 6 
2 12 643.281 0.347 6 
2 13 656.469 0.364 5 
2 14 677.290 0.382 5 
2 15 709.684 0.401 5 
2 16 742.519 0.421 5 
2 17 753.811 0.442 4 
2 18 776.169 0.465 4 
2 19 809.178 0.488 4 
2 20 843.577 0.512 4 
