l n nu dnu n_g
0 3 159.015 0.122 0 
0 4 189.483 0.116 0 
0 5 219.449 0.111 0 
0 6 249.455 0.105 0 
0 7 279.952 0.051 0 
0 8 309.775 0.029 0 
0 9 338.755 0.031 0 
0 10 367.554 0.021 0 
0 11 397.685 0.020 0 
0 12 428.762 0.015 0 
0 13 459.849 0.015 0 
0 14 490.584 0.018 0 
0 15 520.987 0.029 0 
0 16 551.752 0.052 0 
0 17 582.830 0.146 0 
0 18 614.460 0.183 0 
0 19 646.226 0.192 0 
0 20 677.802 0.201 0 
0 21 709.866 0.211 0 
0 22 740.780 0.222 0 
0 23 772.083 0.233 0 
1 -20 138.032 0.289 23 
1 -19 144.706 0.275 22 
1 -18 151.720 0.262 21 
1 -17 159.325 0.249 20 
1 -4 163.003 0.237 7 
1 -15 168.201 0.226 19 
1 -8 176.532 0.215 12 
1 -3 181.909 0.205 7 
1 -12 190.930 0.195 16 
1 -11 197.893 0.186 15 
1 -10 204.227 0.177 15 
1 -9 218.015 0.169 14 
1 -4 226.931 0.161 9 
1 -7 234.686 0.153 13 
1 -6 252.456 0.146 12 
1 -5 257.256 0.139 11 
1 -4 274.906 0.132 11 
1 3 286.828 0.126 4 
1 -2 301.228 0.120 10 
1 5 315.520 0.114 3 
1 0 332.435 0.109 9 
1 5 344.187 0.102 4 
1 6 364.078 0.051 4 
1 3 377.700 0.037 7 
1 8 395.579 0.028 3 
1 7 415.246 0.023 5 
1 6 434.739 0.017 6 
1 11 451.713 0.017 2 
1 8 475.400 0.014 6 
1 9 497.437 0.018 5 
1 12 513.814 0.024 3 
1 13 538.139 0.050 3 
1 12 565.081 0.102 5 
1 13 585.737 0.218 4 
1 16 603.777 0.228 2 
1 17 631.494 0.240 2 
1 16 661.531 0.252 4 
1 17 690.825 0.264 3 
1 18 711.158 0.278 3 
1 19 729.087 0.291 3 
1 20 757.864 0.306 3 
1 21 788.275 0.321 3 
2 -38 136.913 0.361 40 
2 -36 143.852 0.344 39 
2 -35 147.565 0.328 38 
2 -34 150.408 0.312 37 
2 -33 152.143 0.297 36 
2 -32 156.476 0.283 35 
2 -31 160.984 0.270 34 
2 -30 164.469 0.257 33 
2 -29 167.470 0.245 32 
2 -28 172.409 0.233 31 
2 -27 178.166 0.222 31 
2 -26 183.067 0.211 30 
2 -25 184.910 0.201 29 
2 -24 191.640 0.192 28 
2 -23 198.190 0.183 27 
2 -22 204.514 0.174 26 
2 -21 208.383 0.166 26 
2 -20 214.469 0.158 25 
2 -19 218.555 0.150 24 
2 -18 224.397 0.143 23 
2 -17 233.781 0.136 22 
2 -16 243.383 0.130 22 
2 -15 245.446 0.124 21 
2 -14 256.253 0.118 20 
2 -13 268.716 0.112 19 
2 -12 274.608 0.107 19 
2 -11 282.719 0.102 18 
2 -10 295.270 0.097 17 
2 -9 303.827 0.092 17 
2 -8 309.043 0.088 16 
2 -7 321.664 0.084 15 
2 -6 335.355 0.080 15 
2 -5 341.175 0.076 14 
2 -4 363.261 0.072 14 
2 -3 364.794 0.069 13 
2 -2 390.074 0.066 13 
2 -1 394.297 0.062 12 
2 0 420.348 0.041 11 
2 1 425.473 0.032 11 
2 2 455.261 0.027 11 
2 3 456.922 0.025 10 
2 4 487.528 0.039 10 
2 5 497.399 0.065 9 
2 6 518.022 0.175 9 
2 7 548.029 0.297 9 
2 8 549.355 0.312 8 
2 9 580.259 0.328 8 
2 10 608.819 0.344 8 
2 11 612.166 0.361 7 
2 12 643.042 0.379 7 
2 13 675.983 0.398 7 
2 14 682.848 0.418 6 
2 15 707.108 0.439 6 
2 16 737.463 0.461 6 
2 17 769.130 0.484 6 
2 18 772.687 0.508 5 
