l n nu dnu n_g
0 3 171.596 0.153 0 
0 4 202.972 0.146 0 
0 5 234.312 0.139 0 
0 6 266.334 0.132 0 
0 7 298.164 0.126 0 
0 8 330.642 0.060 0 
0 9 363.314 0.034 0 
0 10 395.059 0.037 0 
0 11 426.352 0.024 0 
0 12 458.379 0.023 0 
0 13 491.434 0.017 0 
0 14 525.117 0.017 0 
0 15 559.089 0.020 0 
0 16 592.677 0.032 0 
0 17 626.000 0.059 0 
0 18 659.391 0.165 0 
0 19 692.884 0.206 0 
0 20 726.261 0.216 0 
0 21 760.150 0.227 0 
0 22 793.979 0.238 0 
0 23 828.255 0.250 0 
0 24 862.297 0.263 0 
1 -4 166.619 0.221 7 
1 -11 173.253 0.210 14 
1 -10 179.951 0.200 14 
1 -9 186.844 0.191 13 
1 -8 200.279 0.182 12 
1 -7 209.694 0.173 11 
1 -6 217.882 0.165 11 
1 -5 238.032 0.157 10 
1 -4 241.982 0.149 9 
1 -3 264.166 0.142 9 
1 2 273.334 0.136 4 
1 -1 295.316 0.129 8 
1 4 305.565 0.123 3 
1 3 330.670 0.117 5 
1 2 340.654 0.112 6 
1 7 364.609 0.108 2 
1 4 381.533 0.054 6 
1 5 401.734 0.040 5 
1 8 421.035 0.030 3 
1 7 442.587 0.024 5 
1 8 467.180 0.018 4 
1 11 486.719 0.018 2 
1 12 511.003 0.015 2 
1 11 540.633 0.019 4 
1 12 566.317 0.027 3 
1 13 584.238 0.054 3 
1 14 611.792 0.111 3 
1 15 642.988 0.239 3 
1 16 674.968 0.251 3 
1 17 706.072 0.263 2 
1 18 728.099 0.276 2 
1 19 747.035 0.290 2 
1 20 777.868 0.305 2 
1 21 811.090 0.320 2 
1 22 844.273 0.336 2 
2 -25 156.809 0.282 28 
2 -24 162.125 0.269 27 
2 -24 161.692 0.256 27 
2 -23 167.739 0.244 26 
2 -22 170.661 0.232 25 
2 -21 175.877 0.221 24 
2 -20 183.695 0.210 23 
2 -19 190.753 0.200 23 
2 -18 193.772 0.191 22 
2 -17 201.536 0.182 21 
2 -16 208.933 0.173 20 
2 -15 214.041 0.165 19 
2 -14 223.757 0.157 19 
2 -13 230.030 0.150 18 
2 -12 236.678 0.142 17 
2 -11 250.414 0.136 16 
2 -10 259.600 0.129 16 
2 -9 266.536 0.123 15 
2 -8 280.828 0.117 14 
2 -7 289.922 0.112 14 
2 -6 297.063 0.106 13 
2 -5 310.012 0.101 12 
2 -4 326.386 0.096 12 
2 -3 332.724 0.092 11 
2 -2 358.543 0.087 11 
2 -1 360.444 0.083 10 
2 0 390.832 0.079 10 
2 1 393.185 0.076 9 
2 2 422.587 0.072 9 
2 3 433.122 0.069 8 
2 4 454.820 0.044 8 
2 5 481.898 0.037 7 
2 6 488.018 0.029 7 
2 7 521.639 0.029 7 
2 8 542.941 0.044 6 
2 9 555.935 0.073 6 
2 10 589.744 0.199 6 
2 11 618.349 0.336 5 
2 12 623.969 0.353 5 
2 13 656.518 0.370 5 
2 14 690.286 0.389 5 
2 15 710.755 0.408 4 
2 16 723.245 0.429 4 
2 17 757.390 0.450 4 
2 18 791.508 0.473 4 
2 19 825.291 0.496 4 
2 20 837.604 0.521 3 
2 21 859.160 0.547 3 
